sample	Chromosome	Start Position	End Position	Normal TCN	Normal BCN	Tumour TCN	Tumour BCN
PD24320a	14	22308249	22546345	2	1	2	1
PD24320a	14	22549610	22698981	2	1	3	1
PD24320a	14	22699759	22978335	2	1	2	1
PD24320a	14	22978516	24872917	2	1	1	0
PD24320a	14	24878370	25530133	2	1	2	1
PD24320a	14	25540599	26599618	2	1	1	0
PD24320a	14	26605182	28259506	2	1	2	1
PD24320a	14	28260166	28466533	2	1	1	0
PD24320a	14	28475175	28802426	2	1	2	1
PD24320a	14	28814018	30848630	2	1	1	0
PD24320a	14	30848932	31332299	2	1	3	1
PD24320a	14	31332682	31355096	2	1	2	1
PD24320a	14	31355527	31360852	2	1	3	1
PD24320a	14	31374342	35503326	2	1	2	1
PD24320a	14	35512335	36723777	2	1	1	0
PD24320a	14	36736952	36900126	2	1	2	0
PD24320a	14	36903354	37691622	2	1	1	0
PD24320a	14	37692117	38441430	2	1	2	1
PD24320a	14	38442701	39317483	2	1	4	1
PD24320a	14	39332270	39660880	2	1	2	1
PD24320a	14	39671835	49311970	2	1	4	1
PD24320a	14	49315327	50206702	2	1	3	1
PD24320a	14	50215357	50316657	2	1	3	0
PD24320a	14	50353745	51195365	2	1	4	1
PD24320a	14	51196142	107285437	2	1	1	0
PD24320a	15	20071673	28260309	2	1	3	1
PD24320a	15	28267338	34348338	2	1	1	0
PD24320a	15	34349224	102400037	2	1	3	1
PD24320a	16	91010	33487076	2	1	2	1
PD24320a	16	33828054	90163275	2	1	1	0
PD24320a	17	6689	16617186	2	1	1	0
PD24320a	17	16662914	81048659	2	1	2	1
PD24320a	18	100949	64717339	2	1	2	1
PD24320a	18	64717744	66712510	2	1	1	0
PD24320a	18	66714832	76510886	2	1	2	1
PD24320a	18	76520029	78015057	2	1	1	0
PD24320a	19	260912	18501830	2	1	2	0
PD24320a	19	18515741	18618867	2	1	1	0
PD24320a	19	18627067	59095126	2	1	2	1
PD24320a	20	61795	463995	2	1	1	0
PD24320a	20	476285	1682292	2	1	2	1
PD24320a	20	1684652	3584784	2	1	1	0
PD24320a	20	3587204	3845860	2	1	2	1
PD24320a	20	3846397	5887439	2	1	3	1
PD24320a	20	5895732	8674271	2	1	2	1
PD24320a	20	8675039	10044849	2	1	1	0
PD24320a	20	10050667	25937126	2	1	2	1
PD24320a	20	25942870	29437204	2	1	1	0
PD24320a	20	29471217	47021516	2	1	2	1
PD24320a	20	47022898	47445915	2	1	3	1
PD24320a	20	47447960	53817363	2	1	2	1
PD24320a	20	53817516	56796784	2	1	3	1
PD24320a	20	56798017	56981475	2	1	2	1
PD24320a	20	56982297	58056193	2	1	1	0
PD24320a	20	58059335	60570548	2	1	2	1
PD24320a	20	60572663	62912463	2	1	3	1
PD24320a	21	10913441	17507818	2	1	2	1
PD24320a	21	17508670	22722989	2	1	1	0
PD24320a	21	22732929	48084820	2	1	2	1
PD24320a	22	16055171	45251423	2	1	1	0
PD24320a	22	45253673	46126920	2	1	3	1
PD24320a	22	46137530	46428993	2	1	2	1
PD24320a	22	46434686	51219006	2	1	1	0
PD24320a	X	169805	155233846	2	1	2	1
PD24320a	Y	2649553	59033810	0	0	0	0
PD7206a	1	564621	6079630	2	1	2	1
PD7206a	1	6087847	17781264	2	1	3	1
PD7206a	1	17785736	18838322	2	1	2	1
PD7206a	1	18839126	37171766	2	1	3	1
PD7206a	1	37173644	37750100	2	1	2	1
PD7206a	1	37752973	233229848	2	1	3	1
PD7206a	1	233241590	234525940	2	1	2	1
PD7206a	1	234526868	249198692	2	1	3	1
PD7206a	2	15703	14548239	2	1	3	1
PD7206a	2	14555574	24141662	2	1	2	1
PD7206a	2	24170214	34451391	2	1	3	1
PD7206a	2	34452608	34491584	2	1	2	0
PD7206a	2	34502206	243048760	2	1	3	1
PD7206a	3	69244	4289341	2	1	3	0
PD7206a	3	4293384	4713093	2	1	2	0
PD7206a	3	4713162	7366352	2	1	3	0
PD7206a	3	7367771	9777158	2	1	1	0
PD7206a	3	9789875	11674452	2	1	2	0
PD7206a	3	11679509	14379479	2	1	3	0
PD7206a	3	14379665	16229743	2	1	4	0
PD7206a	3	16231382	21957392	2	1	3	0
PD7206a	3	21960795	22160421	2	1	5	0
PD7206a	3	22161258	25116858	2	1	2	0
PD7206a	3	25118453	28207763	2	1	3	0
PD7206a	3	28207847	33025675	2	1	2	0
PD7206a	3	33028828	33736126	2	1	3	0
PD7206a	3	33737093	35531550	2	1	2	0
PD7206a	3	35532440	38960161	2	1	3	0
PD7206a	3	38962758	40087981	2	1	2	0
PD7206a	3	40088077	40594264	2	1	3	0
PD7206a	3	40600392	41083778	2	1	4	0
PD7206a	3	41085459	43489658	2	1	3	0
PD7206a	3	43496141	44577613	2	1	4	0
PD7206a	3	44578288	50548895	2	1	2	0
PD7206a	3	50556581	83609319	2	1	1	0
PD7206a	3	83611406	85116013	2	1	3	0
PD7206a	3	85129329	87528969	2	1	4	1
PD7206a	3	87530474	88383142	2	1	2	1
PD7206a	3	88383584	148310501	2	1	3	1
PD7206a	3	148313131	197856433	2	1	4	2
PD7206a	4	45410	4617756	2	1	3	1
PD7206a	4	4625292	14837288	2	1	2	1
PD7206a	4	14837311	190921709	2	1	3	1
PD7206a	5	36344	10577895	2	1	4	2
PD7206a	5	10578881	10808956	2	1	8	2
PD7206a	5	10809094	11982921	2	1	9	2
PD7206a	5	11984496	15601489	2	1	7	2
PD7206a	5	15602644	16059968	2	1	6	2
PD7206a	5	16060510	18104764	2	1	5	2
PD7206a	5	18105325	19405165	2	1	6	2
PD7206a	5	19412474	22588556	2	1	3	1
PD7206a	5	22591176	24247673	2	1	4	2
PD7206a	5	24259593	132421990	2	1	3	1
PD7206a	5	132435488	136828353	2	1	2	1
PD7206a	5	136833360	180692833	2	1	3	1
PD7206a	6	203249	9673881	2	1	1	0
PD7206a	6	9679228	11497336	2	1	5	1
PD7206a	6	11499392	13180892	2	1	3	1
PD7206a	6	13186927	13265898	2	1	7	1
PD7206a	6	13266065	22652986	2	1	5	1
PD7206a	6	22655435	24348117	2	1	3	1
PD7206a	6	24349698	25659172	2	1	8	1
PD7206a	6	25659219	38514384	2	1	3	1
PD7206a	6	38517566	38857299	2	1	1	0
PD7206a	6	38860079	39508715	2	1	3	1
PD7206a	6	39508795	39702457	2	1	4	1
PD7206a	6	39726757	40988840	2	1	2	1
PD7206a	6	41002195	42257161	2	1	1	0
PD7206a	6	42260549	43088978	2	1	3	1
PD7206a	6	43094144	43680339	2	1	5	1
PD7206a	6	43680462	44038822	2	1	6	1
PD7206a	6	44050269	44615861	2	1	2	1
PD7206a	6	44617898	44645736	2	1	0	0
PD7206a	6	44645943	45975354	2	1	1	0
PD7206a	6	45975798	45996323	2	1	3	1
PD7206a	6	46000492	47348450	2	1	1	0
PD7206a	6	47361955	52829044	2	1	5	1
PD7206a	6	52829664	56235411	2	1	4	1
PD7206a	6	56235826	56482801	2	1	5	1
PD7206a	6	56484758	56709981	2	1	4	2
PD7206a	6	56711276	57194118	2	1	1	0
PD7206a	6	57205920	58272436	2	1	2	1
PD7206a	6	58274350	61972502	2	1	1	0
PD7206a	6	61972918	71349754	2	1	3	1
PD7206a	6	71351812	72431453	2	1	6	2
PD7206a	6	72432977	76230077	2	1	3	1
PD7206a	6	76233703	76635917	2	1	6	3
PD7206a	6	76638612	78381788	2	1	5	2
PD7206a	6	78381834	95673164	2	1	4	2
PD7206a	6	95836160	170918031	2	1	2	0
PD7206a	7	43259	5878896	2	1	3	1
PD7206a	7	5879004	36081436	2	1	4	2
PD7206a	7	36083679	71941439	2	1	3	1
PD7206a	7	71942238	152761257	2	1	4	2
PD7206a	7	152762916	159119220	2	1	3	1
PD7206a	8	161222	146293414	2	1	3	1
PD7206a	9	46587	6900898	2	1	3	1
PD7206a	9	6901008	8456247	2	1	4	1
PD7206a	9	8458811	16508415	2	1	3	1
PD7206a	9	16508651	16715826	2	1	8	2
PD7206a	9	16719405	16810614	2	1	2	1
PD7206a	9	16816655	16931410	2	1	8	4
PD7206a	9	16936082	18029776	2	1	3	1
PD7206a	9	18031974	21178517	2	1	2	1
PD7206a	9	21181454	21235193	2	1	1	0
PD7206a	9	21238127	113042775	2	1	2	1
PD7206a	9	113045164	115576246	2	1	3	1
PD7206a	9	115581453	141071475	2	1	2	1
PD7206a	10	104427	3213564	2	1	1	0
PD7206a	10	3218457	10720821	2	1	2	1
PD7206a	10	10721284	10754532	2	1	1	0
PD7206a	10	10755594	37559350	2	1	2	1
PD7206a	10	37564987	38636763	2	1	1	0
PD7206a	10	38655478	71312821	2	1	2	1
PD7206a	10	71312949	73946588	2	1	1	0
PD7206a	10	73953261	127687676	2	1	2	1
PD7206a	10	127689040	135434551	2	1	1	0
PD7206a	11	206767	8171902	2	1	1	0
PD7206a	11	8172150	8696872	2	1	4	1
PD7206a	11	8699225	63738642	2	1	3	1
PD7206a	11	63739439	71117463	2	1	2	1
PD7206a	11	71117715	78384032	2	1	3	1
PD7206a	11	78384548	85576127	2	1	2	1
PD7206a	11	85579304	111009374	2	1	3	1
PD7206a	11	111010962	116684164	2	1	2	1
PD7206a	11	116684744	119475308	2	1	3	1
PD7206a	11	119482832	121004851	2	1	2	1
PD7206a	11	121005464	129251792	2	1	3	1
PD7206a	11	129251976	134944770	2	1	2	1
PD7206a	12	161382	6842959	2	1	2	1
PD7206a	12	6843847	97037561	2	1	3	1
PD7206a	12	97037840	100043645	2	1	2	1
PD7206a	12	100043758	114659981	2	1	3	1
PD7206a	12	114663967	115732992	2	1	2	1
PD7206a	12	115734722	124585152	2	1	3	1
PD7206a	12	124594370	132177712	2	1	2	1
PD7206a	12	132179050	133777645	2	1	3	1
PD7206a	13	19045720	115106996	2	1	1	0
PD7206a	14	20211644	23742296	2	1	5	2
PD7206a	14	23742335	37850212	2	1	2	0
PD7206a	14	37850363	38114823	2	1	3	0
PD7206a	14	38116255	107285437	2	1	2	0
PD7206a	15	20071673	23654207	2	1	3	1
PD7206a	15	23654294	27698463	2	1	2	0
PD7206a	15	27699117	28281765	2	1	1	0
PD7206a	15	28282741	102400037	2	1	2	0
PD7206a	16	91010	32463162	2	1	4	2
PD7206a	16	32482955	62182600	2	1	2	0
PD7206a	16	62182851	66156126	2	1	1	0
PD7206a	16	66158736	90163275	2	1	2	0
PD7206a	17	6689	4937903	2	1	2	0
PD7206a	17	4952934	5299950	2	1	4	0
PD7206a	17	5317008	7591761	2	1	2	0
PD7206a	17	7613708	7825574	2	1	5	0
PD7206a	17	7829928	8428180	2	1	16	0
PD7206a	17	8435205	9795735	2	1	13	0
PD7206a	17	9798074	10913903	2	1	15	0
PD7206a	17	10914311	11040228	2	1	10	0
PD7206a	17	11049925	11150893	2	1	2	1
PD7206a	17	11152870	11242328	2	1	1	0
PD7206a	17	11242835	12167635	2	1	0	0
PD7206a	17	12171195	12337534	2	1	1	0
PD7206a	17	12338753	12634150	2	1	2	1
PD7206a	17	12634791	12814564	2	1	3	0
PD7206a	17	12815193	13085623	2	1	7	0
PD7206a	17	13091483	18091019	2	1	1	0
PD7206a	17	18095978	18289923	2	1	12	1
PD7206a	17	18367378	20030960	2	1	1	0
PD7206a	17	20086562	21831307	2	1	2	1
PD7206a	17	21835272	45485046	2	1	2	0
PD7206a	17	45503346	46167942	2	1	4	2
PD7206a	17	46171099	49737583	2	1	2	0
PD7206a	17	49737739	50339667	2	1	1	0
PD7206a	17	50342112	50629593	2	1	2	1
PD7206a	17	50642289	63379906	2	1	4	2
PD7206a	17	63380075	63391111	2	1	3	1
PD7206a	17	63391410	81048659	2	1	5	2
PD7206a	18	100949	18965522	2	1	2	1
PD7206a	18	18979263	23476448	2	1	1	0
PD7206a	18	23480127	23771738	2	1	3	1
PD7206a	18	23771875	28673894	2	1	1	0
PD7206a	18	28673913	78015057	2	1	3	1
PD7206a	19	260912	5793704	2	1	2	1
PD7206a	19	5799806	23747831	2	1	3	1
PD7206a	19	23749406	34294867	2	1	2	1
PD7206a	19	34309277	59095126	2	1	3	1
PD7206a	20	61795	62912463	2	1	3	1
PD7206a	21	10913441	16992268	2	1	3	1
PD7206a	21	16992292	23464848	2	1	2	0
PD7206a	21	23472138	23505638	2	1	2	1
PD7206a	21	23505652	29338735	2	1	3	1
PD7206a	21	29344305	36117816	2	1	2	0
PD7206a	21	36118272	37057138	2	1	3	1
PD7206a	21	37059234	37484880	2	1	2	0
PD7206a	21	37484942	37941317	2	1	3	1
PD7206a	21	37948811	38042412	2	1	5	2
PD7206a	21	38042539	38727807	2	1	2	0
PD7206a	21	38749183	40104446	2	1	5	2
PD7206a	21	40119033	40817071	2	1	3	1
PD7206a	21	40824161	44609005	2	1	4	2
PD7206a	21	44609882	44794741	2	1	6	2
PD7206a	21	44801392	45365248	2	1	3	1
PD7206a	21	45367152	45583922	2	1	4	2
PD7206a	21	45586002	48084820	2	1	3	1
PD7206a	22	16055171	17867549	2	1	3	0
PD7206a	22	17868536	19160899	2	1	5	0
PD7206a	22	19161327	22063337	2	1	4	0
PD7206a	22	22065251	23223233	2	1	11	0
PD7206a	22	23251602	24990213	2	1	7	0
PD7206a	22	24992266	25401482	2	1	5	0
PD7206a	22	25403765	25642206	2	1	3	0
PD7206a	22	25642992	25962988	2	1	5	0
PD7206a	22	25979234	26230559	2	1	3	0
PD7206a	22	26230640	26381974	2	1	7	0
PD7206a	22	26382004	27070451	2	1	6	0
PD7206a	22	27076412	28358649	2	1	4	0
PD7206a	22	28364148	31005514	2	1	5	0
PD7206a	22	31006004	32606790	2	1	1	0
PD7206a	22	32607057	32886477	2	1	2	0
PD7206a	22	32898291	34878812	2	1	1	0
PD7206a	22	34879230	35048143	2	1	2	0
PD7206a	22	35048245	35975216	2	1	3	0
PD7206a	22	35975792	37282093	2	1	5	0
PD7206a	22	37289869	37794622	2	1	3	0
PD7206a	22	37795283	47248069	2	1	2	0
PD7206a	22	47248388	49958491	2	1	0	0
PD7206a	22	49959052	51219006	2	1	2	0
PD7206a	X	169805	87770052	2	1	3	1
PD7206a	X	87774353	87810852	2	1	1	0
PD7206a	X	87814302	155233846	2	1	3	1
PD7206a	Y	2649553	59033810	0	0	0	0
PD4982a	1	61735	121482979	2	1	2	1
PD4982a	1	143982530	145395440	2	1	4	1
PD4982a	1	145395604	152751237	2	1	5	1
PD4982a	1	152754630	152778861	2	1	1	0
PD4982a	1	152780139	241541234	2	1	5	1
PD4982a	1	241542793	241554640	2	1	7	1
PD4982a	1	241555823	249224388	2	1	5	1
PD4982a	2	12784	43672258	2	1	2	1
PD4982a	2	43672612	43701312	2	1	1	0
PD4982a	2	43704545	43873505	2	1	2	1
PD4982a	2	43883711	43885057	2	1	1	0
PD4982a	2	43893865	43937500	2	1	2	1
PD4982a	2	43939079	45200661	2	1	2	0
PD4982a	2	45200900	45337774	2	1	2	1
PD4982a	2	45338140	45380320	2	1	2	0
PD4982a	2	45380815	71263768	2	1	2	1
PD4982a	2	71267806	71271392	2	1	1	0
PD4982a	2	71273467	146862085	2	1	2	1
PD4982a	2	146864404	146866934	2	1	0	0
PD4982a	2	146877806	243089456	2	1	2	1
PD4982a	3	60345	24997330	2	1	2	1
PD4982a	3	24997512	24998723	2	1	5	2
PD4982a	3	25000265	28149121	2	1	2	1
PD4982a	3	28149377	28154424	2	1	4	2
PD4982a	3	28154465	38350226	2	1	2	1
PD4982a	3	38350479	38350630	2	1	6	3
PD4982a	3	38352136	63268489	2	1	2	1
PD4982a	3	63271746	63273068	2	1	5	2
PD4982a	3	63273274	174060456	2	1	2	1
PD4982a	3	174061992	174070929	2	1	4	2
PD4982a	3	174072288	197896118	2	1	2	1
PD4982a	4	12281	145200952	2	1	2	1
PD4982a	4	145203469	145203640	2	1	6	3
PD4982a	4	145204334	191027923	2	1	2	1
PD4982a	5	15532	17427837	2	1	2	1
PD4982a	5	17432711	17827545	2	1	1	0
PD4982a	5	17828138	35798669	2	1	2	1
PD4982a	5	35798682	35811768	2	1	1	1
PD4982a	5	35811829	57319482	2	1	2	1
PD4982a	5	57321586	57342152	2	1	7	4
PD4982a	5	57351813	153695948	2	1	2	1
PD4982a	5	153696792	153699200	2	1	1	0
PD4982a	5	153701770	180790320	2	1	2	1
PD4982a	6	149661	433962	2	1	3	1
PD4982a	6	434348	20812588	2	1	2	1
PD4982a	6	20813375	20821489	2	1	5	3
PD4982a	6	20821662	58774716	2	1	2	1
PD4982a	6	61886440	63830661	2	1	2	0
PD4982a	6	63830759	64058897	2	1	2	1
PD4982a	6	64062385	64856831	2	1	2	0
PD4982a	6	64857291	77436532	2	1	2	1
PD4982a	6	77439868	77441375	2	1	0	0
PD4982a	6	77441442	88418544	2	1	2	1
PD4982a	6	88419652	88482535	2	1	1	0
PD4982a	6	88482778	88628864	2	1	2	1
PD4982a	6	88629122	88654963	2	1	2	0
PD4982a	6	88655566	88655801	2	1	5	2
PD4982a	6	88657347	88663533	2	1	1	0
PD4982a	6	88663601	88681639	2	1	2	1
PD4982a	6	88681691	90802101	2	1	2	0
PD4982a	6	90806076	91190244	2	1	2	1
PD4982a	6	91190388	91202459	2	1	1	0
PD4982a	6	91202521	91206465	2	1	2	1
PD4982a	6	91207091	91372383	2	1	2	0
PD4982a	6	91374106	171051005	2	1	2	1
PD4982a	7	43259	25626699	2	1	3	1
PD4982a	7	25629089	25631856	2	1	6	2
PD4982a	7	25635634	35397622	2	1	3	1
PD4982a	7	35397647	35402497	2	1	1	0
PD4982a	7	35404590	68169241	2	1	3	1
PD4982a	7	68169410	68169723	2	1	6	2
PD4982a	7	68169816	144207743	2	1	3	1
PD4982a	7	144207894	144219185	2	1	5	2
PD4982a	7	144219404	159127004	2	1	3	1
PD4982a	8	31254	12803685	2	1	3	1
PD4982a	8	12804067	12805215	2	1	6	2
PD4982a	8	12807061	146298155	2	1	3	1
PD4982a	9	37747	73087743	2	1	2	1
PD4982a	9	73088028	73112554	2	1	1	1
PD4982a	9	73113806	82334037	2	1	2	1
PD4982a	9	82334205	82336729	2	1	5	3
PD4982a	9	82337519	136617292	2	1	2	1
PD4982a	9	136617706	136618314	2	1	7	3
PD4982a	9	136618716	141091394	2	1	2	1
PD4982a	10	72759	106242479	2	1	2	1
PD4982a	10	106242515	106279551	2	1	2	0
PD4982a	10	106280175	106322902	2	1	2	1
PD4982a	10	106323018	106364681	2	1	2	0
PD4982a	10	106365067	106437380	2	1	2	1
PD4982a	10	106437535	106772308	2	1	2	0
PD4982a	10	106777588	106991119	2	1	2	1
PD4982a	10	106993337	107962161	2	1	2	0
PD4982a	10	107962771	108006446	2	1	2	1
PD4982a	10	108007797	108273426	2	1	2	0
PD4982a	10	108274374	108531608	2	1	2	1
PD4982a	10	108531704	108669205	2	1	2	0
PD4982a	10	108669892	108710873	2	1	2	1
PD4982a	10	108713232	108723179	2	1	1	0
PD4982a	10	108723199	108819785	2	1	2	1
PD4982a	10	108819969	108833903	2	1	1	0
PD4982a	10	108834186	110155947	2	1	2	1
PD4982a	10	110156005	110158702	2	1	4	2
PD4982a	10	110158747	135506704	2	1	2	1
PD4982a	11	198572	70393318	2	1	2	1
PD4982a	11	70393873	70399146	2	1	5	3
PD4982a	11	70399859	107858027	2	1	2	1
PD4982a	11	107858569	107858927	2	1	3	1
PD4982a	11	107862668	134944770	2	1	2	1
PD4982a	12	150442	21999108	2	1	2	1
PD4982a	12	22003544	22006912	2	1	1	0
PD4982a	12	22008941	94614827	2	1	2	1
PD4982a	12	94615091	94615120	2	1	6	3
PD4982a	12	94615985	114031165	2	1	2	1
PD4982a	12	114031246	114031428	2	1	3	2
PD4982a	12	114031543	133778189	2	1	2	1
PD4982a	13	19026949	59836564	2	1	2	1
PD4982a	13	59836902	59842171	2	1	5	2
PD4982a	13	59843059	115108397	2	1	2	1
PD4982a	14	19002124	22254096	2	1	2	1
PD4982a	14	22254605	22328062	2	1	1	1
PD4982a	14	22328266	106223860	2	1	2	1
PD4982a	14	106224354	106776973	2	1	4	0
PD4982a	14	106777343	107285437	2	1	2	1
PD4982a	15	20016328	22567148	2	1	3	1
PD4982a	15	22571118	22582529	2	1	2	0
PD4982a	15	22582902	22673399	2	1	5	2
PD4982a	15	22681076	102469040	2	1	2	1
PD4982a	16	60777	35283226	2	1	4	1
PD4982a	16	46463782	62635954	2	1	1	0
PD4982a	16	62636472	62646543	2	1	2	0
PD4982a	16	62649991	90287535	2	1	1	0
PD4982a	17	526	39136497	2	1	2	1
PD4982a	17	39139348	39139961	2	1	1	0
PD4982a	17	39141490	81049726	2	1	2	1
PD4982a	18	48133	4971659	2	1	2	1
PD4982a	18	4973589	4980177	2	1	1	0
PD4982a	18	4985482	78015057	2	1	2	1
PD4982a	19	90910	58154259	2	1	2	1
PD4982a	19	58154305	58154955	2	1	4	2
PD4982a	19	58158890	59097854	2	1	2	1
PD4982a	20	61305	1689270	2	1	2	1
PD4982a	20	1689461	1702419	2	1	1	0
PD4982a	20	1703838	62956153	2	1	2	1
PD4982a	21	10736871	20295302	2	1	2	1
PD4982a	21	20296035	20296580	2	1	1	0
PD4982a	21	20296849	38153080	2	1	2	1
PD4982a	21	38156357	38608090	2	1	3	1
PD4982a	21	38609739	48096957	2	1	2	1
PD4982a	22	16052528	26392705	2	1	2	1
PD4982a	22	26392729	26396647	2	1	3	1
PD4982a	22	26396709	44768831	2	1	2	1
PD4982a	22	44769535	44769917	2	1	4	2
PD4982a	22	44770296	51234455	2	1	2	1
PD4982a	23	119805	8366507	2	1	2	1
PD4982a	23	8366726	8370932	2	1	1	1
PD4982a	23	8371055	65744731	2	1	2	1
PD4982a	23	65744923	65761581	2	1	1	1
PD4982a	23	65766287	73422717	2	1	2	1
PD4982a	23	73424191	73452919	2	1	2	0
PD4982a	23	73455719	73683662	2	1	2	1
PD4982a	23	73687123	77975925	2	1	2	0
PD4982a	23	77976426	78444901	2	1	2	1
PD4982a	23	78445353	78510583	2	1	1	0
PD4982a	23	78511454	78944149	2	1	2	1
PD4982a	23	78950883	78965892	2	1	3	1
PD4982a	23	78966457	78977592	2	1	1	1
PD4982a	23	78977613	79255141	2	1	2	1
PD4982a	23	79255480	79258007	2	1	5	2
PD4982a	23	79261143	142352707	2	1	2	1
PD4982a	23	142353186	142356819	2	1	4	2
PD4982a	23	142356855	155182354	2	1	2	1
PD4982a	24	2649553	59033810	0	0	0	0
PD8997a	1	61735	6127715	2	1	4	1
PD8997a	1	6128188	8386755	2	1	2	0
PD8997a	1	8387192	10801777	2	1	1	0
PD8997a	1	10806866	11892365	2	1	4	1
PD8997a	1	11892513	14782255	2	1	3	0
PD8997a	1	14782380	14783639	2	1	0	0
PD8997a	1	14783656	20892931	2	1	3	0
PD8997a	1	20893965	20895874	2	1	0	0
PD8997a	1	20900123	28173005	2	1	3	0
PD8997a	1	28173397	30523069	2	1	3	1
PD8997a	1	30523407	30532590	2	1	0	0
PD8997a	1	30532668	55327492	2	1	4	2
PD8997a	1	55327940	106677373	2	1	2	1
PD8997a	1	106677552	107488850	2	1	2	0
PD8997a	1	107489317	121482979	2	1	3	1
PD8997a	1	143982530	146636137	2	1	4	1
PD8997a	1	146636165	149664041	2	1	8	2
PD8997a	1	149676317	152652456	2	1	13	2
PD8997a	1	152652703	154432042	2	1	7	2
PD8997a	1	154432042	155526076	2	1	6	2
PD8997a	1	155527013	173813448	2	1	3	1
PD8997a	1	173817601	179234478	2	1	5	2
PD8997a	1	179240119	190544163	2	1	4	2
PD8997a	1	190544359	190579618	2	1	1	1
PD8997a	1	190581372	197965864	2	1	4	2
PD8997a	1	197967676	197968474	2	1	24	12
PD8997a	1	197968718	200145546	2	1	4	2
PD8997a	1	200146373	207125812	2	1	5	2
PD8997a	1	207125946	207928767	2	1	3	2
PD8997a	1	207930630	214961271	2	1	4	2
PD8997a	1	214961543	214973490	2	1	12	6
PD8997a	1	214974738	229353645	2	1	4	2
PD8997a	1	229356837	229358682	2	1	27	13
PD8997a	1	229359132	229792776	2	1	3	2
PD8997a	1	229797040	249224388	2	1	4	2
PD8997a	2	12784	3480710	2	1	3	2
PD8997a	2	3481637	4055212	2	1	4	1
PD8997a	2	4056016	36801125	2	1	3	2
PD8997a	2	36801857	36803863	2	1	0	0
PD8997a	2	36803890	50236619	2	1	3	2
PD8997a	2	50237179	50246350	2	1	9	5
PD8997a	2	50247620	64664566	2	1	3	2
PD8997a	2	64665288	64667808	2	1	14	7
PD8997a	2	64667859	76994118	2	1	3	2
PD8997a	2	76994317	85545490	2	1	2	0
PD8997a	2	85546052	85568810	2	1	0	0
PD8997a	2	85569294	92305784	2	1	3	0
PD8997a	2	95327887	111706085	2	1	3	2
PD8997a	2	111706226	111721964	2	1	9	5
PD8997a	2	111722118	115427200	2	1	3	2
PD8997a	2	115427866	118477589	2	1	3	0
PD8997a	2	118477617	119631726	2	1	4	2
PD8997a	2	119631849	119636455	2	1	14	7
PD8997a	2	119638423	120012888	2	1	4	2
PD8997a	2	120013264	120975496	2	1	3	2
PD8997a	2	120975831	148292124	2	1	2	0
PD8997a	2	148292182	148301287	2	1	11	3
PD8997a	2	148301847	171927458	2	1	2	0
PD8997a	2	171942807	171966154	2	1	0	0
PD8997a	2	171966578	172451732	2	1	1	0
PD8997a	2	172452905	172510158	2	1	5	1
PD8997a	2	172510689	175665215	2	1	2	0
PD8997a	2	175666306	176476082	2	1	1	0
PD8997a	2	176476881	218338968	2	1	2	0
PD8997a	2	218339504	218346451	2	1	9	2
PD8997a	2	218346551	221025429	2	1	3	0
PD8997a	2	221025443	233233051	2	1	2	0
PD8997a	2	233235331	239490321	2	1	3	0
PD8997a	2	239491250	239646409	2	1	2	0
PD8997a	2	239646465	243089456	2	1	3	2
PD8997a	3	60345	15696909	2	1	4	2
PD8997a	3	15698389	28149121	2	1	3	2
PD8997a	3	28149377	28149728	2	1	21	10
PD8997a	3	28154424	38350226	2	1	4	2
PD8997a	3	38350479	38350630	2	1	22	11
PD8997a	3	38352136	50699280	2	1	4	2
PD8997a	3	50719345	53615698	2	1	4	1
PD8997a	3	53616070	63268489	2	1	4	2
PD8997a	3	63271746	63272058	2	1	20	10
PD8997a	3	63273068	80795256	2	1	4	2
PD8997a	3	80795759	81427818	2	1	4	1
PD8997a	3	81428048	85659025	2	1	3	2
PD8997a	3	85659401	88703591	2	1	3	0
PD8997a	3	88703611	96070204	2	1	4	1
PD8997a	3	96072766	105690344	2	1	4	2
PD8997a	3	105691671	105700925	2	1	12	4
PD8997a	3	105701267	140052172	2	1	4	2
PD8997a	3	140052260	140054904	2	1	20	10
PD8997a	3	140061952	183849053	2	1	4	2
PD8997a	3	183858425	189371014	2	1	5	2
PD8997a	3	189372351	197896118	2	1	4	2
PD8997a	4	12281	2993153	2	1	2	1
PD8997a	4	2994986	10180393	2	1	2	0
PD8997a	4	10180622	10181921	2	1	0	0
PD8997a	4	10182845	10273579	2	1	4	1
PD8997a	4	10273836	17567513	2	1	1	0
PD8997a	4	17567973	21747178	2	1	3	2
PD8997a	4	21751087	25492700	2	1	1	0
PD8997a	4	25493116	25847258	2	1	2	1
PD8997a	4	25847432	26846365	2	1	3	1
PD8997a	4	26849635	26850464	2	1	0	0
PD8997a	4	26852438	44994603	2	1	3	1
PD8997a	4	44994787	44996833	2	1	14	7
PD8997a	4	44997683	47289971	2	1	2	1
PD8997a	4	47290712	49658612	2	1	3	2
PD8997a	4	52685699	55042751	2	1	4	2
PD8997a	4	55045488	55668740	2	1	6	2
PD8997a	4	55669590	57934091	2	1	4	2
PD8997a	4	57934619	68241545	2	1	3	1
PD8997a	4	68241653	69344612	2	1	2	0
PD8997a	4	69360488	72516600	2	1	10	2
PD8997a	4	72517033	72558311	2	1	27	7
PD8997a	4	72559154	73497149	2	1	8	1
PD8997a	4	73497357	78693311	2	1	7	2
PD8997a	4	78698700	82334187	2	1	10	2
