ENSMUSG00000051951	ENSMUST00000070533	1	-1	3214482	3671498	Xkr4	protein_coding
ENSMUSG00000000544	ENSMUST00000166159	1	1	166130340	166157529	Gpa33	protein_coding
ENSMUSG00000000544	ENSMUST00000166860	1	1	166130467	166166509	Gpa33	protein_coding
ENSMUSG00000040629	ENSMUST00000194057	1	-1	166201201	166238747	Mael	protein_coding
ENSMUSG00000040629	ENSMUST00000038782	1	-1	166201385	166238744	Mael	protein_coding
ENSMUSG00000040612	ENSMUST00000111416	1	1	166254139	166316823	Ildr2	protein_coding
ENSMUSG00000040612	ENSMUST00000192426	1	1	166254193	166311270	Ildr2	protein_coding
ENSMUSG00000040612	ENSMUST00000192638	1	1	166254193	166311270	Ildr2	protein_coding
ENSMUSG00000040612	ENSMUST00000192732	1	1	166254193	166311270	Ildr2	protein_coding
ENSMUSG00000040612	ENSMUST00000193860	1	1	166254193	166311270	Ildr2	protein_coding
ENSMUSG00000040612	ENSMUST00000194964	1	1	166254193	166311270	Ildr2	protein_coding
ENSMUSG00000040612	ENSMUST00000195557	1	1	166254193	166311270	Ildr2	protein_coding
ENSMUSG00000026563	ENSMUST00000027846	1	1	166379097	166393621	Tada1	protein_coding
ENSMUSG00000040596	ENSMUST00000135673	1	-1	166384622	166409782	Pogk	protein_coding
ENSMUSG00000040596	ENSMUST00000131487	1	-1	166392228	166409391	Pogk	protein_coding
ENSMUSG00000040596	ENSMUST00000169324	1	-1	166393614	166409828	Pogk	protein_coding
ENSMUSG00000040596	ENSMUST00000128861	1	-1	166396169	166409863	Pogk	protein_coding
ENSMUSG00000040596	ENSMUST00000127596	1	-1	166403282	166409289	Pogk	protein_coding
ENSMUSG00000086056	ENSMUST00000143922	1	-1	166483613	166497588	Gm4846	protein_coding
ENSMUSG00000051081	ENSMUST00000046662	1	-1	166628971	166647693	Gm4847	protein_coding
ENSMUSG00000026560	ENSMUST00000027843	1	-1	166662055	166681845	Fmo9	protein_coding
ENSMUSG00000026560	ENSMUST00000148677	1	-1	166662387	166681835	Fmo9	protein_coding
ENSMUSG00000060568	ENSMUST00000165874	1	1	167001417	167091302	Fam78b	protein_coding
ENSMUSG00000060568	ENSMUST00000190081	1	1	167001417	167091302	Fam78b	protein_coding
ENSMUSG00000060568	ENSMUST00000126198	1	1	167001466	167081124	Fam78b	protein_coding
ENSMUSG00000026558	ENSMUST00000053686	1	-1	167222883	167285320	Uck2	protein_coding
ENSMUSG00000026558	ENSMUST00000195443	1	-1	167226227	167236835	Uck2	protein_coding
ENSMUSG00000026558	ENSMUST00000027839	1	-1	167226332	167243158	Uck2	protein_coding
ENSMUSG00000026558	ENSMUST00000192269	1	-1	167229893	167284601	Uck2	protein_coding
ENSMUSG00000052428	ENSMUST00000195015	1	1	167308378	167330785	Tmco1	protein_coding
ENSMUSG00000052428	ENSMUST00000193446	1	1	167308670	167330785	Tmco1	protein_coding
ENSMUSG00000052428	ENSMUST00000193101	1	1	167314137	167330600	Tmco1	protein_coding
ENSMUSG00000026687	ENSMUST00000028004	1	1	167349991	167368532	Aldh9a1	protein_coding
ENSMUSG00000026688	ENSMUST00000028005	1	-1	167371966	167393841	Mgst3	protein_coding
ENSMUSG00000040485	ENSMUST00000036643	1	-1	167445669	167466780	Lrrc52	protein_coding
ENSMUSG00000015843	ENSMUST00000015987	1	1	167598384	167639623	Rxrg	protein_coding
ENSMUSG00000015843	ENSMUST00000111386	1	1	167598460	167639424	Rxrg	protein_coding
ENSMUSG00000015843	ENSMUST00000111384	1	1	167598480	167639618	Rxrg	protein_coding
ENSMUSG00000015843	ENSMUST00000111380	1	1	167618309	167639621	Rxrg	protein_coding
ENSMUSG00000026686	ENSMUST00000111377	1	1	167689237	167848741	Lmx1a	protein_coding
ENSMUSG00000026686	ENSMUST00000028003	1	1	167689557	167848741	Lmx1a	protein_coding
ENSMUSG00000052534	ENSMUST00000188912	1	-1	168119364	168432270	Pbx1	protein_coding
ENSMUSG00000052534	ENSMUST00000176540	1	-1	168153542	168431897	Pbx1	protein_coding
ENSMUSG00000052534	ENSMUST00000176790	1	-1	168158330	168431750	Pbx1	protein_coding
ENSMUSG00000052534	ENSMUST00000064438	1	-1	168158732	168431504	Pbx1	protein_coding
ENSMUSG00000052534	ENSMUST00000072863	1	-1	168183573	168432169	Pbx1	protein_coding
ENSMUSG00000026683	ENSMUST00000111368	1	-1	169497934	169531464	Nuf2	protein_coding
ENSMUSG00000026683	ENSMUST00000028000	1	-1	169498311	169531428	Nuf2	protein_coding
ENSMUSG00000026683	ENSMUST00000195342	1	-1	169506097	169522382	Nuf2	protein_coding
ENSMUSG00000026683	ENSMUST00000192248	1	-1	169510117	169531411	Nuf2	protein_coding
ENSMUSG00000026678	ENSMUST00000027997	1	1	169655501	169695813	Rgs5	protein_coding
ENSMUSG00000026678	ENSMUST00000152809	1	1	169655522	169683946	Rgs5	protein_coding
ENSMUSG00000038530	ENSMUST00000027991	1	-1	169741477	169747642	Rgs4	protein_coding
ENSMUSG00000038530	ENSMUST00000111357	1	-1	169741676	169747642	Rgs4	protein_coding
ENSMUSG00000070532	ENSMUST00000094348	1	1	169928648	169934653	Ccdc190	protein_coding
ENSMUSG00000070532	ENSMUST00000175731	1	1	169929929	169934413	Ccdc190	protein_coding
ENSMUSG00000026675	ENSMUST00000027989	1	-1	169949535	169969241	Hsd17b7	protein_coding
ENSMUSG00000026675	ENSMUST00000111353	1	-1	169955501	169969241	Hsd17b7	protein_coding
ENSMUSG00000026674	ENSMUST00000194690	1	-1	169972307	170110561	Ddr2	protein_coding
ENSMUSG00000026674	ENSMUST00000170800	1	-1	169972308	170088944	Ddr2	protein_coding
ENSMUSG00000026674	ENSMUST00000027985	1	-1	169977804	170110501	Ddr2	protein_coding
ENSMUSG00000026674	ENSMUST00000192312	1	-1	170005103	170110729	Ddr2	protein_coding
ENSMUSG00000026670	ENSMUST00000111350	1	-1	170141938	170174957	Uap1	protein_coding
ENSMUSG00000026670	ENSMUST00000111351	1	-1	170142002	170174946	Uap1	protein_coding
ENSMUSG00000026670	ENSMUST00000027981	1	-1	170142003	170174946	Uap1	protein_coding
ENSMUSG00000026667	ENSMUST00000150821	1	-1	170193420	170214734	Uhmk1	protein_coding
ENSMUSG00000026667	ENSMUST00000027979	1	-1	170193420	170215397	Uhmk1	protein_coding
ENSMUSG00000026667	ENSMUST00000123399	1	-1	170193420	170215397	Uhmk1	protein_coding
ENSMUSG00000073494	ENSMUST00000162752	1	1	170232749	170253608	Sh2d1b2	protein_coding
ENSMUSG00000102418	ENSMUST00000179976	1	1	170277320	170286769	Sh2d1b1	protein_coding
ENSMUSG00000102752	ENSMUST00000179801	1	-1	170298199	170306332	Gm7694	protein_coding
ENSMUSG00000042800	ENSMUST00000056991	1	1	170308803	170312125	Spata46	protein_coding
ENSMUSG00000038473	ENSMUST00000160456	1	-1	170317459	170589861	Nos1ap	protein_coding
ENSMUSG00000038473	ENSMUST00000160466	1	-1	170327214	170557110	Nos1ap	protein_coding
ENSMUSG00000038473	ENSMUST00000161966	1	-1	170327323	170589849	Nos1ap	protein_coding
ENSMUSG00000038473	ENSMUST00000161485	1	-1	170327613	170589297	Nos1ap	protein_coding
ENSMUSG00000038463	ENSMUST00000046792	1	1	170644532	170682789	Olfml2b	protein_coding
ENSMUSG00000026663	ENSMUST00000027974	1	-1	170704674	170867771	Atf6	protein_coding
ENSMUSG00000026659	ENSMUST00000171447	1	-1	170874188	170885199	Dusp12	protein_coding
ENSMUSG00000026659	ENSMUST00000027970	1	-1	170874188	170885540	Dusp12	protein_coding
ENSMUSG00000026659	ENSMUST00000172042	1	-1	170880670	170885004	Dusp12	protein_coding
ENSMUSG00000096968	ENSMUST00000180542	1	1	170885065	170885881	Gm26620	protein_coding
ENSMUSG00000070524	ENSMUST00000094337	1	-1	170907273	170912941	Fcrlb	protein_coding
ENSMUSG00000038421	ENSMUST00000046322	1	-1	170917576	170927583	Fcrla	protein_coding
ENSMUSG00000038421	ENSMUST00000159171	1	-1	170917881	170927583	Fcrla	protein_coding
ENSMUSG00000038421	ENSMUST00000162136	1	-1	170920925	170927555	Fcrla	protein_coding
ENSMUSG00000038421	ENSMUST00000162887	1	-1	170921627	170927560	Fcrla	protein_coding
ENSMUSG00000026656	ENSMUST00000027966	1	-1	170958617	170976127	Fcgr2b	protein_coding
ENSMUSG00000026656	ENSMUST00000081103	1	-1	170960558	170976127	Fcgr2b	protein_coding
ENSMUSG00000026656	ENSMUST00000159969	1	-1	170960769	170976547	Fcgr2b	protein_coding
ENSMUSG00000026656	ENSMUST00000159688	1	-1	170960993	170976127	Fcgr2b	protein_coding
ENSMUSG00000059089	ENSMUST00000078825	1	1	171018920	171029761	Fcgr4	protein_coding
ENSMUSG00000059498	ENSMUST00000164044	1	-1	171051175	171059403	Fcgr3	protein_coding
ENSMUSG00000059498	ENSMUST00000169017	1	-1	171051195	171059403	Fcgr3	protein_coding
ENSMUSG00000059498	ENSMUST00000164179	1	-1	171057828	171064935	Fcgr3	protein_coding
ENSMUSG00000026649	ENSMUST00000129651	1	1	171113918	171126829	Cfap126	protein_coding
ENSMUSG00000026649	ENSMUST00000151340	1	1	171113989	171126779	Cfap126	protein_coding
ENSMUSG00000026649	ENSMUST00000027959	1	1	171121661	171126967	Cfap126	protein_coding
ENSMUSG00000026649	ENSMUST00000127394	1	1	171122677	171126036	Cfap126	protein_coding
ENSMUSG00000026649	ENSMUST00000124157	1	1	171125034	171126659	Cfap126	protein_coding
ENSMUSG00000058076	ENSMUST00000111336	1	-1	171127165	171150603	Sdhc	protein_coding
ENSMUSG00000058076	ENSMUST00000081560	1	-1	171129407	171150591	Sdhc	protein_coding
ENSMUSG00000058076	ENSMUST00000155798	1	-1	171138726	171150588	Sdhc	protein_coding
ENSMUSG00000056569	ENSMUST00000070758	1	1	171150711	171161130	Mpz	protein_coding
ENSMUSG00000056569	ENSMUST00000111334	1	1	171155515	171160507	Mpz	protein_coding
ENSMUSG00000038370	ENSMUST00000111332	1	-1	171173262	171196268	Pcp4l1	protein_coding
ENSMUSG00000005677	ENSMUST00000005820	1	1	171213970	171218845	Nr1i3	protein_coding
ENSMUSG00000005677	ENSMUST00000075469	1	1	171213971	171218843	Nr1i3	protein_coding
ENSMUSG00000005677	ENSMUST00000155126	1	1	171213986	171220701	Nr1i3	protein_coding
ENSMUSG00000005677	ENSMUST00000111328	1	1	171214021	171218844	Nr1i3	protein_coding
ENSMUSG00000005674	ENSMUST00000005817	1	-1	171216011	171222514	Tomm40l	protein_coding
ENSMUSG00000005674	ENSMUST00000111327	1	-1	171217802	171222184	Tomm40l	protein_coding
ENSMUSG00000005674	ENSMUST00000111326	1	-1	171217802	171222448	Tomm40l	protein_coding
ENSMUSG00000005674	ENSMUST00000138184	1	-1	171220827	171222460	Tomm40l	protein_coding
ENSMUSG00000005674	ENSMUST00000147246	1	-1	171220898	171222444	Tomm40l	protein_coding
ENSMUSG00000005681	ENSMUST00000111321	1	1	171225054	171226379	Apoa2	protein_coding
ENSMUSG00000005681	ENSMUST00000005824	1	1	171225082	171226378	Apoa2	protein_coding
ENSMUSG00000005681	ENSMUST00000111320	1	1	171225084	171226373	Apoa2	protein_coding
ENSMUSG00000005681	ENSMUST00000111319	1	1	171225091	171226337	Apoa2	protein_coding
ENSMUSG00000058715	ENSMUST00000079957	1	-1	171229572	171234365	Fcer1g	protein_coding
ENSMUSG00000058715	ENSMUST00000193973	1	-1	171229579	171234307	Fcer1g	protein_coding
ENSMUSG00000013593	ENSMUST00000013737	1	-1	171234853	171247122	Ndufs2	protein_coding
ENSMUSG00000013593	ENSMUST00000111318	1	-1	171234853	171247122	Ndufs2	protein_coding
ENSMUSG00000013593	ENSMUST00000194778	1	-1	171238520	171251251	Ndufs2	protein_coding
ENSMUSG00000013593	ENSMUST00000191871	1	-1	171238738	171251388	Ndufs2	protein_coding
ENSMUSG00000006403	ENSMUST00000111315	1	1	171250421	171260637	Adamts4	protein_coding
ENSMUSG00000006403	ENSMUST00000219033	1	1	171250423	171260636	Adamts4	protein_coding
ENSMUSG00000006403	ENSMUST00000111314	1	1	171252116	171260637	Adamts4	protein_coding
ENSMUSG00000052423	ENSMUST00000064272	1	1	171270328	171276895	B4galt3	protein_coding
ENSMUSG00000052423	ENSMUST00000151863	1	1	171270339	171274286	B4galt3	protein_coding
ENSMUSG00000052423	ENSMUST00000141999	1	1	171270343	171271939	B4galt3	protein_coding
ENSMUSG00000052423	ENSMUST00000111313	1	1	171270343	171276896	B4galt3	protein_coding
ENSMUSG00000052423	ENSMUST00000126699	1	1	171270365	171276895	B4galt3	protein_coding
ENSMUSG00000052423	ENSMUST00000141114	1	1	171271640	171272604	B4galt3	protein_coding
ENSMUSG00000062729	ENSMUST00000073120	1	-1	171276992	171281186	Ppox	protein_coding
ENSMUSG00000062729	ENSMUST00000192956	1	-1	171277447	171280760	Ppox	protein_coding
ENSMUSG00000053483	ENSMUST00000065941	1	-1	171281945	171287991	Usp21	protein_coding
ENSMUSG00000053483	ENSMUST00000111305	1	-1	171281949	171287924	Usp21	protein_coding
ENSMUSG00000053483	ENSMUST00000111306	1	-1	171281958	171287961	Usp21	protein_coding
ENSMUSG00000053483	ENSMUST00000174720	1	-1	171284932	171286806	Usp21	protein_coding
ENSMUSG00000062963	ENSMUST00000080001	1	-1	171288563	171295024	Ufc1	protein_coding
ENSMUSG00000062963	ENSMUST00000111302	1	-1	171288712	171294987	Ufc1	protein_coding
ENSMUSG00000013973	ENSMUST00000111300	1	1	171329145	171342331	Dedd	protein_coding
ENSMUSG00000013973	ENSMUST00000111299	1	1	171329399	171342325	Dedd	protein_coding
ENSMUSG00000013973	ENSMUST00000064950	1	1	171329408	171341682	Dedd	protein_coding
ENSMUSG00000013973	ENSMUST00000142063	1	1	171329569	171340295	Dedd	protein_coding
ENSMUSG00000013973	ENSMUST00000129116	1	1	171329610	171340949	Dedd	protein_coding
ENSMUSG00000013973	ENSMUST00000135150	1	1	171330086	171338410	Dedd	protein_coding
ENSMUSG00000013973	ENSMUST00000157015	1	1	171330355	171338339	Dedd	protein_coding
ENSMUSG00000013973	ENSMUST00000097467	1	1	171331426	171341616	Dedd	protein_coding
ENSMUSG00000013973	ENSMUST00000127830	1	1	171337967	171340225	Dedd	protein_coding
ENSMUSG00000013997	ENSMUST00000111296	1	-1	171338008	171345628	Nit1	protein_coding
ENSMUSG00000013997	ENSMUST00000111289	1	-1	171340571	171345646	Nit1	protein_coding
ENSMUSG00000013997	ENSMUST00000111295	1	-1	171342244	171345645	Nit1	protein_coding
ENSMUSG00000013997	ENSMUST00000156856	1	-1	171343777	171345625	Nit1	protein_coding
ENSMUSG00000013997	ENSMUST00000148339	1	-1	171344148	171345645	Nit1	protein_coding
ENSMUSG00000006412	ENSMUST00000135941	1	1	171345670	171359254	Pfdn2	protein_coding
ENSMUSG00000006412	ENSMUST00000006579	1	1	171345730	171358402	Pfdn2	protein_coding
ENSMUSG00000045259	ENSMUST00000061878	1	-1	171358446	171360798	Klhdc9	protein_coding
ENSMUSG00000006411	ENSMUST00000111286	1	1	171370099	171388287	Nectin4	protein_coding
ENSMUSG00000006411	ENSMUST00000006578	1	1	171370352	171388598	Nectin4	protein_coding
ENSMUSG00000006411	ENSMUST00000094325	1	1	171370355	171388285	Nectin4	protein_coding
ENSMUSG00000048865	ENSMUST00000056449	1	1	171388954	171410240	Arhgap30	protein_coding
ENSMUSG00000026641	ENSMUST00000159207	1	1	171411313	171416977	Usf1	protein_coding
ENSMUSG00000026641	ENSMUST00000161241	1	1	171411313	171419142	Usf1	protein_coding
ENSMUSG00000026641	ENSMUST00000160486	1	1	171411384	171418757	Usf1	protein_coding
ENSMUSG00000026641	ENSMUST00000167546	1	1	171411681	171418743	Usf1	protein_coding
ENSMUSG00000103711	ENSMUST00000171362	1	1	171419033	171420352	Tstd1	protein_coding
ENSMUSG00000038235	ENSMUST00000043839	1	1	171437535	171464603	F11r	protein_coding
ENSMUSG00000060244	ENSMUST00000081527	1	1	171503478	171504750	Alyref2	protein_coding
ENSMUSG00000038209	ENSMUST00000043094	1	-1	171518122	171535294	Itln1	protein_coding
ENSMUSG00000038209	ENSMUST00000168184	1	-1	171529152	171531733	Itln1	protein_coding
ENSMUSG00000004709	ENSMUST00000004829	1	1	171559193	171585318	Cd244a	protein_coding
ENSMUSG00000004707	ENSMUST00000068878	1	-1	171588624	171607410	Ly9	protein_coding
ENSMUSG00000004707	ENSMUST00000004827	1	-1	171588632	171607358	Ly9	protein_coding
ENSMUSG00000004707	ENSMUST00000111277	1	-1	171591536	171607329	Ly9	protein_coding
ENSMUSG00000038179	ENSMUST00000192195	1	-1	171632403	171653035	Slamf7	protein_coding
ENSMUSG00000038179	ENSMUST00000192024	1	-1	171634474	171648939	Slamf7	protein_coding
ENSMUSG00000038179	ENSMUST00000111276	1	-1	171634925	171649007	Slamf7	protein_coding
ENSMUSG00000038179	ENSMUST00000194531	1	-1	171635718	171649007	Slamf7	protein_coding
ENSMUSG00000038179	ENSMUST00000194791	1	-1	171636229	171648927	Slamf7	protein_coding
ENSMUSG00000015355	ENSMUST00000015499	1	1	171682009	171705258	Cd48	protein_coding
ENSMUSG00000015355	ENSMUST00000068584	1	1	171682010	171705256	Cd48	protein_coding
ENSMUSG00000015316	ENSMUST00000015460	1	1	171767127	171801184	Slamf1	protein_coding
ENSMUSG00000038147	ENSMUST00000155802	1	1	171839697	171890718	Cd84	protein_coding
ENSMUSG00000038147	ENSMUST00000135386	1	1	171840565	171855097	Cd84	protein_coding
ENSMUSG00000038147	ENSMUST00000136479	1	1	171840621	171889076	Cd84	protein_coding
ENSMUSG00000038147	ENSMUST00000042302	1	1	171840633	171886430	Cd84	protein_coding
ENSMUSG00000073492	ENSMUST00000097466	1	1	171895664	171898237	Gm10521	protein_coding
ENSMUSG00000015314	ENSMUST00000195656	1	1	171917515	171953170	Slamf6	protein_coding
ENSMUSG00000015314	ENSMUST00000171330	1	1	171917537	171943910	Slamf6	protein_coding
ENSMUSG00000015314	ENSMUST00000194561	1	1	171917708	171948073	Slamf6	protein_coding
ENSMUSG00000015314	ENSMUST00000194182	1	1	171919492	171934139	Slamf6	protein_coding
ENSMUSG00000026556	ENSMUST00000027837	1	-1	172000960	172027295	Vangl2	protein_coding
ENSMUSG00000026556	ENSMUST00000111263	1	-1	172000960	172028444	Vangl2	protein_coding
ENSMUSG00000026556	ENSMUST00000111264	1	-1	172004429	172027295	Vangl2	protein_coding
ENSMUSG00000026556	ENSMUST00000153662	1	-1	172009850	172026711	Vangl2	protein_coding
ENSMUSG00000026556	ENSMUST00000138714	1	-1	172009933	172027268	Vangl2	protein_coding
ENSMUSG00000051251	ENSMUST00000059794	1	-1	172052292	172057573	Nhlh1	protein_coding
ENSMUSG00000003458	ENSMUST00000003550	1	-1	172066013	172082795	Ncstn	protein_coding
ENSMUSG00000026553	ENSMUST00000135192	1	1	172082529	172122325	Copa	protein_coding
ENSMUSG00000026553	ENSMUST00000027833	1	1	172082832	172122330	Copa	protein_coding
ENSMUSG00000003464	ENSMUST00000075895	1	1	172126755	172135283	Pex19	protein_coding
ENSMUSG00000003464	ENSMUST00000111252	1	1	172126762	172136493	Pex19	protein_coding
ENSMUSG00000026554	ENSMUST00000191689	1	1	172148118	172195507	Dcaf8	protein_coding
ENSMUSG00000026554	ENSMUST00000192704	1	1	172148142	172195466	Dcaf8	protein_coding
ENSMUSG00000026554	ENSMUST00000074144	1	1	172148178	172196389	Dcaf8	protein_coding
ENSMUSG00000026554	ENSMUST00000191891	1	1	172187381	172197005	Dcaf8	protein_coding
ENSMUSG00000013698	ENSMUST00000013842	1	-1	172196728	172206804	Pea15a	protein_coding
ENSMUSG00000013698	ENSMUST00000111247	1	-1	172196728	172206804	Pea15a	protein_coding
ENSMUSG00000013698	ENSMUST00000155109	1	-1	172199161	172206697	Pea15a	protein_coding
ENSMUSG00000007122	ENSMUST00000003554	1	-1	172209894	172219868	Casq1	protein_coding
ENSMUSG00000007122	ENSMUST00000170700	1	-1	172215140	172219715	Casq1	protein_coding
ENSMUSG00000007107	ENSMUST00000111243	1	-1	172223513	172258414	Atp1a4	protein_coding
ENSMUSG00000038034	ENSMUST00000139528	1	1	172261641	172319841	Igsf8	protein_coding
ENSMUSG00000007097	ENSMUST00000085913	1	-1	172271709	172298064	Atp1a2	protein_coding
ENSMUSG00000007097	ENSMUST00000097464	1	-1	172278083	172298064	Atp1a2	protein_coding
ENSMUSG00000038034	ENSMUST00000085912	1	1	172311771	172319841	Igsf8	protein_coding
ENSMUSG00000038034	ENSMUST00000128508	1	1	172311938	172317365	Igsf8	protein_coding
ENSMUSG00000038034	ENSMUST00000039506	1	1	172312367	172319841	Igsf8	protein_coding
ENSMUSG00000038034	ENSMUST00000194505	1	1	172318310	172319835	Igsf8	protein_coding
ENSMUSG00000038034	ENSMUST00000195659	1	1	172318760	172319720	Igsf8	protein_coding
ENSMUSG00000038026	ENSMUST00000062387	1	-1	172320501	172329318	Kcnj9	protein_coding
ENSMUSG00000038026	ENSMUST00000194204	1	-1	172322087	172329282	Kcnj9	protein_coding
ENSMUSG00000044708	ENSMUST00000056136	1	1	172341210	172374085	Kcnj10	protein_coding
ENSMUSG00000050229	ENSMUST00000052455	1	1	172376546	172384099	Pigm	protein_coding
ENSMUSG00000026548	ENSMUST00000027830	1	1	172475358	172478575	Slamf9	protein_coding
ENSMUSG00000037995	ENSMUST00000127052	1	1	172481788	172489593	Igsf9	protein_coding
ENSMUSG00000037995	ENSMUST00000135267	1	1	172482199	172491641	Igsf9	protein_coding
ENSMUSG00000037995	ENSMUST00000052629	1	1	172482215	172498877	Igsf9	protein_coding
ENSMUSG00000037995	ENSMUST00000111235	1	1	172482314	172498878	Igsf9	protein_coding
ENSMUSG00000037995	ENSMUST00000193620	1	1	172491964	172494861	Igsf9	protein_coding
ENSMUSG00000026547	ENSMUST00000111230	1	1	172500047	172507380	Tagln2	protein_coding
ENSMUSG00000026547	ENSMUST00000192460	1	1	172500245	172505852	Tagln2	protein_coding
ENSMUSG00000026547	ENSMUST00000111228	1	1	172501252	172506733	Tagln2	protein_coding
ENSMUSG00000026546	ENSMUST00000085894	1	1	172521044	172545870	Cfap45	protein_coding
ENSMUSG00000026546	ENSMUST00000161140	1	1	172521139	172532625	Cfap45	protein_coding
ENSMUSG00000026546	ENSMUST00000162988	1	1	172521181	172532602	Cfap45	protein_coding
ENSMUSG00000026546	ENSMUST00000159792	1	1	172526049	172532685	Cfap45	protein_coding
ENSMUSG00000026546	ENSMUST00000159395	1	1	172526410	172532685	Cfap45	protein_coding
ENSMUSG00000026546	ENSMUST00000160303	1	1	172537617	172540566	Cfap45	protein_coding
ENSMUSG00000049598	ENSMUST00000061835	1	1	172555938	172563717	Vsig8	protein_coding
ENSMUSG00000049598	ENSMUST00000177086	1	1	172559906	172563716	Vsig8	protein_coding
ENSMUSG00000053318	ENSMUST00000065679	1	-1	172581758	172590568	Slamf8	protein_coding
ENSMUSG00000070504	ENSMUST00000094303	1	-1	172596642	172602551	Fcrl6	protein_coding
ENSMUSG00000026544	ENSMUST00000027826	1	-1	172630764	172632962	Dusp23	protein_coding
ENSMUSG00000037942	ENSMUST00000038495	1	1	172698055	172699962	Crp	protein_coding
ENSMUSG00000026542	ENSMUST00000027824	1	-1	172893961	172895041	Apcs	protein_coding
ENSMUSG00000037924	ENSMUST00000215254	1	1	172950409	172958357	Olfr16	protein_coding
ENSMUSG00000037924	ENSMUST00000038432	1	1	172956768	172957817	Olfr16	protein_coding
ENSMUSG00000062527	ENSMUST00000200689	1	-1	173128049	173137374	Olfr1408	protein_coding
ENSMUSG00000062527	ENSMUST00000073663	1	-1	173130200	173131236	Olfr1408	protein_coding
ENSMUSG00000058981	ENSMUST00000215878	1	-1	173181853	173190637	Olfr1406	protein_coding
ENSMUSG00000058981	ENSMUST00000201132	1	-1	173181853	173190640	Olfr1406	protein_coding
ENSMUSG00000058981	ENSMUST00000072395	1	-1	173183442	173184504	Olfr1406	protein_coding
ENSMUSG00000046643	ENSMUST00000216603	1	1	173197808	173206336	Olfr218	protein_coding
ENSMUSG00000046643	ENSMUST00000215844	1	1	173197829	173206336	Olfr218	protein_coding
ENSMUSG00000046643	ENSMUST00000057548	1	1	173203358	173204299	Olfr218	protein_coding
ENSMUSG00000049456	ENSMUST00000216556	1	1	173212392	173218583	Olfr1404	protein_coding
ENSMUSG00000049456	ENSMUST00000217374	1	1	173212392	173218583	Olfr1404	protein_coding
ENSMUSG00000049456	ENSMUST00000056592	1	1	173215607	173216640	Olfr1404	protein_coding
ENSMUSG00000005339	ENSMUST00000049706	1	-1	173221284	173227214	Fcer1a	protein_coding
ENSMUSG00000005339	ENSMUST00000193017	1	-1	173221393	173227194	Fcer1a	protein_coding
ENSMUSG00000049605	ENSMUST00000213420	1	1	173266001	173273994	Olfr418	protein_coding
ENSMUSG00000049605	ENSMUST00000059754	1	1	173270147	173271137	Olfr418	protein_coding
ENSMUSG00000079180	ENSMUST00000111224	1	-1	173274382	173277777	Mptx2	protein_coding
ENSMUSG00000037872	ENSMUST00000038227	1	-1	173331890	173333502	Ackr1	protein_coding
ENSMUSG00000037872	ENSMUST00000194046	1	-1	173331892	173333673	Ackr1	protein_coding
ENSMUSG00000005338	ENSMUST00000111220	1	-1	173333258	173367695	Cadm3	protein_coding
ENSMUSG00000005338	ENSMUST00000005470	1	-1	173335987	173367685	Cadm3	protein_coding
ENSMUSG00000037860	ENSMUST00000147604	1	1	173350879	173466040	Aim2	protein_coding
ENSMUSG00000037860	ENSMUST00000173023	1	1	173420598	173459719	Aim2	protein_coding
ENSMUSG00000037860	ENSMUST00000151176	1	1	173454971	173455595	Aim2	protein_coding
ENSMUSG00000037860	ENSMUST00000166137	1	1	173455354	173466032	Aim2	protein_coding
ENSMUSG00000037849	ENSMUST00000160565	1	-1	173468485	173491041	Ifi206	protein_coding
ENSMUSG00000037849	ENSMUST00000169797	1	-1	173471426	173473926	Ifi206	protein_coding
ENSMUSG00000070501	ENSMUST00000139092	1	-1	173519717	173535957	Ifi214	protein_coding
ENSMUSG00000073491	ENSMUST00000150649	1	-1	173566283	173599074	Ifi213	protein_coding
ENSMUSG00000073491	ENSMUST00000097462	1	-1	173591957	173599274	Ifi213	protein_coding
ENSMUSG00000073491	ENSMUST00000180215	1	-1	173593777	173599109	Ifi213	protein_coding
ENSMUSG00000043263	ENSMUST00000056071	1	1	173630917	173647928	Ifi209	protein_coding
ENSMUSG00000066677	ENSMUST00000085876	1	1	173673680	173698395	Ifi208	protein_coding
ENSMUSG00000066677	ENSMUST00000169857	1	1	173677686	173697467	Ifi208	protein_coding
ENSMUSG00000073490	ENSMUST00000042610	1	-1	173723427	173741747	Ifi207	protein_coding
ENSMUSG00000073490	ENSMUST00000127730	1	-1	173723683	173741747	Ifi207	protein_coding
ENSMUSG00000073489	ENSMUST00000111214	1	-1	173747293	173766919	Ifi204	protein_coding
ENSMUSG00000090272	ENSMUST00000186442	1	-1	173857220	173875860	Mndal	protein_coding
ENSMUSG00000090272	ENSMUST00000188804	1	-1	173857220	173880305	Mndal	protein_coding
ENSMUSG00000090272	ENSMUST00000111210	1	-1	173857221	173942491	Mndal	protein_coding
ENSMUSG00000090272	ENSMUST00000190651	1	-1	173871378	173880111	Mndal	protein_coding
ENSMUSG00000026536	ENSMUST00000009340	1	-1	173896345	173913046	Ifi211	protein_coding
ENSMUSG00000039997	ENSMUST00000042228	1	-1	173920407	173942460	Ifi203	protein_coding
ENSMUSG00000039997	ENSMUST00000081216	1	-1	173920407	173942460	Ifi203	protein_coding
ENSMUSG00000039997	ENSMUST00000123708	1	-1	173920407	173942492	Ifi203	protein_coding
