ENSMUSG00000020671	ENSMUST00000021001	12	-1	3247428	3309969	Rab10	protein_coding
ENSMUSG00000021131	ENSMUST00000218364	12	-1	80635510	80643848	Erh	protein_coding
ENSMUSG00000021131	ENSMUST00000218740	12	-1	80637066	80644111	Erh	protein_coding
ENSMUSG00000048833	ENSMUST00000219706	12	1	80643883	80683342	Slc39a9	protein_coding
ENSMUSG00000048833	ENSMUST00000219405	12	1	80644226	80666627	Slc39a9	protein_coding
ENSMUSG00000048833	ENSMUST00000085245	12	1	80644239	80683337	Slc39a9	protein_coding
ENSMUSG00000048833	ENSMUST00000217889	12	1	80644510	80678354	Slc39a9	protein_coding
ENSMUSG00000048833	ENSMUST00000219689	12	1	80666591	80679875	Slc39a9	protein_coding
ENSMUSG00000066438	ENSMUST00000140770	12	1	80692591	80724214	Plekhd1	protein_coding
ENSMUSG00000062961	ENSMUST00000073251	12	-1	80754043	80760687	Ccdc177	protein_coding
ENSMUSG00000021133	ENSMUST00000220238	12	1	80790510	80877873	Susd6	protein_coding
ENSMUSG00000021133	ENSMUST00000068519	12	1	80790559	80880835	Susd6	protein_coding
ENSMUSG00000021134	ENSMUST00000094693	12	1	80945504	80950507	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000110354	12	1	80945520	80950503	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000110351	12	1	80945532	80950503	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000110352	12	1	80945532	80950503	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000110356	12	1	80945585	80950503	Srsf5	protein_coding
ENSMUSG00000021135	ENSMUST00000218162	12	-1	80953183	80968705	Slc10a1	protein_coding
ENSMUSG00000021135	ENSMUST00000095572	12	-1	80953185	80968079	Slc10a1	protein_coding
ENSMUSG00000021135	ENSMUST00000218342	12	-1	80955492	80967984	Slc10a1	protein_coding
ENSMUSG00000021136	ENSMUST00000110347	12	1	81026808	81186414	Smoc1	protein_coding
ENSMUSG00000021136	ENSMUST00000021564	12	1	81026828	81186410	Smoc1	protein_coding
ENSMUSG00000021136	ENSMUST00000129362	12	1	81026828	81186410	Smoc1	protein_coding
ENSMUSG00000079055	ENSMUST00000085238	12	-1	81197915	81333164	Slc8a3	protein_coding
ENSMUSG00000079055	ENSMUST00000064594	12	-1	81198276	81332959	Slc8a3	protein_coding
ENSMUSG00000079055	ENSMUST00000182208	12	-1	81199446	81333180	Slc8a3	protein_coding
ENSMUSG00000079055	ENSMUST00000182366	12	-1	81202397	81294674	Slc8a3	protein_coding
ENSMUSG00000021139	ENSMUST00000164386	12	-1	81358860	81532905	Gm20498	protein_coding
ENSMUSG00000091803	ENSMUST00000110340	12	-1	81359026	81485110	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000166723	12	-1	81359168	81485073	Cox16	protein_coding
ENSMUSG00000072974	ENSMUST00000062182	12	-1	81376991	81379464	Gm4787	protein_coding
ENSMUSG00000072972	ENSMUST00000085319	12	-1	81419443	81421946	Adam4	protein_coding
ENSMUSG00000021139	ENSMUST00000166664	12	-1	81470603	81532882	Gm20498	protein_coding
ENSMUSG00000091803	ENSMUST00000002757	12	-1	81470704	81485120	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000168463	12	-1	81472093	81485113	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000169124	12	-1	81474255	81485114	Cox16	protein_coding
ENSMUSG00000090935	ENSMUST00000163402	12	-1	81497941	81532911	Synj2bp	protein_coding
ENSMUSG00000090935	ENSMUST00000164431	12	-1	81499142	81532899	Synj2bp	protein_coding
ENSMUSG00000090935	ENSMUST00000114201	12	-1	81504121	81511430	Synj2bp	protein_coding
ENSMUSG00000090935	ENSMUST00000169158	12	-1	81504251	81532880	Synj2bp	protein_coding
ENSMUSG00000008438	ENSMUST00000008582	12	-1	81558584	81568474	Adam21	protein_coding
ENSMUSG00000002679	ENSMUST00000161211	12	-1	81573557	81595006	Med6	protein_coding
ENSMUSG00000002679	ENSMUST00000161598	12	-1	81573560	81594963	Med6	protein_coding
ENSMUSG00000002679	ENSMUST00000002756	12	-1	81573565	81594958	Med6	protein_coding
ENSMUSG00000002679	ENSMUST00000161902	12	-1	81579603	81593949	Med6	protein_coding
ENSMUSG00000042734	ENSMUST00000218362	12	1	81631249	81667557	Ttc9	protein_coding
ENSMUSG00000042734	ENSMUST00000036116	12	1	81631369	81664941	Ttc9	protein_coding
ENSMUSG00000042724	ENSMUST00000035987	12	-1	81721010	81781175	Map3k9	protein_coding
ENSMUSG00000042724	ENSMUST00000222322	12	-1	81722039	81780874	Map3k9	protein_coding
ENSMUSG00000021140	ENSMUST00000221721	12	1	81860023	81997114	Pcnx	protein_coding
ENSMUSG00000021140	ENSMUST00000021567	12	1	81860030	82000924	Pcnx	protein_coding
ENSMUSG00000021140	ENSMUST00000221675	12	1	81918643	81993649	Pcnx	protein_coding
ENSMUSG00000042700	ENSMUST00000166429	12	1	82169420	82451786	Sipa1l1	protein_coding
ENSMUSG00000042700	ENSMUST00000220963	12	1	82169446	82447129	Sipa1l1	protein_coding
ENSMUSG00000042700	ENSMUST00000222298	12	1	82170026	82450274	Sipa1l1	protein_coding
ENSMUSG00000042700	ENSMUST00000222714	12	1	82256585	82450271	Sipa1l1	protein_coding
ENSMUSG00000042700	ENSMUST00000053969	12	1	82311349	82451782	Sipa1l1	protein_coding
ENSMUSG00000021219	ENSMUST00000201602	12	1	82588292	83047592	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000186848	12	1	82616636	83157971	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000161801	12	1	82616925	83092732	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000185665	12	1	82616945	83158240	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000200911	12	1	82617038	83158812	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000202210	12	1	82617499	83159368	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000186458	12	1	82617499	83162056	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000201271	12	1	82617587	83066035	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000200861	12	1	82617635	83051370	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000186309	12	1	82617654	83158093	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000201861	12	1	82617849	83051308	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000101234	12	1	82651829	83133744	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000191311	12	1	82651829	83137675	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000191352	12	1	82651829	83137675	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000191107	12	1	82651829	83137798	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000185674	12	1	82651829	83157971	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000186323	12	1	82651829	83157971	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000201767	12	1	83106787	83158207	Rgs6	protein_coding
ENSMUSG00000021221	ENSMUST00000147469	12	-1	83213745	83350895	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000178756	12	-1	83213751	83487716	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000140327	12	-1	83260493	83294428	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000144237	12	-1	83269010	83350895	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000133282	12	-1	83269198	83350895	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000177959	12	-1	83269198	83487708	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000177801	12	-1	83269315	83439920	Dpf3	protein_coding
ENSMUSG00000021222	ENSMUST00000021645	12	1	83520466	83541915	Dcaf4	protein_coding
ENSMUSG00000021222	ENSMUST00000222502	12	1	83520634	83530039	Dcaf4	protein_coding
ENSMUSG00000021222	ENSMUST00000223291	12	1	83526000	83541920	Dcaf4	protein_coding
ENSMUSG00000042628	ENSMUST00000221919	12	-1	83546558	83597114	Zfyve1	protein_coding
ENSMUSG00000042628	ENSMUST00000048319	12	-1	83546849	83597222	Zfyve1	protein_coding
ENSMUSG00000042628	ENSMUST00000222448	12	-1	83552412	83562460	Zfyve1	protein_coding
ENSMUSG00000010608	ENSMUST00000181983	12	1	83631236	83674417	Rbm25	protein_coding
ENSMUSG00000010608	ENSMUST00000182004	12	1	83631339	83646232	Rbm25	protein_coding
ENSMUSG00000010608	ENSMUST00000048155	12	1	83632252	83683123	Rbm25	protein_coding
ENSMUSG00000010608	ENSMUST00000182618	12	1	83632253	83651371	Rbm25	protein_coding
ENSMUSG00000010608	ENSMUST00000183154	12	1	83632257	83646230	Rbm25	protein_coding
ENSMUSG00000010608	ENSMUST00000182036	12	1	83632291	83659464	Rbm25	protein_coding
ENSMUSG00000010608	ENSMUST00000182347	12	1	83632306	83642698	Rbm25	protein_coding
ENSMUSG00000019969	ENSMUST00000041806	12	1	83688152	83735095	Psen1	protein_coding
ENSMUSG00000019969	ENSMUST00000101225	12	1	83688563	83735199	Psen1	protein_coding
ENSMUSG00000021223	ENSMUST00000121733	12	1	83763634	83792382	Papln	protein_coding
ENSMUSG00000021223	ENSMUST00000021646	12	1	83763654	83792355	Papln	protein_coding
ENSMUSG00000021224	ENSMUST00000117217	12	-1	83794034	83921934	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000021647	12	-1	83795439	83842343	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000129335	12	-1	83795439	83842343	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000154043	12	-1	83795439	83842343	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000155112	12	-1	83803946	83921867	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000135962	12	-1	83808106	83921856	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000136848	12	-1	83808177	83921883	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000126943	12	-1	83811291	83921890	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000222439	12	-1	83842234	83921733	Numb	protein_coding
ENSMUSG00000046791	ENSMUST00000053744	12	1	83950608	83952951	Riox1	protein_coding
ENSMUSG00000090843	ENSMUST00000164935	12	-1	83954499	83984852	Heatr4	protein_coding
ENSMUSG00000021226	ENSMUST00000021649	12	1	83987861	83993873	Acot2	protein_coding
ENSMUSG00000072949	ENSMUST00000168120	12	1	84009490	84018371	Acot1	protein_coding
ENSMUSG00000072949	ENSMUST00000220901	12	1	84014544	84017664	Acot1	protein_coding
ENSMUSG00000052392	ENSMUST00000021652	12	1	84038379	84048601	Acot4	protein_coding
ENSMUSG00000052392	ENSMUST00000128162	12	1	84038707	84042222	Acot4	protein_coding
ENSMUSG00000113475	ENSMUST00000221229	12	1	84038935	84058613	Gm49366	protein_coding
ENSMUSG00000021228	ENSMUST00000120927	12	1	84052144	84059565	Acot3	protein_coding
ENSMUSG00000021228	ENSMUST00000021653	12	1	84052151	84060402	Acot3	protein_coding
ENSMUSG00000021228	ENSMUST00000223080	12	1	84053096	84059223	Acot3	protein_coding
ENSMUSG00000042540	ENSMUST00000046422	12	1	84069325	84076019	Acot5	protein_coding
ENSMUSG00000042540	ENSMUST00000072505	12	1	84069325	84076020	Acot5	protein_coding
ENSMUSG00000043487	ENSMUST00000056822	12	1	84100654	84111349	Acot6	protein_coding
ENSMUSG00000043487	ENSMUST00000222921	12	1	84100832	84104453	Acot6	protein_coding
ENSMUSG00000042523	ENSMUST00000123491	12	1	84114366	84143517	Dnal1	protein_coding
ENSMUSG00000042523	ENSMUST00000046340	12	1	84114371	84138457	Dnal1	protein_coding
ENSMUSG00000042523	ENSMUST00000136159	12	1	84114391	84133984	Dnal1	protein_coding
ENSMUSG00000042523	ENSMUST00000140812	12	1	84135666	84137105	Dnal1	protein_coding
ENSMUSG00000054383	ENSMUST00000061425	12	-1	84146131	84148489	Pnma1	protein_coding
ENSMUSG00000042507	ENSMUST00000046266	12	-1	84149176	84218881	Elmsan1	protein_coding
ENSMUSG00000042507	ENSMUST00000110294	12	-1	84149278	84194015	Elmsan1	protein_coding
ENSMUSG00000042507	ENSMUST00000220974	12	-1	84152459	84218881	Elmsan1	protein_coding
ENSMUSG00000072946	ENSMUST00000123614	12	1	84285232	84315832	Ptgr2	protein_coding
ENSMUSG00000072946	ENSMUST00000147363	12	1	84285374	84309953	Ptgr2	protein_coding
ENSMUSG00000072946	ENSMUST00000135001	12	1	84285400	84314102	Ptgr2	protein_coding
ENSMUSG00000072946	ENSMUST00000146377	12	1	84285406	84314854	Ptgr2	protein_coding
ENSMUSG00000042472	ENSMUST00000045931	12	1	84316852	84343723	Zfp410	protein_coding
ENSMUSG00000042472	ENSMUST00000222258	12	1	84317118	84334111	Zfp410	protein_coding
ENSMUSG00000042472	ENSMUST00000222832	12	1	84317125	84332745	Zfp410	protein_coding
ENSMUSG00000042472	ENSMUST00000220931	12	1	84317127	84335438	Zfp410	protein_coding
ENSMUSG00000042472	ENSMUST00000222471	12	1	84327440	84343457	Zfp410	protein_coding
ENSMUSG00000042472	ENSMUST00000222450	12	1	84331776	84334111	Zfp410	protein_coding
ENSMUSG00000021234	ENSMUST00000065536	12	-1	84345309	84361833	Fam161b	protein_coding
ENSMUSG00000021234	ENSMUST00000021659	12	-1	84345317	84361821	Fam161b	protein_coding
ENSMUSG00000021235	ENSMUST00000110276	12	1	84361657	84373792	Coq6	protein_coding
ENSMUSG00000021235	ENSMUST00000021661	12	1	84361968	84373796	Coq6	protein_coding
ENSMUSG00000021235	ENSMUST00000110278	12	1	84362039	84373792	Coq6	protein_coding
ENSMUSG00000021235	ENSMUST00000145522	12	1	84362064	84371031	Coq6	protein_coding
ENSMUSG00000021236	ENSMUST00000021662	12	-1	84373857	84405476	Entpd5	protein_coding
ENSMUSG00000021236	ENSMUST00000072061	12	-1	84373857	84405476	Entpd5	protein_coding
ENSMUSG00000021236	ENSMUST00000110272	12	-1	84373875	84409029	Entpd5	protein_coding
ENSMUSG00000021236	ENSMUST00000120942	12	-1	84373878	84409014	Entpd5	protein_coding
ENSMUSG00000021236	ENSMUST00000122194	12	-1	84376677	84400934	Entpd5	protein_coding
ENSMUSG00000021236	ENSMUST00000117286	12	-1	84377009	84400885	Entpd5	protein_coding
ENSMUSG00000057265	ENSMUST00000081828	12	1	84409071	84433780	Bbof1	protein_coding
ENSMUSG00000057265	ENSMUST00000151789	12	1	84413264	84428421	Bbof1	protein_coding
ENSMUSG00000098134	ENSMUST00000183146	12	1	84417196	84418578	Rnf113a2	protein_coding
ENSMUSG00000057265	ENSMUST00000221969	12	1	84430219	84442887	Bbof1	protein_coding
ENSMUSG00000021238	ENSMUST00000085192	12	-1	84430717	84451003	Aldh6a1	protein_coding
ENSMUSG00000021238	ENSMUST00000220491	12	-1	84439663	84451004	Aldh6a1	protein_coding
ENSMUSG00000085793	ENSMUST00000137170	12	1	84451422	84531573	Lin52	protein_coding
ENSMUSG00000085793	ENSMUST00000221033	12	1	84456248	84546145	Lin52	protein_coding
ENSMUSG00000021239	ENSMUST00000021665	12	1	84569762	84595457	Vsx2	protein_coding
ENSMUSG00000021239	ENSMUST00000169934	12	1	84569840	84595457	Vsx2	protein_coding
ENSMUSG00000021240	ENSMUST00000223107	12	-1	84602640	84617413	Abcd4	protein_coding
ENSMUSG00000021240	ENSMUST00000021666	12	-1	84602653	84617370	Abcd4	protein_coding
ENSMUSG00000021240	ENSMUST00000221070	12	-1	84612408	84617227	Abcd4	protein_coding
ENSMUSG00000071235	ENSMUST00000221915	12	1	84641019	84648873	Vrtn	protein_coding
ENSMUSG00000071235	ENSMUST00000166772	12	1	84641019	84651455	Vrtn	protein_coding
ENSMUSG00000071235	ENSMUST00000222319	12	1	84642555	84648636	Vrtn	protein_coding
ENSMUSG00000071235	ENSMUST00000167227	12	1	84642555	84651455	Vrtn	protein_coding
ENSMUSG00000071235	ENSMUST00000095551	12	1	84642896	84651455	Vrtn	protein_coding
ENSMUSG00000071234	ENSMUST00000095550	12	-1	84677277	84698831	Syndig1l	protein_coding
ENSMUSG00000071234	ENSMUST00000222422	12	-1	84678068	84698754	Syndig1l	protein_coding
ENSMUSG00000071234	ENSMUST00000221905	12	-1	84680668	84698614	Syndig1l	protein_coding
ENSMUSG00000021242	ENSMUST00000021668	12	-1	84754562	84773152	Npc2	protein_coding
ENSMUSG00000021241	ENSMUST00000021667	12	1	84773251	84775085	Isca2	protein_coding
ENSMUSG00000021241	ENSMUST00000222449	12	1	84773278	84774740	Isca2	protein_coding
ENSMUSG00000021241	ENSMUST00000222982	12	1	84773305	84775004	Isca2	protein_coding
ENSMUSG00000021241	ENSMUST00000222022	12	1	84773325	84774877	Isca2	protein_coding
ENSMUSG00000002020	ENSMUST00000002073	12	-1	84783212	84876532	Ltbp2	protein_coding
ENSMUSG00000002020	ENSMUST00000110254	12	-1	84783213	84876495	Ltbp2	protein_coding
ENSMUSG00000002020	ENSMUST00000163189	12	-1	84783329	84876479	Ltbp2	protein_coding
ENSMUSG00000002020	ENSMUST00000166383	12	-1	84785206	84791843	Ltbp2	protein_coding
ENSMUSG00000002020	ENSMUST00000163214	12	-1	84786379	84792971	Ltbp2	protein_coding
ENSMUSG00000002020	ENSMUST00000165141	12	-1	84791859	84799463	Ltbp2	protein_coding
ENSMUSG00000042350	ENSMUST00000043169	12	-1	84918150	84970900	Arel1	protein_coding
ENSMUSG00000042350	ENSMUST00000169161	12	-1	84940161	84946923	Arel1	protein_coding
ENSMUSG00000042350	ENSMUST00000165093	12	-1	84941761	84945398	Arel1	protein_coding
ENSMUSG00000042350	ENSMUST00000167448	12	-1	84941782	84970856	Arel1	protein_coding
ENSMUSG00000042350	ENSMUST00000165886	12	-1	84941791	84970838	Arel1	protein_coding
ENSMUSG00000021243	ENSMUST00000021669	12	1	84970897	84983303	Fcf1	protein_coding
ENSMUSG00000021243	ENSMUST00000171040	12	1	84970981	84983291	Fcf1	protein_coding
ENSMUSG00000021244	ENSMUST00000168977	12	1	84996321	85070492	Ylpm1	protein_coding
ENSMUSG00000021244	ENSMUST00000021670	12	1	84996352	85070515	Ylpm1	protein_coding
ENSMUSG00000021244	ENSMUST00000101202	12	1	84996490	85070514	Ylpm1	protein_coding
ENSMUSG00000042320	ENSMUST00000177289	12	-1	85086385	85097081	Prox2	protein_coding
ENSMUSG00000042320	ENSMUST00000110249	12	-1	85086814	85106431	Prox2	protein_coding
ENSMUSG00000004789	ENSMUST00000053811	12	1	85110833	85134088	Dlst	protein_coding
ENSMUSG00000019235	ENSMUST00000221972	12	-1	85135249	85151264	Rps6kl1	protein_coding
ENSMUSG00000019235	ENSMUST00000019379	12	-1	85135640	85151236	Rps6kl1	protein_coding
ENSMUSG00000004791	ENSMUST00000223220	12	-1	85166635	85177790	Pgf	protein_coding
ENSMUSG00000004791	ENSMUST00000004913	12	-1	85166639	85177296	Pgf	protein_coding
ENSMUSG00000004788	ENSMUST00000004910	12	1	85219481	85226628	Eif2b2	protein_coding
ENSMUSG00000004788	ENSMUST00000140900	12	1	85219504	85222839	Eif2b2	protein_coding
ENSMUSG00000004788	ENSMUST00000136495	12	1	85219513	85226150	Eif2b2	protein_coding
ENSMUSG00000021245	ENSMUST00000019378	12	-1	85234520	85270599	Mlh3	protein_coding
ENSMUSG00000021245	ENSMUST00000166821	12	-1	85234529	85270591	Mlh3	protein_coding
ENSMUSG00000021245	ENSMUST00000220854	12	-1	85235380	85270599	Mlh3	protein_coding
ENSMUSG00000008822	ENSMUST00000008966	12	-1	85272398	85280435	Acyp1	protein_coding
ENSMUSG00000008822	ENSMUST00000117138	12	-1	85272409	85280306	Acyp1	protein_coding
ENSMUSG00000008822	ENSMUST00000121930	12	-1	85272547	85288438	Acyp1	protein_coding
ENSMUSG00000008822	ENSMUST00000065913	12	-1	85278893	85280418	Acyp1	protein_coding
ENSMUSG00000045064	ENSMUST00000059341	12	1	85288591	85299358	Zc2hc1c	protein_coding
ENSMUSG00000034290	ENSMUST00000040992	12	-1	85299514	85339362	Nek9	protein_coding
ENSMUSG00000021248	ENSMUST00000040766	12	-1	85342788	85374847	Tmed10	protein_coding
ENSMUSG00000021248	ENSMUST00000222585	12	-1	85343365	85373955	Tmed10	protein_coding
ENSMUSG00000021250	ENSMUST00000021674	12	1	85473890	85477273	Fos	protein_coding
ENSMUSG00000034271	ENSMUST00000177587	12	1	85599027	85639878	Jdp2	protein_coding
ENSMUSG00000034271	ENSMUST00000050687	12	1	85599416	85639878	Jdp2	protein_coding
ENSMUSG00000034271	ENSMUST00000171754	12	1	85600018	85639878	Jdp2	protein_coding
ENSMUSG00000034271	ENSMUST00000222689	12	1	85602222	85608292	Jdp2	protein_coding
ENSMUSG00000034266	ENSMUST00000040536	12	1	85686669	85709087	Batf	protein_coding
ENSMUSG00000034258	ENSMUST00000040461	12	1	85746539	85813585	Flvcr2	protein_coding
ENSMUSG00000021252	ENSMUST00000021676	12	-1	85815448	85824522	Erg28	protein_coding
ENSMUSG00000021252	ENSMUST00000142331	12	-1	85819539	85824550	Erg28	protein_coding
ENSMUSG00000012609	ENSMUST00000177188	12	1	85824659	85857405	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000095536	12	1	85824673	85894745	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000110220	12	1	85824707	85884438	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000040179	12	1	85824710	86053760	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000040273	12	1	85824969	86053208	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000110224	12	1	85824978	86053759	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000142411	12	1	85824985	85843787	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000176460	12	1	85912560	85929939	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000177168	12	1	85917779	86053759	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000176937	12	1	85923008	86012800	Ttll5	protein_coding
ENSMUSG00000012609	ENSMUST00000177525	12	1	85932782	86053759	Ttll5	protein_coding
ENSMUSG00000021253	ENSMUST00000003687	12	-1	86056745	86079041	Tgfb3	protein_coding
ENSMUSG00000007867	ENSMUST00000054565	12	1	86082563	86162458	Ift43	protein_coding
ENSMUSG00000007867	ENSMUST00000222821	12	1	86082587	86162459	Ift43	protein_coding
ENSMUSG00000007867	ENSMUST00000222905	12	1	86082608	86162041	Ift43	protein_coding
ENSMUSG00000021254	ENSMUST00000221368	12	1	86241858	86291784	Gpatch2l	protein_coding
ENSMUSG00000021254	ENSMUST00000071106	12	1	86241875	86291370	Gpatch2l	protein_coding
ENSMUSG00000021255	ENSMUST00000116402	12	1	86361117	86521628	Esrrb	protein_coding
ENSMUSG00000021255	ENSMUST00000110203	12	1	86421644	86515522	Esrrb	protein_coding
ENSMUSG00000021255	ENSMUST00000110204	12	1	86421644	86521625	Esrrb	protein_coding
ENSMUSG00000021255	ENSMUST00000021680	12	1	86421883	86519800	Esrrb	protein_coding
ENSMUSG00000021255	ENSMUST00000167891	12	1	86470117	86519065	Esrrb	protein_coding
ENSMUSG00000021256	ENSMUST00000021681	12	1	86678700	86692091	Vash1	protein_coding
ENSMUSG00000021257	ENSMUST00000021682	12	-1	86700502	86726460	Angel1	protein_coding
ENSMUSG00000059114	ENSMUST00000223308	12	1	86734369	86763797	Lrrc74a	protein_coding
ENSMUSG00000059114	ENSMUST00000095527	12	1	86734383	86763795	Lrrc74a	protein_coding
ENSMUSG00000034168	ENSMUST00000038422	12	-1	86880701	86884798	Irf2bpl	protein_coding
ENSMUSG00000034157	ENSMUST00000189246	12	1	86947043	86962667	Cipc	protein_coding
ENSMUSG00000034157	ENSMUST00000038369	12	1	86947343	86965362	Cipc	protein_coding
ENSMUSG00000034157	ENSMUST00000187814	12	1	86947343	86965362	Cipc	protein_coding
ENSMUSG00000034157	ENSMUST00000186499	12	1	86947466	86960307	Cipc	protein_coding
ENSMUSG00000034157	ENSMUST00000191463	12	1	86952657	86962833	Cipc	protein_coding
ENSMUSG00000048483	ENSMUST00000222543	12	-1	86980763	86990430	Zdhhc22	protein_coding
ENSMUSG00000048483	ENSMUST00000095521	12	-1	86983381	86988676	Zdhhc22	protein_coding
ENSMUSG00000034145	ENSMUST00000146292	12	1	87026292	87090038	Tmem63c	protein_coding
ENSMUSG00000034145	ENSMUST00000110187	12	1	87026564	87090033	Tmem63c	protein_coding
ENSMUSG00000034145	ENSMUST00000156162	12	1	87026616	87057670	Tmem63c	protein_coding
ENSMUSG00000034145	ENSMUST00000131878	12	1	87038439	87090041	Tmem63c	protein_coding
ENSMUSG00000021032	ENSMUST00000110177	12	-1	87097531	87102522	Ngb	protein_coding
ENSMUSG00000021032	ENSMUST00000021420	12	-1	87097531	87102539	Ngb	protein_coding
ENSMUSG00000021032	ENSMUST00000110176	12	-1	87098025	87102350	Ngb	protein_coding
ENSMUSG00000034126	ENSMUST00000037788	12	-1	87106861	87147902	Pomt2	protein_coding
ENSMUSG00000021033	ENSMUST00000222885	12	1	87147165	87164324	Gstz1	protein_coding
ENSMUSG00000021033	ENSMUST00000063117	12	1	87147718	87164723	Gstz1	protein_coding
ENSMUSG00000021033	ENSMUST00000220574	12	1	87147772	87164160	Gstz1	protein_coding
ENSMUSG00000021033	ENSMUST00000222222	12	1	87157608	87163865	Gstz1	protein_coding
ENSMUSG00000034111	ENSMUST00000037418	12	-1	87166237	87200454	Tmed8	protein_coding
ENSMUSG00000090812	ENSMUST00000182869	12	1	87200543	87213541	Samd15	protein_coding
ENSMUSG00000090812	ENSMUST00000169669	12	1	87200750	87201943	Samd15	protein_coding
ENSMUSG00000072919	ENSMUST00000222480	12	-1	87221040	87238732	Noxred1	protein_coding
ENSMUSG00000072919	ENSMUST00000021423	12	-1	87221255	87233556	Noxred1	protein_coding
ENSMUSG00000072919	ENSMUST00000221768	12	-1	87224296	87237015	Noxred1	protein_coding
ENSMUSG00000021038	ENSMUST00000072744	12	-1	87238873	87266256	Vipas39	protein_coding
ENSMUSG00000021038	ENSMUST00000021426	12	-1	87238875	87264244	Vipas39	protein_coding
ENSMUSG00000021038	ENSMUST00000179379	12	-1	87238875	87266209	Vipas39	protein_coding
ENSMUSG00000021037	ENSMUST00000223352	12	1	87266479	87272649	Ahsa1	protein_coding
ENSMUSG00000021037	ENSMUST00000021425	12	1	87266698	87273979	Ahsa1	protein_coding
ENSMUSG00000050671	ENSMUST00000125733	12	-1	87278638	87299705	Ism2	protein_coding
ENSMUSG00000050671	ENSMUST00000051601	12	-1	87279682	87287137	Ism2	protein_coding
ENSMUSG00000021036	ENSMUST00000021424	12	-1	87305058	87388355	Sptlc2	protein_coding
ENSMUSG00000079036	ENSMUST00000162961	12	-1	87426169	87443839	Alkbh1	protein_coding
ENSMUSG00000079036	ENSMUST00000160687	12	-1	87429121	87438559	Alkbh1	protein_coding
ENSMUSG00000079036	ENSMUST00000185301	12	-1	87443511	87443918	Alkbh1	protein_coding
ENSMUSG00000021040	ENSMUST00000161023	12	1	87443896	87452206	Slirp	protein_coding
ENSMUSG00000021040	ENSMUST00000160488	12	1	87443912	87449920	Slirp	protein_coding
ENSMUSG00000021040	ENSMUST00000077462	12	1	87443936	87449904	Slirp	protein_coding
ENSMUSG00000021040	ENSMUST00000160880	12	1	87443946	87449924	Slirp	protein_coding
ENSMUSG00000021039	ENSMUST00000021428	12	-1	87449910	87472274	Snw1	protein_coding
ENSMUSG00000113805	ENSMUST00000220499	12	1	87494721	87495155	Gm5788	protein_coding
ENSMUSG00000079034	ENSMUST00000110152	12	1	87514316	87518266	Gm8300	protein_coding
