ENSG00000186092	ENST00000335137	1	1	69091	70008	OR4F5	protein_coding
ENSG00000000460	ENST00000456684	1	1	169764220	169795258	C1orf112	protein_coding
ENSG00000000460	ENST00000286031	1	1	169764550	169823221	C1orf112	protein_coding
ENSG00000000457	ENST00000367771	1	-1	169818772	169863093	SCYL3	protein_coding
ENSG00000000457	ENST00000367772	1	-1	169821804	169863076	SCYL3	protein_coding
ENSG00000000457	ENST00000367770	1	-1	169822215	169858029	SCYL3	protein_coding
ENSG00000000457	ENST00000423670	1	-1	169823652	169863408	SCYL3	protein_coding
ENSG00000075945	ENST00000367765	1	-1	169890467	170038058	KIFAP3	protein_coding
ENSG00000075945	ENST00000367767	1	-1	169890467	170043729	KIFAP3	protein_coding
ENSG00000075945	ENST00000361580	1	-1	169890467	170043836	KIFAP3	protein_coding
ENSG00000075945	ENST00000540905	1	-1	169890478	169995042	KIFAP3	protein_coding
ENSG00000075945	ENST00000538366	1	-1	169890573	170043836	KIFAP3	protein_coding
ENSG00000203740	ENST00000439373	1	1	170115142	170136931	METTL11B	protein_coding
ENSG00000120370	ENST00000367763	1	1	170501270	170522587	GORAB	protein_coding
ENSG00000120370	ENST00000367762	1	1	170501272	170514930	GORAB	protein_coding
ENSG00000116132	ENST00000367760	1	1	170632275	170705649	PRRX1	protein_coding
ENSG00000116132	ENST00000239461	1	1	170633047	170708560	PRRX1	protein_coding
ENSG00000116132	ENST00000497230	1	1	170633078	170698162	PRRX1	protein_coding
ENSG00000117501	ENST00000367759	1	1	170904612	171033906	MROH9	protein_coding
ENSG00000117501	ENST00000367758	1	1	170904667	170967947	MROH9	protein_coding
ENSG00000117501	ENST00000426136	1	1	170961458	170984284	MROH9	protein_coding
ENSG00000007933	ENST00000392085	1	1	171060018	171086955	FMO3	protein_coding
ENSG00000007933	ENST00000367755	1	1	171060018	171086959	FMO3	protein_coding
ENSG00000007933	ENST00000542847	1	1	171060041	171086607	FMO3	protein_coding
ENSG00000007933	ENST00000538429	1	1	171060046	171086597	FMO3	protein_coding
ENSG00000007933	ENST00000479749	1	1	171060060	171080019	FMO3	protein_coding
ENSG00000117507	ENST00000236166	1	1	171107241	171130535	FMO6P	protein_coding
ENSG00000094963	ENST00000209929	1	1	171154347	171180369	FMO2	protein_coding
ENSG00000094963	ENST00000441535	1	1	171154388	171181822	FMO2	protein_coding
ENSG00000010932	ENST00000433267	1	1	171217638	171248009	FMO1	protein_coding
ENSG00000010932	ENST00000367750	1	1	171217638	171255117	FMO1	protein_coding
ENSG00000010932	ENST00000402921	1	1	171217690	171254766	FMO1	protein_coding
ENSG00000010932	ENST00000354841	1	1	171227096	171255113	FMO1	protein_coding
ENSG00000076258	ENST00000367749	1	1	171283373	171311223	FMO4	protein_coding
ENSG00000117523	ENST00000392078	1	1	171454651	171560986	PRRC2C	protein_coding
ENSG00000117523	ENST00000426496	1	1	171454651	171560986	PRRC2C	protein_coding
ENSG00000117523	ENST00000367742	1	1	171454690	171562650	PRRC2C	protein_coding
ENSG00000117523	ENST00000338920	1	1	171454695	171562650	PRRC2C	protein_coding
ENSG00000117523	ENST00000495585	1	1	171510969	171562650	PRRC2C	protein_coding
ENSG00000034971	ENST00000037502	1	-1	171604557	171621823	MYOC	protein_coding
ENSG00000117533	ENST00000236192	1	-1	171669300	171711387	VAMP4	protein_coding
ENSG00000117533	ENST00000415773	1	-1	171669312	171711202	VAMP4	protein_coding
ENSG00000117533	ENST00000367740	1	-1	171673090	171711214	VAMP4	protein_coding
ENSG00000010165	ENST00000458517	1	1	171750788	171766101	METTL13	protein_coding
ENSG00000010165	ENST00000362019	1	1	171750822	171766857	METTL13	protein_coding
ENSG00000010165	ENST00000367737	1	1	171750836	171766857	METTL13	protein_coding
ENSG00000010165	ENST00000361735	1	1	171750842	171766857	METTL13	protein_coding
ENSG00000197959	ENST00000358155	1	1	171810621	172381856	DNM3	protein_coding
ENSG00000197959	ENST00000367733	1	1	171810638	172102532	DNM3	protein_coding
ENSG00000197959	ENST00000355305	1	1	171810640	172377494	DNM3	protein_coding
ENSG00000197959	ENST00000367731	1	1	171810640	172381857	DNM3	protein_coding
ENSG00000197959	ENST00000520906	1	1	171810669	172280424	DNM3	protein_coding
ENSG00000197959	ENST00000523513	1	1	171939262	172222718	DNM3	protein_coding
ENSG00000197959	ENST00000485254	1	1	172348158	172387606	DNM3	protein_coding
ENSG00000180999	ENST00000367727	1	1	172389828	172437969	C1orf105	protein_coding
ENSG00000180999	ENST00000460397	1	1	172389874	172400427	C1orf105	protein_coding
ENSG00000135845	ENST00000344529	1	-1	172410597	172413200	PIGC	protein_coding
ENSG00000135845	ENST00000367728	1	-1	172410597	172413226	PIGC	protein_coding
ENSG00000135845	ENST00000258324	1	-1	172410598	172413230	PIGC	protein_coding
ENSG00000180999	ENST00000488100	1	1	172414279	172434821	C1orf105	protein_coding
ENSG00000180999	ENST00000367725	1	1	172422033	172437971	C1orf105	protein_coding
ENSG00000094975	ENST00000367723	1	1	172501489	172580971	SUCO	protein_coding
ENSG00000094975	ENST00000608151	1	1	172501613	172580971	SUCO	protein_coding
ENSG00000094975	ENST00000610051	1	1	172502323	172579419	SUCO	protein_coding
ENSG00000094975	ENST00000263688	1	1	172502357	172580971	SUCO	protein_coding
ENSG00000117560	ENST00000340030	1	1	172628154	172636014	FASLG	protein_coding
ENSG00000117560	ENST00000367721	1	1	172628158	172636014	FASLG	protein_coding
ENSG00000120337	ENST00000239468	1	-1	173009100	173020056	TNFSF18	protein_coding
ENSG00000120337	ENST00000404377	1	-1	173009100	173020103	TNFSF18	protein_coding
ENSG00000117586	ENST00000367718	1	-1	173152873	173174697	TNFSF4	protein_coding
ENSG00000117586	ENST00000281834	1	-1	173152874	173176452	TNFSF4	protein_coding
ENSG00000117592	ENST00000340385	1	1	173446405	173457946	PRDX6	protein_coding
ENSG00000162753	ENST00000367714	1	-1	173469603	173572233	SLC9C2	protein_coding
ENSG00000162753	ENST00000536496	1	-1	173494015	173572189	SLC9C2	protein_coding
ENSG00000183831	ENST00000333279	1	-1	173578700	173639001	ANKRD45	protein_coding
ENSG00000076321	ENST00000546011	1	1	173684109	173754885	KLHL20	protein_coding
ENSG00000076321	ENST00000209884	1	1	173684123	173755840	KLHL20	protein_coding
ENSG00000120334	ENST00000356198	1	-1	173768688	173793460	CENPL	protein_coding
ENSG00000120334	ENST00000345664	1	-1	173768988	173793270	CENPL	protein_coding
ENSG00000120334	ENST00000367710	1	-1	173768988	173793312	CENPL	protein_coding
ENSG00000117593	ENST00000361951	1	1	173793641	173827684	DARS2	protein_coding
ENSG00000117593	ENST00000239457	1	1	173793797	173827682	DARS2	protein_coding
ENSG00000185278	ENST00000367704	1	1	173837220	173855774	ZBTB37	protein_coding
ENSG00000185278	ENST00000432989	1	1	173837493	173842776	ZBTB37	protein_coding
ENSG00000185278	ENST00000427304	1	1	173837493	173855774	ZBTB37	protein_coding
ENSG00000185278	ENST00000367702	1	1	173837532	173842781	ZBTB37	protein_coding
ENSG00000185278	ENST00000367701	1	1	173838094	173872687	ZBTB37	protein_coding
ENSG00000117601	ENST00000367698	1	-1	173872947	173886516	SERPINC1	protein_coding
ENSG00000135870	ENST00000258349	1	-1	173900352	173962202	RC3H1	protein_coding
ENSG00000135870	ENST00000367696	1	-1	173900352	173991435	RC3H1	protein_coding
ENSG00000135870	ENST00000367694	1	-1	173907549	173962210	RC3H1	protein_coding
ENSG00000152061	ENST00000367689	1	1	174128548	174514089	RABGAP1L	protein_coding
ENSG00000152061	ENST00000357444	1	1	174128548	174517699	RABGAP1L	protein_coding
ENSG00000152061	ENST00000251507	1	1	174128655	174927319	RABGAP1L	protein_coding
ENSG00000152061	ENST00000457696	1	1	174128728	174363283	RABGAP1L	protein_coding
ENSG00000203737	ENST00000367685	1	1	174417212	174418683	GPR52	protein_coding
ENSG00000152061	ENST00000325589	1	1	174669663	174959546	RABGAP1L	protein_coding
ENSG00000152061	ENST00000367687	1	1	174670158	174959730	RABGAP1L	protein_coding
ENSG00000152061	ENST00000347255	1	1	174670160	174959650	RABGAP1L	protein_coding
ENSG00000152061	ENST00000489615	1	1	174769070	174964445	RABGAP1L	protein_coding
ENSG00000152061	ENST00000478442	1	1	174843596	174927319	RABGAP1L	protein_coding
ENSG00000152061	ENST00000465412	1	1	174843609	174952037	RABGAP1L	protein_coding
ENSG00000152061	ENST00000486220	1	1	174844684	174927324	RABGAP1L	protein_coding
ENSG00000152061	ENST00000392064	1	1	174846578	174964438	RABGAP1L	protein_coding
ENSG00000152061	ENST00000367688	1	1	174933905	174959622	RABGAP1L	protein_coding
ENSG00000116161	ENST00000367681	1	1	174968300	174980851	CACYBP	protein_coding
ENSG00000116161	ENST00000426793	1	1	174968571	174973886	CACYBP	protein_coding
ENSG00000116161	ENST00000367679	1	1	174968869	174980846	CACYBP	protein_coding
ENSG00000116161	ENST00000406752	1	1	174969317	174975907	CACYBP	protein_coding
ENSG00000116161	ENST00000405362	1	1	174969349	174979215	CACYBP	protein_coding
ENSG00000120333	ENST00000476371	1	-1	174982094	174992561	MRPS14	protein_coding
ENSG00000120332	ENST00000239462	1	1	175036994	175117202	TNN	protein_coding
ENSG00000235750	ENST00000423313	1	-1	175126123	175161929	KIAA0040	protein_coding
ENSG00000235750	ENST00000444639	1	-1	175126123	175162079	KIAA0040	protein_coding
ENSG00000235750	ENST00000545251	1	-1	175128089	175161890	KIAA0040	protein_coding
ENSG00000116147	ENST00000367674	1	-1	175284330	175712906	TNR	protein_coding
ENSG00000116147	ENST00000263525	1	-1	175291935	175712752	TNR	protein_coding
ENSG00000116147	ENST00000422274	1	-1	175360564	175375500	TNR	protein_coding
ENSG00000143207	ENST00000367669	1	-1	175913967	176176629	RFWD2	protein_coding
ENSG00000143207	ENST00000367666	1	-1	175913968	176153800	RFWD2	protein_coding
ENSG00000143207	ENST00000308769	1	-1	175914289	176176114	RFWD2	protein_coding
ENSG00000143207	ENST00000459744	1	-1	176012352	176104218	RFWD2	protein_coding
ENSG00000143207	ENST00000498306	1	-1	176055002	176175517	RFWD2	protein_coding
ENSG00000116183	ENST00000367661	1	1	176432307	176660340	PAPPA2	protein_coding
ENSG00000116183	ENST00000367662	1	1	176432307	176814735	PAPPA2	protein_coding
ENSG00000152092	ENST00000367657	1	-1	176826438	177134003	ASTN1	protein_coding
ENSG00000152092	ENST00000361833	1	-1	176830203	177133826	ASTN1	protein_coding
ENSG00000152092	ENST00000367654	1	-1	176830204	177134024	ASTN1	protein_coding
ENSG00000152092	ENST00000424564	1	-1	176837949	177133819	ASTN1	protein_coding
ENSG00000198797	ENST00000361539	1	1	177140633	177251558	BRINP2	protein_coding
ENSG00000120341	ENST00000308284	1	-1	177898281	177939050	SEC16B	protein_coding
ENSG00000120341	ENST00000464631	1	-1	177914467	177939348	SEC16B	protein_coding
ENSG00000120341	ENST00000527976	1	-1	177915555	177928038	SEC16B	protein_coding
ENSG00000075391	ENST00000448150	1	1	178062864	178448644	RASAL2	protein_coding
ENSG00000075391	ENST00000367649	1	1	178063276	178442557	RASAL2	protein_coding
ENSG00000075391	ENST00000462775	1	1	178310606	178447985	RASAL2	protein_coding
ENSG00000075391	ENST00000433130	1	1	178421572	178442657	RASAL2	protein_coding
ENSG00000240021	ENST00000319416	1	1	178482212	178491784	TEX35	protein_coding
ENSG00000240021	ENST00000258298	1	1	178482212	178500693	TEX35	protein_coding
ENSG00000240021	ENST00000367643	1	1	178482247	178490945	TEX35	protein_coding
ENSG00000240021	ENST00000367642	1	1	178482253	178491783	TEX35	protein_coding
ENSG00000240021	ENST00000367641	1	1	178482265	178491784	TEX35	protein_coding
ENSG00000240021	ENST00000367639	1	1	178482279	178492566	TEX35	protein_coding
ENSG00000240021	ENST00000442872	1	1	178489964	178490947	TEX35	protein_coding
ENSG00000213057	ENST00000367638	1	1	178511887	178514635	C1orf220	protein_coding
ENSG00000184909	ENST00000367636	1	1	178511950	178517579	C1ORF220	protein_coding
ENSG00000213057	ENST00000319387	1	1	178514056	178518024	C1orf220	protein_coding
ENSG00000116191	ENST00000367635	1	1	178694300	178889238	RALGPS2	protein_coding
ENSG00000116191	ENST00000367634	1	1	178694379	178885784	RALGPS2	protein_coding
ENSG00000116191	ENST00000324778	1	1	178694531	178852668	RALGPS2	protein_coding
ENSG00000116194	ENST00000234816	1	-1	178818840	178840187	ANGPTL1	protein_coding
ENSG00000116194	ENST00000367629	1	-1	178819759	178840157	ANGPTL1	protein_coding
ENSG00000116194	ENST00000444255	1	-1	178834569	178838413	ANGPTL1	protein_coding
ENSG00000116191	ENST00000415888	1	1	178848080	178854756	RALGPS2	protein_coding
ENSG00000116191	ENST00000367632	1	1	178855214	178875946	RALGPS2	protein_coding
ENSG00000116199	ENST00000440702	1	1	178994939	179019451	FAM20B	protein_coding
ENSG00000116199	ENST00000263733	1	1	178995031	179045697	FAM20B	protein_coding
ENSG00000186283	ENST00000367627	1	1	179050512	179065131	TOR3A	protein_coding
ENSG00000186283	ENST00000367625	1	1	179051205	179054990	TOR3A	protein_coding
ENSG00000186283	ENST00000352445	1	1	179051221	179067158	TOR3A	protein_coding
ENSG00000186283	ENST00000447595	1	1	179054507	179063256	TOR3A	protein_coding
ENSG00000143322	ENST00000502732	1	-1	179068462	179198736	ABL2	protein_coding
ENSG00000143322	ENST00000408940	1	-1	179068463	179112179	ABL2	protein_coding
ENSG00000143322	ENST00000344730	1	-1	179073183	179112224	ABL2	protein_coding
ENSG00000143322	ENST00000512653	1	-1	179076734	179112191	ABL2	protein_coding
ENSG00000143322	ENST00000504405	1	-1	179076853	179112179	ABL2	protein_coding
ENSG00000143322	ENST00000367623	1	-1	179076853	179198532	ABL2	protein_coding
ENSG00000143322	ENST00000507173	1	-1	179076853	179198532	ABL2	protein_coding
ENSG00000143322	ENST00000511413	1	-1	179076853	179198532	ABL2	protein_coding
ENSG00000143322	ENST00000392043	1	-1	179079716	179198819	ABL2	protein_coding
ENSG00000057252	ENST00000539888	1	1	179262925	179322942	SOAT1	protein_coding
ENSG00000057252	ENST00000535686	1	1	179262932	179322997	SOAT1	protein_coding
ENSG00000057252	ENST00000540564	1	1	179262932	179323138	SOAT1	protein_coding
ENSG00000057252	ENST00000367619	1	1	179262937	179327815	SOAT1	protein_coding
ENSG00000057252	ENST00000426956	1	1	179263455	179310445	SOAT1	protein_coding
ENSG00000162779	ENST00000509175	1	1	179334855	179348617	AXDND1	protein_coding
ENSG00000162779	ENST00000367618	1	1	179334855	179523870	AXDND1	protein_coding
ENSG00000162779	ENST00000507383	1	1	179334861	179339214	AXDND1	protein_coding
ENSG00000162779	ENST00000508229	1	1	179334873	179338073	AXDND1	protein_coding
ENSG00000162779	ENST00000457238	1	1	179334876	179460786	AXDND1	protein_coding
ENSG00000162779	ENST00000508285	1	1	179335107	179339214	AXDND1	protein_coding
ENSG00000162779	ENST00000511889	1	1	179335107	179347892	AXDND1	protein_coding
ENSG00000162779	ENST00000434088	1	1	179338036	179523870	AXDND1	protein_coding
ENSG00000269064	ENST00000600581	1	-1	179443716	179457805	AL160286.1	protein_coding
ENSG00000116218	ENST00000367615	1	-1	179519674	179545068	NPHS2	protein_coding
ENSG00000116218	ENST00000367616	1	-1	179519674	179545087	NPHS2	protein_coding
ENSG00000162782	ENST00000367614	1	1	179560748	179660405	TDRD5	protein_coding
ENSG00000162782	ENST00000444136	1	1	179561025	179660398	TDRD5	protein_coding
ENSG00000162782	ENST00000294848	1	1	179561025	179660407	TDRD5	protein_coding
ENSG00000162782	ENST00000417329	1	1	179609086	179660407	TDRD5	protein_coding
ENSG00000143340	ENST00000341785	1	1	179712298	179785333	FAM163A	protein_coding
ENSG00000169905	ENST00000367612	1	-1	179809102	179846934	TOR1AIP2	protein_coding
ENSG00000169905	ENST00000609928	1	-1	179813066	179846938	TOR1AIP2	protein_coding
ENSG00000258664	ENST00000553856	1	-1	179833916	179834311	IFRG15	protein_coding
ENSG00000143337	ENST00000528443	1	1	179851177	179888843	TOR1AIP1	protein_coding
ENSG00000143337	ENST00000271583	1	1	179851432	179888412	TOR1AIP1	protein_coding
ENSG00000143337	ENST00000606911	1	1	179851447	179894135	TOR1AIP1	protein_coding
ENSG00000143337	ENST00000435319	1	1	179851831	179889212	TOR1AIP1	protein_coding
ENSG00000143337	ENST00000531630	1	1	179851929	179883137	TOR1AIP1	protein_coding
ENSG00000143337	ENST00000527391	1	1	179852024	179883189	TOR1AIP1	protein_coding
ENSG00000143337	ENST00000447964	1	1	179873101	179887306	TOR1AIP1	protein_coding
ENSG00000135837	ENST00000367607	1	1	179923873	180084015	CEP350	protein_coding
ENSG00000135837	ENST00000491495	1	1	179923908	179966098	CEP350	protein_coding
ENSG00000135837	ENST00000357434	1	1	179955317	179961356	CEP350	protein_coding
ENSG00000135837	ENST00000418229	1	1	180010338	180022969	CEP350	protein_coding
ENSG00000135837	ENST00000429851	1	1	180042954	180082515	CEP350	protein_coding
ENSG00000135837	ENST00000437245	1	1	180049652	180053415	CEP350	protein_coding
ENSG00000135837	ENST00000417046	1	1	180062849	180082515	CEP350	protein_coding
ENSG00000116260	ENST00000367602	1	1	180123969	180173165	QSOX1	protein_coding
ENSG00000116260	ENST00000367600	1	1	180124032	180167169	QSOX1	protein_coding
ENSG00000116260	ENST00000443059	1	1	180165817	180167151	QSOX1	protein_coding
ENSG00000121454	ENST00000263726	1	1	180199421	180249380	LHX4	protein_coding
ENSG00000135847	ENST00000367595	1	-1	180257365	180472089	ACBD6	protein_coding
ENSG00000143324	ENST00000367590	1	1	180601140	180859387	XPR1	protein_coding
ENSG00000143324	ENST00000367589	1	1	180601168	180855262	XPR1	protein_coding
ENSG00000135835	ENST00000367588	1	1	180882325	180920750	KIAA1614	protein_coding
ENSG00000135835	ENST00000367587	1	1	180897283	180915238	KIAA1614	protein_coding
ENSG00000234237	ENST00000457152	1	1	180941695	180949868	AL162431.1	protein_coding
ENSG00000135823	ENST00000258301	1	-1	180941861	180992047	STX6	protein_coding
ENSG00000135823	ENST00000542060	1	-1	180945426	180992005	STX6	protein_coding
ENSG00000153029	ENST00000434571	1	1	181003067	181024725	MR1	protein_coding
ENSG00000153029	ENST00000367579	1	1	181003139	181024659	MR1	protein_coding
ENSG00000153029	ENST00000282990	1	1	181003139	181025689	MR1	protein_coding
ENSG00000153029	ENST00000367580	1	1	181003139	181031074	MR1	protein_coding
ENSG00000162783	ENST00000367577	1	1	181057638	181059977	IER5	protein_coding
ENSG00000198216	ENST00000524607	1	1	181382238	181685265	CACNA1E	protein_coding
ENSG00000198216	ENST00000357570	1	1	181452716	181770711	CACNA1E	protein_coding
ENSG00000198216	ENST00000358338	1	1	181452716	181770711	CACNA1E	protein_coding
ENSG00000198216	ENST00000367567	1	1	181452716	181770711	CACNA1E	protein_coding
ENSG00000198216	ENST00000367570	1	1	181452716	181770716	CACNA1E	protein_coding
ENSG00000198216	ENST00000526775	1	1	181452716	181777219	CACNA1E	protein_coding
ENSG00000198216	ENST00000360108	1	1	181452874	181768048	CACNA1E	protein_coding
ENSG00000198216	ENST00000367573	1	1	181452881	181768095	CACNA1E	protein_coding
ENSG00000179930	ENST00000339948	1	-1	182023705	182030847	ZNF648	protein_coding
ENSG00000135821	ENST00000331872	1	-1	182350839	182361341	GLUL	protein_coding
ENSG00000135821	ENST00000417584	1	-1	182350840	182360539	GLUL	protein_coding
ENSG00000135821	ENST00000311223	1	-1	182350840	182361341	GLUL	protein_coding
ENSG00000135821	ENST00000339526	1	-1	182352029	182360927	GLUL	protein_coding
ENSG00000203730	ENST00000367565	1	-1	182367252	182369751	TEDDM1	protein_coding
ENSG00000121446	ENST00000542961	1	1	182419281	182523785	RGSL1	protein_coding
ENSG00000121446	ENST00000294854	1	1	182419281	182529693	RGSL1	protein_coding
ENSG00000121446	ENST00000447374	1	1	182422517	182440510	RGSL1	protein_coding
ENSG00000121446	ENST00000437548	1	1	182422519	182441622	RGSL1	protein_coding
ENSG00000135828	ENST00000367559	1	-1	182542769	182558391	RNASEL	protein_coding
ENSG00000135828	ENST00000444138	1	-1	182542772	182556108	RNASEL	protein_coding
ENSG00000135828	ENST00000539397	1	-1	182547256	182558391	RNASEL	protein_coding
ENSG00000143333	ENST00000367558	1	-1	182567758	182573543	RGS16	protein_coding
ENSG00000135824	ENST00000483095	1	-1	182615239	182641064	RGS8	protein_coding
ENSG00000135824	ENST00000258302	1	-1	182615792	182642049	RGS8	protein_coding
ENSG00000135824	ENST00000367557	1	-1	182615821	182642043	RGS8	protein_coding
ENSG00000135824	ENST00000367556	1	-1	182615870	182640988	RGS8	protein_coding
ENSG00000135824	ENST00000508450	1	-1	182635126	182641386	RGS8	protein_coding
ENSG00000135838	ENST00000367555	1	1	182758904	182799519	NPL	protein_coding
ENSG00000135838	ENST00000367554	1	1	182758911	182799237	NPL	protein_coding
ENSG00000135838	ENST00000367553	1	1	182761394	182799267	NPL	protein_coding
ENSG00000135838	ENST00000367550	1	1	182763485	182778419	NPL	protein_coding
ENSG00000135838	ENST00000258317	1	1	182763485	182798588	NPL	protein_coding
ENSG00000135838	ENST00000367552	1	1	182763485	182798814	NPL	protein_coding
ENSG00000135829	ENST00000367549	1	1	182808504	182856886	DHX9	protein_coding
ENSG00000157060	ENST00000367547	1	-1	182869000	182922505	SHCBP1L	protein_coding
ENSG00000157060	ENST00000423786	1	-1	182869001	182921119	SHCBP1L	protein_coding
ENSG00000135862	ENST00000258341	1	1	182992595	183114727	LAMC1	protein_coding
ENSG00000135862	ENST00000484114	1	1	183065679	183079766	LAMC1	protein_coding
ENSG00000058085	ENST00000493293	1	1	183155373	183210396	LAMC2	protein_coding
ENSG00000058085	ENST00000264144	1	1	183155423	183214035	LAMC2	protein_coding
ENSG00000157064	ENST00000294868	1	-1	183217372	183274009	NMNAT2	protein_coding
ENSG00000157064	ENST00000287713	1	-1	183217372	183387737	NMNAT2	protein_coding
ENSG00000116698	ENST00000456731	1	1	183441506	183521066	SMG7	protein_coding
ENSG00000116698	ENST00000367537	1	1	183441613	183523328	SMG7	protein_coding
ENSG00000116698	ENST00000507691	1	1	183441635	183495781	SMG7	protein_coding
ENSG00000116698	ENST00000508461	1	1	183441635	183521398	SMG7	protein_coding
ENSG00000116698	ENST00000419169	1	1	183441637	183515264	SMG7	protein_coding
ENSG00000116698	ENST00000347615	1	1	183441637	183523321	SMG7	protein_coding
ENSG00000116698	ENST00000507469	1	1	183441638	183523323	SMG7	protein_coding
ENSG00000116698	ENST00000515829	1	1	183441662	183523325	SMG7	protein_coding
ENSG00000116698	ENST00000502375	1	1	183442067	183485029	SMG7	protein_coding
ENSG00000116701	ENST00000413720	1	-1	183524698	183559739	NCF2	protein_coding
ENSG00000116701	ENST00000418089	1	-1	183524698	183559739	NCF2	protein_coding
ENSG00000116701	ENST00000367536	1	-1	183524698	183560011	NCF2	protein_coding
ENSG00000116701	ENST00000367535	1	-1	183524860	183559716	NCF2	protein_coding
ENSG00000116701	ENST00000420553	1	-1	183532404	183538360	NCF2	protein_coding
ENSG00000116701	ENST00000419402	1	-1	183532407	183538360	NCF2	protein_coding
ENSG00000162704	ENST00000367534	1	-1	183592401	183604817	ARPC5	protein_coding
ENSG00000162704	ENST00000359856	1	-1	183595352	183604861	ARPC5	protein_coding
ENSG00000162704	ENST00000294742	1	-1	183595593	183604892	ARPC5	protein_coding
ENSG00000143344	ENST00000304685	1	1	183605220	183897665	RGL1	protein_coding
ENSG00000143344	ENST00000536277	1	1	183605244	183895793	RGL1	protein_coding
ENSG00000173627	ENST00000308641	1	-1	183615541	183622448	APOBEC4	protein_coding
ENSG00000143344	ENST00000360851	1	1	183774254	183897665	RGL1	protein_coding
ENSG00000143344	ENST00000539189	1	1	183774290	183895752	RGL1	protein_coding
ENSG00000198756	ENST00000546159	1	-1	183898796	184006611	COLGALT2	protein_coding
ENSG00000198756	ENST00000367521	1	-1	183904971	183915752	COLGALT2	protein_coding
ENSG00000198756	ENST00000361927	1	-1	183904971	184006863	COLGALT2	protein_coding
ENSG00000198756	ENST00000367520	1	-1	183907099	183933634	COLGALT2	protein_coding
ENSG00000198860	ENST00000361641	1	1	184020811	184043346	TSEN15	protein_coding
ENSG00000198860	ENST00000533373	1	1	184020860	184042157	TSEN15	protein_coding
ENSG00000198860	ENST00000423085	1	1	184020880	184043340	TSEN15	protein_coding
ENSG00000116667	ENST00000235307	1	1	184356192	184598154	C1orf21	protein_coding
ENSG00000116406	ENST00000318130	1	-1	184659365	184724047	EDEM3	protein_coding
ENSG00000116406	ENST00000367512	1	-1	184662957	184723701	EDEM3	protein_coding
ENSG00000135842	ENST00000417056	1	-1	184759858	184775119	FAM129A	protein_coding
ENSG00000135842	ENST00000367511	1	-1	184760164	184943682	FAM129A	protein_coding
ENSG00000121481	ENST00000367510	1	1	185014496	185071740	RNF2	protein_coding
ENSG00000121481	ENST00000367509	1	1	185014658	185070189	RNF2	protein_coding
ENSG00000121481	ENST00000453650	1	1	185015228	185068925	RNF2	protein_coding
ENSG00000121486	ENST00000367504	1	-1	185087220	185126116	TRMT1L	protein_coding
ENSG00000121486	ENST00000367506	1	-1	185087230	185126113	TRMT1L	protein_coding
ENSG00000121486	ENST00000458395	1	-1	185093972	185108692	TRMT1L	protein_coding
ENSG00000116668	ENST00000367501	1	1	185126212	185260139	SWT1	protein_coding
ENSG00000116668	ENST00000367500	1	1	185126291	185260897	SWT1	protein_coding
ENSG00000116668	ENST00000450350	1	1	185126614	185143758	SWT1	protein_coding
ENSG00000116679	ENST00000367498	1	-1	185265520	185286461	IVNS1ABP	protein_coding
ENSG00000116679	ENST00000392007	1	-1	185266898	185280439	IVNS1ABP	protein_coding
ENSG00000116679	ENST00000422754	1	-1	185275882	185276794	IVNS1ABP	protein_coding
ENSG00000116679	ENST00000367497	1	-1	185276812	185280259	IVNS1ABP	protein_coding
ENSG00000143341	ENST00000271588	1	1	185703683	186160081	HMCN1	protein_coding
ENSG00000143341	ENST00000367492	1	1	185703683	186160085	HMCN1	protein_coding
ENSG00000143341	ENST00000414277	1	1	186140519	186158797	HMCN1	protein_coding
ENSG00000116690	ENST00000367484	1	1	186265405	186283686	PRG4	protein_coding
ENSG00000116690	ENST00000367486	1	1	186265405	186283686	PRG4	protein_coding
ENSG00000116690	ENST00000533951	1	1	186265411	186275610	PRG4	protein_coding
ENSG00000116690	ENST00000367482	1	1	186265411	186277814	PRG4	protein_coding
ENSG00000116690	ENST00000367483	1	1	186265411	186283694	PRG4	protein_coding
ENSG00000116690	ENST00000367485	1	1	186265411	186283694	PRG4	protein_coding
ENSG00000116690	ENST00000445192	1	1	186265411	186283694	PRG4	protein_coding
ENSG00000047410	ENST00000367478	1	-1	186280784	186344457	TPR	protein_coding
ENSG00000047410	ENST00000451586	1	-1	186342525	186344825	TPR	protein_coding
ENSG00000157181	ENST00000367470	1	1	186344890	186390499	C1orf27	protein_coding
ENSG00000157181	ENST00000419367	1	1	186344955	186388683	C1orf27	protein_coding
ENSG00000157181	ENST00000287859	1	1	186345001	186390510	C1orf27	protein_coding
ENSG00000157181	ENST00000432021	1	1	186348918	186388208	C1orf27	protein_coding
ENSG00000268662	ENST00000598663	1	-1	186364123	186365908	AL596220.1	protein_coding
ENSG00000262180	ENST00000574641	1	1	186369704	186370587	OCLM	protein_coding
ENSG00000116703	ENST00000391997	1	-1	186412698	186430254	PDC	protein_coding
ENSG00000116703	ENST00000497198	1	-1	186412714	186417856	PDC	protein_coding
ENSG00000116703	ENST00000456239	1	-1	186413020	186415637	PDC	protein_coding
ENSG00000116703	ENST00000340129	1	-1	186413111	186418591	PDC	protein_coding
ENSG00000073756	ENST00000367468	1	-1	186640923	186649559	PTGS2	protein_coding
ENSG00000116711	ENST00000367466	1	1	186798085	186958113	PLA2G4A	protein_coding
