ENSG00000268640	ENST00000594563	12	1	147052	147377	AC026369.1	protein_coding
ENSG00000089022	ENST00000550735	12	1	112279782	112331220	MAPKAPK5	protein_coding
ENSG00000089022	ENST00000547305	12	1	112280279	112281200	MAPKAPK5	protein_coding
ENSG00000089022	ENST00000551404	12	1	112280430	112330965	MAPKAPK5	protein_coding
ENSG00000089022	ENST00000549875	12	1	112280538	112330864	MAPKAPK5	protein_coding
ENSG00000198270	ENST00000550831	12	-1	112369086	112450929	TMEM116	protein_coding
ENSG00000198270	ENST00000355445	12	-1	112369102	112450943	TMEM116	protein_coding
ENSG00000198270	ENST00000354825	12	-1	112369103	112450935	TMEM116	protein_coding
ENSG00000198270	ENST00000437003	12	-1	112369107	112450915	TMEM116	protein_coding
ENSG00000198270	ENST00000552374	12	-1	112369174	112450915	TMEM116	protein_coding
ENSG00000198270	ENST00000549537	12	-1	112369174	112450939	TMEM116	protein_coding
ENSG00000198270	ENST00000550800	12	-1	112374496	112443828	TMEM116	protein_coding
ENSG00000198270	ENST00000550037	12	-1	112374559	112443834	TMEM116	protein_coding
ENSG00000198270	ENST00000549425	12	-1	112381065	112443930	TMEM116	protein_coding
ENSG00000198270	ENST00000546962	12	-1	112429548	112443809	TMEM116	protein_coding
ENSG00000198270	ENST00000550233	12	-1	112429618	112443789	TMEM116	protein_coding
ENSG00000089248	ENST00000261735	12	1	112451120	112461255	ERP29	protein_coding
ENSG00000089248	ENST00000455836	12	1	112451152	112461024	ERP29	protein_coding
ENSG00000089248	ENST00000552052	12	1	112451284	112457640	ERP29	protein_coding
ENSG00000089248	ENST00000546477	12	1	112456608	112460972	ERP29	protein_coding
ENSG00000111300	ENST00000261745	12	-1	112464500	112546826	NAA25	protein_coding
ENSG00000111300	ENST00000547133	12	-1	112516486	112546547	NAA25	protein_coding
ENSG00000135148	ENST00000412615	12	1	112563305	112591403	TRAFD1	protein_coding
ENSG00000135148	ENST00000549358	12	1	112563349	112578790	TRAFD1	protein_coding
ENSG00000135148	ENST00000257604	12	1	112563349	112591407	TRAFD1	protein_coding
ENSG00000135148	ENST00000548092	12	1	112563361	112578714	TRAFD1	protein_coding
ENSG00000135148	ENST00000552896	12	1	112563367	112580099	TRAFD1	protein_coding
ENSG00000173064	ENST00000377560	12	-1	112597992	112819896	HECTD4	protein_coding
ENSG00000173064	ENST00000430131	12	-1	112597992	112819896	HECTD4	protein_coding
ENSG00000173064	ENST00000550722	12	-1	112598001	112819896	HECTD4	protein_coding
ENSG00000173064	ENST00000548588	12	-1	112608544	112614506	HECTD4	protein_coding
ENSG00000173064	ENST00000550724	12	-1	112703737	112819896	HECTD4	protein_coding
ENSG00000089009	ENST00000202773	12	-1	112843003	112847445	RPL6	protein_coding
ENSG00000089009	ENST00000424576	12	-1	112843007	112847400	RPL6	protein_coding
ENSG00000089009	ENST00000550238	12	-1	112844103	112848174	RPL6	protein_coding
ENSG00000089009	ENST00000550566	12	-1	112844551	112847378	RPL6	protein_coding
ENSG00000089009	ENST00000549847	12	-1	112844552	112847115	RPL6	protein_coding
ENSG00000089009	ENST00000551291	12	-1	112844670	112856642	RPL6	protein_coding
ENSG00000089009	ENST00000553213	12	-1	112844675	112847378	RPL6	protein_coding
ENSG00000089009	ENST00000548343	12	-1	112846064	112846756	RPL6	protein_coding
ENSG00000179295	ENST00000392597	12	1	112856713	112924727	PTPN11	protein_coding
ENSG00000179295	ENST00000351677	12	1	112856718	112947717	PTPN11	protein_coding
ENSG00000179295	ENST00000530818	12	1	112891133	112895290	PTPN11	protein_coding
ENSG00000089169	ENST00000549736	12	1	113008184	113285536	RPH3A	protein_coding
ENSG00000089169	ENST00000548197	12	1	113008230	113303300	RPH3A	protein_coding
ENSG00000089169	ENST00000547686	12	1	113012831	113303270	RPH3A	protein_coding
ENSG00000089169	ENST00000543106	12	1	113012901	113334719	RPH3A	protein_coding
ENSG00000089169	ENST00000551593	12	1	113012947	113306335	RPH3A	protein_coding
ENSG00000089169	ENST00000546426	12	1	113013037	113266160	RPH3A	protein_coding
ENSG00000089169	ENST00000551748	12	1	113013042	113303271	RPH3A	protein_coding
ENSG00000089169	ENST00000546703	12	1	113013069	113303237	RPH3A	protein_coding
ENSG00000089169	ENST00000547840	12	1	113029364	113304582	RPH3A	protein_coding
ENSG00000089169	ENST00000547728	12	1	113228954	113306281	RPH3A	protein_coding
ENSG00000089169	ENST00000549769	12	1	113229151	113303334	RPH3A	protein_coding
ENSG00000089169	ENST00000552667	12	1	113229343	113303348	RPH3A	protein_coding
ENSG00000089169	ENST00000389385	12	1	113229460	113336682	RPH3A	protein_coding
ENSG00000089169	ENST00000447659	12	1	113229549	113336679	RPH3A	protein_coding
ENSG00000089169	ENST00000550901	12	1	113229716	113304644	RPH3A	protein_coding
ENSG00000089169	ENST00000551198	12	1	113229727	113304578	RPH3A	protein_coding
ENSG00000089169	ENST00000551052	12	1	113229742	113335258	RPH3A	protein_coding
ENSG00000089169	ENST00000415485	12	1	113229821	113336686	RPH3A	protein_coding
ENSG00000089169	ENST00000553114	12	1	113229990	113304602	RPH3A	protein_coding
ENSG00000089169	ENST00000548866	12	1	113229993	113334982	RPH3A	protein_coding
ENSG00000089169	ENST00000420983	12	1	113266124	113336679	RPH3A	protein_coding
ENSG00000089127	ENST00000202917	12	1	113344582	113357708	OAS1	protein_coding
ENSG00000089127	ENST00000445409	12	1	113344588	113357680	OAS1	protein_coding
ENSG00000089127	ENST00000452357	12	1	113344655	113356267	OAS1	protein_coding
ENSG00000089127	ENST00000550883	12	1	113344771	113354383	OAS1	protein_coding
ENSG00000089127	ENST00000551241	12	1	113344812	113369990	OAS1	protein_coding
ENSG00000089127	ENST00000553185	12	1	113344843	113346822	OAS1	protein_coding
ENSG00000089127	ENST00000550689	12	1	113344857	113354621	OAS1	protein_coding
ENSG00000089127	ENST00000553152	12	1	113354422	113357015	OAS1	protein_coding
ENSG00000089127	ENST00000552526	12	1	113357194	113369947	OAS1	protein_coding
ENSG00000111331	ENST00000228928	12	1	113376157	113411054	OAS3	protein_coding
ENSG00000111331	ENST00000551007	12	1	113376249	113380108	OAS3	protein_coding
ENSG00000111331	ENST00000548514	12	1	113376265	113383141	OAS3	protein_coding
ENSG00000111331	ENST00000546973	12	1	113402143	113405859	OAS3	protein_coding
ENSG00000111335	ENST00000342315	12	1	113416200	113449528	OAS2	protein_coding
ENSG00000111335	ENST00000392583	12	1	113416207	113449523	OAS2	protein_coding
ENSG00000111335	ENST00000449768	12	1	113416287	113426610	OAS2	protein_coding
ENSG00000111335	ENST00000552756	12	1	113416345	113440763	OAS2	protein_coding
ENSG00000135144	ENST00000257600	12	1	113495495	113535833	DTX1	protein_coding
ENSG00000111344	ENST00000546530	12	-1	113536624	113574029	RASAL1	protein_coding
ENSG00000111344	ENST00000261729	12	-1	113537083	113574044	RASAL1	protein_coding
ENSG00000111344	ENST00000446861	12	-1	113537313	113573555	RASAL1	protein_coding
ENSG00000111344	ENST00000548055	12	-1	113537692	113573309	RASAL1	protein_coding
ENSG00000186710	ENST00000335621	12	1	113587663	113597081	CCDC42B	protein_coding
ENSG00000186710	ENST00000550918	12	1	113591035	113595440	CCDC42B	protein_coding
ENSG00000123064	ENST00000306014	12	-1	113594979	113623284	DDX54	protein_coding
ENSG00000123064	ENST00000314045	12	-1	113594979	113623284	DDX54	protein_coding
ENSG00000123064	ENST00000546898	12	-1	113599726	113603677	DDX54	protein_coding
ENSG00000123064	ENST00000552375	12	-1	113612841	113621607	DDX54	protein_coding
ENSG00000139405	ENST00000549621	12	1	113623331	113630169	RITA1	protein_coding
ENSG00000139405	ENST00000548278	12	1	113623331	113630173	RITA1	protein_coding
ENSG00000139405	ENST00000552495	12	1	113623347	113630166	RITA1	protein_coding
ENSG00000166578	ENST00000299732	12	-1	113633246	113658899	IQCD	protein_coding
ENSG00000166578	ENST00000416617	12	-1	113633248	113658899	IQCD	protein_coding
ENSG00000166578	ENST00000546692	12	-1	113637850	113658832	IQCD	protein_coding
ENSG00000186815	ENST00000552642	12	1	113658855	113705684	TPCN1	protein_coding
ENSG00000186815	ENST00000547275	12	1	113658879	113704023	TPCN1	protein_coding
ENSG00000186815	ENST00000552985	12	1	113658885	113704134	TPCN1	protein_coding
ENSG00000186815	ENST00000550873	12	1	113659037	113704002	TPCN1	protein_coding
ENSG00000186815	ENST00000551096	12	1	113659234	113698217	TPCN1	protein_coding
ENSG00000186815	ENST00000551099	12	1	113659243	113698207	TPCN1	protein_coding
ENSG00000186815	ENST00000335509	12	1	113659243	113736390	TPCN1	protein_coding
ENSG00000186815	ENST00000552897	12	1	113659251	113705760	TPCN1	protein_coding
ENSG00000186815	ENST00000550785	12	1	113659265	113736390	TPCN1	protein_coding
ENSG00000186815	ENST00000549279	12	1	113659269	113698207	TPCN1	protein_coding
ENSG00000186815	ENST00000541517	12	1	113663049	113736387	TPCN1	protein_coding
ENSG00000186815	ENST00000392569	12	1	113682066	113733999	TPCN1	protein_coding
ENSG00000186815	ENST00000552542	12	1	113682173	113706582	TPCN1	protein_coding
ENSG00000186815	ENST00000548465	12	1	113698107	113706657	TPCN1	protein_coding
ENSG00000186815	ENST00000546781	12	1	113714723	113724870	TPCN1	protein_coding
ENSG00000089060	ENST00000552014	12	-1	113736564	113772835	SLC8B1	protein_coding
ENSG00000089060	ENST00000202831	12	-1	113736572	113772925	SLC8B1	protein_coding
ENSG00000089060	ENST00000550047	12	-1	113736586	113746648	SLC8B1	protein_coding
ENSG00000089060	ENST00000549069	12	-1	113737137	113744649	SLC8B1	protein_coding
ENSG00000089060	ENST00000546737	12	-1	113737582	113770752	SLC8B1	protein_coding
ENSG00000089060	ENST00000549181	12	-1	113758136	113772946	SLC8B1	protein_coding
ENSG00000089060	ENST00000548186	12	-1	113758681	113772924	SLC8B1	protein_coding
ENSG00000089060	ENST00000549372	12	-1	113759001	113797298	SLC8B1	protein_coding
ENSG00000151176	ENST00000545182	12	1	113796371	113827043	PLBD2	protein_coding
ENSG00000151176	ENST00000280800	12	1	113796375	113827203	PLBD2	protein_coding
ENSG00000135094	ENST00000257549	12	-1	113830250	113841693	SDS	protein_coding
ENSG00000135094	ENST00000552280	12	-1	113835060	113841691	SDS	protein_coding
ENSG00000135094	ENST00000547342	12	-1	113836320	113864106	SDS	protein_coding
ENSG00000139410	ENST00000403593	12	1	113860042	113876081	SDSL	protein_coding
ENSG00000139410	ENST00000553248	12	1	113860210	113874574	SDSL	protein_coding
ENSG00000139410	ENST00000345635	12	1	113860216	113876081	SDSL	protein_coding
ENSG00000139410	ENST00000547802	12	1	113860258	113865875	SDSL	protein_coding
ENSG00000139410	ENST00000546672	12	1	113866224	113876046	SDSL	protein_coding
ENSG00000139410	ENST00000551760	12	1	113873312	113874914	SDSL	protein_coding
ENSG00000089116	ENST00000261731	12	-1	113899839	113909877	LHX5	protein_coding
ENSG00000122965	ENST00000545145	12	-1	114254547	114404111	RBM19	protein_coding
ENSG00000122965	ENST00000392561	12	-1	114259862	114404115	RBM19	protein_coding
ENSG00000122965	ENST00000261741	12	-1	114259862	114404176	RBM19	protein_coding
ENSG00000089225	ENST00000349716	12	-1	114791736	114846192	TBX5	protein_coding
ENSG00000089225	ENST00000310346	12	-1	114791736	114846247	TBX5	protein_coding
ENSG00000089225	ENST00000405440	12	-1	114793186	114843889	TBX5	protein_coding
ENSG00000089225	ENST00000526441	12	-1	114803902	114841703	TBX5	protein_coding
ENSG00000135111	ENST00000349155	12	-1	115108059	115121969	TBX3	protein_coding
ENSG00000135111	ENST00000257566	12	-1	115108060	115121395	TBX3	protein_coding
ENSG00000257726	ENST00000547948	12	1	115800817	115802550	RP11-116D17.1	protein_coding
ENSG00000123066	ENST00000281928	12	-1	116396381	116715143	MED13L	protein_coding
ENSG00000123066	ENST00000552447	12	-1	116408495	116413484	MED13L	protein_coding
ENSG00000123066	ENST00000552340	12	-1	116418286	116420395	MED13L	protein_coding
ENSG00000123066	ENST00000549786	12	-1	116419687	116421240	MED13L	protein_coding
ENSG00000123066	ENST00000548743	12	-1	116675273	116714564	MED13L	protein_coding
ENSG00000171471	ENST00000306985	12	1	116997186	117014425	MAP1LC3B2	protein_coding
ENSG00000171471	ENST00000556529	12	1	117013656	117014411	MAP1LC3B2	protein_coding
ENSG00000111412	ENST00000261318	12	-1	117153593	117175866	C12orf49	protein_coding
ENSG00000111412	ENST00000548356	12	-1	117155141	117157932	C12orf49	protein_coding
ENSG00000111412	ENST00000547606	12	-1	117155254	117175641	C12orf49	protein_coding
ENSG00000111412	ENST00000536380	12	-1	117155334	117175874	C12orf49	protein_coding
ENSG00000135119	ENST00000257575	12	1	117176096	117289567	RNFT2	protein_coding
ENSG00000135119	ENST00000392549	12	1	117176096	117291434	RNFT2	protein_coding
ENSG00000135119	ENST00000407967	12	1	117176096	117291436	RNFT2	protein_coding
ENSG00000135119	ENST00000319176	12	1	117176116	117290750	RNFT2	protein_coding
ENSG00000135116	ENST00000257572	12	-1	117293949	117319246	HRK	protein_coding
ENSG00000135116	ENST00000550505	12	-1	117299138	117318893	HRK	protein_coding
ENSG00000174989	ENST00000309909	12	1	117348761	117466441	FBXW8	protein_coding
ENSG00000174989	ENST00000455858	12	1	117348770	117468953	FBXW8	protein_coding
ENSG00000088992	ENST00000335209	12	-1	117476729	117537274	TESC	protein_coding
ENSG00000088992	ENST00000392545	12	-1	117476730	117537251	TESC	protein_coding
ENSG00000088992	ENST00000541210	12	-1	117476730	117537251	TESC	protein_coding
ENSG00000088992	ENST00000549210	12	-1	117476762	117484636	TESC	protein_coding
ENSG00000135108	ENST00000427718	12	-1	117581146	117628336	FBXO21	protein_coding
ENSG00000135108	ENST00000550180	12	-1	117582854	117628091	FBXO21	protein_coding
ENSG00000135108	ENST00000330622	12	-1	117582873	117628261	FBXO21	protein_coding
ENSG00000135108	ENST00000548840	12	-1	117592859	117604851	FBXO21	protein_coding
ENSG00000089250	ENST00000317775	12	-1	117645947	117799582	NOS1	protein_coding
ENSG00000089250	ENST00000344089	12	-1	117650979	117799582	NOS1	protein_coding
ENSG00000089250	ENST00000338101	12	-1	117653064	117768879	NOS1	protein_coding
ENSG00000171435	ENST00000425217	12	-1	117890817	118406028	KSR2	protein_coding
ENSG00000171435	ENST00000339824	12	-1	117904156	118406788	KSR2	protein_coding
ENSG00000171435	ENST00000302438	12	-1	117907466	118112196	KSR2	protein_coding
ENSG00000111445	ENST00000449641	12	1	118451393	118462786	RFC5	protein_coding
ENSG00000111445	ENST00000537315	12	1	118454506	118462801	RFC5	protein_coding
ENSG00000111445	ENST00000229043	12	1	118454508	118470038	RFC5	protein_coding
ENSG00000111445	ENST00000484086	12	1	118454509	118458765	RFC5	protein_coding
ENSG00000111445	ENST00000420967	12	1	118454509	118460119	RFC5	protein_coding
ENSG00000111445	ENST00000454402	12	1	118454515	118469597	RFC5	protein_coding
ENSG00000111445	ENST00000392542	12	1	118454527	118470032	RFC5	protein_coding
ENSG00000111445	ENST00000535092	12	1	118454534	118457559	RFC5	protein_coding
ENSG00000176871	ENST00000315436	12	-1	118470712	118498995	WSB2	protein_coding
ENSG00000176871	ENST00000542304	12	-1	118471617	118490217	WSB2	protein_coding
ENSG00000176871	ENST00000441406	12	-1	118471926	118499979	WSB2	protein_coding
ENSG00000176871	ENST00000544233	12	-1	118471970	118498919	WSB2	protein_coding
ENSG00000176871	ENST00000535496	12	-1	118472001	118490409	WSB2	protein_coding
ENSG00000176871	ENST00000537945	12	-1	118474246	118500215	WSB2	protein_coding
ENSG00000176834	ENST00000359236	12	-1	118501398	118541753	VSIG10	protein_coding
ENSG00000176834	ENST00000538357	12	-1	118517204	118541709	VSIG10	protein_coding
ENSG00000089220	ENST00000261313	12	1	118573663	118583389	PEBP1	protein_coding
ENSG00000135090	ENST00000419821	12	-1	118587606	118797525	TAOK3	protein_coding
ENSG00000135090	ENST00000392533	12	-1	118587606	118810750	TAOK3	protein_coding
ENSG00000135090	ENST00000536979	12	-1	118588714	118590558	TAOK3	protein_coding
ENSG00000135090	ENST00000537952	12	-1	118588762	118628350	TAOK3	protein_coding
ENSG00000135090	ENST00000540561	12	-1	118619247	118628327	TAOK3	protein_coding
ENSG00000135090	ENST00000537822	12	-1	118619320	118628356	TAOK3	protein_coding
ENSG00000135090	ENST00000538601	12	-1	118639227	118681253	TAOK3	protein_coding
ENSG00000135090	ENST00000535570	12	-1	118675907	118693864	TAOK3	protein_coding
ENSG00000135090	ENST00000541186	12	-1	118681235	118796910	TAOK3	protein_coding
ENSG00000135090	ENST00000541878	12	-1	118682706	118797525	TAOK3	protein_coding
ENSG00000135090	ENST00000542902	12	-1	118682719	118796971	TAOK3	protein_coding
ENSG00000135090	ENST00000542532	12	-1	118693265	118810694	TAOK3	protein_coding
ENSG00000135090	ENST00000541786	12	-1	118693309	118797481	TAOK3	protein_coding
ENSG00000135090	ENST00000539872	12	-1	118693317	118796926	TAOK3	protein_coding
ENSG00000111707	ENST00000543473	12	1	118814185	118855836	SUDS3	protein_coding
ENSG00000111707	ENST00000397564	12	1	118814358	118855840	SUDS3	protein_coding
ENSG00000139767	ENST00000267260	12	1	119419300	119600856	SRRM4	protein_coding
ENSG00000152137	ENST00000281938	12	1	119616447	119632551	HSPB8	protein_coding
ENSG00000152137	ENST00000541798	12	1	119617395	119658936	HSPB8	protein_coding
ENSG00000183273	ENST00000536742	12	1	119772517	119871441	CCDC60	protein_coding
ENSG00000183273	ENST00000327554	12	1	119772517	119978852	CCDC60	protein_coding
ENSG00000183273	ENST00000539847	12	1	119772734	119866730	CCDC60	protein_coding
ENSG00000224982	ENST00000426426	12	1	120031264	120079363	TMEM233	protein_coding
ENSG00000111725	ENST00000229328	12	1	120105558	120119435	PRKAB1	protein_coding
ENSG00000111725	ENST00000541640	12	1	120105669	120119429	PRKAB1	protein_coding
ENSG00000111725	ENST00000540121	12	1	120107229	120118646	PRKAB1	protein_coding
ENSG00000111725	ENST00000545223	12	1	120110049	120117756	PRKAB1	protein_coding
ENSG00000122966	ENST00000392521	12	-1	120123595	120315095	CIT	protein_coding
ENSG00000122966	ENST00000261833	12	-1	120123596	120315092	CIT	protein_coding
ENSG00000122966	ENST00000392520	12	-1	120125754	120241187	CIT	protein_coding
ENSG00000255692	ENST00000535109	12	1	120137573	120138816	RP1-127H14.3	protein_coding
ENSG00000122966	ENST00000536325	12	-1	120158329	120295491	CIT	protein_coding
ENSG00000122966	ENST00000546026	12	-1	120168300	120189900	CIT	protein_coding
ENSG00000135127	ENST00000397558	12	1	120427673	120532298	CCDC64	protein_coding
ENSG00000135127	ENST00000446727	12	1	120502441	120531451	CCDC64	protein_coding
ENSG00000135127	ENST00000548673	12	1	120509507	120531198	CCDC64	protein_coding
ENSG00000135127	ENST00000257583	12	1	120509507	120531298	CCDC64	protein_coding
ENSG00000111737	ENST00000229340	12	-1	120532899	120554643	RAB35	protein_coding
ENSG00000111737	ENST00000432953	12	-1	120533927	120536894	RAB35	protein_coding
ENSG00000111737	ENST00000534951	12	-1	120534708	120554571	RAB35	protein_coding
ENSG00000111737	ENST00000538903	12	-1	120535050	120554540	RAB35	protein_coding
ENSG00000089154	ENST00000300648	12	-1	120565007	120632513	GCN1L1	protein_coding
ENSG00000089157	ENST00000392514	12	-1	120634489	120639014	RPLP0	protein_coding
ENSG00000089157	ENST00000551150	12	-1	120634502	120638902	RPLP0	protein_coding
ENSG00000089157	ENST00000552292	12	-1	120634505	120635611	RPLP0	protein_coding
ENSG00000089157	ENST00000313104	12	-1	120634505	120638910	RPLP0	protein_coding
ENSG00000089157	ENST00000546989	12	-1	120634505	120638913	RPLP0	protein_coding
ENSG00000089157	ENST00000228306	12	-1	120634510	120639014	RPLP0	protein_coding
ENSG00000089157	ENST00000546990	12	-1	120634645	120638618	RPLP0	protein_coding
ENSG00000089157	ENST00000547211	12	-1	120635125	120638635	RPLP0	protein_coding
ENSG00000089157	ENST00000550856	12	-1	120635175	120639038	RPLP0	protein_coding
ENSG00000089157	ENST00000547191	12	-1	120636507	120638911	RPLP0	protein_coding
ENSG00000089157	ENST00000550423	12	-1	120636746	120638655	RPLP0	protein_coding
ENSG00000089157	ENST00000551914	12	-1	120636750	120638623	RPLP0	protein_coding
ENSG00000089159	ENST00000458477	12	-1	120648250	120687964	PXN	protein_coding
ENSG00000089159	ENST00000228307	12	-1	120648250	120703574	PXN	protein_coding
ENSG00000089159	ENST00000424649	12	-1	120648250	120703574	PXN	protein_coding
ENSG00000089159	ENST00000397506	12	-1	120648251	120657181	PXN	protein_coding
ENSG00000089159	ENST00000536957	12	-1	120648251	120664647	PXN	protein_coding
ENSG00000089159	ENST00000267257	12	-1	120648251	120703563	PXN	protein_coding
ENSG00000089159	ENST00000550795	12	-1	120652639	120653809	PXN	protein_coding
ENSG00000089159	ENST00000543331	12	-1	120660520	120664598	PXN	protein_coding
ENSG00000089159	ENST00000546532	12	-1	120660537	120663858	PXN	protein_coding
ENSG00000089159	ENST00000548912	12	-1	120660540	120663872	PXN	protein_coding
ENSG00000089159	ENST00000552550	12	-1	120660666	120662553	PXN	protein_coding
ENSG00000089163	ENST00000536460	12	1	120740119	120741861	SIRT4	protein_coding
ENSG00000089163	ENST00000202967	12	1	120740124	120751052	SIRT4	protein_coding
ENSG00000170890	ENST00000308366	12	-1	120759914	120765592	PLA2G1B	protein_coding
ENSG00000170890	ENST00000423423	12	-1	120759918	120765582	PLA2G1B	protein_coding
ENSG00000170890	ENST00000549767	12	-1	120759920	120763896	PLA2G1B	protein_coding
ENSG00000135097	ENST00000257552	12	-1	120779133	120806983	MSI1	protein_coding
ENSG00000135097	ENST00000546985	12	-1	120784025	120805872	MSI1	protein_coding
ENSG00000111775	ENST00000229379	12	1	120875893	120878545	COX6A1	protein_coding
ENSG00000111780	ENST00000551806	12	1	120876001	120897809	AL021546.6	protein_coding
ENSG00000170855	ENST00000546954	12	-1	120881764	120884215	TRIAP1	protein_coding
ENSG00000257218	ENST00000551765	12	1	120884241	120899389	GATC	protein_coding
ENSG00000257218	ENST00000229384	12	1	120884380	120897724	GATC	protein_coding
ENSG00000111786	ENST00000229390	12	-1	120899471	120907596	SRSF9	protein_coding
ENSG00000111786	ENST00000550458	12	-1	120901781	120907374	SRSF9	protein_coding
ENSG00000088986	ENST00000392509	12	1	120907653	120936296	DYNLL1	protein_coding
ENSG00000088986	ENST00000549649	12	1	120907660	120934350	DYNLL1	protein_coding
ENSG00000088986	ENST00000548342	12	1	120907686	120936040	DYNLL1	protein_coding
ENSG00000088986	ENST00000242577	12	1	120933859	120936296	DYNLL1	protein_coding
ENSG00000088986	ENST00000548214	12	1	120933885	120934699	DYNLL1	protein_coding
ENSG00000088986	ENST00000392508	12	1	120933894	120936294	DYNLL1	protein_coding
ENSG00000088986	ENST00000550178	12	1	120933904	120934484	DYNLL1	protein_coding
ENSG00000088986	ENST00000550845	12	1	120933916	120935476	DYNLL1	protein_coding
ENSG00000088986	ENST00000549989	12	1	120933916	120936153	DYNLL1	protein_coding
ENSG00000088986	ENST00000552870	12	1	120933916	120936275	DYNLL1	protein_coding
ENSG00000110871	ENST00000288532	12	-1	120941077	120966985	COQ5	protein_coding
ENSG00000110871	ENST00000445328	12	-1	120941377	120966964	COQ5	protein_coding
ENSG00000110871	ENST00000552443	12	-1	120941772	120966943	COQ5	protein_coding
ENSG00000110871	ENST00000547943	12	-1	120947823	120966968	COQ5	protein_coding
ENSG00000110871	ENST00000551769	12	-1	120947866	120972237	COQ5	protein_coding
ENSG00000110871	ENST00000547736	12	-1	120960017	120966958	COQ5	protein_coding
ENSG00000022840	ENST00000539486	12	1	120971283	120972639	RNF10	protein_coding
ENSG00000022840	ENST00000325954	12	1	120972154	121015397	RNF10	protein_coding
ENSG00000022840	ENST00000542438	12	1	120972159	121000785	RNF10	protein_coding
ENSG00000022840	ENST00000413266	12	1	120972615	121014689	RNF10	protein_coding
ENSG00000022840	ENST00000537997	12	1	120973229	120990469	RNF10	protein_coding
ENSG00000022840	ENST00000542207	12	1	120992574	121001176	RNF10	protein_coding
ENSG00000022840	ENST00000537740	12	1	120998529	121001259	RNF10	protein_coding
ENSG00000022840	ENST00000546262	12	1	120998647	121004697	RNF10	protein_coding
ENSG00000022840	ENST00000540046	12	1	121001258	121004745	RNF10	protein_coding
ENSG00000022840	ENST00000538254	12	1	121003287	121014689	RNF10	protein_coding
ENSG00000167272	ENST00000341039	12	-1	121016567	121019182	POP5	protein_coding
ENSG00000167272	ENST00000357500	12	-1	121016848	121019201	POP5	protein_coding
ENSG00000157782	ENST00000316803	12	1	121078355	121105114	CABP1	protein_coding
ENSG00000157782	ENST00000288616	12	1	121087888	121104835	CABP1	protein_coding
ENSG00000157782	ENST00000351200	12	1	121088310	121104838	CABP1	protein_coding
ENSG00000157782	ENST00000453000	12	1	121093102	121105127	CABP1	protein_coding
ENSG00000110917	ENST00000228506	12	1	121124672	121139667	MLEC	protein_coding
ENSG00000110917	ENST00000412616	12	1	121125048	121134493	MLEC	protein_coding
ENSG00000110917	ENST00000545525	12	1	121131797	121134156	MLEC	protein_coding
ENSG00000110917	ENST00000535656	12	1	121131970	121134381	MLEC	protein_coding
ENSG00000175970	ENST00000344651	12	1	121148238	121161443	UNC119B	protein_coding
ENSG00000122971	ENST00000242592	12	1	121163538	121177811	ACADS	protein_coding
ENSG00000122971	ENST00000411593	12	1	121163664	121177397	ACADS	protein_coding
ENSG00000157837	ENST00000353487	12	-1	121200313	121342174	SPPL3	protein_coding
ENSG00000157837	ENST00000536996	12	-1	121206241	121341297	SPPL3	protein_coding
ENSG00000157837	ENST00000543608	12	-1	121206761	121341173	SPPL3	protein_coding
ENSG00000157837	ENST00000543854	12	-1	121206800	121341173	SPPL3	protein_coding
ENSG00000157837	ENST00000543181	12	-1	121220493	121273460	SPPL3	protein_coding
ENSG00000157837	ENST00000540091	12	-1	121222277	121249245	SPPL3	protein_coding
ENSG00000272214	ENST00000539163	12	-1	121407641	121410095	AC079602.1	protein_coding
ENSG00000135100	ENST00000257555	12	1	121416346	121440315	HNF1A	protein_coding
ENSG00000135100	ENST00000400024	12	1	121416371	121436103	HNF1A	protein_coding
ENSG00000135100	ENST00000402929	12	1	121416437	121436103	HNF1A	protein_coding
ENSG00000135100	ENST00000543427	12	1	121416454	121434969	HNF1A	protein_coding
ENSG00000135100	ENST00000535955	12	1	121416454	121435685	HNF1A	protein_coding
ENSG00000135100	ENST00000538626	12	1	121416454	121435685	HNF1A	protein_coding
ENSG00000135100	ENST00000541395	12	1	121416549	121440315	HNF1A	protein_coding
ENSG00000135100	ENST00000544413	12	1	121416552	121439072	HNF1A	protein_coding
ENSG00000157895	ENST00000445832	12	-1	121440225	121454290	C12orf43	protein_coding
ENSG00000157895	ENST00000288757	12	-1	121440848	121454300	C12orf43	protein_coding
ENSG00000157895	ENST00000537817	12	-1	121441596	121454305	C12orf43	protein_coding
ENSG00000157895	ENST00000536407	12	-1	121441640	121454290	C12orf43	protein_coding
ENSG00000157895	ENST00000546272	12	-1	121441679	121448952	C12orf43	protein_coding
ENSG00000157895	ENST00000366211	12	-1	121441679	121454290	C12orf43	protein_coding
ENSG00000157895	ENST00000539736	12	-1	121441695	121454290	C12orf43	protein_coding
ENSG00000157895	ENST00000538296	12	-1	121442019	121454232	C12orf43	protein_coding
ENSG00000157895	ENST00000535367	12	-1	121442045	121454148	C12orf43	protein_coding
ENSG00000135114	ENST00000257570	12	-1	121458095	121477045	OASL	protein_coding
ENSG00000135114	ENST00000339275	12	-1	121458360	121476959	OASL	protein_coding
ENSG00000135114	ENST00000543677	12	-1	121461542	121476750	OASL	protein_coding
ENSG00000089041	ENST00000546057	12	1	121570631	121623338	P2RX7	protein_coding
ENSG00000089041	ENST00000377162	12	1	121570678	121615072	P2RX7	protein_coding
