WBGene00021407	Y38C1AB.5.1	IV	-1	8765	11070	Y38C1AB.5	protein_coding
WBGene00005285	T27E7.8.1	IV	1	14523868	14525197	srh-63	protein_coding
WBGene00012088	T27E7.3.1	IV	1	14529018	14530809	T27E7.3	protein_coding
WBGene00012089	T27E7.4.1	IV	-1	14533518	14535067	T27E7.4	protein_coding
WBGene00012090	T27E7.5.1	IV	1	14537163	14538325	T27E7.5	protein_coding
WBGene00012091	T27E7.6.1	IV	-1	14539762	14542602	pals-29	protein_coding
WBGene00012093	T27E7.9.1	IV	-1	14546933	14549386	T27E7.9	protein_coding
WBGene00013294	Y57G11B.1.1	IV	-1	14549827	14551957	pals-30	protein_coding
WBGene00013298	Y57G11B.6.1	IV	-1	14553598	14554883	Y57G11B.6	protein_coding
WBGene00013295	Y57G11B.2a.1	IV	1	14565330	14567331	Y57G11B.2	protein_coding
WBGene00013295	Y57G11B.2b.1	IV	1	14565810	14567112	Y57G11B.2	protein_coding
WBGene00077763	Y57G11B.97a.1	IV	-1	14570160	14572721	glb-34	protein_coding
WBGene00077763	Y57G11B.97b.1	IV	-1	14570255	14572633	glb-34	protein_coding
WBGene00013296	Y57G11B.3.1	IV	-1	14573499	14574339	Y57G11B.3	protein_coding
WBGene00013297	Y57G11B.5.1	IV	1	14574819	14576580	Y57G11B.5	protein_coding
WBGene00255522	Y57G11B.223.1	IV	-1	14577004	14577273	Y57G11B.223	protein_coding
WBGene00045061	Y57G11B.8.1	IV	-1	14578262	14578700	Y57G11B.8	protein_coding
WBGene00013299	Y57G11B.7.1	IV	-1	14579242	14581052	irld-18	protein_coding
WBGene00007058	F13G11.1b.1	IV	1	14616603	14623961	dmd-6	protein_coding
WBGene00007058	F13G11.1b.3	IV	1	14619282	14623959	dmd-6	protein_coding
WBGene00007058	F13G11.1b.2	IV	1	14619451	14623959	dmd-6	protein_coding
WBGene00007058	F13G11.1c.1	IV	1	14619521	14623959	dmd-6	protein_coding
WBGene00007058	F13G11.1c.2	IV	1	14622015	14623959	dmd-6	protein_coding
WBGene00007058	F13G11.1d.1	IV	1	14622522	14623959	dmd-6	protein_coding
WBGene00008772	F13G11.2.1	IV	1	14633099	14634405	irld-4	protein_coding
WBGene00045038	F13G11.3.1	IV	1	14635126	14636051	ule-2	protein_coding
WBGene00013328	Y57G11C.39.1	IV	1	14637751	14641229	Y57G11C.39	protein_coding
WBGene00013322	Y57G11C.32.1	IV	-1	14643025	14653376	Y57G11C.32	protein_coding
WBGene00013323	Y57G11C.33a.1	IV	1	14657081	14658165	Y57G11C.33	protein_coding
WBGene00013323	Y57G11C.33b.1	IV	1	14657086	14658165	Y57G11C.33	protein_coding
WBGene00013326	Y57G11C.37b.1	IV	1	14658319	14675141	anoh-2	protein_coding
WBGene00013326	Y57G11C.37a.1	IV	1	14663674	14675141	anoh-2	protein_coding
WBGene00013321	Y57G11C.31.1	IV	1	14683043	14687405	Y57G11C.31	protein_coding
WBGene00219342	Y57G11C.1143a.1	IV	1	14690937	14691733	Y57G11C.1143	protein_coding
WBGene00001818	Y57G11C.1.1	IV	-1	14694032	14699940	haf-8	protein_coding
WBGene00013329	Y57G11C.40.1	IV	-1	14703209	14704255	Y57G11C.40	protein_coding
WBGene00013330	Y57G11C.41.1	IV	-1	14705536	14706402	Y57G11C.41	protein_coding
WBGene00013300	Y57G11C.2.1	IV	1	14709586	14714738	lgc-7	protein_coding
WBGene00013338	Y57G11C.49.1	IV	1	14715800	14720440	lgc-8	protein_coding
WBGene00013331	Y57G11C.42b.1	IV	1	14734344	14745676	Y57G11C.42	protein_coding
WBGene00013331	Y57G11C.42a.1	IV	1	14734346	14745459	Y57G11C.42	protein_coding
WBGene00013331	Y57G11C.42c.1	IV	1	14734350	14745459	Y57G11C.42	protein_coding
WBGene00013331	Y57G11C.42d.1	IV	1	14734350	14745459	Y57G11C.42	protein_coding
WBGene00077762	Y57G11C.499.1	IV	-1	14754089	14754969	Y57G11C.499	protein_coding
WBGene00013305	Y57G11C.7.1	IV	-1	14755775	14756662	Y57G11C.7	protein_coding
WBGene00013304	Y57G11C.6.1	IV	-1	14758362	14760945	ptp-5.2	protein_coding
WBGene00013303	Y57G11C.5a.1	IV	-1	14761818	14765434	Y57G11C.5	protein_coding
WBGene00013303	Y57G11C.5c.1	IV	-1	14761826	14762919	Y57G11C.5	protein_coding
WBGene00013303	Y57G11C.5b.1	IV	-1	14761826	14765271	Y57G11C.5	protein_coding
WBGene00013302	Y57G11C.4.1	IV	-1	14765629	14766665	vti-1	protein_coding
WBGene00013324	Y57G11C.34.1	IV	-1	14766773	14767730	mrps-7	protein_coding
WBGene00013301	Y57G11C.3a.1	IV	1	14768155	14769282	Y57G11C.3	protein_coding
WBGene00013301	Y57G11C.3b.1	IV	1	14768290	14769260	Y57G11C.3	protein_coding
WBGene00013332	Y57G11C.43.1	IV	1	14769441	14770719	Y57G11C.43	protein_coding
WBGene00013333	Y57G11C.44a.1	IV	-1	14770654	14771425	Y57G11C.44	protein_coding
WBGene00013333	Y57G11C.44c.1	IV	-1	14770700	14770869	Y57G11C.44	protein_coding
WBGene00013333	Y57G11C.44b.1	IV	-1	14770700	14771266	Y57G11C.44	protein_coding
WBGene00013325	Y57G11C.36.1	IV	-1	14771419	14773535	Y57G11C.36	protein_coding
WBGene00013325	Y57G11C.36.2	IV	-1	14771424	14773238	Y57G11C.36	protein_coding
WBGene00013325	Y57G11C.36.3	IV	-1	14771424	14773520	Y57G11C.36	protein_coding
WBGene00044258	Y57G11C.51.1	IV	-1	14773598	14774634	Y57G11C.51	protein_coding
WBGene00044258	Y57G11C.51.2	IV	-1	14773602	14774301	Y57G11C.51	protein_coding
WBGene00013306	Y57G11C.8.1	IV	1	14781837	14782731	Y57G11C.8	protein_coding
WBGene00194649	Y57G11C.1130.1	IV	1	14782644	14783342	Y57G11C.1130	protein_coding
WBGene00013334	Y57G11C.45b.1	IV	-1	14783341	14784252	nlp-56	protein_coding
WBGene00013334	Y57G11C.45a.1	IV	-1	14783512	14784219	nlp-56	protein_coding
WBGene00013334	Y57G11C.45c.1	IV	-1	14783590	14784219	nlp-56	protein_coding
WBGene00013307	Y57G11C.9a.1	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9b.1	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9c.1	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9c.2	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9c.3	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9c.4	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9d.1	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9d.2	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9d.3	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9d.4	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9d.5	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9d.6	IV	1	14787168	14790843	Y57G11C.9	protein_coding
WBGene00013307	Y57G11C.9d.7	IV	1	14790286	14790840	Y57G11C.9	protein_coding
WBGene00001558	Y57G11C.10a.1	IV	-1	14790818	14792885	gdi-1	protein_coding
WBGene00001558	Y57G11C.10a.2	IV	-1	14790818	14792887	gdi-1	protein_coding
WBGene00001558	Y57G11C.10c.2	IV	-1	14790820	14791536	gdi-1	protein_coding
WBGene00001558	Y57G11C.10c.1	IV	-1	14790820	14791927	gdi-1	protein_coding
WBGene00001558	Y57G11C.10b.1	IV	-1	14790820	14792885	gdi-1	protein_coding
WBGene00000763	Y57G11C.11a.1	IV	-1	14793119	14796324	coq-3	protein_coding
WBGene00000763	Y57G11C.11a.2	IV	-1	14793119	14796375	coq-3	protein_coding
WBGene00013308	Y57G11C.12.1	IV	-1	14796421	14797544	nuo-3	protein_coding
WBGene00303007	Y57G11C.1147.1	IV	-1	14796606	14797490	Y57G11C.1147	protein_coding
WBGene00000192	Y57G11C.13.1	IV	1	14798149	14799229	arl-8	protein_coding
WBGene00013310	Y57G11C.14.1	IV	1	14799311	14801063	Y57G11C.14	protein_coding
WBGene00206490	Y57G11C.1142.1	IV	1	14802547	14802781	Y57G11C.1142	protein_coding
WBGene00023520	Y57G11C.50.1	IV	1	14807189	14809958	oig-5	protein_coding
WBGene00013335	Y57G11C.46.1	IV	-1	14813141	14816388	Y57G11C.46	protein_coding
WBGene00013311	Y57G11C.15b.7	IV	-1	14822540	14824563	sec-61	protein_coding
WBGene00013311	Y57G11C.15b.6	IV	-1	14822540	14824851	sec-61	protein_coding
WBGene00013311	Y57G11C.15b.5	IV	-1	14822540	14824859	sec-61	protein_coding
WBGene00013311	Y57G11C.15b.4	IV	-1	14822540	14824896	sec-61	protein_coding
WBGene00013311	Y57G11C.15b.3	IV	-1	14822540	14824903	sec-61	protein_coding
WBGene00013311	Y57G11C.15b.2	IV	-1	14822540	14824914	sec-61	protein_coding
WBGene00013311	Y57G11C.15b.1	IV	-1	14822540	14824948	sec-61	protein_coding
WBGene00013311	Y57G11C.15a.1	IV	-1	14822540	14825264	sec-61	protein_coding
WBGene00004487	Y57G11C.16.1	IV	1	14825679	14826448	rps-18	protein_coding
WBGene00013312	Y57G11C.17a.1	IV	-1	14826449	14829115	hhat-2	protein_coding
WBGene00013317	Y57G11C.22a.1	IV	1	14837112	14853662	Y57G11C.22	protein_coding
WBGene00013315	Y57G11C.20.1	IV	1	14843362	14845311	Y57G11C.20	protein_coding
WBGene00044741	Y57G11C.52.1	IV	1	14854003	14854426	Y57G11C.52	protein_coding
WBGene00013318	Y57G11C.23.1	IV	-1	14855331	14861791	Y57G11C.23	protein_coding
WBGene00013327	Y57G11C.38a.1	IV	1	14862447	14869951	Y57G11C.38	protein_coding
WBGene00013327	Y57G11C.38b.1	IV	1	14868415	14869738	Y57G11C.38	protein_coding
WBGene00001330	Y57G11C.24h.1	IV	1	14879490	14896200	eps-8	protein_coding
WBGene00001330	Y57G11C.24g.1	IV	1	14879490	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24i.1	IV	1	14879490	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24a.2	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.2	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.3	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.4	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.5	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.6	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24j.2	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.2	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.3	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.4	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.5	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.6	IV	1	14879567	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24a.3	IV	1	14879579	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24j.3	IV	1	14879579	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.7	IV	1	14885570	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.7	IV	1	14885570	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.8	IV	1	14885571	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.8	IV	1	14885571	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24a.1	IV	1	14885573	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24j.1	IV	1	14885573	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.9	IV	1	14885578	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.9	IV	1	14885578	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24d.1	IV	1	14886614	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24k.1	IV	1	14886614	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24e.1	IV	1	14891464	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24l.1	IV	1	14891464	14900652	eps-8	protein_coding
WBGene00001330	Y57G11C.24m.1	IV	1	14897279	14900652	eps-8	protein_coding
WBGene00013336	Y57G11C.47.1	IV	-1	14904994	14909686	pnc-2	protein_coding
WBGene00013319	Y57G11C.25.1	IV	1	14919610	14920421	ccch-5	protein_coding
WBGene00014924	Y57G11C.28.1	IV	1	14929721	14931931	Y57G11C.28	protein_coding
WBGene00194661	Y57G11C.1131.1	IV	1	14932972	14933624	Y57G11C.1131	protein_coding
WBGene00219443	Y57G11C.1144.1	IV	1	14937510	14937793	Y57G11C.1144	protein_coding
WBGene00014926	Y57G11C.30a.1	IV	1	14938896	14941898	Y57G11C.30	protein_coding
WBGene00014926	Y57G11C.30b.1	IV	1	14939606	14941898	Y57G11C.30	protein_coding
WBGene00014926	Y57G11C.30b.2	IV	1	14940160	14941898	Y57G11C.30	protein_coding
WBGene00013337	Y57G11C.48.1	IV	-1	14942286	14944334	Y57G11C.48	protein_coding
WBGene00045146	Y41E3.22a.1	IV	1	14950652	14954226	Y41E3.22	protein_coding
WBGene00012762	Y41E3.1c.1	IV	-1	14954206	14956694	Y41E3.1	protein_coding
WBGene00012762	Y41E3.1a.1	IV	-1	14954206	14958914	Y41E3.1	protein_coding
WBGene00012762	Y41E3.1d.1	IV	-1	14954224	14954567	Y41E3.1	protein_coding
WBGene00012763	Y41E3.3c.1	IV	1	14981609	14995088	atln-2	protein_coding
WBGene00012763	Y41E3.3a.1	IV	1	14981609	14996306	atln-2	protein_coding
WBGene00012763	Y41E3.3d.1	IV	1	14981611	14995088	atln-2	protein_coding
WBGene00012763	Y41E3.3b.1	IV	1	14981611	14996306	atln-2	protein_coding
WBGene00001066	Y41E3.2.1	IV	-1	14985543	14986784	dpy-4	protein_coding
WBGene00012763	Y41E3.3d.2	IV	1	14989645	14995088	atln-2	protein_coding
WBGene00012763	Y41E3.3b.2	IV	1	14989645	14996306	atln-2	protein_coding
WBGene00012764	Y41E3.6.1	IV	1	15006247	15007193	Y41E3.6	protein_coding
WBGene00001336	Y41E3.4d.1	IV	-1	15008503	15009327	qars-1	protein_coding
WBGene00001336	Y41E3.4c.1	IV	-1	15008503	15010981	qars-1	protein_coding
WBGene00001336	Y41E3.4b.2	IV	-1	15008503	15013003	qars-1	protein_coding
WBGene00001336	Y41E3.4a.1	IV	-1	15008503	15013183	qars-1	protein_coding
WBGene00001336	Y41E3.4b.1	IV	-1	15008503	15013183	qars-1	protein_coding
WBGene00012765	Y41E3.7b.1	IV	1	15014042	15025499	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7h.1	IV	1	15014042	15025499	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7a.1	IV	1	15014042	15025513	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7f.1	IV	1	15014044	15015336	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7c.2	IV	1	15014062	15025499	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7e.1	IV	1	15014062	15025499	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7g.1	IV	1	15014062	15025499	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7e.2	IV	1	15014083	15025499	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7c.1	IV	1	15019906	15025499	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7e.3	IV	1	15022067	15025499	Y41E3.7	protein_coding
WBGene00012765	Y41E3.7d.1	IV	1	15024058	15025499	Y41E3.7	protein_coding
WBGene00012767	Y41E3.9a.1	IV	1	15025710	15037036	fcd-2	protein_coding
WBGene00012766	Y41E3.8a.1	IV	-1	15028358	15029136	Y41E3.8	protein_coding
WBGene00012766	Y41E3.8b.1	IV	-1	15028436	15028839	Y41E3.8	protein_coding
WBGene00012767	Y41E3.9b.1	IV	1	15029923	15037036	fcd-2	protein_coding
WBGene00012767	Y41E3.9c.1	IV	1	15032494	15037036	fcd-2	protein_coding
WBGene00012768	Y41E3.10a.2	IV	1	15037321	15039512	eef-1B.2	protein_coding
WBGene00012768	Y41E3.10b.1	IV	1	15037331	15038769	eef-1B.2	protein_coding
WBGene00012768	Y41E3.10a.1	IV	1	15037341	15039551	eef-1B.2	protein_coding
WBGene00012769	Y41E3.11a.1	IV	1	15039620	15049273	hrpu-1	protein_coding
WBGene00012769	Y41E3.11a.2	IV	1	15040036	15049273	hrpu-1	protein_coding
WBGene00012769	Y41E3.11b.1	IV	1	15042402	15049273	hrpu-1	protein_coding
WBGene00012769	Y41E3.11c.1	IV	1	15042402	15049273	hrpu-1	protein_coding
WBGene00012769	Y41E3.11d.1	IV	1	15042402	15049273	hrpu-1	protein_coding
WBGene00012769	Y41E3.11b.2	IV	1	15042436	15049262	hrpu-1	protein_coding
WBGene00012770	Y41E3.12.1	IV	-1	15049411	15053371	srt-47	protein_coding
WBGene00044979	Y41E3.19.1	IV	1	15056131	15057889	Y41E3.19	protein_coding
WBGene00012771	Y41E3.13.1	IV	1	15058294	15058694	Y41E3.13	protein_coding
WBGene00044003	Y41E3.18.1	IV	-1	15061929	15065748	Y41E3.18	protein_coding
WBGene00012773	Y41E3.15.1	IV	-1	15065866	15068918	srt-48	protein_coding
WBGene00012775	Y41E3.17.1	IV	1	15074692	15088581	srt-50	protein_coding
WBGene00012772	Y41E3.14.1	IV	-1	15092881	15098376	srt-49	protein_coding
WBGene00010950	M199.1.1	IV	1	15103629	15106483	srt-44	protein_coding
WBGene00010951	M199.2.1	IV	1	15108775	15110915	M199.2	protein_coding
WBGene00219395	M199.134.1	IV	-1	15112931	15113217	M199.134	protein_coding
WBGene00255545	M199.135.1	IV	1	15114624	15114773	M199.135	protein_coding
WBGene00255546	M199.136.1	IV	1	15118690	15120241	M199.136	protein_coding
WBGene00010954	M199.6.1	IV	1	15120837	15122548	clec-189	protein_coding
WBGene00010955	M199.7.1	IV	1	15123182	15124393	M199.7	protein_coding
WBGene00010953	M199.4.1	IV	-1	15124931	15126122	clec-190	protein_coding
WBGene00044998	M199.9.1	IV	-1	15127491	15127794	M199.9	protein_coding
WBGene00000708	M199.5a.1	IV	-1	15129666	15131797	col-135	protein_coding
WBGene00000708	M199.5b.1	IV	-1	15129666	15131797	col-135	protein_coding
WBGene00010956	M199.8.1	IV	-1	15133835	15133999	M199.8	protein_coding
WBGene00005208	Y40H7A.8.1	IV	-1	15139101	15140932	srg-51	protein_coding
WBGene00006138	Y40H7A.1.1	IV	-1	15143773	15147204	str-78	protein_coding
WBGene00012742	Y40H7A.2a.1	IV	1	15156655	15158984	Y40H7A.2	protein_coding
WBGene00012742	Y40H7A.2b.1	IV	1	15157285	15158984	Y40H7A.2	protein_coding
WBGene00012743	Y40H7A.3b.1	IV	-1	15161157	15162856	Y40H7A.3	protein_coding
WBGene00012743	Y40H7A.3a.1	IV	-1	15161157	15164907	Y40H7A.3	protein_coding
WBGene00012744	Y40H7A.4a.1	IV	-1	15167800	15172337	Y40H7A.4	protein_coding
WBGene00012744	Y40H7A.4b.1	IV	-1	15167800	15175536	Y40H7A.4	protein_coding
WBGene00012744	Y40H7A.4c.1	IV	-1	15167831	15168536	Y40H7A.4	protein_coding
WBGene00005101	Y40H7A.5.1	IV	1	15179922	15182953	srd-23	protein_coding
WBGene00005056	Y40H7A.6.1	IV	-1	15192299	15203023	sra-30	protein_coding
WBGene00012747	Y40H7A.10.1	IV	-1	15210123	15215626	Y40H7A.10	protein_coding
WBGene00012748	Y40H7A.11.1	IV	-1	15219686	15220346	Y40H7A.11	protein_coding
WBGene00004035	Y73F8A.1.1	IV	-1	15227883	15234973	pkd-2	protein_coding
WBGene00013517	Y73F8A.2.1	IV	1	15236251	15243675	lgc-52	protein_coding
WBGene00044259	Y73F8A.36.1	IV	1	15245955	15246371	Y73F8A.36	protein_coding
WBGene00005625	Y73F8A.3.1	IV	-1	15250152	15252257	srj-42	protein_coding
WBGene00013518	Y73F8A.5.1	IV	1	15259879	15269045	Y73F8A.5	protein_coding
WBGene00000370	Y73F8A.6.1	IV	-1	15270160	15275835	ccg-1	protein_coding
WBGene00004170	Y73F8A.8.1	IV	-1	15289901	15291262	pqn-90	protein_coding
WBGene00004171	Y73F8A.9.1	IV	1	15291907	15293444	pqn-91	protein_coding
WBGene00013519	Y73F8A.10.1	IV	1	15294340	15295297	Y73F8A.10	protein_coding
WBGene00013520	Y73F8A.11.1	IV	1	15302421	15309408	best-21	protein_coding
WBGene00013521	Y73F8A.12.1	IV	-1	15311234	15311676	Y73F8A.12	protein_coding
WBGene00013522	Y73F8A.13.1	IV	1	15312247	15313982	Y73F8A.13	protein_coding
WBGene00013523	Y73F8A.14.1	IV	-1	15318552	15319082	Y73F8A.14	protein_coding
WBGene00013524	Y73F8A.15.1	IV	1	15321579	15322183	Y73F8A.15	protein_coding
WBGene00006558	Y73F8A.16.1	IV	1	15323893	15325189	tbx-39	protein_coding
WBGene00006559	Y73F8A.17.1	IV	-1	15326939	15328186	tbx-40	protein_coding
WBGene00013525	Y73F8A.18.1	IV	1	15337078	15339821	irld-59	protein_coding
WBGene00006441	Y73F8A.19.1	IV	1	15361555	15368260	cpna-4	protein_coding
WBGene00013526	Y73F8A.20.1	IV	1	15378460	15381686	Y73F8A.20	protein_coding
WBGene00194930	Y73F8A.1159.1	IV	-1	15390902	15391027	Y73F8A.1159	protein_coding
WBGene00003604	Y73F8A.21a.1	IV	1	15400284	15407160	nhr-5	protein_coding
WBGene00003604	Y73F8A.21c.1	IV	1	15400284	15407160	nhr-5	protein_coding
WBGene00013527	Y73F8A.22.1	IV	-1	15439190	15441408	Y73F8A.22	protein_coding
WBGene00013528	Y73F8A.23.1	IV	-1	15442960	15444581	Y73F8A.23	protein_coding
WBGene00013529	Y73F8A.24a.1	IV	-1	15445368	15453187	Y73F8A.24	protein_coding
WBGene00013529	Y73F8A.24c.1	IV	-1	15445368	15453187	Y73F8A.24	protein_coding
WBGene00013529	Y73F8A.24b.1	IV	-1	15445380	15452636	Y73F8A.24	protein_coding
WBGene00013529	Y73F8A.24d.1	IV	-1	15445380	15452636	Y73F8A.24	protein_coding
WBGene00013530	Y73F8A.25a.1	IV	-1	15455137	15471488	ntl-11	protein_coding
WBGene00013530	Y73F8A.25f.1	IV	-1	15455154	15461397	ntl-11	protein_coding
WBGene00013530	Y73F8A.25b.1	IV	-1	15455154	15468045	ntl-11	protein_coding
WBGene00013530	Y73F8A.25f.2	IV	-1	15455155	15461345	ntl-11	protein_coding
WBGene00013530	Y73F8A.25e.1	IV	-1	15455202	15466105	ntl-11	protein_coding
WBGene00013530	Y73F8A.25d.1	IV	-1	15455202	15471488	ntl-11	protein_coding
WBGene00013530	Y73F8A.25c.1	IV	-1	15471288	15471482	ntl-11	protein_coding
WBGene00013532	Y73F8A.27.1	IV	1	15472809	15473682	Y73F8A.27	protein_coding
WBGene00013531	Y73F8A.26a.1	IV	1	15473660	15477512	Y73F8A.26	protein_coding
WBGene00013531	Y73F8A.26b.1	IV	1	15474599	15477512	Y73F8A.26	protein_coding
WBGene00013534	Y73F8A.30a.1	IV	1	15497567	15510475	acr-24	protein_coding
WBGene00013534	Y73F8A.30b.1	IV	1	15497567	15510980	acr-24	protein_coding
WBGene00013536	Y73F8A.32a.1	IV	-1	15514537	15514820	Y73F8A.32	protein_coding
WBGene00013538	Y73F8A.34a.1	IV	-1	15524094	15528670	ari-1.4	protein_coding
WBGene00013538	Y73F8A.34b.2	IV	-1	15524098	15524941	ari-1.4	protein_coding
WBGene00013538	Y73F8A.34d.1	IV	-1	15524117	15526105	ari-1.4	protein_coding
WBGene00013538	Y73F8A.34c.1	IV	-1	15524117	15528500	ari-1.4	protein_coding
WBGene00013538	Y73F8A.34a.2	IV	-1	15524117	15528529	ari-1.4	protein_coding
WBGene00013538	Y73F8A.34b.1	IV	-1	15524130	15524836	ari-1.4	protein_coding
WBGene00013539	Y73F8A.35b.1	IV	-1	15533167	15539559	Y73F8A.35	protein_coding
WBGene00013539	Y73F8A.35a.1	IV	-1	15533167	15539959	Y73F8A.35	protein_coding
WBGene00013632	Y105C5A.1.1	IV	-1	15550854	15554721	Y105C5A.1	protein_coding
WBGene00004158	Y105C5A.3.1	IV	1	15579086	15580161	pqn-76	protein_coding
WBGene00077752	Y105C5A.508.1	IV	1	15583935	15586051	Y105C5A.508	protein_coding
WBGene00000028	Y105C5A.4.1	IV	1	15590697	15591772	abu-5	protein_coding
WBGene00004159	Y105C5A.5.1	IV	-1	15593960	15595035	pqn-78	protein_coding
WBGene00004160	Y105C5A.6.1	IV	1	15595570	15596645	pqn-79	protein_coding
WBGene00013633	Y105C5A.8a.2	IV	-1	15612768	15617087	Y105C5A.8	protein_coding
WBGene00013633	Y105C5A.8a.1	IV	-1	15612802	15617087	Y105C5A.8	protein_coding
WBGene00013634	Y105C5A.9a.1	IV	1	15631517	15633399	Y105C5A.9	protein_coding
WBGene00013634	Y105C5A.9b.1	IV	1	15631517	15633399	Y105C5A.9	protein_coding
WBGene00194951	Y105C5A.1274.1	IV	1	15634739	15634927	Y105C5A.1274	protein_coding
WBGene00013635	Y105C5A.10.1	IV	1	15635762	15635947	Y105C5A.10	protein_coding
WBGene00013637	Y105C5A.13a.1	IV	1	15641215	15643828	Y105C5A.13	protein_coding
WBGene00013636	Y105C5A.12.1	IV	-1	15641476	15641799	Y105C5A.12	protein_coding
WBGene00013637	Y105C5A.13b.1	IV	1	15643528	15643805	Y105C5A.13	protein_coding
WBGene00185102	Y105C5A.1268.1	IV	-1	15646031	15646433	Y105C5A.1268	protein_coding
WBGene00194913	Y105C5A.1272.1	IV	1	15646992	15647312	Y105C5A.1272	protein_coding
WBGene00044263	Y105C5A.26.1	IV	-1	15681381	15681545	Y105C5A.26	protein_coding
WBGene00013639	Y105C5A.15c.1	IV	1	15689201	15722267	Y105C5A.15	protein_coding
WBGene00013639	Y105C5A.15e.1	IV	1	15689201	15722267	Y105C5A.15	protein_coding
WBGene00013639	Y105C5A.15a.1	IV	1	15710855	15722267	Y105C5A.15	protein_coding
WBGene00013639	Y105C5A.15b.1	IV	1	15710855	15722267	Y105C5A.15	protein_coding
WBGene00220254	Y105C5A.1285.1	IV	1	15752484	15752707	Y105C5A.1285	protein_coding
WBGene00194931	Y105C5A.1273.1	IV	1	15791146	15791343	Y105C5A.1273	protein_coding
WBGene00013642	Y105C5A.23.1	IV	1	15820059	15825617	daf-38	protein_coding
WBGene00194646	Y105C5A.1270.1	IV	-1	15845998	15846665	Y105C5A.1270	protein_coding
WBGene00194645	Y105C5A.1269.1	IV	1	15847396	15848086	Y105C5A.1269	protein_coding
WBGene00013643	Y105C5A.24.1	IV	1	15849875	15852905	Y105C5A.24	protein_coding
WBGene00013645	Y105C5B.1.1	IV	1	15870643	15872221	Y105C5B.1	protein_coding
WBGene00001549	Y105C5B.2a.1	IV	1	15872933	15882377	gcy-25	protein_coding
WBGene00001549	Y105C5B.2b.1	IV	1	15872933	15882377	gcy-25	protein_coding
WBGene00013646	Y105C5B.3.1	IV	1	15884222	15888419	Y105C5B.3	protein_coding
WBGene00005725	Y105C5B.4.1	IV	-1	15891707	15894229	srv-14	protein_coding
