ENSG00000173213	ENST00000308911	18	-1	47390	49557	TUBB8P12	protein_coding
ENSG00000196628	ENST00000354452	18	-1	55226784	55588232	TCF4	protein_coding
ENSG00000196628	ENST00000629387	18	-1	55226793	55589807	TCF4	protein_coding
ENSG00000196628	ENST00000568673	18	-1	55227679	55585908	TCF4	protein_coding
ENSG00000196628	ENST00000457482	18	-1	55227683	55322222	TCF4	protein_coding
ENSG00000196628	ENST00000543082	18	-1	55227689	55510772	TCF4	protein_coding
ENSG00000196628	ENST00000540999	18	-1	55227690	55586105	TCF4	protein_coding
ENSG00000196628	ENST00000537578	18	-1	55227752	55589836	TCF4	protein_coding
ENSG00000196628	ENST00000568740	18	-1	55227846	55589806	TCF4	protein_coding
ENSG00000196628	ENST00000626631	18	-1	55227849	55228955	TCF4	protein_coding
ENSG00000196628	ENST00000537856	18	-1	55227849	55401757	TCF4	protein_coding
ENSG00000196628	ENST00000544241	18	-1	55227855	55403995	TCF4	protein_coding
ENSG00000196628	ENST00000561992	18	-1	55227864	55422492	TCF4	protein_coding
ENSG00000196628	ENST00000561831	18	-1	55227878	55302626	TCF4	protein_coding
ENSG00000196628	ENST00000564228	18	-1	55227911	55403714	TCF4	protein_coding
ENSG00000196628	ENST00000567880	18	-1	55227911	55587116	TCF4	protein_coding
ENSG00000196628	ENST00000566286	18	-1	55227911	55588535	TCF4	protein_coding
ENSG00000196628	ENST00000566279	18	-1	55227911	55588617	TCF4	protein_coding
ENSG00000196628	ENST00000565018	18	-1	55227911	55589777	TCF4	protein_coding
ENSG00000196628	ENST00000564403	18	-1	55227936	55589839	TCF4	protein_coding
ENSG00000196628	ENST00000398339	18	-1	55227936	55636027	TCF4	protein_coding
ENSG00000196628	ENST00000570177	18	-1	55227984	55402240	TCF4	protein_coding
ENSG00000196628	ENST00000626584	18	-1	55228225	55422356	TCF4	protein_coding
ENSG00000196628	ENST00000630720	18	-1	55234606	55322345	TCF4	protein_coding
ENSG00000196628	ENST00000629343	18	-1	55257362	55422268	TCF4	protein_coding
ENSG00000196628	ENST00000570146	18	-1	55259621	55275671	TCF4	protein_coding
ENSG00000196628	ENST00000628636	18	-1	55259954	55422241	TCF4	protein_coding
ENSG00000196628	ENST00000628078	18	-1	55260006	55404087	TCF4	protein_coding
ENSG00000196628	ENST00000562030	18	-1	55261528	55401525	TCF4	protein_coding
ENSG00000196628	ENST00000566514	18	-1	55269851	55585862	TCF4	protein_coding
ENSG00000196628	ENST00000630828	18	-1	55269858	55403764	TCF4	protein_coding
ENSG00000196628	ENST00000562607	18	-1	55269872	55401093	TCF4	protein_coding
ENSG00000196628	ENST00000569012	18	-1	55269875	55401551	TCF4	protein_coding
ENSG00000196628	ENST00000630268	18	-1	55269898	55402206	TCF4	protein_coding
ENSG00000196628	ENST00000630319	18	-1	55269914	55585481	TCF4	protein_coding
ENSG00000196628	ENST00000568169	18	-1	55269924	55664787	TCF4	protein_coding
ENSG00000196628	ENST00000625925	18	-1	55269958	55422297	TCF4	protein_coding
ENSG00000196628	ENST00000566777	18	-1	55269960	55422355	TCF4	protein_coding
ENSG00000196628	ENST00000630712	18	-1	55275632	55422512	TCF4	protein_coding
ENSG00000196628	ENST00000568186	18	-1	55275660	55403660	TCF4	protein_coding
ENSG00000196628	ENST00000562638	18	-1	55275662	55401712	TCF4	protein_coding
ENSG00000196628	ENST00000565908	18	-1	55275707	55588213	TCF4	protein_coding
ENSG00000196628	ENST00000627685	18	-1	55275724	55586242	TCF4	protein_coding
ENSG00000196628	ENST00000626595	18	-1	55275745	55588619	TCF4	protein_coding
ENSG00000196628	ENST00000626425	18	-1	55279594	55585852	TCF4	protein_coding
ENSG00000196628	ENST00000590810	18	-1	55350359	55402039	TCF4	protein_coding
ENSG00000196628	ENST00000563824	18	-1	55350360	55585773	TCF4	protein_coding
ENSG00000196628	ENST00000568147	18	-1	55350376	55585968	TCF4	protein_coding
ENSG00000196628	ENST00000563888	18	-1	55350395	55586104	TCF4	protein_coding
ENSG00000196628	ENST00000564343	18	-1	55350896	55591279	TCF4	protein_coding
ENSG00000196628	ENST00000627784	18	-1	55350902	55588150	TCF4	protein_coding
ENSG00000196628	ENST00000562543	18	-1	55350955	55591276	TCF4	protein_coding
ENSG00000196628	ENST00000562847	18	-1	55350967	55585966	TCF4	protein_coding
ENSG00000196628	ENST00000565124	18	-1	55464115	55635948	TCF4	protein_coding
ENSG00000091164	ENST00000217515	18	-1	56597208	56638645	TXNL1	protein_coding
ENSG00000091164	ENST00000590954	18	-1	56602822	56651128	TXNL1	protein_coding
ENSG00000091164	ENST00000589931	18	-1	56602898	56614491	TXNL1	protein_coding
ENSG00000091164	ENST00000586262	18	-1	56608279	56638427	TXNL1	protein_coding
ENSG00000091164	ENST00000587613	18	-1	56618041	56651593	TXNL1	protein_coding
ENSG00000091164	ENST00000589329	18	-1	56638359	56651600	TXNL1	protein_coding
ENSG00000091157	ENST00000589935	18	1	56651343	57027313	WDR7	protein_coding
ENSG00000091157	ENST00000357574	18	1	56651361	57029811	WDR7	protein_coding
ENSG00000091157	ENST00000615645	18	1	56651385	57029805	WDR7	protein_coding
ENSG00000091157	ENST00000254442	18	1	56651385	57036606	WDR7	protein_coding
ENSG00000091157	ENST00000593058	18	1	56651675	56682840	WDR7	protein_coding
ENSG00000091157	ENST00000585669	18	1	56962435	57010314	WDR7	protein_coding
ENSG00000228075	ENST00000585477	18	1	57147062	57150300	BOD1L2	protein_coding
ENSG00000177511	ENST00000324000	18	1	57350813	57368933	ST8SIA3	protein_coding
ENSG00000177511	ENST00000586360	18	1	57357152	57371731	ST8SIA3	protein_coding
ENSG00000119547	ENST00000491143	18	1	57435685	57491297	ONECUT2	protein_coding
ENSG00000066926	ENST00000262093	18	-1	57548283	57586772	FECH	protein_coding
ENSG00000066926	ENST00000382873	18	-1	57549510	57586654	FECH	protein_coding
ENSG00000066926	ENST00000591977	18	-1	57551175	57559215	FECH	protein_coding
ENSG00000066926	ENST00000592699	18	-1	57554259	57586690	FECH	protein_coding
ENSG00000066926	ENST00000591215	18	-1	57566557	57586612	FECH	protein_coding
ENSG00000066926	ENST00000585747	18	-1	57567845	57586689	FECH	protein_coding
ENSG00000134440	ENST00000256854	18	-1	57600656	57622173	NARS	protein_coding
ENSG00000134440	ENST00000591599	18	-1	57607654	57621800	NARS	protein_coding
ENSG00000134440	ENST00000588661	18	-1	57607656	57621824	NARS	protein_coding
ENSG00000134440	ENST00000587675	18	-1	57607656	57622213	NARS	protein_coding
ENSG00000134440	ENST00000587194	18	-1	57609378	57621792	NARS	protein_coding
ENSG00000081923	ENST00000283684	18	-1	57646426	57803301	ATP8B1	protein_coding
ENSG00000081923	ENST00000648908	18	-1	57646426	57803315	ATP8B1	protein_coding
ENSG00000081923	ENST00000585322	18	-1	57731775	57740965	ATP8B1	protein_coding
ENSG00000049759	ENST00000356462	18	1	58044367	58396574	NEDD4L	protein_coding
ENSG00000049759	ENST00000400345	18	1	58044378	58396705	NEDD4L	protein_coding
ENSG00000049759	ENST00000589054	18	1	58044384	58396704	NEDD4L	protein_coding
ENSG00000049759	ENST00000617539	18	1	58044387	58045477	NEDD4L	protein_coding
ENSG00000049759	ENST00000382850	18	1	58044548	58401539	NEDD4L	protein_coding
ENSG00000049759	ENST00000256830	18	1	58044661	58396573	NEDD4L	protein_coding
ENSG00000049759	ENST00000592846	18	1	58045707	58322471	NEDD4L	protein_coding
ENSG00000049759	ENST00000456986	18	1	58047226	58401540	NEDD4L	protein_coding
ENSG00000049759	ENST00000435432	18	1	58149333	58396551	NEDD4L	protein_coding
ENSG00000049759	ENST00000357895	18	1	58149333	58396705	NEDD4L	protein_coding
ENSG00000049759	ENST00000586263	18	1	58149337	58396573	NEDD4L	protein_coding
ENSG00000049759	ENST00000456173	18	1	58195390	58398157	NEDD4L	protein_coding
ENSG00000049759	ENST00000588494	18	1	58195653	58323289	NEDD4L	protein_coding
ENSG00000049759	ENST00000431212	18	1	58221535	58396578	NEDD4L	protein_coding
ENSG00000049759	ENST00000586268	18	1	58221568	58329127	NEDD4L	protein_coding
ENSG00000049759	ENST00000587190	18	1	58221571	58322486	NEDD4L	protein_coding
ENSG00000049759	ENST00000635997	18	1	58255440	58396705	NEDD4L	protein_coding
ENSG00000049759	ENST00000587881	18	1	58323320	58396333	NEDD4L	protein_coding
ENSG00000198796	ENST00000361673	18	-1	58481247	58628957	ALPK2	protein_coding
ENSG00000172175	ENST00000348428	18	1	58671386	58754477	MALT1	protein_coding
ENSG00000172175	ENST00000649217	18	1	58671465	58750138	MALT1	protein_coding
ENSG00000172175	ENST00000345724	18	1	58671532	58748154	MALT1	protein_coding
ENSG00000172175	ENST00000591792	18	1	58672207	58700586	MALT1	protein_coding
ENSG00000074657	ENST00000336078	18	1	58862600	58986480	ZNF532	protein_coding
ENSG00000074657	ENST00000591083	18	1	58862948	58985538	ZNF532	protein_coding
ENSG00000074657	ENST00000588601	18	1	58863483	58918568	ZNF532	protein_coding
ENSG00000074657	ENST00000590285	18	1	58863562	58918531	ZNF532	protein_coding
ENSG00000074657	ENST00000586085	18	1	58863604	58918492	ZNF532	protein_coding
ENSG00000074657	ENST00000589288	18	1	58863613	58985944	ZNF532	protein_coding
ENSG00000074657	ENST00000591230	18	1	58864091	58984656	ZNF532	protein_coding
ENSG00000074657	ENST00000588543	18	1	58864093	58918507	ZNF532	protein_coding
ENSG00000074657	ENST00000590287	18	1	58864409	58918608	ZNF532	protein_coding
ENSG00000074657	ENST00000591808	18	1	58864624	58984842	ZNF532	protein_coding
ENSG00000074657	ENST00000592452	18	1	58864821	58918643	ZNF532	protein_coding
ENSG00000074657	ENST00000588456	18	1	58864877	58918661	ZNF532	protein_coding
ENSG00000074657	ENST00000589481	18	1	58864888	58918651	ZNF532	protein_coding
ENSG00000074657	ENST00000591049	18	1	58864894	58918768	ZNF532	protein_coding
ENSG00000074657	ENST00000587755	18	1	58865554	58918608	ZNF532	protein_coding
ENSG00000074657	ENST00000586997	18	1	58920523	58981617	ZNF532	protein_coding
ENSG00000166562	ENST00000587834	18	1	59139477	59158836	SEC11C	protein_coding
ENSG00000166562	ENST00000509791	18	1	59139866	59157311	SEC11C	protein_coding
ENSG00000166562	ENST00000588875	18	1	59139899	59158832	SEC11C	protein_coding
ENSG00000134443	ENST00000256857	18	1	59220168	59230771	GRP	protein_coding
ENSG00000134443	ENST00000529320	18	1	59220172	59230770	GRP	protein_coding
ENSG00000134443	ENST00000420468	18	1	59220266	59230621	GRP	protein_coding
ENSG00000134443	ENST00000456142	18	1	59225492	59230774	GRP	protein_coding
ENSG00000134443	ENST00000530323	18	1	59225667	59230766	GRP	protein_coding
ENSG00000134438	ENST00000256852	18	-1	59267035	59273385	RAX	protein_coding
ENSG00000134438	ENST00000334889	18	-1	59267035	59273393	RAX	protein_coding
ENSG00000134438	ENST00000555288	18	-1	59272985	59274086	RAX	protein_coding
ENSG00000166569	ENST00000587244	18	-1	59275156	59318544	CPLX4	protein_coding
ENSG00000166569	ENST00000299721	18	-1	59295402	59318649	CPLX4	protein_coding
ENSG00000074695	ENST00000251047	18	-1	59327823	59359962	LMAN1	protein_coding
ENSG00000183287	ENST00000439986	18	-1	59430939	59697423	CCBE1	protein_coding
ENSG00000183287	ENST00000649564	18	-1	59430939	59697662	CCBE1	protein_coding
ENSG00000183287	ENST00000398179	18	-1	59430940	59480240	CCBE1	protein_coding
ENSG00000183287	ENST00000650467	18	-1	59435924	59697220	CCBE1	protein_coding
ENSG00000183287	ENST00000589419	18	-1	59448046	59666162	CCBE1	protein_coding
ENSG00000141682	ENST00000316660	18	1	59899948	59904306	PMAIP1	protein_coding
ENSG00000141682	ENST00000269518	18	1	59900016	59903537	PMAIP1	protein_coding
ENSG00000166603	ENST00000299766	18	-1	60371062	60372775	MC4R	protein_coding
ENSG00000101542	ENST00000262717	18	1	61333582	61555773	CDH20	protein_coding
ENSG00000101542	ENST00000538374	18	1	61334273	61554695	CDH20	protein_coding
ENSG00000101542	ENST00000536675	18	1	61490542	61555132	CDH20	protein_coding
ENSG00000176641	ENST00000312828	18	-1	61808063	61893759	RNF152	protein_coding
ENSG00000176641	ENST00000591306	18	-1	61816122	61894231	RNF152	protein_coding
ENSG00000197563	ENST00000639600	18	-1	61905255	62154623	PIGN	protein_coding
ENSG00000197563	ENST00000639372	18	-1	62041164	62102821	PIGN	protein_coding
ENSG00000197563	ENST00000640252	18	-1	62041164	62187044	PIGN	protein_coding
ENSG00000197563	ENST00000639912	18	-1	62042471	62187017	PIGN	protein_coding
ENSG00000197563	ENST00000640876	18	-1	62042852	62187056	PIGN	protein_coding
ENSG00000197563	ENST00000357637	18	-1	62044233	62187038	PIGN	protein_coding
ENSG00000197563	ENST00000640145	18	-1	62044234	62187077	PIGN	protein_coding
ENSG00000197563	ENST00000638977	18	-1	62044236	62187056	PIGN	protein_coding
ENSG00000197563	ENST00000638167	18	-1	62044242	62186998	PIGN	protein_coding
ENSG00000197563	ENST00000640540	18	-1	62044257	62187019	PIGN	protein_coding
ENSG00000197563	ENST00000639342	18	-1	62044301	62187017	PIGN	protein_coding
ENSG00000197563	ENST00000638435	18	-1	62044324	62187024	PIGN	protein_coding
ENSG00000197563	ENST00000400334	18	-1	62044549	62187038	PIGN	protein_coding
ENSG00000197563	ENST00000639902	18	-1	62044634	62186989	PIGN	protein_coding
ENSG00000197563	ENST00000639758	18	-1	62044634	62187015	PIGN	protein_coding
ENSG00000197563	ENST00000638936	18	-1	62044634	62187079	PIGN	protein_coding
ENSG00000197563	ENST00000638369	18	-1	62044723	62187067	PIGN	protein_coding
ENSG00000197563	ENST00000640050	18	-1	62045681	62184671	PIGN	protein_coding
ENSG00000197563	ENST00000638183	18	-1	62051788	62187015	PIGN	protein_coding
ENSG00000197563	ENST00000639174	18	-1	62069392	62186993	PIGN	protein_coding
ENSG00000197563	ENST00000638329	18	-1	62112565	62187049	PIGN	protein_coding
ENSG00000197563	ENST00000589339	18	-1	62112811	62187028	PIGN	protein_coding
ENSG00000197563	ENST00000588571	18	-1	62112813	62187069	PIGN	protein_coding
ENSG00000197563	ENST00000638591	18	-1	62135653	62187015	PIGN	protein_coding
ENSG00000197563	ENST00000586566	18	-1	62135741	62187028	PIGN	protein_coding
ENSG00000197563	ENST00000591238	18	-1	62136733	62162290	PIGN	protein_coding
ENSG00000197563	ENST00000585344	18	-1	62145981	62187118	PIGN	protein_coding
ENSG00000197563	ENST00000589720	18	-1	62153445	62187015	PIGN	protein_coding
ENSG00000197563	ENST00000585458	18	-1	62153569	62187028	PIGN	protein_coding
ENSG00000197563	ENST00000590765	18	-1	62154566	62187053	PIGN	protein_coding
ENSG00000197563	ENST00000585923	18	-1	62157156	62187049	PIGN	protein_coding
ENSG00000197563	ENST00000585926	18	-1	62157780	62186313	PIGN	protein_coding
ENSG00000134444	ENST00000644646	18	1	62187255	62310217	RELCH	protein_coding
ENSG00000134444	ENST00000256858	18	1	62187258	62307112	RELCH	protein_coding
ENSG00000134444	ENST00000398130	18	1	62187274	62307829	RELCH	protein_coding
ENSG00000141655	ENST00000639222	18	1	62325287	62367435	TNFRSF11A	protein_coding
ENSG00000141655	ENST00000269485	18	1	62325287	62387659	TNFRSF11A	protein_coding
ENSG00000141655	ENST00000616710	18	1	62325287	62387710	TNFRSF11A	protein_coding
ENSG00000141655	ENST00000617039	18	1	62325287	62387710	TNFRSF11A	protein_coding
ENSG00000141655	ENST00000586569	18	1	62325315	62391292	TNFRSF11A	protein_coding
ENSG00000141664	ENST00000269499	18	1	62523007	62578583	ZCCHC2	protein_coding
ENSG00000141664	ENST00000588676	18	1	62523619	62525495	ZCCHC2	protein_coding
ENSG00000141664	ENST00000621048	18	1	62526889	62560644	ZCCHC2	protein_coding
ENSG00000141664	ENST00000586834	18	1	62539514	62578579	ZCCHC2	protein_coding
ENSG00000081913	ENST00000262719	18	1	62715450	62980433	PHLPP1	protein_coding
ENSG00000081913	ENST00000591386	18	1	62903150	62958726	PHLPP1	protein_coding
ENSG00000171791	ENST00000398117	18	-1	63123346	63320128	BCL2	protein_coding
ENSG00000171791	ENST00000333681	18	-1	63127035	63319786	BCL2	protein_coding
ENSG00000171791	ENST00000589955	18	-1	63313802	63318812	BCL2	protein_coding
ENSG00000119537	ENST00000645214	18	-1	63327726	63367206	KDSR	protein_coding
ENSG00000119537	ENST00000406396	18	-1	63327726	63367510	KDSR	protein_coding
ENSG00000119537	ENST00000591902	18	-1	63331383	63367200	KDSR	protein_coding
ENSG00000119537	ENST00000326575	18	-1	63331651	63367204	KDSR	protein_coding
ENSG00000119537	ENST00000592327	18	-1	63351015	63367204	KDSR	protein_coding
ENSG00000119541	ENST00000238497	18	-1	63389190	63422463	VPS4B	protein_coding
ENSG00000119541	ENST00000591519	18	-1	63407376	63422390	VPS4B	protein_coding
ENSG00000206075	ENST00000382771	18	1	63476761	63505085	SERPINB5	protein_coding
ENSG00000206075	ENST00000489441	18	1	63476958	63493701	SERPINB5	protein_coding
ENSG00000206075	ENST00000424602	18	1	63477127	63489427	SERPINB5	protein_coding
ENSG00000166634	ENST00000269491	18	1	63556160	63567011	SERPINB12	protein_coding
ENSG00000166634	ENST00000382768	18	1	63556160	63567011	SERPINB12	protein_coding
ENSG00000197641	ENST00000431153	18	1	63586989	63592884	SERPINB13	protein_coding
ENSG00000197641	ENST00000269489	18	1	63587300	63599198	SERPINB13	protein_coding
ENSG00000197641	ENST00000344731	18	1	63587366	63599199	SERPINB13	protein_coding
ENSG00000197641	ENST00000415733	18	1	63588731	63604639	SERPINB13	protein_coding
ENSG00000206073	ENST00000341074	18	-1	63637259	63644298	SERPINB4	protein_coding
ENSG00000206073	ENST00000413673	18	-1	63637718	63643582	SERPINB4	protein_coding
ENSG00000206073	ENST00000436264	18	-1	63639189	63644256	SERPINB4	protein_coding
ENSG00000206072	ENST00000489748	18	1	63647579	63720080	SERPINB11	protein_coding
ENSG00000057149	ENST00000283752	18	-1	63655197	63661963	SERPINB3	protein_coding
ENSG00000057149	ENST00000332821	18	-1	63655198	63661884	SERPINB3	protein_coding
ENSG00000206072	ENST00000382749	18	1	63702304	63723893	SERPINB11	protein_coding
ENSG00000206072	ENST00000544088	18	1	63702849	63723893	SERPINB11	protein_coding
ENSG00000206072	ENST00000623262	18	1	63710194	63723399	SERPINB11	protein_coding
ENSG00000206072	ENST00000624518	18	1	63710194	63723399	SERPINB11	protein_coding
ENSG00000166396	ENST00000425392	18	1	63752935	63796312	SERPINB7	protein_coding
ENSG00000166396	ENST00000336429	18	1	63753047	63805376	SERPINB7	protein_coding
ENSG00000166396	ENST00000540675	18	1	63775375	63805376	SERPINB7	protein_coding
ENSG00000166396	ENST00000398019	18	1	63775410	63805370	SERPINB7	protein_coding
ENSG00000166396	ENST00000447428	18	1	63777777	63798643	SERPINB7	protein_coding
ENSG00000166396	ENST00000546027	18	1	63777777	63805376	SERPINB7	protein_coding
ENSG00000166396	ENST00000431370	18	1	63777977	63796313	SERPINB7	protein_coding
ENSG00000197632	ENST00000404622	18	1	63871692	63897143	SERPINB2	protein_coding
ENSG00000197632	ENST00000299502	18	1	63887700	63903890	SERPINB2	protein_coding
ENSG00000197632	ENST00000457692	18	1	63887705	63903879	SERPINB2	protein_coding
ENSG00000197632	ENST00000413956	18	1	63887759	63897792	SERPINB2	protein_coding
ENSG00000197632	ENST00000443281	18	1	63890557	63897200	SERPINB2	protein_coding
ENSG00000242550	ENST00000397996	18	1	63897174	63917490	SERPINB10	protein_coding
ENSG00000242550	ENST00000418725	18	1	63897174	63917490	SERPINB10	protein_coding
ENSG00000242550	ENST00000238508	18	1	63907991	63936111	SERPINB10	protein_coding
ENSG00000242550	ENST00000619595	18	1	63915511	63935242	SERPINB10	protein_coding
ENSG00000221887	ENST00000408945	18	1	63949301	63961834	HMSD	protein_coding
ENSG00000221887	ENST00000526932	18	1	63954439	63960200	HMSD	protein_coding
ENSG00000166401	ENST00000397985	18	1	63969925	63989374	SERPINB8	protein_coding
ENSG00000166401	ENST00000353706	18	1	63970029	63989371	SERPINB8	protein_coding
ENSG00000166401	ENST00000542677	18	1	63970029	63989371	SERPINB8	protein_coding
ENSG00000166401	ENST00000636430	18	1	63970114	64019779	SERPINB8	protein_coding
ENSG00000166401	ENST00000397988	18	1	63970119	63986653	SERPINB8	protein_coding
ENSG00000166401	ENST00000448851	18	1	63970249	63981786	SERPINB8	protein_coding
ENSG00000166401	ENST00000441827	18	1	63970505	63983647	SERPINB8	protein_coding
ENSG00000166401	ENST00000295211	18	1	63979808	63987396	SERPINB8	protein_coding
ENSG00000166401	ENST00000493661	18	1	63985176	64005667	SERPINB8	protein_coding
ENSG00000081138	ENST00000323011	18	1	65750252	65880939	CDH7	protein_coding
ENSG00000081138	ENST00000536984	18	1	65750653	65864125	CDH7	protein_coding
ENSG00000081138	ENST00000397968	18	1	65750921	65890341	CDH7	protein_coding
ENSG00000071991	ENST00000262150	18	-1	66501083	66604134	CDH19	protein_coding
ENSG00000071991	ENST00000540086	18	-1	66505045	66604088	CDH19	protein_coding
ENSG00000071991	ENST00000454642	18	-1	66532339	66572171	CDH19	protein_coding
ENSG00000071991	ENST00000580157	18	-1	66572010	66604088	CDH19	protein_coding
ENSG00000171451	ENST00000310045	18	-1	67506582	67516980	DSEL	protein_coding
ENSG00000166479	ENST00000299608	18	-1	68673688	68715298	TMX3	protein_coding
ENSG00000166479	ENST00000443099	18	-1	68691014	68715057	TMX3	protein_coding
ENSG00000166479	ENST00000562706	18	-1	68696936	68715058	TMX3	protein_coding
ENSG00000150636	ENST00000578970	18	1	68715235	68837040	CCDC102B	protein_coding
ENSG00000150636	ENST00000582371	18	1	68715275	68837135	CCDC102B	protein_coding
ENSG00000150636	ENST00000584775	18	1	68715275	68874709	CCDC102B	protein_coding
ENSG00000150636	ENST00000360242	18	1	68798080	69055189	CCDC102B	protein_coding
ENSG00000150636	ENST00000581520	18	1	68798415	68837175	CCDC102B	protein_coding
ENSG00000150636	ENST00000584156	18	1	68836764	69011224	CCDC102B	protein_coding
ENSG00000206052	ENST00000382713	18	1	69401055	69849087	DOK6	protein_coding
ENSG00000206052	ENST00000582992	18	1	69677734	69739160	DOK6	protein_coding
ENSG00000150637	ENST00000280200	18	-1	69853275	69956996	CD226	protein_coding
ENSG00000150637	ENST00000581982	18	-1	69862956	69956924	CD226	protein_coding
ENSG00000150637	ENST00000577287	18	-1	69864115	69947419	CD226	protein_coding
ENSG00000150637	ENST00000582621	18	-1	69864314	69947853	CD226	protein_coding
ENSG00000150637	ENST00000579496	18	-1	69873144	69961803	CD226	protein_coding
ENSG00000150637	ENST00000583955	18	-1	69896032	69956670	CD226	protein_coding
ENSG00000150637	ENST00000580335	18	-1	69946734	69957176	CD226	protein_coding
ENSG00000176225	ENST00000640769	18	-1	70003031	70205945	RTTN	protein_coding
ENSG00000176225	ENST00000578780	18	-1	70003071	70031414	RTTN	protein_coding
ENSG00000176225	ENST00000255674	18	-1	70003804	70205658	RTTN	protein_coding
ENSG00000176225	ENST00000640376	18	-1	70092187	70199472	RTTN	protein_coding
ENSG00000176225	ENST00000638298	18	-1	70109498	70128444	RTTN	protein_coding
ENSG00000170677	ENST00000397942	18	1	70288901	70330200	SOCS6	protein_coding
ENSG00000170677	ENST00000578377	18	1	70296599	70325351	SOCS6	protein_coding
ENSG00000170677	ENST00000582322	18	1	70314190	70327116	SOCS6	protein_coding
ENSG00000141668	ENST00000585159	18	-1	72536680	72543554	CBLN2	protein_coding
ENSG00000141668	ENST00000269503	18	-1	72536680	72544539	CBLN2	protein_coding
ENSG00000141668	ENST00000584764	18	-1	72538020	72543554	CBLN2	protein_coding
ENSG00000141668	ENST00000581073	18	-1	72538150	72638517	CBLN2	protein_coding
ENSG00000166342	ENST00000583169	18	-1	72742314	72867575	NETO1	protein_coding
ENSG00000166342	ENST00000582281	18	-1	72747142	72749038	NETO1	protein_coding
ENSG00000166342	ENST00000327305	18	-1	72747381	72867949	NETO1	protein_coding
ENSG00000166342	ENST00000397929	18	-1	72834039	72865699	NETO1	protein_coding
ENSG00000166342	ENST00000579169	18	-1	72858980	72867031	NETO1	protein_coding
ENSG00000141665	ENST00000419743	18	-1	74073366	74147865	FBXO15	protein_coding
ENSG00000141665	ENST00000580088	18	-1	74073444	74123510	FBXO15	protein_coding
ENSG00000141665	ENST00000579517	18	-1	74122592	74126101	FBXO15	protein_coding
ENSG00000141665	ENST00000582526	18	-1	74130470	74147843	FBXO15	protein_coding
ENSG00000075336	ENST00000169551	18	1	74148511	74160530	TIMM21	protein_coding
ENSG00000075336	ENST00000580087	18	1	74148523	74158012	TIMM21	protein_coding
ENSG00000075336	ENST00000579071	18	1	74155175	74158786	TIMM21	protein_coding
ENSG00000166347	ENST00000340533	18	-1	74250847	74292016	CYB5A	protein_coding
ENSG00000166347	ENST00000299438	18	-1	74253296	74291041	CYB5A	protein_coding
ENSG00000166347	ENST00000494131	18	-1	74253297	74291935	CYB5A	protein_coding
ENSG00000166347	ENST00000397914	18	-1	74253438	74291973	CYB5A	protein_coding
ENSG00000206043	ENST00000579455	18	1	74315813	74359187	C18orf63	protein_coding
ENSG00000187773	ENST00000343998	18	-1	74434099	74457268	FAM69C	protein_coding
ENSG00000187773	ENST00000400291	18	-1	74435728	74457944	FAM69C	protein_coding
ENSG00000133313	ENST00000581272	18	1	74495816	74508874	CNDP2	protein_coding
ENSG00000133313	ENST00000324262	18	1	74496208	74523454	CNDP2	protein_coding
ENSG00000133313	ENST00000580672	18	1	74496234	74512457	CNDP2	protein_coding
ENSG00000133313	ENST00000579847	18	1	74496307	74521131	CNDP2	protein_coding
ENSG00000133313	ENST00000583203	18	1	74496317	74505942	CNDP2	protein_coding
ENSG00000133313	ENST00000581513	18	1	74496359	74508843	CNDP2	protein_coding
ENSG00000133313	ENST00000577600	18	1	74496372	74505911	CNDP2	protein_coding
ENSG00000133313	ENST00000579583	18	1	74496374	74512457	CNDP2	protein_coding
ENSG00000133313	ENST00000584613	18	1	74496383	74506011	CNDP2	protein_coding
ENSG00000133313	ENST00000583216	18	1	74499342	74508920	CNDP2	protein_coding
ENSG00000133313	ENST00000581912	18	1	74499358	74501433	CNDP2	protein_coding
ENSG00000133313	ENST00000582589	18	1	74499421	74508857	CNDP2	protein_coding
ENSG00000133313	ENST00000583785	18	1	74499588	74513565	CNDP2	protein_coding
ENSG00000133313	ENST00000324301	18	1	74499861	74521128	CNDP2	protein_coding
ENSG00000133313	ENST00000584768	18	1	74499941	74509336	CNDP2	protein_coding
ENSG00000133313	ENST00000582666	18	1	74501090	74508865	CNDP2	protein_coding
ENSG00000133313	ENST00000577355	18	1	74501386	74509335	CNDP2	protein_coding
ENSG00000133313	ENST00000579624	18	1	74510876	74521104	CNDP2	protein_coding
ENSG00000150656	ENST00000358821	18	1	74534440	74585025	CNDP1	protein_coding
ENSG00000150656	ENST00000582365	18	1	74534602	74587212	CNDP1	protein_coding
ENSG00000215421	ENST00000582337	18	1	74597870	74804627	ZNF407	protein_coding
ENSG00000215421	ENST00000309902	18	1	74630963	74804624	ZNF407	protein_coding
ENSG00000215421	ENST00000577538	18	1	74631020	74921058	ZNF407	protein_coding
ENSG00000215421	ENST00000299687	18	1	74631020	75065669	ZNF407	protein_coding
ENSG00000215421	ENST00000584235	18	1	74877198	74905938	ZNF407	protein_coding
ENSG00000215421	ENST00000581829	18	1	74877205	74898443	ZNF407	protein_coding
ENSG00000180011	ENST00000322342	18	-1	75195108	75209348	ZADH2	protein_coding
ENSG00000180011	ENST00000537114	18	-1	75199457	75205513	ZADH2	protein_coding
ENSG00000180011	ENST00000582437	18	-1	75201717	75208466	ZADH2	protein_coding
ENSG00000180011	ENST00000581620	18	-1	75201878	75208417	ZADH2	protein_coding
