ENSMUSG00000047735	ENSMUST00000201638	6	-1	3376950	3385006	Samd9l	protein_coding
ENSMUSG00000030125	ENSMUST00000032218	6	-1	124746826	124756681	Lrrc23	protein_coding
ENSMUSG00000030125	ENSMUST00000112475	6	-1	124746832	124756690	Lrrc23	protein_coding
ENSMUSG00000030125	ENSMUST00000128697	6	-1	124755225	124756680	Lrrc23	protein_coding
ENSMUSG00000030125	ENSMUST00000147669	6	-1	124755864	124756667	Lrrc23	protein_coding
ENSMUSG00000038451	ENSMUST00000047760	6	1	124785624	124787582	Spsb2	protein_coding
ENSMUSG00000038451	ENSMUST00000143040	6	1	124785848	124787299	Spsb2	protein_coding
ENSMUSG00000038451	ENSMUST00000052727	6	1	124785869	124787582	Spsb2	protein_coding
ENSMUSG00000038451	ENSMUST00000130160	6	1	124785882	124786901	Spsb2	protein_coding
ENSMUSG00000038451	ENSMUST00000112473	6	1	124786261	124787582	Spsb2	protein_coding
ENSMUSG00000023456	ENSMUST00000172132	6	-1	124787549	124791259	Tpi1	protein_coding
ENSMUSG00000023456	ENSMUST00000239432	6	-1	124787555	124791259	Tpi1	protein_coding
ENSMUSG00000023456	ENSMUST00000149610	6	-1	124788222	124790033	Tpi1	protein_coding
ENSMUSG00000038429	ENSMUST00000047510	6	-1	124791982	124806447	Usp5	protein_coding
ENSMUSG00000038429	ENSMUST00000122110	6	-1	124792001	124806398	Usp5	protein_coding
ENSMUSG00000038429	ENSMUST00000142058	6	-1	124799582	124806371	Usp5	protein_coding
ENSMUSG00000038429	ENSMUST00000153306	6	-1	124801099	124805858	Usp5	protein_coding
ENSMUSG00000023505	ENSMUST00000150120	6	1	124806510	124809627	Cdca3	protein_coding
ENSMUSG00000023505	ENSMUST00000024270	6	1	124806651	124810664	Cdca3	protein_coding
ENSMUSG00000023505	ENSMUST00000131847	6	1	124807180	124809548	Cdca3	protein_coding
ENSMUSG00000023505	ENSMUST00000151674	6	1	124807338	124809402	Cdca3	protein_coding
ENSMUSG00000023439	ENSMUST00000024206	6	-1	124811203	124817238	Gnb3	protein_coding
ENSMUSG00000023191	ENSMUST00000023958	6	-1	124818052	124834715	P3h3	protein_coding
ENSMUSG00000038390	ENSMUST00000046893	6	-1	124835407	124840880	Gpr162	protein_coding
ENSMUSG00000038390	ENSMUST00000204667	6	-1	124835411	124840946	Gpr162	protein_coding
ENSMUSG00000023274	ENSMUST00000024044	6	-1	124841655	124865184	Cd4	protein_coding
ENSMUSG00000030124	ENSMUST00000032217	6	-1	124881324	124888668	Lag3	protein_coding
ENSMUSG00000030122	ENSMUST00000032216	6	-1	124890644	124894909	Ptms	protein_coding
ENSMUSG00000030120	ENSMUST00000203021	6	1	124908388	124911342	Mlf2	protein_coding
ENSMUSG00000030120	ENSMUST00000180095	6	1	124908395	124913108	Mlf2	protein_coding
ENSMUSG00000030120	ENSMUST00000032214	6	1	124908439	124913107	Mlf2	protein_coding
ENSMUSG00000030120	ENSMUST00000203133	6	1	124908873	124911334	Mlf2	protein_coding
ENSMUSG00000030127	ENSMUST00000112439	6	-1	124935376	124942501	Cops7a	protein_coding
ENSMUSG00000030127	ENSMUST00000032220	6	-1	124935779	124942411	Cops7a	protein_coding
ENSMUSG00000030127	ENSMUST00000129976	6	-1	124936870	124942253	Cops7a	protein_coding
ENSMUSG00000030127	ENSMUST00000129446	6	-1	124938121	124942371	Cops7a	protein_coding
ENSMUSG00000030127	ENSMUST00000148485	6	-1	124939586	124942170	Cops7a	protein_coding
ENSMUSG00000030329	ENSMUST00000032479	6	1	124973657	124980059	Pianp	protein_coding
ENSMUSG00000030329	ENSMUST00000162000	6	1	124973825	124980059	Pianp	protein_coding
ENSMUSG00000030329	ENSMUST00000159391	6	1	124974038	124976694	Pianp	protein_coding
ENSMUSG00000030329	ENSMUST00000162170	6	1	124975400	124980059	Pianp	protein_coding
ENSMUSG00000030329	ENSMUST00000160704	6	1	124975573	124979106	Pianp	protein_coding
ENSMUSG00000030329	ENSMUST00000161292	6	1	124975602	124976408	Pianp	protein_coding
ENSMUSG00000030329	ENSMUST00000160666	6	1	124976625	124978012	Pianp	protein_coding
ENSMUSG00000038346	ENSMUST00000054553	6	1	124986142	125014600	Zfp384	protein_coding
ENSMUSG00000038346	ENSMUST00000112428	6	1	124986201	125014828	Zfp384	protein_coding
ENSMUSG00000038346	ENSMUST00000112427	6	1	124986246	125014723	Zfp384	protein_coding
ENSMUSG00000038346	ENSMUST00000046064	6	1	124986632	125014833	Zfp384	protein_coding
ENSMUSG00000038346	ENSMUST00000152752	6	1	124986678	125001876	Zfp384	protein_coding
ENSMUSG00000038346	ENSMUST00000088308	6	1	124986698	125014600	Zfp384	protein_coding
ENSMUSG00000038346	ENSMUST00000112425	6	1	124986699	125014600	Zfp384	protein_coding
ENSMUSG00000038346	ENSMUST00000084275	6	1	124986768	125014600	Zfp384	protein_coding
ENSMUSG00000038346	ENSMUST00000112424	6	1	124987355	125014600	Zfp384	protein_coding
ENSMUSG00000030330	ENSMUST00000140131	6	1	125016723	125025965	Ing4	protein_coding
ENSMUSG00000030330	ENSMUST00000032480	6	1	125016799	125026227	Ing4	protein_coding
ENSMUSG00000072770	ENSMUST00000112414	6	1	125026652	125031157	Acrbp	protein_coding
ENSMUSG00000072770	ENSMUST00000112413	6	1	125026910	125028460	Acrbp	protein_coding
ENSMUSG00000072770	ENSMUST00000088294	6	1	125026922	125040230	Acrbp	protein_coding
ENSMUSG00000072770	ENSMUST00000032481	6	1	125026930	125028510	Acrbp	protein_coding
ENSMUSG00000067714	ENSMUST00000088292	6	1	125044883	125059435	Lpar5	protein_coding
ENSMUSG00000067714	ENSMUST00000140346	6	1	125048240	125058771	Lpar5	protein_coding
ENSMUSG00000067714	ENSMUST00000171989	6	1	125048240	125059435	Lpar5	protein_coding
ENSMUSG00000063870	ENSMUST00000112392	6	1	125072944	125107548	Chd4	protein_coding
ENSMUSG00000063870	ENSMUST00000056889	6	1	125072944	125107554	Chd4	protein_coding
ENSMUSG00000063870	ENSMUST00000112390	6	1	125073125	125107554	Chd4	protein_coding
ENSMUSG00000063870	ENSMUST00000155261	6	1	125073532	125077483	Chd4	protein_coding
ENSMUSG00000063870	ENSMUST00000124317	6	1	125090532	125098905	Chd4	protein_coding
ENSMUSG00000038279	ENSMUST00000044200	6	1	125108872	125121716	Nop2	protein_coding
ENSMUSG00000038279	ENSMUST00000204185	6	1	125108996	125111667	Nop2	protein_coding
ENSMUSG00000038271	ENSMUST00000119527	6	1	125122204	125138745	Iffo1	protein_coding
ENSMUSG00000038271	ENSMUST00000117675	6	1	125122214	125138739	Iffo1	protein_coding
ENSMUSG00000038271	ENSMUST00000148835	6	1	125122764	125138739	Iffo1	protein_coding
ENSMUSG00000057666	ENSMUST00000117757	6	-1	125138816	125143430	Gapdh	protein_coding
ENSMUSG00000057666	ENSMUST00000118875	6	-1	125138817	125142736	Gapdh	protein_coding
ENSMUSG00000057666	ENSMUST00000073605	6	-1	125138817	125143430	Gapdh	protein_coding
ENSMUSG00000057666	ENSMUST00000183272	6	-1	125139027	125142539	Gapdh	protein_coding
ENSMUSG00000057666	ENSMUST00000182052	6	-1	125140138	125142566	Gapdh	protein_coding
ENSMUSG00000057666	ENSMUST00000182277	6	-1	125140251	125142566	Gapdh	protein_coding
ENSMUSG00000038252	ENSMUST00000043848	6	-1	125144970	125168664	Ncapd2	protein_coding
ENSMUSG00000038252	ENSMUST00000189959	6	-1	125162756	125168453	Ncapd2	protein_coding
ENSMUSG00000030335	ENSMUST00000032485	6	1	125169128	125173232	Mrpl51	protein_coding
ENSMUSG00000030337	ENSMUST00000032487	6	1	125192514	125199269	Vamp1	protein_coding
ENSMUSG00000030337	ENSMUST00000100942	6	1	125192544	125199126	Vamp1	protein_coding
ENSMUSG00000030337	ENSMUST00000063588	6	1	125192544	125218212	Vamp1	protein_coding
ENSMUSG00000030337	ENSMUST00000205223	6	1	125195537	125198615	Vamp1	protein_coding
ENSMUSG00000038213	ENSMUST00000043422	6	-1	125200896	125208823	Tapbpl	protein_coding
ENSMUSG00000030336	ENSMUST00000032486	6	-1	125209585	125213973	Cd27	protein_coding
ENSMUSG00000030336	ENSMUST00000112281	6	-1	125210116	125213957	Cd27	protein_coding
ENSMUSG00000030336	ENSMUST00000112282	6	-1	125210187	125213916	Cd27	protein_coding
ENSMUSG00000067702	ENSMUST00000088246	6	-1	125255237	125263005	Tuba3a	protein_coding
ENSMUSG00000030339	ENSMUST00000032489	6	-1	125283534	125290848	Ltbr	protein_coding
ENSMUSG00000030340	ENSMUST00000176655	6	1	125297622	125321802	Scnn1a	protein_coding
ENSMUSG00000030340	ENSMUST00000176110	6	1	125297637	125321896	Scnn1a	protein_coding
ENSMUSG00000030340	ENSMUST00000176365	6	1	125298168	125307936	Scnn1a	protein_coding
ENSMUSG00000030340	ENSMUST00000081440	6	1	125298303	125321906	Scnn1a	protein_coding
ENSMUSG00000030340	ENSMUST00000176442	6	1	125298374	125321042	Scnn1a	protein_coding
ENSMUSG00000030340	ENSMUST00000177329	6	1	125298484	125321575	Scnn1a	protein_coding
ENSMUSG00000030341	ENSMUST00000130257	6	1	125326414	125334279	Tnfrsf1a	protein_coding
ENSMUSG00000030341	ENSMUST00000032491	6	1	125326686	125339447	Tnfrsf1a	protein_coding
ENSMUSG00000030341	ENSMUST00000144524	6	1	125334728	125338741	Tnfrsf1a	protein_coding
ENSMUSG00000038167	ENSMUST00000042647	6	-1	125339623	125357756	Plekhg6	protein_coding
ENSMUSG00000030342	ENSMUST00000032492	6	-1	125437229	125471754	Cd9	protein_coding
ENSMUSG00000001930	ENSMUST00000100941	6	1	125523737	125569137	Vwf	protein_coding
ENSMUSG00000001930	ENSMUST00000112254	6	1	125529911	125663642	Vwf	protein_coding
ENSMUSG00000001930	ENSMUST00000112253	6	1	125529926	125569434	Vwf	protein_coding
ENSMUSG00000038115	ENSMUST00000160496	6	1	125667382	126017089	Ano2	protein_coding
ENSMUSG00000049107	ENSMUST00000204542	6	-1	126078375	126141923	Ntf3	protein_coding
ENSMUSG00000049107	ENSMUST00000112244	6	-1	126078375	126143678	Ntf3	protein_coding
ENSMUSG00000049107	ENSMUST00000050484	6	-1	126078375	126143873	Ntf3	protein_coding
ENSMUSG00000045534	ENSMUST00000060972	6	-1	126509514	126512375	Kcna5	protein_coding
ENSMUSG00000047976	ENSMUST00000055168	6	-1	126617360	126621759	Kcna1	protein_coding
ENSMUSG00000047976	ENSMUST00000203094	6	-1	126618627	126621776	Kcna1	protein_coding
ENSMUSG00000038077	ENSMUST00000185333	6	-1	126685295	126717637	Kcna6	protein_coding
ENSMUSG00000038077	ENSMUST00000112242	6	-1	126713651	126717114	Kcna6	protein_coding
ENSMUSG00000000399	ENSMUST00000205002	6	-1	126798684	126826088	Ndufa9	protein_coding
ENSMUSG00000000399	ENSMUST00000088194	6	-1	126798959	126826088	Ndufa9	protein_coding
ENSMUSG00000030344	ENSMUST00000095440	6	1	126830061	126851271	Akap3	protein_coding
ENSMUSG00000030344	ENSMUST00000202878	6	1	126830107	126851268	Akap3	protein_coding
ENSMUSG00000030344	ENSMUST00000202574	6	1	126830123	126851271	Akap3	protein_coding
ENSMUSG00000030345	ENSMUST00000078521	6	-1	126852983	126898802	Dyrk4	protein_coding
ENSMUSG00000030346	ENSMUST00000112220	6	-1	126900013	126916550	Rad51ap1	protein_coding
ENSMUSG00000030346	ENSMUST00000112221	6	-1	126900378	126916550	Rad51ap1	protein_coding
ENSMUSG00000030346	ENSMUST00000144954	6	-1	126903325	126916534	Rad51ap1	protein_coding
ENSMUSG00000030347	ENSMUST00000032497	6	1	126916929	126952930	D6Wsu163e	protein_coding
ENSMUSG00000030347	ENSMUST00000201617	6	1	126916992	126921827	D6Wsu163e	protein_coding
ENSMUSG00000000183	ENSMUST00000000187	6	1	126992549	127005150	Fgf6	protein_coding
ENSMUSG00000000182	ENSMUST00000000186	6	1	127049865	127058371	Fgf23	protein_coding
ENSMUSG00000038028	ENSMUST00000039913	6	-1	127062079	127086513	Tigar	protein_coding
ENSMUSG00000000184	ENSMUST00000000188	6	-1	127102125	127128023	Ccnd2	protein_coding
ENSMUSG00000000184	ENSMUST00000201902	6	-1	127122986	127129156	Ccnd2	protein_coding
ENSMUSG00000000184	ENSMUST00000201066	6	-1	127125246	127127996	Ccnd2	protein_coding
ENSMUSG00000000184	ENSMUST00000201637	6	-1	127125263	127127970	Ccnd2	protein_coding
ENSMUSG00000037997	ENSMUST00000112191	6	1	127423803	127471203	Parp11	protein_coding
ENSMUSG00000037997	ENSMUST00000112195	6	1	127426226	127455096	Parp11	protein_coding
ENSMUSG00000037997	ENSMUST00000112193	6	1	127430638	127456018	Parp11	protein_coding
ENSMUSG00000037997	ENSMUST00000039680	6	1	127430686	127471224	Parp11	protein_coding
ENSMUSG00000061414	ENSMUST00000212051	6	1	127538301	127651211	Cracr2a	protein_coding
ENSMUSG00000061414	ENSMUST00000071563	6	1	127554938	127606901	Cracr2a	protein_coding
ENSMUSG00000030350	ENSMUST00000032500	6	-1	127665974	127746435	Prmt8	protein_coding
ENSMUSG00000030351	ENSMUST00000032501	6	1	127864552	127930940	Tspan11	protein_coding
ENSMUSG00000030352	ENSMUST00000112173	6	-1	127938359	128120526	Tspan9	protein_coding
ENSMUSG00000030352	ENSMUST00000112171	6	-1	127939765	128113672	Tspan9	protein_coding
ENSMUSG00000030352	ENSMUST00000032503	6	-1	127940870	128120523	Tspan9	protein_coding
ENSMUSG00000030352	ENSMUST00000123786	6	-1	127942710	128011555	Tspan9	protein_coding
ENSMUSG00000030352	ENSMUST00000202372	6	-1	127942725	128011968	Tspan9	protein_coding
ENSMUSG00000030352	ENSMUST00000154375	6	-1	127943394	128120523	Tspan9	protein_coding
ENSMUSG00000030352	ENSMUST00000146268	6	-1	127943400	128117709	Tspan9	protein_coding
ENSMUSG00000030352	ENSMUST00000145940	6	-1	127944044	128120516	Tspan9	protein_coding
ENSMUSG00000030352	ENSMUST00000127105	6	-1	127944129	128101279	Tspan9	protein_coding
ENSMUSG00000030353	ENSMUST00000130454	6	-1	128201251	128252540	Tead4	protein_coding
ENSMUSG00000030353	ENSMUST00000006311	6	-1	128204106	128277776	Tead4	protein_coding
ENSMUSG00000030353	ENSMUST00000112157	6	-1	128205144	128277776	Tead4	protein_coding
ENSMUSG00000030353	ENSMUST00000133118	6	-1	128247872	128277786	Tead4	protein_coding
ENSMUSG00000030353	ENSMUST00000143004	6	-1	128247922	128277701	Tead4	protein_coding
ENSMUSG00000001521	ENSMUST00000001562	6	-1	128298124	128332814	Tulp3	protein_coding
ENSMUSG00000001521	ENSMUST00000133134	6	-1	128311440	128332778	Tulp3	protein_coding
ENSMUSG00000001521	ENSMUST00000157005	6	-1	128319204	128332788	Tulp3	protein_coding
ENSMUSG00000048668	ENSMUST00000112152	6	-1	128333963	128339775	Rhno1	protein_coding
ENSMUSG00000048668	ENSMUST00000057421	6	-1	128334323	128339831	Rhno1	protein_coding
ENSMUSG00000048668	ENSMUST00000223237	6	-1	128334328	128336320	Rhno1	protein_coding
ENSMUSG00000048668	ENSMUST00000112151	6	-1	128334328	128339831	Rhno1	protein_coding
ENSMUSG00000048668	ENSMUST00000155573	6	-1	128334934	128339542	Rhno1	protein_coding
ENSMUSG00000048668	ENSMUST00000203719	6	-1	128336195	128339658	Rhno1	protein_coding
ENSMUSG00000001517	ENSMUST00000073316	6	1	128339930	128353109	Foxm1	protein_coding
ENSMUSG00000001517	ENSMUST00000112148	6	1	128342668	128350929	Foxm1	protein_coding
ENSMUSG00000001517	ENSMUST00000203040	6	1	128343130	128350321	Foxm1	protein_coding
ENSMUSG00000001517	ENSMUST00000203258	6	1	128344250	128349834	Foxm1	protein_coding
ENSMUSG00000079304	ENSMUST00000130785	6	1	128352419	128361444	Tex52	protein_coding
ENSMUSG00000079304	ENSMUST00000100926	6	1	128352419	128362107	Tex52	protein_coding
ENSMUSG00000108011	ENSMUST00000204223	6	1	128352466	128384438	Gm44596	protein_coding
ENSMUSG00000001520	ENSMUST00000123867	6	1	128376259	128385177	Nrip2	protein_coding
ENSMUSG00000001520	ENSMUST00000001561	6	1	128376729	128385895	Nrip2	protein_coding
ENSMUSG00000001520	ENSMUST00000120405	6	1	128376933	128385895	Nrip2	protein_coding
ENSMUSG00000001518	ENSMUST00000001559	6	-1	128386407	128401894	Itfg2	protein_coding
ENSMUSG00000001518	ENSMUST00000203984	6	-1	128386461	128387343	Itfg2	protein_coding
ENSMUSG00000001518	ENSMUST00000142615	6	-1	128386496	128401881	Itfg2	protein_coding
ENSMUSG00000001518	ENSMUST00000203374	6	-1	128387175	128401832	Itfg2	protein_coding
ENSMUSG00000030357	ENSMUST00000032508	6	-1	128407066	128415640	Fkbp4	protein_coding
ENSMUSG00000030357	ENSMUST00000150387	6	-1	128410178	128415103	Fkbp4	protein_coding
ENSMUSG00000030357	ENSMUST00000151796	6	-1	128410725	128414616	Fkbp4	protein_coding
ENSMUSG00000030359	ENSMUST00000112132	6	-1	128460530	128503683	Pzp	protein_coding
ENSMUSG00000030359	ENSMUST00000143664	6	-1	128498094	128503666	Pzp	protein_coding
ENSMUSG00000047228	ENSMUST00000060574	6	-1	128516790	128558571	A2ml1	protein_coding
ENSMUSG00000030361	ENSMUST00000032512	6	-1	128586190	128599897	Klrb1a	protein_coding
ENSMUSG00000030361	ENSMUST00000171306	6	-1	128586314	128599835	Klrb1a	protein_coding
ENSMUSG00000030361	ENSMUST00000203275	6	-1	128586679	128599779	Klrb1a	protein_coding
ENSMUSG00000030361	ENSMUST00000204819	6	-1	128586679	128599876	Klrb1a	protein_coding
ENSMUSG00000030361	ENSMUST00000203150	6	-1	128596090	128600496	Klrb1a	protein_coding
ENSMUSG00000030364	ENSMUST00000032518	6	1	128639348	128654337	Clec2h	protein_coding
ENSMUSG00000030364	ENSMUST00000204416	6	1	128639350	128651730	Clec2h	protein_coding
ENSMUSG00000079299	ENSMUST00000112110	6	-1	128683405	128700022	Klrb1	protein_coding
ENSMUSG00000030325	ENSMUST00000167691	6	-1	128755448	128765604	Klrb1c	protein_coding
ENSMUSG00000030325	ENSMUST00000174404	6	-1	128756422	128765604	Klrb1c	protein_coding
ENSMUSG00000030325	ENSMUST00000172601	6	-1	128757006	128765449	Klrb1c	protein_coding
ENSMUSG00000107872	ENSMUST00000204394	6	-1	128757248	128803215	Gm44511	protein_coding
ENSMUSG00000107872	ENSMUST00000204423	6	-1	128757248	128803215	Gm44511	protein_coding
ENSMUSG00000107872	ENSMUST00000204756	6	-1	128757327	128803182	Gm44511	protein_coding
ENSMUSG00000107872	ENSMUST00000204677	6	-1	128760726	128803278	Gm44511	protein_coding
ENSMUSG00000030325	ENSMUST00000174865	6	-1	128761727	128766178	Klrb1c	protein_coding
ENSMUSG00000079298	ENSMUST00000032472	6	-1	128790669	128803294	Klrb1b	protein_coding
ENSMUSG00000079298	ENSMUST00000172887	6	-1	128791347	128803276	Klrb1b	protein_coding
ENSMUSG00000079298	ENSMUST00000205130	6	-1	128791867	128803253	Klrb1b	protein_coding
ENSMUSG00000079298	ENSMUST00000174544	6	-1	128795900	128803268	Klrb1b	protein_coding
ENSMUSG00000090164	ENSMUST00000160290	6	-1	128826053	128868089	BC035044	protein_coding
ENSMUSG00000090164	ENSMUST00000178918	6	-1	128856538	128868087	BC035044	protein_coding
ENSMUSG00000030365	ENSMUST00000032519	6	1	128864551	128873826	Clec2i	protein_coding
ENSMUSG00000030365	ENSMUST00000159866	6	1	128864551	128875130	Clec2i	protein_coding
ENSMUSG00000030365	ENSMUST00000162666	6	1	128864561	128873826	Clec2i	protein_coding
ENSMUSG00000030365	ENSMUST00000160867	6	1	128864561	128873826	Clec2i	protein_coding
ENSMUSG00000000248	ENSMUST00000000254	6	1	128911344	128961667	Clec2g	protein_coding
ENSMUSG00000000248	ENSMUST00000203405	6	1	128948123	128960345	Clec2g	protein_coding
ENSMUSG00000000248	ENSMUST00000142388	6	1	128948123	128961670	Clec2g	protein_coding
ENSMUSG00000000248	ENSMUST00000204259	6	1	128948224	128960209	Clec2g	protein_coding
ENSMUSG00000000248	ENSMUST00000075789	6	1	128956372	128960155	Clec2g	protein_coding
ENSMUSG00000089728	ENSMUST00000204981	6	1	128991075	128997490	Clec2f	protein_coding
ENSMUSG00000030154	ENSMUST00000032257	6	1	129022864	129034427	Klrb1f	protein_coding
ENSMUSG00000030154	ENSMUST00000204320	6	1	129022890	129030823	Klrb1f	protein_coding
ENSMUSG00000030155	ENSMUST00000032258	6	-1	129068961	129077876	Clec2e	protein_coding
ENSMUSG00000030157	ENSMUST00000032260	6	1	129157578	129163497	Clec2d	protein_coding
ENSMUSG00000030156	ENSMUST00000032259	6	-1	129244288	129252399	Cd69	protein_coding
ENSMUSG00000030156	ENSMUST00000204411	6	-1	129245222	129252329	Cd69	protein_coding
ENSMUSG00000047720	ENSMUST00000051283	6	-1	129299127	129308759	Clec2m	protein_coding
ENSMUSG00000047720	ENSMUST00000203159	6	-1	129299810	129303659	Clec2m	protein_coding
ENSMUSG00000053063	ENSMUST00000151671	6	1	129319654	129336378	Clec12a	protein_coding
ENSMUSG00000053063	ENSMUST00000065289	6	1	129326927	129342266	Clec12a	protein_coding
ENSMUSG00000030158	ENSMUST00000032261	6	-1	129352478	129362466	Clec12b	protein_coding
ENSMUSG00000030158	ENSMUST00000112082	6	-1	129352750	129362837	Clec12b	protein_coding
ENSMUSG00000030159	ENSMUST00000032262	6	1	129374260	129382296	Clec1b	protein_coding
ENSMUSG00000030159	ENSMUST00000112081	6	1	129374570	129382226	Clec1b	protein_coding
ENSMUSG00000030159	ENSMUST00000112079	6	1	129374573	129382222	Clec1b	protein_coding
ENSMUSG00000046080	ENSMUST00000058352	6	1	129385825	129401726	Clec9a	protein_coding
ENSMUSG00000046080	ENSMUST00000088075	6	1	129385826	129399532	Clec9a	protein_coding
ENSMUSG00000046080	ENSMUST00000204860	6	1	129385918	129399321	Clec9a	protein_coding
ENSMUSG00000046080	ENSMUST00000164513	6	1	129385918	129399321	Clec9a	protein_coding
ENSMUSG00000033082	ENSMUST00000203162	6	-1	129401735	129428963	Clec1a	protein_coding
ENSMUSG00000033082	ENSMUST00000037481	6	-1	129403651	129428822	Clec1a	protein_coding
ENSMUSG00000033082	ENSMUST00000204012	6	-1	129406869	129428814	Clec1a	protein_coding
ENSMUSG00000030162	ENSMUST00000032265	6	-1	129462207	129484128	Olr1	protein_coding
ENSMUSG00000030162	ENSMUST00000183258	6	-1	129464629	129484070	Olr1	protein_coding
ENSMUSG00000030162	ENSMUST00000182784	6	-1	129464629	129484070	Olr1	protein_coding
ENSMUSG00000030162	ENSMUST00000203564	6	-1	129464668	129473836	Olr1	protein_coding
ENSMUSG00000030162	ENSMUST00000162815	6	-1	129476870	129484128	Olr1	protein_coding
ENSMUSG00000030160	ENSMUST00000032263	6	1	129489518	129496190	Tmem52b	protein_coding
ENSMUSG00000030160	ENSMUST00000204741	6	1	129489576	129494416	Tmem52b	protein_coding
ENSMUSG00000030161	ENSMUST00000032264	6	1	129510123	129519309	Gabarapl1	protein_coding
ENSMUSG00000030161	ENSMUST00000204487	6	1	129510163	129518469	Gabarapl1	protein_coding
ENSMUSG00000030161	ENSMUST00000204956	6	1	129510339	129518397	Gabarapl1	protein_coding
ENSMUSG00000030161	ENSMUST00000204639	6	1	129510514	129518200	Gabarapl1	protein_coding
ENSMUSG00000050241	ENSMUST00000053708	6	1	129554868	129562790	Klre1	protein_coding
ENSMUSG00000030165	ENSMUST00000032268	6	1	129568745	129575432	Klrd1	protein_coding
ENSMUSG00000030165	ENSMUST00000112063	6	1	129568745	129575738	Klrd1	protein_coding
ENSMUSG00000030165	ENSMUST00000119520	6	1	129568773	129575733	Klrd1	protein_coding
ENSMUSG00000030149	ENSMUST00000168919	6	-1	129587286	129600827	Klrk1	protein_coding
ENSMUSG00000030149	ENSMUST00000032252	6	-1	129589377	129599735	Klrk1	protein_coding
ENSMUSG00000030149	ENSMUST00000095412	6	-1	129589423	129600804	Klrk1	protein_coding
ENSMUSG00000033027	ENSMUST00000170148	6	-1	129616027	129620300	Klrc3	protein_coding
ENSMUSG00000033027	ENSMUST00000071149	6	-1	129616048	129620300	Klrc3	protein_coding
ENSMUSG00000052736	ENSMUST00000145984	6	-1	129624459	129637547	Klrc2	protein_coding
ENSMUSG00000052736	ENSMUST00000112057	6	-1	129626500	129637652	Klrc2	protein_coding
ENSMUSG00000052736	ENSMUST00000071920	6	-1	129626500	129637652	Klrc2	protein_coding
ENSMUSG00000052736	ENSMUST00000118401	6	-1	129633309	129637559	Klrc2	protein_coding
ENSMUSG00000052736	ENSMUST00000119533	6	-1	129633334	129637519	Klrc2	protein_coding
ENSMUSG00000030167	ENSMUST00000032270	6	-1	129642978	129655936	Klrc1	protein_coding
ENSMUSG00000030167	ENSMUST00000169545	6	-1	129651797	129655891	Klrc1	protein_coding
ENSMUSG00000030167	ENSMUST00000032271	6	-1	129651798	129655936	Klrc1	protein_coding
ENSMUSG00000030167	ENSMUST00000118447	6	-1	129651822	129655873	Klrc1	protein_coding
ENSMUSG00000067610	ENSMUST00000088046	6	-1	129674181	129694095	Klri1	protein_coding
ENSMUSG00000043932	ENSMUST00000050385	6	-1	129706004	129717447	Klri2	protein_coding
ENSMUSG00000071158	ENSMUST00000118532	6	-1	129743531	129761233	Klrh1	protein_coding
ENSMUSG00000071158	ENSMUST00000095409	6	-1	129743610	129752812	Klrh1	protein_coding
ENSMUSG00000014543	ENSMUST00000014687	6	-1	129808117	129853633	Klra17	protein_coding
ENSMUSG00000014543	ENSMUST00000122219	6	-1	129808127	129853635	Klra17	protein_coding
ENSMUSG00000092047	ENSMUST00000171980	6	1	129839612	129841356	Gm17631	protein_coding
ENSMUSG00000030173	ENSMUST00000014683	6	-1	129875959	129890187	Klra5	protein_coding
ENSMUSG00000030173	ENSMUST00000118060	6	-1	129875959	129894613	Klra5	protein_coding
ENSMUSG00000030173	ENSMUST00000169901	6	-1	129876121	129890129	Klra5	protein_coding
ENSMUSG00000061769	ENSMUST00000074056	6	-1	129989996	130003917	Klra6	protein_coding
ENSMUSG00000079852	ENSMUST00000119096	6	-1	130020694	130044234	Klra4	protein_coding
ENSMUSG00000089727	ENSMUST00000014476	6	-1	130092189	130106861	Klra8	protein_coding
ENSMUSG00000033024	ENSMUST00000112032	6	-1	130155638	130170075	Klra9	protein_coding
ENSMUSG00000033024	ENSMUST00000071554	6	-1	130155716	130170075	Klra9	protein_coding
ENSMUSG00000067599	ENSMUST00000112013	6	-1	130195568	130208640	Klra7	protein_coding
ENSMUSG00000067599	ENSMUST00000049304	6	-1	130195568	130208650	Klra7	protein_coding
ENSMUSG00000067599	ENSMUST00000088011	6	-1	130195767	130208601	Klra7	protein_coding
ENSMUSG00000067599	ENSMUST00000032286	6	-1	130195794	130210285	Klra7	protein_coding
ENSMUSG00000072718	ENSMUST00000112020	6	-1	130246157	130258891	Klra10	protein_coding
ENSMUSG00000067591	ENSMUST00000111998	6	-1	130300252	130314537	Klra3	protein_coding
ENSMUSG00000067591	ENSMUST00000088017	6	-1	130300356	130314465	Klra3	protein_coding
ENSMUSG00000079853	ENSMUST00000032288	6	-1	130340880	130363837	Klra1	protein_coding
ENSMUSG00000030187	ENSMUST00000032306	6	-1	131196186	131224325	Klra2	protein_coding
ENSMUSG00000030187	ENSMUST00000088867	6	-1	131196952	131224325	Klra2	protein_coding
ENSMUSG00000030188	ENSMUST00000032307	6	-1	131261351	131270207	Magohb	protein_coding
ENSMUSG00000030188	ENSMUST00000173837	6	-1	131261568	131269223	Magohb	protein_coding
ENSMUSG00000032899	ENSMUST00000049150	6	-1	131276105	131290790	Styk1	protein_coding
