ENSMUSG00000091618	ENSMUST00000216211	10	-1	3207930	3217750	H60c	protein_coding
ENSMUSG00000044921	ENSMUST00000219445	10	1	102348083	102385597	Rassf9	protein_coding
ENSMUSG00000044921	ENSMUST00000055355	10	1	102376109	102382058	Rassf9	protein_coding
ENSMUSG00000036602	ENSMUST00000217946	10	-1	102834568	102864925	Alx1	protein_coding
ENSMUSG00000036602	ENSMUST00000167156	10	-1	102843707	102864915	Alx1	protein_coding
ENSMUSG00000036602	ENSMUST00000040859	10	-1	102843708	102864638	Alx1	protein_coding
ENSMUSG00000036602	ENSMUST00000219194	10	-1	102844725	102864977	Alx1	protein_coding
ENSMUSG00000036602	ENSMUST00000218282	10	-1	102844725	102866076	Alx1	protein_coding
ENSMUSG00000019892	ENSMUST00000218841	10	-1	102881892	102907061	Lrriq1	protein_coding
ENSMUSG00000019892	ENSMUST00000166240	10	-1	102899059	103072183	Lrriq1	protein_coding
ENSMUSG00000019892	ENSMUST00000020043	10	-1	103050260	103072183	Lrriq1	protein_coding
ENSMUSG00000019892	ENSMUST00000123364	10	-1	103051190	103072154	Lrriq1	protein_coding
ENSMUSG00000019894	ENSMUST00000179636	10	1	103203669	103255236	Slc6a15	protein_coding
ENSMUSG00000019894	ENSMUST00000217905	10	1	103203693	103229344	Slc6a15	protein_coding
ENSMUSG00000019894	ENSMUST00000074204	10	1	103203704	103255238	Slc6a15	protein_coding
ENSMUSG00000091779	ENSMUST00000181634	10	1	103978848	103981317	Gm21293	protein_coding
ENSMUSG00000091779	ENSMUST00000180664	10	1	103979263	103981317	Gm21293	protein_coding
ENSMUSG00000091779	ENSMUST00000170919	10	1	103980178	103989535	Gm21293	protein_coding
ENSMUSG00000097427	ENSMUST00000181287	10	1	103987358	103989826	Gm6763	protein_coding
ENSMUSG00000097427	ENSMUST00000180692	10	1	103987773	103989150	Gm6763	protein_coding
ENSMUSG00000097878	ENSMUST00000181179	10	1	103995867	103998334	Gm8764	protein_coding
ENSMUSG00000097878	ENSMUST00000181166	10	1	103996282	103997658	Gm8764	protein_coding
ENSMUSG00000097550	ENSMUST00000181059	10	1	104004376	104006844	Gm21304	protein_coding
ENSMUSG00000097550	ENSMUST00000180568	10	1	104004791	104006844	Gm21304	protein_coding
ENSMUSG00000094144	ENSMUST00000180889	10	1	104012885	104015352	Gm21312	protein_coding
ENSMUSG00000094144	ENSMUST00000181239	10	1	104013300	104015352	Gm21312	protein_coding
ENSMUSG00000094144	ENSMUST00000179258	10	1	104014239	104015033	Gm21312	protein_coding
ENSMUSG00000095022	ENSMUST00000181703	10	1	104021394	104023861	Gm20765	protein_coding
ENSMUSG00000095022	ENSMUST00000181707	10	1	104021809	104023861	Gm20765	protein_coding
ENSMUSG00000095022	ENSMUST00000177792	10	1	104022748	104023542	Gm20765	protein_coding
ENSMUSG00000090854	ENSMUST00000181615	10	1	104029903	104032383	Gm4340	protein_coding
ENSMUSG00000090854	ENSMUST00000181036	10	1	104030318	104032383	Gm4340	protein_coding
ENSMUSG00000090854	ENSMUST00000163113	10	1	104031258	104032064	Gm4340	protein_coding
ENSMUSG00000036019	ENSMUST00000061506	10	-1	105023524	105410296	Tmtc2	protein_coding
ENSMUSG00000036009	ENSMUST00000046638	10	-1	105599050	105677239	Mettl25	protein_coding
ENSMUSG00000019897	ENSMUST00000020049	10	1	105676928	105683694	Ccdc59	protein_coding
ENSMUSG00000053825	ENSMUST00000029404	10	1	106306200	106768353	Ppfia2	protein_coding
ENSMUSG00000053825	ENSMUST00000217854	10	1	106306207	106771813	Ppfia2	protein_coding
ENSMUSG00000035948	ENSMUST00000165067	10	-1	106769378	106959444	Acss3	protein_coding
ENSMUSG00000035948	ENSMUST00000044668	10	-1	106800943	106959529	Acss3	protein_coding
ENSMUSG00000019906	ENSMUST00000020057	10	1	107107547	107257335	Lin7a	protein_coding
ENSMUSG00000019906	ENSMUST00000105280	10	1	107107567	107256668	Lin7a	protein_coding
ENSMUSG00000019906	ENSMUST00000218031	10	1	107108255	107256169	Lin7a	protein_coding
ENSMUSG00000000435	ENSMUST00000000445	10	-1	107318769	107321995	Myf5	protein_coding
ENSMUSG00000035923	ENSMUST00000044210	10	-1	107328714	107330598	Myf6	protein_coding
ENSMUSG00000035916	ENSMUST00000050702	10	-1	107352910	107555912	Ptprq	protein_coding
ENSMUSG00000091455	ENSMUST00000165341	10	-1	107596392	107747995	Otogl	protein_coding
ENSMUSG00000019907	ENSMUST00000219263	10	1	107998054	108113212	Ppp1r12a	protein_coding
ENSMUSG00000019907	ENSMUST00000070663	10	1	107998261	108113436	Ppp1r12a	protein_coding
ENSMUSG00000019907	ENSMUST00000219759	10	1	108085455	108115845	Ppp1r12a	protein_coding
ENSMUSG00000035873	ENSMUST00000095313	10	1	108167982	108250101	Pawr	protein_coding
ENSMUSG00000035873	ENSMUST00000218332	10	1	108168678	108249615	Pawr	protein_coding
ENSMUSG00000035864	ENSMUST00000105276	10	-1	108333511	108846836	Syt1	protein_coding
ENSMUSG00000035864	ENSMUST00000064054	10	-1	108333513	108846843	Syt1	protein_coding
ENSMUSG00000112039	ENSMUST00000218023	10	-1	108534625	108536021	Gm5136	protein_coding
ENSMUSG00000020181	ENSMUST00000032719	10	-1	109517120	109836080	Nav3	protein_coding
ENSMUSG00000020181	ENSMUST00000239301	10	-1	109517120	110292065	Nav3	protein_coding
ENSMUSG00000020181	ENSMUST00000238286	10	-1	109519006	109669082	Nav3	protein_coding
ENSMUSG00000020185	ENSMUST00000174857	10	1	110581326	110592498	E2f7	protein_coding
ENSMUSG00000020185	ENSMUST00000073781	10	1	110581329	110623245	E2f7	protein_coding
ENSMUSG00000020185	ENSMUST00000173471	10	1	110581374	110621371	E2f7	protein_coding
ENSMUSG00000020185	ENSMUST00000173634	10	1	110581433	110590438	E2f7	protein_coding
ENSMUSG00000020186	ENSMUST00000020403	10	1	110755650	110775483	Csrp2	protein_coding
ENSMUSG00000020186	ENSMUST00000220409	10	1	110756051	110774800	Csrp2	protein_coding
ENSMUSG00000020186	ENSMUST00000219502	10	1	110756066	110775189	Csrp2	protein_coding
ENSMUSG00000020186	ENSMUST00000219188	10	1	110767062	110771149	Csrp2	protein_coding
ENSMUSG00000020186	ENSMUST00000220054	10	1	110767489	110773724	Csrp2	protein_coding
ENSMUSG00000035798	ENSMUST00000041723	10	-1	110777641	110845927	Zdhhc17	protein_coding
ENSMUSG00000035798	ENSMUST00000219307	10	-1	110803654	110841615	Zdhhc17	protein_coding
ENSMUSG00000020189	ENSMUST00000105275	10	1	111000613	111133110	Osbpl8	protein_coding
ENSMUSG00000020189	ENSMUST00000095310	10	1	111000663	111129615	Osbpl8	protein_coding
ENSMUSG00000020189	ENSMUST00000238838	10	1	111083929	111123792	Osbpl8	protein_coding
ENSMUSG00000035759	ENSMUST00000040454	10	1	111134540	111137588	Bbs10	protein_coding
ENSMUSG00000058799	ENSMUST00000065917	10	1	111309084	111332745	Nap1l1	protein_coding
ENSMUSG00000058799	ENSMUST00000219961	10	1	111309088	111331189	Nap1l1	protein_coding
ENSMUSG00000058799	ENSMUST00000217908	10	1	111309103	111331980	Nap1l1	protein_coding
ENSMUSG00000058799	ENSMUST00000219143	10	1	111309142	111330870	Nap1l1	protein_coding
ENSMUSG00000058799	ENSMUST00000218828	10	1	111316478	111334011	Nap1l1	protein_coding
ENSMUSG00000020205	ENSMUST00000164773	10	1	111342147	111344506	Phlda1	protein_coding
ENSMUSG00000063334	ENSMUST00000163048	10	1	111808569	111824337	Krr1	protein_coding
ENSMUSG00000063334	ENSMUST00000174653	10	1	111808698	111820586	Krr1	protein_coding
ENSMUSG00000056888	ENSMUST00000074805	10	-1	111821353	111833169	Glipr1	protein_coding
ENSMUSG00000056888	ENSMUST00000162508	10	-1	111821360	111838526	Glipr1	protein_coding
ENSMUSG00000056888	ENSMUST00000161870	10	-1	111821365	111829393	Glipr1	protein_coding
ENSMUSG00000020213	ENSMUST00000073617	10	1	111896094	111914415	Glipr1l1	protein_coding
ENSMUSG00000020214	ENSMUST00000148897	10	1	111919259	111943216	Glipr1l2	protein_coding
ENSMUSG00000020214	ENSMUST00000020434	10	1	111919259	111944003	Glipr1l2	protein_coding
ENSMUSG00000112611	ENSMUST00000220085	10	-1	111977659	111996232	Glipr1l3	protein_coding
ENSMUSG00000035694	ENSMUST00000092176	10	1	111999526	112052460	Caps2	protein_coding
ENSMUSG00000035694	ENSMUST00000170013	10	1	112001581	112052021	Caps2	protein_coding
ENSMUSG00000035681	ENSMUST00000219301	10	1	112107026	112298955	Kcnc2	protein_coding
ENSMUSG00000035681	ENSMUST00000092175	10	1	112107026	112302209	Kcnc2	protein_coding
ENSMUSG00000035681	ENSMUST00000218445	10	1	112151245	112301779	Kcnc2	protein_coding
ENSMUSG00000035681	ENSMUST00000219607	10	1	112292161	112301317	Kcnc2	protein_coding
ENSMUSG00000035681	ENSMUST00000218827	10	1	112292248	112302929	Kcnc2	protein_coding
ENSMUSG00000074748	ENSMUST00000099276	10	-1	112761335	112764900	Atxn7l3b	protein_coding
ENSMUSG00000050663	ENSMUST00000061632	10	-1	114234726	114637275	Trhde	protein_coding
ENSMUSG00000050663	ENSMUST00000239411	10	-1	114234728	114638207	Trhde	protein_coding
ENSMUSG00000006764	ENSMUST00000006949	10	-1	114914546	115020927	Tph2	protein_coding
ENSMUSG00000020130	ENSMUST00000020339	10	-1	115033777	115087372	Tbc1d15	protein_coding
ENSMUSG00000020132	ENSMUST00000020343	10	-1	115122989	115151496	Rab21	protein_coding
ENSMUSG00000020132	ENSMUST00000218831	10	-1	115150657	115151499	Rab21	protein_coding
ENSMUSG00000069520	ENSMUST00000218731	10	-1	115175579	115198136	Tmem19	protein_coding
ENSMUSG00000069520	ENSMUST00000219890	10	-1	115176647	115198129	Tmem19	protein_coding
ENSMUSG00000069520	ENSMUST00000217887	10	-1	115176647	115198152	Tmem19	protein_coding
ENSMUSG00000069520	ENSMUST00000092170	10	-1	115176647	115198172	Tmem19	protein_coding
ENSMUSG00000069520	ENSMUST00000217884	10	-1	115176647	115198406	Tmem19	protein_coding
ENSMUSG00000069520	ENSMUST00000217848	10	-1	115179672	115197867	Tmem19	protein_coding
ENSMUSG00000069520	ENSMUST00000220336	10	-1	115195559	115198398	Tmem19	protein_coding
ENSMUSG00000020137	ENSMUST00000218842	10	-1	115204309	115220340	Thap2	protein_coding
ENSMUSG00000020137	ENSMUST00000020346	10	-1	115205377	115220315	Thap2	protein_coding
ENSMUSG00000020137	ENSMUST00000218989	10	-1	115219822	115220348	Thap2	protein_coding
ENSMUSG00000034163	ENSMUST00000036044	10	1	115220864	115268677	Zfc3h1	protein_coding
ENSMUSG00000020140	ENSMUST00000020350	10	-1	115286216	115423685	Lgr5	protein_coding
ENSMUSG00000020140	ENSMUST00000172806	10	-1	115287919	115423398	Lgr5	protein_coding
ENSMUSG00000020140	ENSMUST00000173740	10	-1	115287919	115423398	Lgr5	protein_coding
ENSMUSG00000092210	ENSMUST00000173620	10	1	115405891	115418353	A930009A15Rik	protein_coding
ENSMUSG00000034127	ENSMUST00000217900	10	1	115652737	115669217	Tspan8	protein_coding
ENSMUSG00000034127	ENSMUST00000080630	10	1	115653176	115685525	Tspan8	protein_coding
ENSMUSG00000034127	ENSMUST00000179196	10	1	115653188	115685798	Tspan8	protein_coding
ENSMUSG00000034127	ENSMUST00000035563	10	1	115653189	115685520	Tspan8	protein_coding
ENSMUSG00000020151	ENSMUST00000063470	10	1	115854118	116110837	Ptprr	protein_coding
ENSMUSG00000074734	ENSMUST00000099261	10	-1	115947569	115949822	Taf7l2	protein_coding
ENSMUSG00000020151	ENSMUST00000105271	10	1	115979808	116110835	Ptprr	protein_coding
ENSMUSG00000020151	ENSMUST00000148731	10	1	116013163	116110837	Ptprr	protein_coding
ENSMUSG00000020151	ENSMUST00000155606	10	1	116013256	116110837	Ptprr	protein_coding
ENSMUSG00000020151	ENSMUST00000128399	10	1	116013316	116110250	Ptprr	protein_coding
ENSMUSG00000020154	ENSMUST00000218553	10	1	116111455	116219911	Ptprb	protein_coding
ENSMUSG00000020154	ENSMUST00000092167	10	1	116137277	116225440	Ptprb	protein_coding
ENSMUSG00000054934	ENSMUST00000068233	10	-1	116253766	116309783	Kcnmb4	protein_coding
ENSMUSG00000020166	ENSMUST00000168036	10	-1	116321066	116417416	Cnot2	protein_coding
ENSMUSG00000020166	ENSMUST00000164088	10	-1	116321070	116385068	Cnot2	protein_coding
ENSMUSG00000020166	ENSMUST00000105267	10	-1	116321071	116417405	Cnot2	protein_coding
ENSMUSG00000020166	ENSMUST00000105265	10	-1	116321414	116417406	Cnot2	protein_coding
ENSMUSG00000020166	ENSMUST00000169921	10	-1	116321692	116417416	Cnot2	protein_coding
ENSMUSG00000020166	ENSMUST00000167706	10	-1	116322102	116417407	Cnot2	protein_coding
ENSMUSG00000020166	ENSMUST00000020374	10	-1	116345696	116417416	Cnot2	protein_coding
ENSMUSG00000020166	ENSMUST00000218744	10	-1	116353226	116417333	Cnot2	protein_coding
ENSMUSG00000034057	ENSMUST00000048229	10	-1	116612440	116732824	Myrfl	protein_coding
ENSMUSG00000064181	ENSMUST00000020375	10	-1	116741689	116786285	Rab3ip	protein_coding
ENSMUSG00000064181	ENSMUST00000219109	10	-1	116742682	116786336	Rab3ip	protein_coding
ENSMUSG00000064181	ENSMUST00000219603	10	-1	116773365	116786674	Rab3ip	protein_coding
ENSMUSG00000064181	ENSMUST00000218391	10	-1	116775160	116786358	Rab3ip	protein_coding
ENSMUSG00000069518	ENSMUST00000092165	10	-1	116792729	116808514	Gm10271	protein_coding
ENSMUSG00000020169	ENSMUST00000020378	10	1	116822219	116860945	Best3	protein_coding
ENSMUSG00000060187	ENSMUST00000073834	10	1	116881246	116882673	Lrrc10	protein_coding
ENSMUSG00000034024	ENSMUST00000047672	10	-1	116886906	116899719	Cct2	protein_coding
ENSMUSG00000034024	ENSMUST00000219690	10	-1	116886911	116890806	Cct2	protein_coding
ENSMUSG00000034024	ENSMUST00000219036	10	-1	116896551	116899280	Cct2	protein_coding
ENSMUSG00000034024	ENSMUST00000219573	10	-1	116896714	116899668	Cct2	protein_coding
ENSMUSG00000034024	ENSMUST00000218719	10	-1	116897251	116899664	Cct2	protein_coding
ENSMUSG00000034024	ENSMUST00000218059	10	-1	116897410	116899280	Cct2	protein_coding
ENSMUSG00000020170	ENSMUST00000020381	10	-1	116905332	116984415	Frs2	protein_coding
ENSMUSG00000020171	ENSMUST00000020382	10	-1	117051127	117060412	Yeats4	protein_coding
ENSMUSG00000020177	ENSMUST00000159193	10	-1	117068142	117074559	9530003J23Rik	protein_coding
ENSMUSG00000020177	ENSMUST00000020392	10	-1	117069666	117074608	9530003J23Rik	protein_coding
ENSMUSG00000069516	ENSMUST00000092163	10	-1	117113236	117118226	Lyz2	protein_coding
ENSMUSG00000069515	ENSMUST00000092162	10	-1	117123702	117128773	Lyz1	protein_coding
ENSMUSG00000055531	ENSMUST00000069168	10	-1	117180578	117212875	Cpsf6	protein_coding
ENSMUSG00000055531	ENSMUST00000176686	10	-1	117184944	117212878	Cpsf6	protein_coding
ENSMUSG00000055531	ENSMUST00000176670	10	-1	117184947	117212834	Cpsf6	protein_coding
ENSMUSG00000055531	ENSMUST00000177145	10	-1	117189710	117212833	Cpsf6	protein_coding
ENSMUSG00000055531	ENSMUST00000175888	10	-1	117191431	117191961	Cpsf6	protein_coding
ENSMUSG00000055531	ENSMUST00000175924	10	-1	117202083	117215920	Cpsf6	protein_coding
ENSMUSG00000020183	ENSMUST00000020399	10	1	117465405	117523257	Cpm	protein_coding
ENSMUSG00000020184	ENSMUST00000020408	10	-1	117524780	117546663	Mdm2	protein_coding
ENSMUSG00000020184	ENSMUST00000105263	10	-1	117524780	117546663	Mdm2	protein_coding
ENSMUSG00000060181	ENSMUST00000079041	10	-1	117569584	117582270	Slc35e3	protein_coding
ENSMUSG00000052798	ENSMUST00000064848	10	-1	117586526	117628610	Nup107	protein_coding
ENSMUSG00000052798	ENSMUST00000167943	10	-1	117586529	117628603	Nup107	protein_coding
ENSMUSG00000052681	ENSMUST00000064667	10	-1	117649776	117681940	Rap1b	protein_coding
ENSMUSG00000020212	ENSMUST00000020437	10	1	117977737	118004902	Mdm1	protein_coding
ENSMUSG00000020212	ENSMUST00000163238	10	1	117977764	118004286	Mdm1	protein_coding
ENSMUSG00000020212	ENSMUST00000219087	10	1	117977819	117983653	Mdm1	protein_coding
ENSMUSG00000020212	ENSMUST00000164077	10	1	117977829	118004902	Mdm1	protein_coding
ENSMUSG00000020212	ENSMUST00000169817	10	1	117977850	118004068	Mdm1	protein_coding
ENSMUSG00000074695	ENSMUST00000096691	10	1	118040847	118045952	Il22	protein_coding
ENSMUSG00000112216	ENSMUST00000219147	10	-1	118074277	118076685	Gm32717	protein_coding
ENSMUSG00000112252	ENSMUST00000219565	10	1	118094593	118097001	Gm32802	protein_coding
ENSMUSG00000090461	ENSMUST00000163808	10	-1	118125534	118130943	Iltifb	protein_coding
ENSMUSG00000112814	ENSMUST00000177762	10	-1	118160466	118162874	Gm9040	protein_coding
ENSMUSG00000112419	ENSMUST00000179851	10	-1	118165905	118168313	Gm9044	protein_coding
ENSMUSG00000112027	ENSMUST00000219760	10	-1	118171328	118173736	Gm9045	protein_coding
ENSMUSG00000112781	ENSMUST00000218329	10	-1	118176752	118179160	Gm9046	protein_coding
ENSMUSG00000112495	ENSMUST00000177744	10	-1	118182176	118184584	Gm9048	protein_coding
ENSMUSG00000112919	ENSMUST00000178998	10	-1	118187602	118190010	Gm9049	protein_coding
ENSMUSG00000055170	ENSMUST00000068592	10	1	118276951	118281797	Ifng	protein_coding
ENSMUSG00000028630	ENSMUST00000004281	10	-1	118691508	118705054	Dyrk2	protein_coding
ENSMUSG00000020114	ENSMUST00000020315	10	-1	119035160	119075960	Cand1	protein_coding
ENSMUSG00000020114	ENSMUST00000126373	10	-1	119052383	119075208	Cand1	protein_coding
ENSMUSG00000034813	ENSMUST00000077871	10	1	119289735	119911502	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000041962	10	1	119289735	119913044	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000147356	10	1	119289735	119923165	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000105262	10	1	119655294	119913044	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000147454	10	1	119655303	119912421	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000138410	10	1	119655417	119911502	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000144825	10	1	119655417	119911502	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000148954	10	1	119655420	119911422	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000144959	10	1	119655430	119922965	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000130387	10	1	119828625	119923166	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000105261	10	1	119828827	119912916	Grip1	protein_coding
ENSMUSG00000034813	ENSMUST00000154238	10	1	119828975	119911698	Grip1	protein_coding
ENSMUSG00000020228	ENSMUST00000020449	10	-1	119919513	119948892	Helb	protein_coding
ENSMUSG00000020227	ENSMUST00000020448	10	-1	119977553	120037564	Irak3	protein_coding
ENSMUSG00000020227	ENSMUST00000145665	10	-1	119977570	120038035	Irak3	protein_coding
ENSMUSG00000020225	ENSMUST00000020446	10	1	120044655	120060822	Tmbim4	protein_coding
ENSMUSG00000020225	ENSMUST00000134797	10	1	120044685	120053622	Tmbim4	protein_coding
ENSMUSG00000020224	ENSMUST00000020444	10	1	120062975	120068487	Llph	protein_coding
ENSMUSG00000020224	ENSMUST00000130198	10	1	120063091	120067976	Llph	protein_coding
ENSMUSG00000056758	ENSMUST00000072777	10	-1	120197180	120312374	Hmga2	protein_coding
ENSMUSG00000056758	ENSMUST00000159699	10	-1	120197180	120312374	Hmga2	protein_coding
ENSMUSG00000051236	ENSMUST00000092143	10	-1	120617001	120735006	Msrb3	protein_coding
ENSMUSG00000051236	ENSMUST00000130950	10	-1	120619799	120707057	Msrb3	protein_coding
ENSMUSG00000048661	ENSMUST00000119944	10	-1	120759318	120815237	Lemd3	protein_coding
ENSMUSG00000048661	ENSMUST00000119093	10	-1	120759757	120815237	Lemd3	protein_coding
ENSMUSG00000020218	ENSMUST00000020439	10	1	120869865	120936555	Wif1	protein_coding
ENSMUSG00000020218	ENSMUST00000175867	10	1	120869929	120936550	Wif1	protein_coding
ENSMUSG00000052302	ENSMUST00000064107	10	-1	121099725	121147094	Tbc1d30	protein_coding
ENSMUSG00000052302	ENSMUST00000219179	10	-1	121137988	121187183	Tbc1d30	protein_coding
ENSMUSG00000034707	ENSMUST00000040344	10	1	121200995	121233150	Gns	protein_coding
ENSMUSG00000025795	ENSMUST00000026902	10	-1	121246255	121312252	Rassf3	protein_coding
ENSMUSG00000020115	ENSMUST00000020316	10	-1	121382360	121422692	Tbk1	protein_coding
ENSMUSG00000020115	ENSMUST00000219493	10	-1	121407806	121422646	Tbk1	protein_coding
ENSMUSG00000034667	ENSMUST00000039810	10	-1	121423285	121462221	Xpot	protein_coding
ENSMUSG00000034667	ENSMUST00000218004	10	-1	121423285	121462237	Xpot	protein_coding
ENSMUSG00000034667	ENSMUST00000219334	10	-1	121425524	121436718	Xpot	protein_coding
ENSMUSG00000034667	ENSMUST00000217865	10	-1	121443418	121449498	Xpot	protein_coding
ENSMUSG00000047642	ENSMUST00000142501	10	1	121477493	121513206	D930020B18Rik	protein_coding
ENSMUSG00000047642	ENSMUST00000120642	10	1	121477699	121529820	D930020B18Rik	protein_coding
ENSMUSG00000047642	ENSMUST00000132744	10	1	121477777	121528526	D930020B18Rik	protein_coding
ENSMUSG00000053684	ENSMUST00000065600	10	1	121575842	121588770	BC048403	protein_coding
ENSMUSG00000053684	ENSMUST00000136432	10	1	121575843	121588783	BC048403	protein_coding
ENSMUSG00000020121	ENSMUST00000020322	10	-1	121616896	121883213	Srgap1	protein_coding
ENSMUSG00000020121	ENSMUST00000081688	10	-1	121616896	121883220	Srgap1	protein_coding
ENSMUSG00000020121	ENSMUST00000161156	10	-1	121642545	121659038	Srgap1	protein_coding
ENSMUSG00000034620	ENSMUST00000140299	10	-1	121914019	121933276	Rxylt1	protein_coding
ENSMUSG00000020123	ENSMUST00000020323	10	1	122284404	122289357	Avpr1a	protein_coding
ENSMUSG00000034613	ENSMUST00000161487	10	1	122514683	122757879	Ppm1h	protein_coding
ENSMUSG00000034613	ENSMUST00000067918	10	1	122514687	122781700	Ppm1h	protein_coding
ENSMUSG00000034613	ENSMUST00000162969	10	1	122731273	122777354	Ppm1h	protein_coding
ENSMUSG00000034602	ENSMUST00000073792	10	-1	122827965	122912410	Mon2	protein_coding
ENSMUSG00000034602	ENSMUST00000037557	10	-1	122831254	122911930	Mon2	protein_coding
ENSMUSG00000034602	ENSMUST00000170935	10	-1	122831466	122911930	Mon2	protein_coding
ENSMUSG00000034602	ENSMUST00000219203	10	-1	122871193	122912288	Mon2	protein_coding
ENSMUSG00000020124	ENSMUST00000220377	10	-1	122940911	123032900	Usp15	protein_coding
ENSMUSG00000020124	ENSMUST00000020334	10	-1	122947641	123032858	Usp15	protein_coding
ENSMUSG00000020124	ENSMUST00000219619	10	-1	122999520	123032831	Usp15	protein_coding
ENSMUSG00000044071	ENSMUST00000238972	10	1	123099981	123577109	Tafa2	protein_coding
ENSMUSG00000044071	ENSMUST00000050756	10	1	123099981	123577109	Tafa2	protein_coding
ENSMUSG00000020102	ENSMUST00000211781	10	-1	125055139	125164832	Slc16a7	protein_coding
ENSMUSG00000020102	ENSMUST00000063318	10	-1	125063354	125164404	Slc16a7	protein_coding
ENSMUSG00000020102	ENSMUST00000210780	10	-1	125063354	125225334	Slc16a7	protein_coding
ENSMUSG00000020102	ENSMUST00000105257	10	-1	125063356	125144685	Slc16a7	protein_coding
ENSMUSG00000020102	ENSMUST00000210069	10	-1	125130519	125178048	Slc16a7	protein_coding
ENSMUSG00000020105	ENSMUST00000074807	10	1	125802122	125851228	Lrig3	protein_coding
ENSMUSG00000025436	ENSMUST00000026504	10	-1	126704296	126737224	Atp23	protein_coding
ENSMUSG00000025436	ENSMUST00000168520	10	-1	126723118	126737217	Atp23	protein_coding
ENSMUSG00000078429	ENSMUST00000105256	10	1	126814586	126835838	Ctdsp2	protein_coding
ENSMUSG00000078429	ENSMUST00000105255	10	1	126831482	126835844	Ctdsp2	protein_coding
ENSMUSG00000025432	ENSMUST00000026500	10	1	126836578	126856863	Avil	protein_coding
ENSMUSG00000025432	ENSMUST00000142698	10	1	126836608	126842385	Avil	protein_coding
ENSMUSG00000025432	ENSMUST00000126816	10	1	126838870	126842457	Avil	protein_coding
ENSMUSG00000025432	ENSMUST00000129173	10	1	126839004	126856647	Avil	protein_coding
ENSMUSG00000040521	ENSMUST00000152054	10	-1	126847441	126866672	Tsfm	protein_coding
ENSMUSG00000040521	ENSMUST00000040560	10	-1	126858201	126866709	Tsfm	protein_coding
ENSMUSG00000040521	ENSMUST00000120547	10	-1	126860104	126866668	Tsfm	protein_coding
ENSMUSG00000080115	ENSMUST00000116231	10	-1	126866873	126877382	Eef1akmt3	protein_coding
ENSMUSG00000006732	ENSMUST00000152960	10	1	126877283	126879051	Mettl1	protein_coding
ENSMUSG00000006732	ENSMUST00000006915	10	1	126877801	126882234	Mettl1	protein_coding
ENSMUSG00000006732	ENSMUST00000120542	10	1	126877827	126881484	Mettl1	protein_coding
ENSMUSG00000006724	ENSMUST00000165764	10	1	126884119	126888838	Cyp27b1	protein_coding
ENSMUSG00000040502	ENSMUST00000040307	10	-1	126890880	126896053	Marchf9	protein_coding
ENSMUSG00000006728	ENSMUST00000006911	10	1	126899403	126903789	Cdk4	protein_coding
ENSMUSG00000006728	ENSMUST00000120226	10	1	126899472	126902871	Cdk4	protein_coding
ENSMUSG00000006728	ENSMUST00000133115	10	1	126899473	126902046	Cdk4	protein_coding
ENSMUSG00000006728	ENSMUST00000125682	10	1	126899737	126902100	Cdk4	protein_coding
ENSMUSG00000006736	ENSMUST00000060991	10	-1	126903149	126906133	Tspan31	protein_coding
ENSMUSG00000025422	ENSMUST00000239120	10	1	126911153	126929038	Agap2	protein_coding
ENSMUSG00000025422	ENSMUST00000039259	10	1	126914776	126929038	Agap2	protein_coding
ENSMUSG00000025422	ENSMUST00000217941	10	1	126914776	126929038	Agap2	protein_coding
ENSMUSG00000040462	ENSMUST00000080975	10	-1	126931519	126956994	Os9	protein_coding
ENSMUSG00000040462	ENSMUST00000164259	10	-1	126931521	126957000	Os9	protein_coding
ENSMUSG00000006731	ENSMUST00000006914	10	1	127001094	127008199	B4galnt1	protein_coding
ENSMUSG00000040441	ENSMUST00000222911	10	-1	127007380	127016514	Slc26a10	protein_coding
ENSMUSG00000040441	ENSMUST00000095270	10	-1	127008295	127016514	Slc26a10	protein_coding
ENSMUSG00000019467	ENSMUST00000218654	10	-1	127018395	127024641	Arhgef25	protein_coding
ENSMUSG00000019467	ENSMUST00000019611	10	-1	127018398	127025888	Arhgef25	protein_coding
ENSMUSG00000019467	ENSMUST00000167353	10	-1	127018400	127025692	Arhgef25	protein_coding
ENSMUSG00000019467	ENSMUST00000222006	10	-1	127018588	127025858	Arhgef25	protein_coding
ENSMUSG00000019467	ENSMUST00000219245	10	-1	127023091	127025952	Arhgef25	protein_coding
ENSMUSG00000040415	ENSMUST00000038217	10	-1	127026247	127031578	Dtx3	protein_coding
ENSMUSG00000040415	ENSMUST00000130855	10	-1	127026247	127031578	Dtx3	protein_coding
ENSMUSG00000040415	ENSMUST00000116229	10	-1	127026511	127031596	Dtx3	protein_coding
ENSMUSG00000040415	ENSMUST00000137151	10	-1	127026694	127030335	Dtx3	protein_coding
