ENSMUSG00000054753	ENSMUST00000203937	7	-1	3212159	3218931	AU018091	protein_coding
ENSMUSG00000070369	ENSMUST00000176249	7	1	127803046	127822988	Itgad	protein_coding
ENSMUSG00000030785	ENSMUST00000033049	7	-1	127804607	127805559	Cox6a2	protein_coding
ENSMUSG00000062944	ENSMUST00000078816	7	-1	127833630	127837203	9130023H24Rik	protein_coding
ENSMUSG00000042178	ENSMUST00000044660	7	1	127836529	127844272	Armc5	protein_coding
ENSMUSG00000030782	ENSMUST00000164710	7	1	127845984	127854871	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000070656	7	1	127846043	127852884	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000167965	7	1	127846150	127852879	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000165667	7	1	127847190	127852883	Tgfb1i1	protein_coding
ENSMUSG00000030781	ENSMUST00000118169	7	1	127864848	127871602	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000206909	7	1	127864855	127868311	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000142841	7	1	127864867	127868315	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000033045	7	1	127865472	127869236	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000206716	7	1	127868125	127871359	Slc5a2	protein_coding
ENSMUSG00000030780	ENSMUST00000033044	7	-1	127870551	127897342	Rusf1	protein_coding
ENSMUSG00000030780	ENSMUST00000137677	7	-1	127887137	127889787	Rusf1	protein_coding
ENSMUSG00000030844	ENSMUST00000033133	7	-1	127975345	128019897	Rgs10	protein_coding
ENSMUSG00000030844	ENSMUST00000145739	7	-1	128004634	128019887	Rgs10	protein_coding
ENSMUSG00000030844	ENSMUST00000147840	7	-1	128004905	128020482	Rgs10	protein_coding
ENSMUSG00000030846	ENSMUST00000106226	7	-1	128041501	128063396	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000106228	7	-1	128043127	128063397	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000165023	7	-1	128043519	128063047	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000205835	7	-1	128044004	128062933	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000033135	7	-1	128044004	128063079	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000141126	7	-1	128044035	128063070	Tial1	protein_coding
ENSMUSG00000030847	ENSMUST00000033136	7	1	128125340	128148705	Bag3	protein_coding
ENSMUSG00000042105	ENSMUST00000043138	7	1	128213084	128298149	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000151237	7	1	128289270	128298083	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000118605	7	1	128290213	128297998	Inpp5f	protein_coding
ENSMUSG00000048170	ENSMUST00000057557	7	-1	128298165	128342219	Mcmbp	protein_coding
ENSMUSG00000048170	ENSMUST00000119081	7	-1	128299491	128342210	Mcmbp	protein_coding
ENSMUSG00000055319	ENSMUST00000042942	7	1	128346667	128386560	Sec23ip	protein_coding
ENSMUSG00000055319	ENSMUST00000206986	7	1	128347144	128352102	Sec23ip	protein_coding
ENSMUSG00000070366	ENSMUST00000094018	7	1	128858755	128993136	Plpp4	protein_coding
ENSMUSG00000070366	ENSMUST00000205896	7	1	128858779	128992743	Plpp4	protein_coding
ENSMUSG00000042055	ENSMUST00000084519	7	1	129193587	129237462	Wdr11	protein_coding
ENSMUSG00000042055	ENSMUST00000206442	7	1	129209531	129215776	Wdr11	protein_coding
ENSMUSG00000030849	ENSMUST00000120187	7	-1	129764181	129867993	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000124096	7	-1	129764181	132725079	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000117872	7	-1	129764242	129867975	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000122054	7	-1	129765439	129867921	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000121064	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000117754	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000120715	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000119260	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000117089	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000117691	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000117858	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000120141	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000117357	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000122448	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000118296	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000121080	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000117073	7	-1	129765689	129863587	Fgfr2	protein_coding
ENSMUSG00000030850	ENSMUST00000035458	7	-1	129993223	130121260	Ate1	protein_coding
ENSMUSG00000030850	ENSMUST00000033139	7	-1	129993223	130121310	Ate1	protein_coding
ENSMUSG00000030850	ENSMUST00000207041	7	-1	129996257	130109227	Ate1	protein_coding
ENSMUSG00000030850	ENSMUST00000216011	7	-1	129996288	130121191	Ate1	protein_coding
ENSMUSG00000030850	ENSMUST00000178534	7	-1	129996288	130121691	Ate1	protein_coding
ENSMUSG00000030850	ENSMUST00000094017	7	-1	129996288	130122099	Ate1	protein_coding
ENSMUSG00000040331	ENSMUST00000160289	7	-1	130134256	130149111	Nsmce4a	protein_coding
ENSMUSG00000030852	ENSMUST00000207918	7	1	130179168	130318569	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000215492	7	1	130179214	130228571	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000084513	7	1	130179214	130366438	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000059145	7	1	130179214	130366514	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000207549	7	1	130247960	130366438	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000209108	7	1	130247973	130363179	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000033141	7	1	130294286	130366514	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000207282	7	1	130294495	130366514	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000239258	7	1	130315407	130342684	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000207395	7	1	130330480	130366493	Tacc2	protein_coding
ENSMUSG00000030852	ENSMUST00000207376	7	1	130331113	130366515	Tacc2	protein_coding
ENSMUSG00000040298	ENSMUST00000048453	7	1	130375799	130427629	Btbd16	protein_coding
ENSMUSG00000040298	ENSMUST00000208593	7	1	130375897	130426190	Btbd16	protein_coding
ENSMUSG00000040268	ENSMUST00000120441	7	1	130467486	130515042	Plekha1	protein_coding
ENSMUSG00000040268	ENSMUST00000075181	7	1	130467628	130513798	Plekha1	protein_coding
ENSMUSG00000040268	ENSMUST00000151119	7	1	130467633	130511551	Plekha1	protein_coding
ENSMUSG00000040268	ENSMUST00000048180	7	1	130467640	130515032	Plekha1	protein_coding
ENSMUSG00000040268	ENSMUST00000126355	7	1	130506634	130512893	Plekha1	protein_coding
ENSMUSG00000006205	ENSMUST00000006367	7	1	130537933	130587390	Htra1	protein_coding
ENSMUSG00000047517	ENSMUST00000084509	7	1	130633776	130723357	Dmbt1	protein_coding
ENSMUSG00000047517	ENSMUST00000213064	7	1	130633783	130723357	Dmbt1	protein_coding
ENSMUSG00000047517	ENSMUST00000208311	7	1	130633799	130723357	Dmbt1	protein_coding
ENSMUSG00000047517	ENSMUST00000209015	7	1	130710191	130723357	Dmbt1	protein_coding
ENSMUSG00000013668	ENSMUST00000070980	7	-1	130739442	130748043	4933402N03Rik	protein_coding
ENSMUSG00000006204	ENSMUST00000050586	7	1	130776131	130852674	Cdcp3	protein_coding
ENSMUSG00000006204	ENSMUST00000208921	7	1	130776150	130908180	Cdcp3	protein_coding
ENSMUSG00000006204	ENSMUST00000128522	7	1	130811982	130836738	Cdcp3	protein_coding
ENSMUSG00000040205	ENSMUST00000046611	7	-1	130910283	130924021	Cuzd1	protein_coding
ENSMUSG00000030858	ENSMUST00000188899	7	-1	130927673	130931245	Fam24b	protein_coding
ENSMUSG00000030858	ENSMUST00000033146	7	-1	130927828	130929054	Fam24b	protein_coding
ENSMUSG00000030859	ENSMUST00000207439	7	1	130935593	130938656	Fam24a	protein_coding
ENSMUSG00000030859	ENSMUST00000207784	7	1	130936227	130938590	Fam24a	protein_coding
ENSMUSG00000030859	ENSMUST00000084505	7	1	130936351	130938445	Fam24a	protein_coding
ENSMUSG00000040177	ENSMUST00000059438	7	-1	130939949	130964488	2310057M21Rik	protein_coding
ENSMUSG00000040177	ENSMUST00000207354	7	-1	130952658	130964183	2310057M21Rik	protein_coding
ENSMUSG00000040177	ENSMUST00000207305	7	-1	130962656	130964116	2310057M21Rik	protein_coding
ENSMUSG00000063179	ENSMUST00000075610	7	1	130972870	130989568	Pstk	protein_coding
ENSMUSG00000063179	ENSMUST00000128092	7	1	130975452	130989565	Pstk	protein_coding
ENSMUSG00000063179	ENSMUST00000207489	7	1	130975851	130994497	Pstk	protein_coding
ENSMUSG00000063179	ENSMUST00000133284	7	1	130985717	130989561	Pstk	protein_coding
ENSMUSG00000040167	ENSMUST00000046306	7	-1	130990381	131012250	Ikzf5	protein_coding
ENSMUSG00000040167	ENSMUST00000121033	7	-1	130992097	131012226	Ikzf5	protein_coding
ENSMUSG00000040167	ENSMUST00000154602	7	-1	130994255	131012107	Ikzf5	protein_coding
ENSMUSG00000040167	ENSMUST00000207243	7	-1	130994376	131012202	Ikzf5	protein_coding
ENSMUSG00000040167	ENSMUST00000128432	7	-1	130995124	131012224	Ikzf5	protein_coding
ENSMUSG00000040167	ENSMUST00000142349	7	-1	130998470	131012134	Ikzf5	protein_coding
ENSMUSG00000030861	ENSMUST00000015829	7	1	131012330	131050673	Acadsb	protein_coding
ENSMUSG00000030861	ENSMUST00000117518	7	1	131012432	131046492	Acadsb	protein_coding
ENSMUSG00000030861	ENSMUST00000133277	7	1	131012504	131030515	Acadsb	protein_coding
ENSMUSG00000040148	ENSMUST00000046093	7	1	131144596	131146654	Hmx3	protein_coding
ENSMUSG00000050100	ENSMUST00000183219	7	1	131150502	131158318	Hmx2	protein_coding
ENSMUSG00000050100	ENSMUST00000051997	7	1	131155790	131159743	Hmx2	protein_coding
ENSMUSG00000066979	ENSMUST00000084502	7	1	131161951	131173621	Bub3	protein_coding
ENSMUSG00000066979	ENSMUST00000207231	7	1	131162168	131169925	Bub3	protein_coding
ENSMUSG00000066979	ENSMUST00000208571	7	1	131162338	131170450	Bub3	protein_coding
ENSMUSG00000066979	ENSMUST00000207442	7	1	131162439	131172893	Bub3	protein_coding
ENSMUSG00000040125	ENSMUST00000045840	7	1	131568189	131596134	Gpr26	protein_coding
ENSMUSG00000030862	ENSMUST00000209155	7	-1	131634416	131650847	Cpxm2	protein_coding
ENSMUSG00000030862	ENSMUST00000033149	7	-1	131644545	131756468	Cpxm2	protein_coding
ENSMUSG00000030930	ENSMUST00000077472	7	-1	131837509	131918443	Chst15	protein_coding
ENSMUSG00000030930	ENSMUST00000080215	7	-1	131837509	131918957	Chst15	protein_coding
ENSMUSG00000030934	ENSMUST00000084500	7	-1	132159207	132178127	Oat	protein_coding
ENSMUSG00000030934	ENSMUST00000211545	7	-1	132171743	132177447	Oat	protein_coding
ENSMUSG00000048528	ENSMUST00000054562	7	-1	132196607	132201366	Nkx1-2	protein_coding
ENSMUSG00000030946	ENSMUST00000033241	7	1	132212368	132308149	Lhpp	protein_coding
ENSMUSG00000030946	ENSMUST00000106170	7	1	132212396	132272338	Lhpp	protein_coding
ENSMUSG00000030956	ENSMUST00000097999	7	-1	132313811	132415257	Fam53b	protein_coding
ENSMUSG00000030956	ENSMUST00000065371	7	-1	132313813	132388648	Fam53b	protein_coding
ENSMUSG00000030956	ENSMUST00000097998	7	-1	132313817	132415615	Fam53b	protein_coding
ENSMUSG00000030956	ENSMUST00000106169	7	-1	132314535	132404493	Fam53b	protein_coding
ENSMUSG00000030956	ENSMUST00000106168	7	-1	132315094	132378645	Fam53b	protein_coding
ENSMUSG00000030956	ENSMUST00000106166	7	-1	132360997	132388664	Fam53b	protein_coding
ENSMUSG00000030956	ENSMUST00000106165	7	-1	132360997	132414824	Fam53b	protein_coding
ENSMUSG00000030956	ENSMUST00000134946	7	-1	132361832	132415458	Fam53b	protein_coding
ENSMUSG00000030956	ENSMUST00000140865	7	-1	132380865	132409109	Fam53b	protein_coding
ENSMUSG00000030960	ENSMUST00000033257	7	-1	132429186	132454402	Eef1akmt2	protein_coding
ENSMUSG00000030960	ENSMUST00000120425	7	-1	132429338	132454345	Eef1akmt2	protein_coding
ENSMUSG00000030965	ENSMUST00000084497	7	1	132460954	132486840	Abraxas2	protein_coding
ENSMUSG00000030965	ENSMUST00000106161	7	1	132460973	132483038	Abraxas2	protein_coding
ENSMUSG00000030967	ENSMUST00000106157	7	1	132532871	132588120	Zranb1	protein_coding
ENSMUSG00000030967	ENSMUST00000215716	7	1	132549897	132585680	Zranb1	protein_coding
ENSMUSG00000030967	ENSMUST00000033265	7	1	132551313	132585725	Zranb1	protein_coding
ENSMUSG00000030970	ENSMUST00000169570	7	-1	132589307	132616977	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000166439	7	-1	132589313	132724895	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000033269	7	-1	132589350	132725096	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000168958	7	-1	132593456	132625486	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000172341	7	-1	132596923	132723929	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000163601	7	-1	132616386	132725075	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000167218	7	-1	132616851	132724344	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000170459	7	-1	132616893	132725154	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000171882	7	-1	132627431	132726083	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000155996	7	-1	132627449	132713520	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000171022	7	-1	132627450	132725041	Ctbp2	protein_coding
ENSMUSG00000030970	ENSMUST00000171968	7	-1	132627493	132725585	Ctbp2	protein_coding
ENSMUSG00000030976	ENSMUST00000033275	7	-1	133188753	133203887	Tex36	protein_coding
ENSMUSG00000039990	ENSMUST00000051169	7	1	133239272	133274700	Edrf1	protein_coding
ENSMUSG00000039990	ENSMUST00000128901	7	1	133239422	133273908	Edrf1	protein_coding
ENSMUSG00000039990	ENSMUST00000176661	7	1	133267655	133273658	Edrf1	protein_coding
ENSMUSG00000030981	ENSMUST00000033278	7	-1	133275999	133281790	Mmp21	protein_coding
ENSMUSG00000030981	ENSMUST00000122136	7	-1	133276085	133281790	Mmp21	protein_coding
ENSMUSG00000030979	ENSMUST00000106146	7	-1	133288085	133310687	Uros	protein_coding
ENSMUSG00000030979	ENSMUST00000106145	7	-1	133288085	133310798	Uros	protein_coding
ENSMUSG00000030979	ENSMUST00000033276	7	-1	133288094	133311010	Uros	protein_coding
ENSMUSG00000030979	ENSMUST00000106144	7	-1	133293863	133310788	Uros	protein_coding
ENSMUSG00000030979	ENSMUST00000209636	7	-1	133300931	133304267	Uros	protein_coding
ENSMUSG00000030979	ENSMUST00000153698	7	-1	133303568	133304345	Uros	protein_coding
ENSMUSG00000030979	ENSMUST00000124759	7	-1	133303622	133310786	Uros	protein_coding
ENSMUSG00000030979	ENSMUST00000151348	7	-1	133303624	133311801	Uros	protein_coding
ENSMUSG00000030983	ENSMUST00000033282	7	1	133311062	133322874	Bccip	protein_coding
ENSMUSG00000030986	ENSMUST00000033290	7	-1	133322671	133378532	Dhx32	protein_coding
ENSMUSG00000030986	ENSMUST00000106139	7	-1	133322777	133378430	Dhx32	protein_coding
ENSMUSG00000030986	ENSMUST00000063669	7	-1	133322839	133384455	Dhx32	protein_coding
ENSMUSG00000030986	ENSMUST00000149876	7	-1	133350593	133361558	Dhx32	protein_coding
ENSMUSG00000030986	ENSMUST00000130182	7	-1	133350738	133378416	Dhx32	protein_coding
ENSMUSG00000030986	ENSMUST00000135989	7	-1	133361407	133378238	Dhx32	protein_coding
ENSMUSG00000053111	ENSMUST00000065359	7	1	133378590	133483261	Fank1	protein_coding
ENSMUSG00000053111	ENSMUST00000209511	7	1	133378597	133482568	Fank1	protein_coding
ENSMUSG00000053111	ENSMUST00000151031	7	1	133378620	133478560	Fank1	protein_coding
ENSMUSG00000053111	ENSMUST00000121560	7	1	133378671	133482594	Fank1	protein_coding
ENSMUSG00000053111	ENSMUST00000211077	7	1	133391214	133471063	Fank1	protein_coding
ENSMUSG00000054555	ENSMUST00000067680	7	-1	133484928	133826826	Adam12	protein_coding
ENSMUSG00000054555	ENSMUST00000138363	7	-1	133487925	133562994	Adam12	protein_coding
ENSMUSG00000054555	ENSMUST00000134504	7	-1	133577204	133833734	Adam12	protein_coding
ENSMUSG00000054555	ENSMUST00000127524	7	-1	133583141	133833875	Adam12	protein_coding
ENSMUSG00000030994	ENSMUST00000094002	7	-1	133867508	133978557	D7Ertd443e	protein_coding
ENSMUSG00000030994	ENSMUST00000172947	7	-1	133867991	133966613	D7Ertd443e	protein_coding
ENSMUSG00000030994	ENSMUST00000106129	7	-1	133868004	133943715	D7Ertd443e	protein_coding
ENSMUSG00000030994	ENSMUST00000174700	7	-1	133868543	133950645	D7Ertd443e	protein_coding
ENSMUSG00000030994	ENSMUST00000238294	7	-1	133950910	134100713	D7Ertd443e	protein_coding
ENSMUSG00000030994	ENSMUST00000173195	7	-1	133951282	133978560	D7Ertd443e	protein_coding
ENSMUSG00000030994	ENSMUST00000173754	7	-1	133951403	133978554	D7Ertd443e	protein_coding
ENSMUSG00000058325	ENSMUST00000211593	7	1	134272416	134384915	Dock1	protein_coding
ENSMUSG00000058325	ENSMUST00000084488	7	1	134272416	134775368	Dock1	protein_coding
ENSMUSG00000058325	ENSMUST00000210121	7	1	134379184	134384912	Dock1	protein_coding
ENSMUSG00000073805	ENSMUST00000171394	7	-1	134485784	134540159	Insyn2a	protein_coding
ENSMUSG00000073804	ENSMUST00000210907	7	1	134860432	134874671	Nps	protein_coding
ENSMUSG00000073804	ENSMUST00000210697	7	1	134870237	134874670	Nps	protein_coding
ENSMUSG00000073804	ENSMUST00000097983	7	1	134870368	134874671	Nps	protein_coding
ENSMUSG00000048377	ENSMUST00000060356	7	1	135012037	135015351	Foxi2	protein_coding
ENSMUSG00000048377	ENSMUST00000238917	7	1	135012096	135015344	Foxi2	protein_coding
ENSMUSG00000050866	ENSMUST00000053716	7	-1	135113195	135130383	Clrn3	protein_coding
ENSMUSG00000041836	ENSMUST00000211140	7	1	135139210	135288022	Ptpre	protein_coding
ENSMUSG00000041836	ENSMUST00000073961	7	1	135139553	135288022	Ptpre	protein_coding
ENSMUSG00000041836	ENSMUST00000209256	7	1	135139568	135285243	Ptpre	protein_coding
ENSMUSG00000041836	ENSMUST00000211788	7	1	135195117	135285084	Ptpre	protein_coding
ENSMUSG00000041836	ENSMUST00000210833	7	1	135207557	135285081	Ptpre	protein_coding
ENSMUSG00000041836	ENSMUST00000209979	7	1	135253666	135288022	Ptpre	protein_coding
ENSMUSG00000031004	ENSMUST00000033310	7	-1	135291513	135318090	Mki67	protein_coding
ENSMUSG00000031004	ENSMUST00000211238	7	-1	135306365	135312640	Mki67	protein_coding
ENSMUSG00000054612	ENSMUST00000081510	7	1	136496343	136731995	Mgmt	protein_coding
ENSMUSG00000010476	ENSMUST00000169486	7	-1	136795402	136916174	Ebf3	protein_coding
ENSMUSG00000010476	ENSMUST00000033378	7	-1	136795450	136916174	Ebf3	protein_coding
ENSMUSG00000010476	ENSMUST00000106118	7	-1	136796422	136916143	Ebf3	protein_coding
ENSMUSG00000010476	ENSMUST00000168203	7	-1	136796427	136916143	Ebf3	protein_coding
ENSMUSG00000010476	ENSMUST00000210774	7	-1	136796970	136915715	Ebf3	protein_coding
ENSMUSG00000010476	ENSMUST00000209578	7	-1	136797613	136869267	Ebf3	protein_coding
ENSMUSG00000040139	ENSMUST00000068996	7	-1	136977303	137012491	9430038I01Rik	protein_coding
ENSMUSG00000040139	ENSMUST00000117404	7	-1	136977866	137012464	9430038I01Rik	protein_coding
ENSMUSG00000040139	ENSMUST00000120340	7	-1	136984775	137012461	9430038I01Rik	protein_coding
ENSMUSG00000031068	ENSMUST00000064404	7	1	137039343	137070323	Glrx3	protein_coding
ENSMUSG00000031068	ENSMUST00000211496	7	1	137039384	137068694	Glrx3	protein_coding
ENSMUSG00000031068	ENSMUST00000209696	7	1	137039385	137065861	Glrx3	protein_coding
ENSMUSG00000091002	ENSMUST00000160436	7	-1	137810703	137999457	Tcerg1l	protein_coding
ENSMUSG00000041775	ENSMUST00000119664	7	-1	138437552	138448002	Mapk1ip1	protein_coding
ENSMUSG00000041775	ENSMUST00000075667	7	-1	138437562	138447989	Mapk1ip1	protein_coding
ENSMUSG00000041775	ENSMUST00000118810	7	-1	138437607	138447986	Mapk1ip1	protein_coding
ENSMUSG00000041769	ENSMUST00000041097	7	1	138448088	138484786	Ppp2r2d	protein_coding
ENSMUSG00000041769	ENSMUST00000155672	7	1	138448324	138484783	Ppp2r2d	protein_coding
ENSMUSG00000078566	ENSMUST00000106112	7	-1	138492565	138511235	Bnip3	protein_coding
ENSMUSG00000078566	ENSMUST00000130500	7	-1	138496010	138511224	Bnip3	protein_coding
ENSMUSG00000056856	ENSMUST00000106111	7	1	138542459	138663892	Jakmip3	protein_coding
ENSMUSG00000056856	ENSMUST00000166163	7	1	138542459	138663892	Jakmip3	protein_coding
ENSMUSG00000025478	ENSMUST00000026551	7	1	138665917	138682620	Dpysl4	protein_coding
ENSMUSG00000025478	ENSMUST00000145499	7	1	138668281	138674347	Dpysl4	protein_coding
ENSMUSG00000025478	ENSMUST00000121184	7	1	138669163	138681693	Dpysl4	protein_coding
ENSMUSG00000015981	ENSMUST00000016125	7	-1	138683554	138768433	Stk32c	protein_coding
ENSMUSG00000015981	ENSMUST00000165870	7	-1	138683554	138793223	Stk32c	protein_coding
ENSMUSG00000015980	ENSMUST00000016124	7	1	138792904	138822895	Lrrc27	protein_coding
ENSMUSG00000015980	ENSMUST00000156768	7	1	138792927	138798207	Lrrc27	protein_coding
ENSMUSG00000015980	ENSMUST00000106104	7	1	138793188	138808924	Lrrc27	protein_coding
ENSMUSG00000015980	ENSMUST00000135509	7	1	138794591	138801336	Lrrc27	protein_coding
ENSMUSG00000060260	ENSMUST00000093993	7	1	138828398	138847891	Pwwp2b	protein_coding
ENSMUSG00000060260	ENSMUST00000172136	7	1	138828403	138847077	Pwwp2b	protein_coding
ENSMUSG00000025477	ENSMUST00000106098	7	1	138969025	139159568	Inpp5a	protein_coding
ENSMUSG00000025477	ENSMUST00000026550	7	1	138969026	139159568	Inpp5a	protein_coding
ENSMUSG00000025477	ENSMUST00000097975	7	1	138980405	139159141	Inpp5a	protein_coding
ENSMUSG00000041309	ENSMUST00000106095	7	-1	139161136	139162706	Nkx6-2	protein_coding
ENSMUSG00000049571	ENSMUST00000196540	7	-1	139180867	139186574	Cfap46	protein_coding
ENSMUSG00000049571	ENSMUST00000129990	7	-1	139180867	139263733	Cfap46	protein_coding
ENSMUSG00000049571	ENSMUST00000130453	7	-1	139255883	139263733	Cfap46	protein_coding
ENSMUSG00000025475	ENSMUST00000026548	7	1	139414090	139458004	Adgra1	protein_coding
ENSMUSG00000066129	ENSMUST00000053445	7	1	139474612	139521450	Kndc1	protein_coding
ENSMUSG00000066129	ENSMUST00000121839	7	1	139474755	139494368	Kndc1	protein_coding
ENSMUSG00000047751	ENSMUST00000168457	7	1	139523702	139525025	Utf1	protein_coding
ENSMUSG00000073795	ENSMUST00000097970	7	-1	139552216	139558668	Spef1l	protein_coding
ENSMUSG00000073795	ENSMUST00000209335	7	-1	139552355	139558632	Spef1l	protein_coding
ENSMUSG00000073795	ENSMUST00000210254	7	-1	139552355	139558632	Spef1l	protein_coding
ENSMUSG00000073795	ENSMUST00000121412	7	-1	139555410	139558636	Spef1l	protein_coding
ENSMUSG00000025473	ENSMUST00000026546	7	-1	139558845	139572461	Adam8	protein_coding
ENSMUSG00000025473	ENSMUST00000106069	7	-1	139558845	139572475	Adam8	protein_coding
ENSMUSG00000025473	ENSMUST00000148670	7	-1	139563767	139572475	Adam8	protein_coding
ENSMUSG00000025474	ENSMUST00000026547	7	-1	139575909	139616179	Tubgcp2	protein_coding
ENSMUSG00000025474	ENSMUST00000211638	7	-1	139575961	139616582	Tubgcp2	protein_coding
ENSMUSG00000025474	ENSMUST00000209574	7	-1	139610933	139616245	Tubgcp2	protein_coding
ENSMUSG00000025470	ENSMUST00000168194	7	1	139616325	139620515	Zfp511	protein_coding
ENSMUSG00000025470	ENSMUST00000210882	7	1	139616441	139620515	Zfp511	protein_coding
ENSMUSG00000025469	ENSMUST00000055353	7	-1	139626070	139629002	Msx3	protein_coding
ENSMUSG00000025469	ENSMUST00000172775	7	-1	139626287	139629001	Msx3	protein_coding
ENSMUSG00000025468	ENSMUST00000026541	7	-1	139649793	139662421	Caly	protein_coding
ENSMUSG00000025468	ENSMUST00000211044	7	-1	139649794	139662140	Caly	protein_coding
ENSMUSG00000025468	ENSMUST00000211283	7	-1	139649800	139662461	Caly	protein_coding
ENSMUSG00000025468	ENSMUST00000166758	7	-1	139649802	139662181	Caly	protein_coding
ENSMUSG00000025467	ENSMUST00000026540	7	1	139673308	139677113	Prap1	protein_coding
ENSMUSG00000025466	ENSMUST00000120034	7	-1	139676683	139682316	Fuom	protein_coding
ENSMUSG00000025466	ENSMUST00000142105	7	-1	139679383	139682289	Fuom	protein_coding
ENSMUSG00000025466	ENSMUST00000026539	7	-1	139679383	139682354	Fuom	protein_coding
ENSMUSG00000025466	ENSMUST00000128527	7	-1	139679802	139682257	Fuom	protein_coding
ENSMUSG00000025466	ENSMUST00000121115	7	-1	139680470	139682319	Fuom	protein_coding
ENSMUSG00000025465	ENSMUST00000026538	7	-1	139685623	139696389	Echs1	protein_coding
ENSMUSG00000025464	ENSMUST00000211757	7	1	139695712	139709106	Paox	protein_coding
ENSMUSG00000025464	ENSMUST00000026537	7	1	139705570	139717137	Paox	protein_coding
ENSMUSG00000025464	ENSMUST00000097967	7	1	139705621	139714247	Paox	protein_coding
ENSMUSG00000039018	ENSMUST00000036977	7	1	139717477	139730699	Mtg1	protein_coding
ENSMUSG00000039018	ENSMUST00000124253	7	1	139717876	139720176	Mtg1	protein_coding
ENSMUSG00000045733	ENSMUST00000059241	7	-1	139730541	139734790	Sprn	protein_coding
ENSMUSG00000045733	ENSMUST00000156791	7	-1	139730877	139733454	Sprn	protein_coding
ENSMUSG00000051180	ENSMUST00000050585	7	-1	139739912	139744677	Olfr522	protein_coding
ENSMUSG00000051051	ENSMUST00000209314	7	1	139753130	139758671	Olfr523	protein_coding
ENSMUSG00000051051	ENSMUST00000213953	7	1	139753130	139758671	Olfr523	protein_coding
ENSMUSG00000051051	ENSMUST00000214272	7	1	139753148	139758671	Olfr523	protein_coding
ENSMUSG00000051051	ENSMUST00000215785	7	1	139753148	139758671	Olfr523	protein_coding
