ENSMUSG00000005534	ENSMUST00000207100	8	-1	3224795	3242717	Insr	protein_coding
ENSMUSG00000031880	ENSMUST00000212163	8	-1	105357244	105357872	Rrad	protein_coding
ENSMUSG00000031879	ENSMUST00000164884	8	-1	105366470	105368597	Ciao2b	protein_coding
ENSMUSG00000031879	ENSMUST00000093234	8	-1	105366480	105368333	Ciao2b	protein_coding
ENSMUSG00000055730	ENSMUST00000034346	8	1	105460635	105468262	Ces2a	protein_coding
ENSMUSG00000055730	ENSMUST00000164182	8	1	105460650	105468266	Ces2a	protein_coding
ENSMUSG00000055730	ENSMUST00000159303	8	1	105466240	105467909	Ces2a	protein_coding
ENSMUSG00000050097	ENSMUST00000059449	8	1	105558204	105566725	Ces2b	protein_coding
ENSMUSG00000061825	ENSMUST00000055052	8	1	105573700	105581115	Ces2c	protein_coding
ENSMUSG00000031886	ENSMUST00000034355	8	1	105652892	105661304	Ces2e	protein_coding
ENSMUSG00000031886	ENSMUST00000109410	8	1	105652896	105661300	Ces2e	protein_coding
ENSMUSG00000062826	ENSMUST00000076384	8	1	105673988	105682594	Ces2f	protein_coding
ENSMUSG00000062826	ENSMUST00000212926	8	1	105673988	105682594	Ces2f	protein_coding
ENSMUSG00000031877	ENSMUST00000043183	8	1	105688350	105696169	Ces2g	protein_coding
ENSMUSG00000091813	ENSMUST00000172032	8	1	105727485	105747810	Ces2h	protein_coding
ENSMUSG00000069922	ENSMUST00000093222	8	1	105775233	105785045	Ces3a	protein_coding
ENSMUSG00000069922	ENSMUST00000093223	8	1	105775235	105785045	Ces3a	protein_coding
ENSMUSG00000062181	ENSMUST00000093221	8	1	105810387	105820561	Ces3b	protein_coding
ENSMUSG00000062181	ENSMUST00000074403	8	1	105810395	105820223	Ces3b	protein_coding
ENSMUSG00000060560	ENSMUST00000161289	8	1	105858432	105876741	Ces4a	protein_coding
ENSMUSG00000031885	ENSMUST00000052209	8	1	105897306	105944621	Cbfb	protein_coding
ENSMUSG00000031885	ENSMUST00000109392	8	1	105897321	105944613	Cbfb	protein_coding
ENSMUSG00000031885	ENSMUST00000109395	8	1	105897376	105944613	Cbfb	protein_coding
ENSMUSG00000031885	ENSMUST00000109394	8	1	105897577	105944613	Cbfb	protein_coding
ENSMUSG00000031889	ENSMUST00000034361	8	1	105951777	105979685	D230025D16Rik	protein_coding
ENSMUSG00000031889	ENSMUST00000132964	8	1	105957600	105966671	D230025D16Rik	protein_coding
ENSMUSG00000069920	ENSMUST00000136822	8	-1	105979270	105981785	B3gnt9	protein_coding
ENSMUSG00000069920	ENSMUST00000093217	8	-1	105979271	105981783	B3gnt9	protein_coding
ENSMUSG00000069920	ENSMUST00000161745	8	-1	105980954	105981783	B3gnt9	protein_coding
ENSMUSG00000031887	ENSMUST00000034359	8	-1	105984918	105991241	Tradd	protein_coding
ENSMUSG00000033313	ENSMUST00000036221	8	1	105991280	105995958	Fbxl8	protein_coding
ENSMUSG00000033249	ENSMUST00000036127	8	1	105996433	106002477	Hsf4	protein_coding
ENSMUSG00000033249	ENSMUST00000163734	8	1	105996433	106002477	Hsf4	protein_coding
ENSMUSG00000033249	ENSMUST00000172525	8	1	105996488	106002368	Hsf4	protein_coding
ENSMUSG00000033249	ENSMUST00000174837	8	1	105996506	106002290	Hsf4	protein_coding
ENSMUSG00000033249	ENSMUST00000173859	8	1	105996506	106002477	Hsf4	protein_coding
ENSMUSG00000014776	ENSMUST00000014920	8	1	106002772	106008571	Nol3	protein_coding
ENSMUSG00000014837	ENSMUST00000212922	8	-1	106007041	106015682	4931428F04Rik	protein_coding
ENSMUSG00000014837	ENSMUST00000014981	8	-1	106007041	106016496	4931428F04Rik	protein_coding
ENSMUSG00000014837	ENSMUST00000171788	8	-1	106007042	106016160	4931428F04Rik	protein_coding
ENSMUSG00000014837	ENSMUST00000212219	8	-1	106008314	106015710	4931428F04Rik	protein_coding
ENSMUSG00000043251	ENSMUST00000057855	8	-1	106016556	106022730	Exoc3l	protein_coding
ENSMUSG00000014859	ENSMUST00000015003	8	1	106024295	106032002	E2f4	protein_coding
ENSMUSG00000014791	ENSMUST00000109375	8	1	106032241	106037392	Elmo3	protein_coding
ENSMUSG00000014791	ENSMUST00000212033	8	1	106032245	106036609	Elmo3	protein_coding
ENSMUSG00000041679	ENSMUST00000070508	8	-1	106038973	106052908	Lrrc29	protein_coding
ENSMUSG00000041679	ENSMUST00000210801	8	-1	106038975	106052906	Lrrc29	protein_coding
ENSMUSG00000041679	ENSMUST00000210412	8	-1	106038980	106052891	Lrrc29	protein_coding
ENSMUSG00000014856	ENSMUST00000015000	8	1	106052986	106055689	Tmem208	protein_coding
ENSMUSG00000014856	ENSMUST00000098453	8	1	106053027	106061851	Tmem208	protein_coding
ENSMUSG00000014778	ENSMUST00000014922	8	-1	106055795	106074585	Fhod1	protein_coding
ENSMUSG00000014786	ENSMUST00000073149	8	1	106075475	106095375	Slc9a5	protein_coding
ENSMUSG00000014782	ENSMUST00000160650	8	1	106099906	106102192	Plekhg4	protein_coding
ENSMUSG00000014782	ENSMUST00000214056	8	1	106100451	106108873	Plekhg4	protein_coding
ENSMUSG00000014782	ENSMUST00000160191	8	1	106102013	106108873	Plekhg4	protein_coding
ENSMUSG00000014782	ENSMUST00000014927	8	1	106102013	106109494	Plekhg4	protein_coding
ENSMUSG00000051648	ENSMUST00000167294	8	-1	106109439	106140134	Kctd19	protein_coding
ENSMUSG00000051648	ENSMUST00000063071	8	-1	106109439	106140134	Kctd19	protein_coding
ENSMUSG00000051648	ENSMUST00000168196	8	-1	106109574	106112049	Kctd19	protein_coding
ENSMUSG00000054320	ENSMUST00000213547	8	1	106140254	106190709	Lrrc36	protein_coding
ENSMUSG00000054320	ENSMUST00000109355	8	1	106140254	106190718	Lrrc36	protein_coding
ENSMUSG00000054320	ENSMUST00000216765	8	1	106140260	106190711	Lrrc36	protein_coding
ENSMUSG00000054320	ENSMUST00000067305	8	1	106154272	106190718	Lrrc36	protein_coding
ENSMUSG00000014846	ENSMUST00000014990	8	-1	106194125	106198158	Tppp3	protein_coding
ENSMUSG00000014846	ENSMUST00000177126	8	-1	106194301	106196042	Tppp3	protein_coding
ENSMUSG00000014846	ENSMUST00000176419	8	-1	106194315	106195294	Tppp3	protein_coding
ENSMUSG00000039199	ENSMUST00000212303	8	-1	106199055	106223502	Zdhhc1	protein_coding
ENSMUSG00000039199	ENSMUST00000044286	8	-1	106199113	106210982	Zdhhc1	protein_coding
ENSMUSG00000031891	ENSMUST00000034363	8	1	106245387	106250620	Hsd11b2	protein_coding
ENSMUSG00000013160	ENSMUST00000013304	8	-1	106251097	106292679	Atp6v0d1	protein_coding
ENSMUSG00000005705	ENSMUST00000005849	8	-1	106293330	106294930	Agrp	protein_coding
ENSMUSG00000005705	ENSMUST00000194091	8	-1	106293330	106364025	Agrp	protein_coding
ENSMUSG00000005705	ENSMUST00000194654	8	-1	106293430	106306477	Agrp	protein_coding
ENSMUSG00000038604	ENSMUST00000043531	8	1	106331887	106348851	Ripor1	protein_coding
ENSMUSG00000005698	ENSMUST00000005841	8	1	106363211	106409554	Ctcf	protein_coding
ENSMUSG00000050357	ENSMUST00000213019	8	1	106412906	106424775	Carmil2	protein_coding
ENSMUSG00000038000	ENSMUST00000042608	8	-1	106423051	106427716	Acd	protein_coding
ENSMUSG00000005699	ENSMUST00000098444	8	1	106427786	106430125	Pard6a	protein_coding
ENSMUSG00000005699	ENSMUST00000212352	8	1	106427819	106430122	Pard6a	protein_coding
ENSMUSG00000005699	ENSMUST00000093195	8	1	106428279	106430124	Pard6a	protein_coding
ENSMUSG00000005699	ENSMUST00000211888	8	1	106428279	106430128	Pard6a	protein_coding
ENSMUSG00000005699	ENSMUST00000212430	8	1	106428281	106430125	Pard6a	protein_coding
ENSMUSG00000013155	ENSMUST00000013299	8	-1	106430284	106434565	Enkd1	protein_coding
ENSMUSG00000013158	ENSMUST00000013302	8	1	106434923	106436878	4933405L10Rik	protein_coding
ENSMUSG00000013158	ENSMUST00000211852	8	1	106434935	106436800	4933405L10Rik	protein_coding
ENSMUSG00000013150	ENSMUST00000013294	8	-1	106440486	106485296	Gfod2	protein_coding
ENSMUSG00000013150	ENSMUST00000155038	8	-1	106444049	106485262	Gfod2	protein_coding
ENSMUSG00000037415	ENSMUST00000239468	8	-1	106494940	106553982	Ranbp10	protein_coding
ENSMUSG00000037415	ENSMUST00000041400	8	-1	106494940	106553982	Ranbp10	protein_coding
ENSMUSG00000031893	ENSMUST00000212566	8	1	106554363	106571312	Tsnaxip1	protein_coding
ENSMUSG00000031893	ENSMUST00000034365	8	1	106554376	106571308	Tsnaxip1	protein_coding
ENSMUSG00000036672	ENSMUST00000040776	8	-1	106571309	106578686	Cenpt	protein_coding
ENSMUSG00000036442	ENSMUST00000040445	8	1	106581764	106583582	Thap11	protein_coding
ENSMUSG00000008450	ENSMUST00000008594	8	1	106587212	106605962	Nutf2	protein_coding
ENSMUSG00000008450	ENSMUST00000212610	8	1	106587277	106602201	Nutf2	protein_coding
ENSMUSG00000008450	ENSMUST00000212484	8	1	106587277	106603153	Nutf2	protein_coding
ENSMUSG00000008450	ENSMUST00000212200	8	1	106587297	106603155	Nutf2	protein_coding
ENSMUSG00000008450	ENSMUST00000212042	8	1	106587615	106605611	Nutf2	protein_coding
ENSMUSG00000036270	ENSMUST00000040254	8	1	106607513	106619857	Edc4	protein_coding
ENSMUSG00000036270	ENSMUST00000119261	8	1	106607583	106619840	Edc4	protein_coding
ENSMUSG00000036270	ENSMUST00000132680	8	1	106614010	106616164	Edc4	protein_coding
ENSMUSG00000036270	ENSMUST00000145618	8	1	106614024	106615345	Edc4	protein_coding
ENSMUSG00000044287	ENSMUST00000060167	8	1	106620199	106621655	Nrn1l	protein_coding
ENSMUSG00000044287	ENSMUST00000118920	8	1	106620204	106621649	Nrn1l	protein_coding
ENSMUSG00000048310	ENSMUST00000049699	8	1	106627073	106658410	Pskh1	protein_coding
ENSMUSG00000031896	ENSMUST00000034368	8	-1	106658635	106660494	Ctrl	protein_coding
ENSMUSG00000031897	ENSMUST00000034369	8	-1	106662371	106665076	Psmb10	protein_coding
ENSMUSG00000035237	ENSMUST00000038896	8	-1	106666183	106670014	Lcat	protein_coding
ENSMUSG00000017765	ENSMUST00000116429	8	-1	106670222	106692676	Slc12a4	protein_coding
ENSMUSG00000017765	ENSMUST00000034370	8	-1	106670225	106692729	Slc12a4	protein_coding
ENSMUSG00000017765	ENSMUST00000132231	8	-1	106680515	106691052	Slc12a4	protein_coding
ENSMUSG00000031898	ENSMUST00000034371	8	-1	106700145	106706061	Dpep3	protein_coding
ENSMUSG00000053687	ENSMUST00000117555	8	-1	106711576	106718381	Dpep2	protein_coding
ENSMUSG00000115067	ENSMUST00000081998	8	-1	106711577	106723055	Dpep2	protein_coding
ENSMUSG00000053687	ENSMUST00000034373	8	-1	106711582	106718391	Dpep2	protein_coding
ENSMUSG00000115067	ENSMUST00000227363	8	-1	106711582	106723026	Dpep2	protein_coding
ENSMUSG00000031901	ENSMUST00000142898	8	1	106717969	106742474	Dus2	protein_coding
ENSMUSG00000115768	ENSMUST00000227778	8	-1	106722098	106732607	Dpep2nb	protein_coding
ENSMUSG00000045538	ENSMUST00000058579	8	-1	106736253	106738514	Ddx28	protein_coding
ENSMUSG00000031901	ENSMUST00000034375	8	1	106738139	106780451	Dus2	protein_coding
ENSMUSG00000031902	ENSMUST00000212742	8	1	106785472	106854674	Nfatc3	protein_coding
ENSMUSG00000031902	ENSMUST00000211991	8	1	106785472	106855075	Nfatc3	protein_coding
ENSMUSG00000031902	ENSMUST00000109308	8	1	106786265	106857169	Nfatc3	protein_coding
ENSMUSG00000084128	ENSMUST00000115979	8	-1	106856951	106863606	Esrp2	protein_coding
ENSMUSG00000084128	ENSMUST00000146940	8	-1	106858857	106863445	Esrp2	protein_coding
ENSMUSG00000031903	ENSMUST00000212963	8	1	106877031	106891344	Pla2g15	protein_coding
ENSMUSG00000031903	ENSMUST00000034377	8	1	106877031	106891347	Pla2g15	protein_coding
ENSMUSG00000031904	ENSMUST00000034378	8	1	106895489	106925338	Slc7a6	protein_coding
ENSMUSG00000031904	ENSMUST00000212421	8	1	106895518	106919850	Slc7a6	protein_coding
ENSMUSG00000031904	ENSMUST00000211824	8	1	106895737	106919115	Slc7a6	protein_coding
ENSMUSG00000031904	ENSMUST00000212802	8	1	106904983	106906292	Slc7a6	protein_coding
ENSMUSG00000033106	ENSMUST00000035925	8	-1	106927349	106937565	Slc7a6os	protein_coding
ENSMUSG00000060098	ENSMUST00000071592	8	1	106937568	106979426	Prmt7	protein_coding
ENSMUSG00000060098	ENSMUST00000109297	8	1	106937655	106962021	Prmt7	protein_coding
ENSMUSG00000060098	ENSMUST00000109296	8	1	106937850	106953901	Prmt7	protein_coding
ENSMUSG00000060098	ENSMUST00000128201	8	1	106939158	106964691	Prmt7	protein_coding
ENSMUSG00000031906	ENSMUST00000067512	8	-1	106979180	107064620	Smpd3	protein_coding
ENSMUSG00000031906	ENSMUST00000212896	8	-1	106981522	107007610	Smpd3	protein_coding
ENSMUSG00000031907	ENSMUST00000034382	8	1	107141971	107152521	Zfp90	protein_coding
ENSMUSG00000031907	ENSMUST00000212606	8	1	107141980	107152527	Zfp90	protein_coding
ENSMUSG00000031907	ENSMUST00000212874	8	1	107142031	107152361	Zfp90	protein_coding
ENSMUSG00000061048	ENSMUST00000080797	8	1	107237523	107283929	Cdh3	protein_coding
ENSMUSG00000000303	ENSMUST00000000312	8	1	107329983	107396878	Cdh1	protein_coding
ENSMUSG00000000303	ENSMUST00000167688	8	1	107330011	107395994	Cdh1	protein_coding
ENSMUSG00000041949	ENSMUST00000048359	8	1	107409700	107578071	Tango6	protein_coding
ENSMUSG00000041949	ENSMUST00000211979	8	1	107409778	107432894	Tango6	protein_coding
ENSMUSG00000031910	ENSMUST00000034385	8	1	107596874	107609534	Has3	protein_coding
ENSMUSG00000031910	ENSMUST00000176144	8	1	107597468	107607829	Has3	protein_coding
ENSMUSG00000031910	ENSMUST00000175987	8	1	107597523	107611198	Has3	protein_coding
ENSMUSG00000046691	ENSMUST00000177068	8	-1	107610495	107620225	Chtf8	protein_coding
ENSMUSG00000117748	ENSMUST00000169312	8	-1	107610522	107620225	Derpc	protein_coding
ENSMUSG00000046691	ENSMUST00000175940	8	-1	107610526	107619847	Chtf8	protein_coding
ENSMUSG00000046691	ENSMUST00000176090	8	-1	107612677	107620147	Chtf8	protein_coding
ENSMUSG00000046691	ENSMUST00000176515	8	-1	107612754	107620233	Chtf8	protein_coding
ENSMUSG00000041438	ENSMUST00000212272	8	1	107620268	107621258	Utp4	protein_coding
ENSMUSG00000041438	ENSMUST00000047629	8	1	107620283	107649720	Utp4	protein_coding
ENSMUSG00000041308	ENSMUST00000212524	8	1	107662382	107746346	Sntb2	protein_coding
ENSMUSG00000041308	ENSMUST00000047425	8	1	107662383	107739812	Sntb2	protein_coding
ENSMUSG00000031913	ENSMUST00000034388	8	1	107757854	107772387	Vps4a	protein_coding
ENSMUSG00000031916	ENSMUST00000095517	8	-1	107772921	107783321	Cog8	protein_coding
ENSMUSG00000031916	ENSMUST00000034391	8	-1	107772927	107783316	Cog8	protein_coding
ENSMUSG00000078931	ENSMUST00000055316	8	-1	107773152	107775246	Pdf	protein_coding
ENSMUSG00000031917	ENSMUST00000034392	8	1	107783509	107787563	Nip7	protein_coding
ENSMUSG00000031917	ENSMUST00000170962	8	1	107783533	107785298	Nip7	protein_coding
ENSMUSG00000031919	ENSMUST00000034393	8	-1	107788108	107792276	Tmed6	protein_coding
ENSMUSG00000031921	ENSMUST00000133925	8	-1	107796032	107823177	Terf2	protein_coding
ENSMUSG00000031921	ENSMUST00000068421	8	-1	107796034	107823177	Terf2	protein_coding
ENSMUSG00000031921	ENSMUST00000068388	8	-1	107796560	107823146	Terf2	protein_coding
ENSMUSG00000031921	ENSMUST00000116425	8	-1	107802149	107823179	Terf2	protein_coding
ENSMUSG00000031924	ENSMUST00000034400	8	1	107877272	107914103	Cyb5b	protein_coding
ENSMUSG00000003847	ENSMUST00000169453	8	1	108020102	108106148	Nfat5	protein_coding
ENSMUSG00000003847	ENSMUST00000151114	8	1	108020141	108097291	Nfat5	protein_coding
ENSMUSG00000003847	ENSMUST00000125721	8	1	108020191	108098810	Nfat5	protein_coding
ENSMUSG00000003847	ENSMUST00000075922	8	1	108020191	108106140	Nfat5	protein_coding
ENSMUSG00000003847	ENSMUST00000077440	8	1	108065439	108106148	Nfat5	protein_coding
ENSMUSG00000003847	ENSMUST00000144100	8	1	108065545	108097291	Nfat5	protein_coding
ENSMUSG00000003847	ENSMUST00000147588	8	1	108082452	108100162	Nfat5	protein_coding
ENSMUSG00000003849	ENSMUST00000003947	8	-1	108114857	108129838	Nqo1	protein_coding
ENSMUSG00000003848	ENSMUST00000003946	8	-1	108139121	108151681	Nob1	protein_coding
ENSMUSG00000031930	ENSMUST00000166615	8	1	108162997	108285227	Wwp2	protein_coding
ENSMUSG00000031930	ENSMUST00000213097	8	1	108163016	108184605	Wwp2	protein_coding
ENSMUSG00000031930	ENSMUST00000212205	8	1	108163032	108283844	Wwp2	protein_coding
ENSMUSG00000031930	ENSMUST00000212543	8	1	108271644	108283845	Wwp2	protein_coding
ENSMUSG00000039067	ENSMUST00000044106	8	-1	108307013	108315096	Psmd7	protein_coding
ENSMUSG00000038872	ENSMUST00000220518	8	1	108669276	109688262	Zfhx3	protein_coding
ENSMUSG00000038872	ENSMUST00000188994	8	1	109429732	109526902	Zfhx3	protein_coding
ENSMUSG00000038872	ENSMUST00000043896	8	1	109441276	109688262	Zfhx3	protein_coding
ENSMUSG00000031727	ENSMUST00000034162	8	1	110220659	110269272	Pmfbp1	protein_coding
ENSMUSG00000037993	ENSMUST00000042601	8	-1	110274643	110292493	Dhx38	protein_coding
ENSMUSG00000031723	ENSMUST00000034159	8	1	110292524	110300683	Txnl4b	protein_coding
ENSMUSG00000031723	ENSMUST00000178445	8	1	110295520	110300155	Txnl4b	protein_coding
ENSMUSG00000031722	ENSMUST00000074898	8	-1	110301760	110305804	Hp	protein_coding
ENSMUSG00000031730	ENSMUST00000123605	8	-1	110320109	110335255	Dhodh	protein_coding
ENSMUSG00000031730	ENSMUST00000143900	8	-1	110320379	110335255	Dhodh	protein_coding
ENSMUSG00000031730	ENSMUST00000128350	8	-1	110329935	110335305	Dhodh	protein_coding
ENSMUSG00000048827	ENSMUST00000057344	8	1	110341149	110397353	Pkd1l3	protein_coding
ENSMUSG00000048827	ENSMUST00000212537	8	1	110341149	110399224	Pkd1l3	protein_coding
ENSMUSG00000048827	ENSMUST00000109242	8	1	110341149	110399224	Pkd1l3	protein_coding
ENSMUSG00000048827	ENSMUST00000212545	8	1	110374117	110401018	Pkd1l3	protein_coding
ENSMUSG00000031729	ENSMUST00000034164	8	-1	110397957	110419892	Ist1	protein_coding
ENSMUSG00000031728	ENSMUST00000212964	8	1	110432178	110451564	Zfp821	protein_coding
ENSMUSG00000031728	ENSMUST00000034163	8	1	110432181	110451564	Zfp821	protein_coding
ENSMUSG00000031728	ENSMUST00000212192	8	1	110432252	110451221	Zfp821	protein_coding
ENSMUSG00000031728	ENSMUST00000212000	8	1	110432720	110451564	Zfp821	protein_coding
ENSMUSG00000069895	ENSMUST00000093162	8	-1	110453083	110464371	Atxn1l	protein_coding
ENSMUSG00000069895	ENSMUST00000212605	8	-1	110453087	110464354	Atxn1l	protein_coding
ENSMUSG00000069895	ENSMUST00000212726	8	-1	110460148	110464371	Atxn1l	protein_coding
ENSMUSG00000031731	ENSMUST00000093157	8	1	110505186	110590836	Ap1g1	protein_coding
ENSMUSG00000031731	ENSMUST00000034171	8	1	110505538	110587990	Ap1g1	protein_coding
ENSMUSG00000031731	ENSMUST00000179104	8	1	110589740	110590835	Ap1g1	protein_coding
ENSMUSG00000031732	ENSMUST00000179721	8	1	110595235	110671302	Phlpp2	protein_coding
ENSMUSG00000031732	ENSMUST00000034175	8	1	110595243	110671303	Phlpp2	protein_coding
ENSMUSG00000001672	ENSMUST00000001722	8	-1	110674546	110688800	Marveld3	protein_coding
ENSMUSG00000001672	ENSMUST00000051430	8	-1	110679543	110688835	Marveld3	protein_coding
ENSMUSG00000001670	ENSMUST00000001720	8	1	110717069	110726435	Tat	protein_coding
ENSMUSG00000001670	ENSMUST00000143741	8	1	110717138	110721326	Tat	protein_coding
ENSMUSG00000035930	ENSMUST00000109222	8	-1	110755785	110765986	Chst4	protein_coding
ENSMUSG00000035930	ENSMUST00000211894	8	-1	110755785	110766372	Chst4	protein_coding
ENSMUSG00000035930	ENSMUST00000212934	8	-1	110756907	110766009	Chst4	protein_coding
ENSMUSG00000044676	ENSMUST00000212754	8	1	110806394	110819373	Zfp612	protein_coding
ENSMUSG00000044676	ENSMUST00000058804	8	1	110806396	110817642	Zfp612	protein_coding
ENSMUSG00000091041	ENSMUST00000165700	8	-1	110809435	110829385	Gm17720	protein_coding
ENSMUSG00000095941	ENSMUST00000213641	8	1	110827839	110838593	Tle7	protein_coding
ENSMUSG00000095941	ENSMUST00000219454	8	1	110835424	110838593	Tle7	protein_coding
ENSMUSG00000095941	ENSMUST00000178785	8	1	110836404	110838394	Tle7	protein_coding
ENSMUSG00000003657	ENSMUST00000212297	8	-1	110864134	110894842	Calb2	protein_coding
ENSMUSG00000003657	ENSMUST00000003754	8	-1	110869170	110894838	Calb2	protein_coding
ENSMUSG00000046441	ENSMUST00000189685	8	1	110942297	110947846	Cmtr2	protein_coding
ENSMUSG00000046441	ENSMUST00000056972	8	1	110944621	110951118	Cmtr2	protein_coding
ENSMUSG00000059854	ENSMUST00000043141	8	1	110993609	111336885	Hydin	protein_coding
ENSMUSG00000010936	ENSMUST00000034190	8	1	111345231	111447030	Vac14	protein_coding
ENSMUSG00000033763	ENSMUST00000052457	8	1	111448108	111468032	Mtss2	protein_coding
ENSMUSG00000033763	ENSMUST00000144041	8	1	111452358	111466567	Mtss2	protein_coding
ENSMUSG00000033763	ENSMUST00000149273	8	1	111453978	111464285	Mtss2	protein_coding
ENSMUSG00000033763	ENSMUST00000141302	8	1	111453989	111464705	Mtss2	protein_coding
ENSMUSG00000031750	ENSMUST00000150680	8	-1	111468472	111532504	Il34	protein_coding
ENSMUSG00000031750	ENSMUST00000076846	8	-1	111468472	111532535	Il34	protein_coding
ENSMUSG00000033732	ENSMUST00000042012	8	-1	111536871	111573408	Sf3b3	protein_coding
ENSMUSG00000031753	ENSMUST00000165867	8	1	111573232	111608527	Cog4	protein_coding
ENSMUSG00000031753	ENSMUST00000172668	8	1	111573666	111578977	Cog4	protein_coding
ENSMUSG00000031753	ENSMUST00000034203	8	1	111573666	111608859	Cog4	protein_coding
ENSMUSG00000031753	ENSMUST00000174398	8	1	111573686	111608497	Cog4	protein_coding
ENSMUSG00000031753	ENSMUST00000174679	8	1	111576503	111608853	Cog4	protein_coding
ENSMUSG00000033703	ENSMUST00000041382	8	-1	111609095	111629091	Fcsk	protein_coding
ENSMUSG00000031749	ENSMUST00000117534	8	1	111646554	111696455	St3gal2	protein_coding
ENSMUSG00000031749	ENSMUST00000034197	8	1	111646554	111699112	St3gal2	protein_coding
ENSMUSG00000015023	ENSMUST00000040416	8	-1	111701628	111724432	Ddx19a	protein_coding
ENSMUSG00000033658	ENSMUST00000040241	8	-1	111729820	111754396	Ddx19b	protein_coding
ENSMUSG00000033658	ENSMUST00000065784	8	-1	111733291	111758383	Ddx19b	protein_coding
ENSMUSG00000031960	ENSMUST00000125268	8	1	111759776	111763582	Aars	protein_coding
ENSMUSG00000031960	ENSMUST00000034441	8	1	111760534	111784296	Aars	protein_coding
ENSMUSG00000109941	ENSMUST00000210390	8	1	111782971	111784296	Exosc6	protein_coding
ENSMUSG00000033633	ENSMUST00000188466	8	-1	111796129	111808494	Clec18a	protein_coding
ENSMUSG00000033633	ENSMUST00000039597	8	-1	111796129	111808720	Clec18a	protein_coding
ENSMUSG00000033624	ENSMUST00000135302	8	1	111821262	111839211	Pdpr	protein_coding
ENSMUSG00000033624	ENSMUST00000039333	8	1	111821273	111863706	Pdpr	protein_coding
ENSMUSG00000003316	ENSMUST00000169020	8	-1	111881053	111985848	Glg1	protein_coding
ENSMUSG00000003316	ENSMUST00000168741	8	-1	111884157	111904408	Glg1	protein_coding
ENSMUSG00000003316	ENSMUST00000003404	8	-1	111884530	111985848	Glg1	protein_coding
ENSMUSG00000033596	ENSMUST00000038739	8	-1	111997576	112026854	Rfwd3	protein_coding
ENSMUSG00000012519	ENSMUST00000056157	8	-1	112038429	112064809	Mlkl	protein_coding
ENSMUSG00000012519	ENSMUST00000120432	8	-1	112038432	112064809	Mlkl	protein_coding
ENSMUSG00000012519	ENSMUST00000145862	8	-1	112058449	112064425	Mlkl	protein_coding
ENSMUSG00000033579	ENSMUST00000038475	8	-1	112071773	112120456	Fa2h	protein_coding
ENSMUSG00000031959	ENSMUST00000038193	8	-1	112175429	112248724	Wdr59	protein_coding
ENSMUSG00000031959	ENSMUST00000034437	8	-1	112175651	112248702	Wdr59	protein_coding
ENSMUSG00000031959	ENSMUST00000211981	8	-1	112176840	112248619	Wdr59	protein_coding
ENSMUSG00000033545	ENSMUST00000172856	8	1	112262729	112352352	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000171182	8	1	112263272	112352662	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000168428	8	1	112263272	112352662	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000095176	8	1	112263474	112350410	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000173506	8	1	112263752	112349605	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000173726	8	1	112264095	112348568	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000174454	8	1	112264210	112349234	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000174333	8	1	112264975	112349203	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000166859	8	1	112264975	112352662	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000173781	8	1	112267891	112348296	Znrf1	protein_coding
ENSMUSG00000033545	ENSMUST00000173819	8	1	112335928	112348407	Znrf1	protein_coding
ENSMUSG00000031958	ENSMUST00000070004	8	-1	112352903	112357006	Ldhd	protein_coding
ENSMUSG00000055835	ENSMUST00000212072	8	1	112370033	112397640	Zfp1	protein_coding
ENSMUSG00000055835	ENSMUST00000077791	8	1	112370138	112397643	Zfp1	protein_coding
ENSMUSG00000055835	ENSMUST00000211926	8	1	112370169	112397314	Zfp1	protein_coding
ENSMUSG00000031957	ENSMUST00000034435	8	-1	112413151	112417642	Ctrb1	protein_coding
ENSMUSG00000031955	ENSMUST00000166232	8	-1	112437106	112470441	Bcar1	protein_coding
ENSMUSG00000031955	ENSMUST00000212349	8	-1	112437109	112458768	Bcar1	protein_coding
ENSMUSG00000031954	ENSMUST00000034432	8	-1	112495123	112580923	Cfdp1	protein_coding
ENSMUSG00000031953	ENSMUST00000034431	8	-1	112589670	112603382	Tmem170	protein_coding
ENSMUSG00000031952	ENSMUST00000034430	8	-1	112615768	112637079	Chst5	protein_coding
ENSMUSG00000031951	ENSMUST00000034429	8	-1	112638643	112660513	Tmem231	protein_coding
ENSMUSG00000031950	ENSMUST00000034428	8	1	112667335	112680244	Gabarapl2	protein_coding
ENSMUSG00000031949	ENSMUST00000034427	8	-1	112693540	112718934	Adat1	protein_coding
ENSMUSG00000031949	ENSMUST00000139820	8	-1	112697497	112718934	Adat1	protein_coding
ENSMUSG00000031949	ENSMUST00000120457	8	-1	112698185	112717044	Adat1	protein_coding
ENSMUSG00000031948	ENSMUST00000093120	8	-1	112720075	112737898	Kars	protein_coding
