ENSMUSG00000046201	ENSMUST00000232048	17	1	3165524	3209620	Scaf8	protein_coding
ENSMUSG00000090115	ENSMUST00000145314	17	1	47960546	47983109	Usp49	protein_coding
ENSMUSG00000090115	ENSMUST00000152724	17	1	47983645	47991981	Usp49	protein_coding
ENSMUSG00000033475	ENSMUST00000113302	17	-1	47997571	47999108	Tomm6	protein_coding
ENSMUSG00000033475	ENSMUST00000113301	17	-1	47997665	47998993	Tomm6	protein_coding
ENSMUSG00000096549	ENSMUST00000113299	17	-1	47999442	48002401	Prickle4	protein_coding
ENSMUSG00000096549	ENSMUST00000113300	17	-1	47999442	48003391	Prickle4	protein_coding
ENSMUSG00000023266	ENSMUST00000156118	17	1	47999955	48010476	Frs3	protein_coding
ENSMUSG00000096549	ENSMUST00000152214	17	-1	48000503	48002328	Prickle4	protein_coding
ENSMUSG00000023266	ENSMUST00000113296	17	1	48006123	48015211	Frs3	protein_coding
ENSMUSG00000023987	ENSMUST00000024782	17	1	48037767	48045407	Pgc	protein_coding
ENSMUSG00000023987	ENSMUST00000144955	17	1	48037769	48043318	Pgc	protein_coding
ENSMUSG00000023990	ENSMUST00000086932	17	1	48047955	48103344	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000126258	17	1	48048525	48097009	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000113288	17	1	48048853	48103340	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000113284	17	1	48049828	48099995	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000137845	17	1	48065251	48097009	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000125177	17	1	48070100	48097121	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000130208	17	1	48074095	48097222	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000160373	17	1	48080163	48097224	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000159641	17	1	48080163	48097226	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000141631	17	1	48093800	48097302	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000024786	17	1	48096645	48103340	Tfeb	protein_coding
ENSMUSG00000023990	ENSMUST00000146782	17	1	48097080	48103341	Tfeb	protein_coding
ENSMUSG00000032717	ENSMUST00000113280	17	-1	48126253	48144166	Mdfi	protein_coding
ENSMUSG00000032717	ENSMUST00000066368	17	-1	48126253	48145616	Mdfi	protein_coding
ENSMUSG00000032717	ENSMUST00000035375	17	-1	48126261	48144216	Mdfi	protein_coding
ENSMUSG00000032717	ENSMUST00000131971	17	-1	48126964	48144094	Mdfi	protein_coding
ENSMUSG00000032717	ENSMUST00000152455	17	-1	48131762	48144197	Mdfi	protein_coding
ENSMUSG00000032717	ENSMUST00000132125	17	-1	48131851	48144170	Mdfi	protein_coding
ENSMUSG00000032717	ENSMUST00000129360	17	-1	48135524	48144155	Mdfi	protein_coding
ENSMUSG00000023991	ENSMUST00000113265	17	-1	48178058	48235570	Foxp4	protein_coding
ENSMUSG00000023991	ENSMUST00000113263	17	-1	48178689	48235325	Foxp4	protein_coding
ENSMUSG00000023991	ENSMUST00000097311	17	-1	48178689	48235360	Foxp4	protein_coding
ENSMUSG00000023991	ENSMUST00000113262	17	-1	48178693	48235401	Foxp4	protein_coding
ENSMUSG00000023991	ENSMUST00000154108	17	-1	48189405	48189878	Foxp4	protein_coding
ENSMUSG00000094928	ENSMUST00000178823	17	-1	48347554	48349102	1700122O11Rik	protein_coding
ENSMUSG00000021545	ENSMUST00000022028	17	1	48399839	48401438	1700067P10Rik	protein_coding
ENSMUSG00000021545	ENSMUST00000233043	17	1	48400202	48401437	1700067P10Rik	protein_coding
ENSMUSG00000073386	ENSMUST00000063481	17	-1	48436215	48453439	9830107B12Rik	protein_coding
ENSMUSG00000073386	ENSMUST00000233337	17	-1	48436895	48453349	9830107B12Rik	protein_coding
ENSMUSG00000073386	ENSMUST00000233614	17	-1	48437871	48453422	9830107B12Rik	protein_coding
ENSMUSG00000043939	ENSMUST00000053612	17	-1	48459065	48474385	A530064D06Rik	protein_coding
ENSMUSG00000043939	ENSMUST00000027764	17	-1	48459595	48474384	A530064D06Rik	protein_coding
ENSMUSG00000042265	ENSMUST00000113251	17	1	48539796	48553390	Trem1	protein_coding
ENSMUSG00000042265	ENSMUST00000048782	17	1	48539799	48553952	Trem1	protein_coding
ENSMUSG00000041754	ENSMUST00000048065	17	1	48554805	48565869	Trem3	protein_coding
ENSMUSG00000051682	ENSMUST00000059873	17	1	48571323	48582388	Treml4	protein_coding
ENSMUSG00000051682	ENSMUST00000154335	17	1	48571365	48581521	Treml4	protein_coding
ENSMUSG00000051682	ENSMUST00000136272	17	1	48571365	48581521	Treml4	protein_coding
ENSMUSG00000051682	ENSMUST00000125426	17	1	48571369	48581694	Treml4	protein_coding
ENSMUSG00000051682	ENSMUST00000153420	17	1	48571401	48581528	Treml4	protein_coding
ENSMUSG00000071068	ENSMUST00000233092	17	1	48606968	48617049	Treml2	protein_coding
ENSMUSG00000071068	ENSMUST00000170941	17	1	48607414	48619561	Treml2	protein_coding
ENSMUSG00000043740	ENSMUST00000049614	17	1	48623169	48634052	B430306N03Rik	protein_coding
ENSMUSG00000023992	ENSMUST00000024791	17	1	48653429	48659301	Trem2	protein_coding
ENSMUSG00000023992	ENSMUST00000113237	17	1	48653516	48659301	Trem2	protein_coding
ENSMUSG00000023993	ENSMUST00000224001	17	1	48666944	48674174	Treml1	protein_coding
ENSMUSG00000023993	ENSMUST00000024792	17	1	48666944	48674204	Treml1	protein_coding
ENSMUSG00000023993	ENSMUST00000225849	17	1	48666947	48674049	Treml1	protein_coding
ENSMUSG00000023994	ENSMUST00000078800	17	-1	48693913	48716793	Nfya	protein_coding
ENSMUSG00000023994	ENSMUST00000162460	17	-1	48693917	48716934	Nfya	protein_coding
ENSMUSG00000023994	ENSMUST00000046719	17	-1	48693924	48716793	Nfya	protein_coding
ENSMUSG00000023994	ENSMUST00000159063	17	-1	48696033	48707572	Nfya	protein_coding
ENSMUSG00000023994	ENSMUST00000160319	17	-1	48696109	48716758	Nfya	protein_coding
ENSMUSG00000023994	ENSMUST00000159237	17	-1	48696137	48700251	Nfya	protein_coding
ENSMUSG00000023994	ENSMUST00000161256	17	-1	48696252	48700487	Nfya	protein_coding
ENSMUSG00000023994	ENSMUST00000161117	17	-1	48699044	48706066	Nfya	protein_coding
ENSMUSG00000023994	ENSMUST00000159535	17	-1	48699072	48716769	Nfya	protein_coding
ENSMUSG00000040771	ENSMUST00000167180	17	1	48717042	48724282	Oard1	protein_coding
ENSMUSG00000040771	ENSMUST00000046651	17	1	48717108	48724294	Oard1	protein_coding
ENSMUSG00000040771	ENSMUST00000233426	17	1	48717120	48718658	Oard1	protein_coding
ENSMUSG00000040694	ENSMUST00000046549	17	-1	48726259	48739958	Apobec2	protein_coding
ENSMUSG00000023995	ENSMUST00000024794	17	-1	48755463	48758550	Tspo2	protein_coding
ENSMUSG00000023995	ENSMUST00000162481	17	-1	48755547	48757101	Tspo2	protein_coding
ENSMUSG00000023995	ENSMUST00000159988	17	-1	48755596	48757098	Tspo2	protein_coding
ENSMUSG00000043592	ENSMUST00000074574	17	1	48761929	48775714	Unc5cl	protein_coding
ENSMUSG00000043592	ENSMUST00000162132	17	1	48769394	48772057	Unc5cl	protein_coding
ENSMUSG00000040490	ENSMUST00000046254	17	1	49239407	49404616	Lrfn2	protein_coding
ENSMUSG00000064120	ENSMUST00000165390	17	1	49735390	49744969	Mocs1	protein_coding
ENSMUSG00000064120	ENSMUST00000024797	17	1	49735392	49762460	Mocs1	protein_coding
ENSMUSG00000064120	ENSMUST00000173033	17	1	49735438	49762463	Mocs1	protein_coding
ENSMUSG00000064120	ENSMUST00000173430	17	1	49759312	49762463	Mocs1	protein_coding
ENSMUSG00000040260	ENSMUST00000057610	17	-1	49765455	49871371	Daam2	protein_coding
ENSMUSG00000040260	ENSMUST00000224595	17	-1	49787270	49871365	Daam2	protein_coding
ENSMUSG00000023999	ENSMUST00000162854	17	1	49922200	50216875	Kif6	protein_coding
ENSMUSG00000039316	ENSMUST00000044503	17	-1	50299285	50497702	Rftn1	protein_coding
ENSMUSG00000039316	ENSMUST00000113195	17	-1	50300288	50401360	Rftn1	protein_coding
ENSMUSG00000010592	ENSMUST00000233248	17	-1	50586423	50599920	Dazl	protein_coding
ENSMUSG00000010592	ENSMUST00000010736	17	-1	50586425	50600664	Dazl	protein_coding
ENSMUSG00000010592	ENSMUST00000232796	17	-1	50588079	50594609	Dazl	protein_coding
ENSMUSG00000038910	ENSMUST00000043938	17	1	50816431	50995512	Plcl2	protein_coding
ENSMUSG00000023923	ENSMUST00000024717	17	-1	51040152	51486196	Tbc1d5	protein_coding
ENSMUSG00000023923	ENSMUST00000224528	17	-1	51041032	51486339	Tbc1d5	protein_coding
ENSMUSG00000023927	ENSMUST00000144331	17	-1	52043215	52139700	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000169480	17	-1	52043216	52133616	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000133574	17	-1	52045922	52140318	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000176669	17	-1	52046480	52117947	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000129667	17	-1	52046483	52133594	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000152830	17	-1	52046499	52122032	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000140979	17	-1	52046504	52119708	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000129205	17	-1	52111394	52128119	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000124222	17	-1	52112391	52139047	Satb1	protein_coding
ENSMUSG00000023927	ENSMUST00000148559	17	-1	52116217	52133616	Satb1	protein_coding
ENSMUSG00000035580	ENSMUST00000039366	17	1	52909737	53286222	Kcnh8	protein_coding
ENSMUSG00000023931	ENSMUST00000024725	17	-1	53705917	53770349	Efhb	protein_coding
ENSMUSG00000017831	ENSMUST00000017975	17	1	53786262	53814708	Rab5a	protein_coding
ENSMUSG00000044957	ENSMUST00000056198	17	-1	53814488	53846479	Pp2d1	protein_coding
ENSMUSG00000000708	ENSMUST00000000724	17	1	53873999	53979748	Kat2b	protein_coding
ENSMUSG00000000708	ENSMUST00000164390	17	1	53891154	53945450	Kat2b	protein_coding
ENSMUSG00000000708	ENSMUST00000166525	17	1	53951725	53979099	Kat2b	protein_coding
ENSMUSG00000023940	ENSMUST00000024736	17	-1	53981814	53996361	Sgo1	protein_coding
ENSMUSG00000023122	ENSMUST00000023886	17	-1	54136665	54153367	Sult1c2	protein_coding
ENSMUSG00000023943	ENSMUST00000024738	17	-1	54268643	54297702	Sult1c1	protein_coding
ENSMUSG00000023945	ENSMUST00000095712	17	-1	54580618	54606062	Slc5a7	protein_coding
ENSMUSG00000023945	ENSMUST00000233758	17	-1	54604063	54605484	Slc5a7	protein_coding
ENSMUSG00000024172	ENSMUST00000133899	17	1	55752383	55790033	St6gal2	protein_coding
ENSMUSG00000024172	ENSMUST00000086878	17	1	55752390	55806227	St6gal2	protein_coding
ENSMUSG00000024172	ENSMUST00000025000	17	1	55752551	55821582	St6gal2	protein_coding
ENSMUSG00000091504	ENSMUST00000168440	17	-1	55897370	55932192	Vmn2r118	protein_coding
ENSMUSG00000024174	ENSMUST00000086876	17	-1	55958951	56019578	Pot1b	protein_coding
ENSMUSG00000024174	ENSMUST00000233972	17	-1	55961583	56019624	Pot1b	protein_coding
ENSMUSG00000024174	ENSMUST00000233557	17	-1	56002173	56019607	Pot1b	protein_coding
ENSMUSG00000032915	ENSMUST00000025004	17	1	56056984	56160662	Adgre4	protein_coding
ENSMUSG00000057835	ENSMUST00000079642	17	-1	56171892	56185930	Zfp119a	protein_coding
ENSMUSG00000003198	ENSMUST00000224379	17	1	56199093	56204665	Zfp959	protein_coding
ENSMUSG00000003198	ENSMUST00000054780	17	1	56199120	56205928	Zfp959	protein_coding
ENSMUSG00000062101	ENSMUST00000056147	17	-1	56245381	56252259	Zfp119b	protein_coding
ENSMUSG00000062101	ENSMUST00000189452	17	-1	56245381	56256500	Zfp119b	protein_coding
ENSMUSG00000003206	ENSMUST00000003274	17	1	56259640	56264022	Ebi3	protein_coding
ENSMUSG00000003208	ENSMUST00000233661	17	1	56266099	56275281	Yju2	protein_coding
ENSMUSG00000003208	ENSMUST00000086869	17	1	56266174	56275285	Yju2	protein_coding
ENSMUSG00000039154	ENSMUST00000044216	17	1	56277467	56283617	Shd	protein_coding
ENSMUSG00000039154	ENSMUST00000225145	17	1	56277488	56279156	Shd	protein_coding
ENSMUSG00000039154	ENSMUST00000223629	17	1	56277589	56283620	Shd	protein_coding
ENSMUSG00000011589	ENSMUST00000011733	17	1	56293511	56303881	Fsd1	protein_coding
ENSMUSG00000038781	ENSMUST00000043785	17	-1	56304077	56312584	Stap2	protein_coding
ENSMUSG00000003199	ENSMUST00000133998	17	1	56312711	56318924	Mpnd	protein_coding
ENSMUSG00000003199	ENSMUST00000149441	17	1	56316201	56323790	Mpnd	protein_coding
ENSMUSG00000003199	ENSMUST00000162883	17	1	56316208	56323646	Mpnd	protein_coding
ENSMUSG00000003199	ENSMUST00000159996	17	1	56316231	56323653	Mpnd	protein_coding
ENSMUSG00000003199	ENSMUST00000159340	17	1	56316333	56323614	Mpnd	protein_coding
ENSMUSG00000003199	ENSMUST00000153197	17	1	56317440	56322497	Mpnd	protein_coding
ENSMUSG00000003200	ENSMUST00000003268	17	-1	56323750	56343635	Sh3gl1	protein_coding
ENSMUSG00000003200	ENSMUST00000233803	17	-1	56324264	56343576	Sh3gl1	protein_coding
ENSMUSG00000002835	ENSMUST00000002914	17	1	56347439	56377276	Chaf1a	protein_coding
ENSMUSG00000002835	ENSMUST00000232828	17	1	56364743	56375832	Chaf1a	protein_coding
ENSMUSG00000019578	ENSMUST00000019722	17	-1	56374045	56382028	Ubxn6	protein_coding
ENSMUSG00000019578	ENSMUST00000139371	17	-1	56377644	56381547	Ubxn6	protein_coding
ENSMUSG00000002833	ENSMUST00000226053	17	1	56386634	56407592	Hdgfl2	protein_coding
ENSMUSG00000002833	ENSMUST00000002911	17	1	56386638	56407596	Hdgfl2	protein_coding
ENSMUSG00000002833	ENSMUST00000225843	17	1	56386699	56407598	Hdgfl2	protein_coding
ENSMUSG00000002831	ENSMUST00000002908	17	-1	56407591	56416802	Plin4	protein_coding
ENSMUSG00000002831	ENSMUST00000238734	17	-1	56407591	56416803	Plin4	protein_coding
ENSMUSG00000002831	ENSMUST00000190703	17	-1	56407591	56416803	Plin4	protein_coding
ENSMUSG00000011305	ENSMUST00000019808	17	-1	56418601	56424596	Plin5	protein_coding
ENSMUSG00000011305	ENSMUST00000113072	17	-1	56418607	56424298	Plin5	protein_coding
ENSMUSG00000037095	ENSMUST00000041357	17	-1	56426678	56429001	Lrg1	protein_coding
ENSMUSG00000001227	ENSMUST00000001256	17	-1	56430085	56447343	Sema6b	protein_coding
ENSMUSG00000001227	ENSMUST00000167545	17	-1	56430767	56440843	Sema6b	protein_coding
ENSMUSG00000044469	ENSMUST00000077788	17	1	56469477	56480955	Tnfaip8l1	protein_coding
ENSMUSG00000019579	ENSMUST00000019723	17	-1	56482744	56490920	Mydgf	protein_coding
ENSMUSG00000001229	ENSMUST00000038794	17	-1	56493817	56525889	Dpp9	protein_coding
ENSMUSG00000043683	ENSMUST00000060253	17	1	56563810	56570610	Fem1a	protein_coding
ENSMUSG00000047123	ENSMUST00000058136	17	-1	56576319	56583786	Ticam1	protein_coding
ENSMUSG00000024197	ENSMUST00000019726	17	-1	56584476	56597511	Plin3	protein_coding
ENSMUSG00000024197	ENSMUST00000233070	17	-1	56591375	56599873	Plin3	protein_coding
ENSMUSG00000073380	ENSMUST00000097303	17	-1	56601111	56607286	Arrdc5	protein_coding
ENSMUSG00000073380	ENSMUST00000233911	17	-1	56601368	56607266	Arrdc5	protein_coding
ENSMUSG00000001228	ENSMUST00000001258	17	1	56610321	56630486	Uhrf1	protein_coding
ENSMUSG00000001228	ENSMUST00000113038	17	1	56610400	56630486	Uhrf1	protein_coding
ENSMUSG00000001228	ENSMUST00000113035	17	1	56611313	56630486	Uhrf1	protein_coding
ENSMUSG00000001228	ENSMUST00000113039	17	1	56611348	56630486	Uhrf1	protein_coding
ENSMUSG00000001228	ENSMUST00000142387	17	1	56611407	56617719	Uhrf1	protein_coding
ENSMUSG00000024201	ENSMUST00000139679	17	1	56633062	56663056	Kdm4b	protein_coding
ENSMUSG00000024201	ENSMUST00000025036	17	1	56633074	56709864	Kdm4b	protein_coding
ENSMUSG00000024201	ENSMUST00000086835	17	1	56633091	56709859	Kdm4b	protein_coding
ENSMUSG00000024201	ENSMUST00000141507	17	1	56700920	56709870	Kdm4b	protein_coding
ENSMUSG00000013236	ENSMUST00000223859	17	-1	56719426	56783439	Ptprs	protein_coding
ENSMUSG00000013236	ENSMUST00000086828	17	-1	56719431	56769216	Ptprs	protein_coding
ENSMUSG00000013236	ENSMUST00000067538	17	-1	56719433	56783483	Ptprs	protein_coding
ENSMUSG00000013236	ENSMUST00000224777	17	-1	56730394	56734994	Ptprs	protein_coding
ENSMUSG00000013236	ENSMUST00000225456	17	-1	56732502	56742009	Ptprs	protein_coding
ENSMUSG00000013236	ENSMUST00000223642	17	-1	56733494	56741982	Ptprs	protein_coding
ENSMUSG00000013236	ENSMUST00000223742	17	-1	56761966	56781627	Ptprs	protein_coding
ENSMUSG00000044526	ENSMUST00000052211	17	-1	56818248	56819431	Znrf4	protein_coding
ENSMUSG00000110218	ENSMUST00000209718	17	-1	56858414	56861387	Tincr	protein_coding
ENSMUSG00000042625	ENSMUST00000142752	17	-1	56867965	56871516	Safb2	protein_coding
ENSMUSG00000042625	ENSMUST00000124111	17	-1	56867973	56871567	Safb2	protein_coding
ENSMUSG00000042625	ENSMUST00000142940	17	-1	56869939	56874015	Safb2	protein_coding
ENSMUSG00000042625	ENSMUST00000075510	17	-1	56869939	56891585	Safb2	protein_coding
ENSMUSG00000042625	ENSMUST00000154991	17	-1	56870305	56874018	Safb2	protein_coding
ENSMUSG00000042625	ENSMUST00000131056	17	-1	56872997	56878438	Safb2	protein_coding
ENSMUSG00000071054	ENSMUST00000182533	17	1	56891974	56913219	Safb	protein_coding
ENSMUSG00000071054	ENSMUST00000182800	17	1	56891982	56900720	Safb	protein_coding
ENSMUSG00000071054	ENSMUST00000095224	17	1	56892059	56913294	Safb	protein_coding
ENSMUSG00000049760	ENSMUST00000052832	17	-1	56914452	56916771	Micos13	protein_coding
ENSMUSG00000057863	ENSMUST00000080492	17	1	56920416	56921243	Rpl36	protein_coding
ENSMUSG00000041168	ENSMUST00000047226	17	-1	56921297	56933887	Lonp1	protein_coding
ENSMUSG00000040828	ENSMUST00000112979	17	1	56935151	56971456	Catsperd	protein_coding
ENSMUSG00000040828	ENSMUST00000233947	17	1	56958782	56971454	Catsperd	protein_coding
ENSMUSG00000002372	ENSMUST00000002445	17	1	56980358	57018764	Ranbp3	protein_coding
ENSMUSG00000002372	ENSMUST00000233319	17	1	56980365	57018764	Ranbp3	protein_coding
ENSMUSG00000054723	ENSMUST00000067931	17	-1	57020936	57023977	Vmac	protein_coding
ENSMUSG00000054723	ENSMUST00000164907	17	-1	57020936	57024680	Vmac	protein_coding
ENSMUSG00000054723	ENSMUST00000233400	17	-1	57022623	57025022	Vmac	protein_coding
ENSMUSG00000054723	ENSMUST00000233208	17	-1	57022702	57024685	Vmac	protein_coding
ENSMUSG00000002379	ENSMUST00000002452	17	1	57024767	57029137	Ndufa11	protein_coding
ENSMUSG00000002379	ENSMUST00000233832	17	1	57024783	57029141	Ndufa11	protein_coding
ENSMUSG00000002379	ENSMUST00000233233	17	1	57024798	57028998	Ndufa11	protein_coding
ENSMUSG00000039481	ENSMUST00000044752	17	-1	57058325	57064530	Nrtn	protein_coding
ENSMUSG00000007603	ENSMUST00000007747	17	1	57071778	57076841	Dus3l	protein_coding
ENSMUSG00000090273	ENSMUST00000168666	17	1	57077276	57079134	Prr22	protein_coding
ENSMUSG00000024206	ENSMUST00000086801	17	-1	57082897	57138013	Rfx2	protein_coding
ENSMUSG00000024206	ENSMUST00000002444	17	-1	57082900	57138008	Rfx2	protein_coding
ENSMUSG00000024206	ENSMUST00000233000	17	-1	57093611	57137971	Rfx2	protein_coding
ENSMUSG00000024207	ENSMUST00000043062	17	-1	57150103	57181447	Acsbg2	protein_coding
ENSMUSG00000024209	ENSMUST00000025048	17	1	57182477	57195904	Acsbg3	protein_coding
ENSMUSG00000024212	ENSMUST00000025053	17	-1	57199611	57242415	Mllt1	protein_coding
ENSMUSG00000045019	ENSMUST00000056113	17	-1	57260490	57289126	Acer1	protein_coding
ENSMUSG00000002660	ENSMUST00000002735	17	1	57297305	57303188	Clpp	protein_coding
ENSMUSG00000002661	ENSMUST00000074141	17	1	57304339	57306311	Alkbh7	protein_coding
ENSMUSG00000002661	ENSMUST00000002737	17	1	57304343	57306322	Alkbh7	protein_coding
ENSMUSG00000002664	ENSMUST00000002740	17	-1	57306457	57307018	Pspn	protein_coding
ENSMUSG00000002658	ENSMUST00000002733	17	-1	57310405	57318288	Gtf2f1	protein_coding
ENSMUSG00000109739	ENSMUST00000210548	17	1	57318469	57328113	Gm17949	protein_coding
ENSMUSG00000007670	ENSMUST00000007814	17	-1	57328051	57338488	Khsrp	protein_coding
ENSMUSG00000007670	ENSMUST00000233480	17	-1	57328404	57338522	Khsrp	protein_coding
ENSMUSG00000007670	ENSMUST00000232759	17	-1	57329646	57331862	Khsrp	protein_coding
ENSMUSG00000011486	ENSMUST00000058661	17	-1	57339773	57348654	Slc25a41	protein_coding
ENSMUSG00000011486	ENSMUST00000169012	17	-1	57339925	57348647	Slc25a41	protein_coding
ENSMUSG00000046329	ENSMUST00000040280	17	-1	57350711	57366863	Slc25a23	protein_coding
ENSMUSG00000046329	ENSMUST00000163442	17	-1	57352199	57359824	Slc25a23	protein_coding
ENSMUSG00000046329	ENSMUST00000170015	17	-1	57352485	57360829	Slc25a23	protein_coding
ENSMUSG00000046329	ENSMUST00000171528	17	-1	57354051	57360582	Slc25a23	protein_coding
ENSMUSG00000044279	ENSMUST00000071826	17	1	57366105	57372912	Crb3	protein_coding
ENSMUSG00000044279	ENSMUST00000097299	17	1	57369231	57372918	Crb3	protein_coding
ENSMUSG00000044279	ENSMUST00000169543	17	1	57369283	57372917	Crb3	protein_coding
ENSMUSG00000044279	ENSMUST00000163763	17	1	57369299	57372427	Crb3	protein_coding
ENSMUSG00000044279	ENSMUST00000163628	17	1	57369508	57372164	Crb3	protein_coding
ENSMUSG00000002668	ENSMUST00000011623	17	-1	57373055	57385510	Dennd1c	protein_coding
ENSMUSG00000062591	ENSMUST00000071135	17	-1	57387066	57394782	Tubb4a	protein_coding
ENSMUSG00000035678	ENSMUST00000039490	17	1	57412325	57414757	Tnfsf9	protein_coding
ENSMUSG00000019489	ENSMUST00000019633	17	-1	57452997	57456777	Cd70	protein_coding
ENSMUSG00000005824	ENSMUST00000005976	17	-1	57496492	57501177	Tnfsf14	protein_coding
ENSMUSG00000024164	ENSMUST00000024988	17	-1	57510970	57535136	C3	protein_coding
ENSMUSG00000024164	ENSMUST00000177425	17	-1	57511007	57529827	C3	protein_coding
ENSMUSG00000024164	ENSMUST00000177046	17	-1	57513217	57535003	C3	protein_coding
ENSMUSG00000005823	ENSMUST00000233568	17	-1	57541635	57554672	Gpr108	protein_coding
ENSMUSG00000005823	ENSMUST00000005975	17	-1	57541972	57554689	Gpr108	protein_coding
ENSMUSG00000019487	ENSMUST00000224947	17	1	57556455	57570427	Trip10	protein_coding
ENSMUSG00000019487	ENSMUST00000019631	17	1	57556482	57570665	Trip10	protein_coding
ENSMUSG00000019487	ENSMUST00000224885	17	1	57556500	57570427	Trip10	protein_coding
ENSMUSG00000019487	ENSMUST00000224152	17	1	57556548	57570148	Trip10	protein_coding
ENSMUSG00000034116	ENSMUST00000169220	17	1	57586100	57634950	Vav1	protein_coding
ENSMUSG00000034116	ENSMUST00000005889	17	1	57586100	57635031	Vav1	protein_coding
ENSMUSG00000034116	ENSMUST00000112870	17	1	57586127	57634955	Vav1	protein_coding
ENSMUSG00000004730	ENSMUST00000086763	17	1	57665691	57790527	Adgre1	protein_coding
ENSMUSG00000004730	ENSMUST00000233376	17	1	57665697	57715417	Adgre1	protein_coding
ENSMUSG00000004730	ENSMUST00000233840	17	1	57665699	57720757	Adgre1	protein_coding
ENSMUSG00000004730	ENSMUST00000232808	17	1	57665700	57709783	Adgre1	protein_coding
ENSMUSG00000004730	ENSMUST00000004850	17	1	57665714	57790523	Adgre1	protein_coding
ENSMUSG00000090655	ENSMUST00000234443	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000090655	ENSMUST00000234508	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000090655	ENSMUST00000234883	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000090655	ENSMUST00000234476	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000090655	ENSMUST00000234401	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000090655	ENSMUST00000234852	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000090655	ENSMUST00000165781	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000090655	ENSMUST00000234578	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000090655	ENSMUST00000234162	17	-1	57813453	57852505	Vmn2r120	protein_coding
ENSMUSG00000095330	ENSMUST00000178907	17	-1	58048762	58049214	Gm21834	protein_coding
ENSMUSG00000038048	ENSMUST00000076038	17	1	58076565	58717350	Cntnap5c	protein_coding
ENSMUSG00000024227	ENSMUST00000025064	17	-1	59185803	59298370	Pdzph1	protein_coding
ENSMUSG00000024227	ENSMUST00000177360	17	-1	59185965	59200490	Pdzph1	protein_coding
ENSMUSG00000024228	ENSMUST00000025065	17	-1	59306613	59320367	Nudt12	protein_coding
ENSMUSG00000024228	ENSMUST00000174122	17	-1	59313390	59320263	Nudt12	protein_coding
ENSMUSG00000048915	ENSMUST00000076840	17	-1	62911179	63188312	Efna5	protein_coding
ENSMUSG00000048915	ENSMUST00000078839	17	-1	62914314	63188139	Efna5	protein_coding
ENSMUSG00000023965	ENSMUST00000024761	17	-1	63364447	63807012	Fbxl17	protein_coding
ENSMUSG00000023965	ENSMUST00000112840	17	-1	63364777	63799748	Fbxl17	protein_coding
ENSMUSG00000000127	ENSMUST00000233225	17	1	64170057	64230392	Fer	protein_coding
ENSMUSG00000045506	ENSMUST00000050753	17	-1	64170295	64170786	A930002H24Rik	protein_coding
ENSMUSG00000000127	ENSMUST00000232945	17	1	64171010	64345583	Fer	protein_coding
ENSMUSG00000000127	ENSMUST00000233190	17	1	64185061	64446491	Fer	protein_coding
ENSMUSG00000000127	ENSMUST00000000129	17	1	64203017	64446458	Fer	protein_coding
ENSMUSG00000000127	ENSMUST00000038080	17	1	64244967	64446192	Fer	protein_coding
ENSMUSG00000024083	ENSMUST00000172818	17	-1	64588000	64638911	Pja2	protein_coding
ENSMUSG00000024083	ENSMUST00000024888	17	-1	64588001	64620026	Pja2	protein_coding
ENSMUSG00000024083	ENSMUST00000024889	17	-1	64588001	64620026	Pja2	protein_coding
ENSMUSG00000024083	ENSMUST00000172733	17	-1	64588015	64638860	Pja2	protein_coding
ENSMUSG00000024085	ENSMUST00000086723	17	1	64907731	65062105	Man2a1	protein_coding
ENSMUSG00000024085	ENSMUST00000169668	17	1	65020614	65061833	Man2a1	protein_coding
ENSMUSG00000024088	ENSMUST00000024896	17	-1	65139518	65143066	4930583I09Rik	protein_coding
