ENSMUSG00000079179	ENSMUST00000049684	12	1	3236611	3249999	1700012B15Rik	protein_coding
ENSMUSG00000021094	ENSMUST00000021512	12	-1	73751343	73765815	Dhrs7	protein_coding
ENSMUSG00000021096	ENSMUST00000021514	12	1	73862198	73895927	Ppm1a	protein_coding
ENSMUSG00000021096	ENSMUST00000171514	12	1	73884680	73890387	Ppm1a	protein_coding
ENSMUSG00000021096	ENSMUST00000163728	12	1	73884690	73894849	Ppm1a	protein_coding
ENSMUSG00000021098	ENSMUST00000110489	12	-1	73982096	74018747	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000044000	12	-1	73982096	74018893	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000156930	12	-1	73982096	74041820	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000143960	12	-1	73993803	74007264	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000132901	12	-1	73993857	74007275	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000132016	12	-1	73993911	74007258	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000145815	12	-1	73999763	74007460	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000131033	12	-1	74007221	74018844	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000136075	12	-1	74012642	74041759	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000130635	12	-1	74014174	74038964	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000132067	12	-1	74014178	74041070	4930447C04Rik	protein_coding
ENSMUSG00000021099	ENSMUST00000021519	12	1	74040711	74047081	Six6	protein_coding
ENSMUSG00000051367	ENSMUST00000050029	12	-1	74137916	74148166	Six1	protein_coding
ENSMUSG00000051367	ENSMUST00000176091	12	-1	74144518	74154874	Six1	protein_coding
ENSMUSG00000051367	ENSMUST00000175677	12	-1	74144761	74146278	Six1	protein_coding
ENSMUSG00000034460	ENSMUST00000043208	12	-1	74200596	74215024	Six4	protein_coding
ENSMUSG00000034460	ENSMUST00000110487	12	-1	74201246	74214401	Six4	protein_coding
ENSMUSG00000034460	ENSMUST00000175693	12	-1	74209627	74214443	Six4	protein_coding
ENSMUSG00000021103	ENSMUST00000021523	12	1	74224704	74374975	Mnat1	protein_coding
ENSMUSG00000034442	ENSMUST00000055255	12	-1	74380999	74386264	Trmt5	protein_coding
ENSMUSG00000034442	ENSMUST00000116420	12	-1	74381397	74387698	Trmt5	protein_coding
ENSMUSG00000044712	ENSMUST00000140523	12	1	74387766	74455036	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000126488	12	1	74387777	74420003	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000058139	12	1	74387844	74428865	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000153941	12	1	74387882	74415507	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000101314	12	1	74387886	74394768	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000122920	12	1	74387895	74419992	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000101313	12	1	74388047	74413169	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000134247	12	1	74419616	74440976	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000150996	12	1	74445354	74452852	Slc38a6	protein_coding
ENSMUSG00000056359	ENSMUST00000070425	12	-1	74465062	74510544	D830013O20Rik	protein_coding
ENSMUSG00000034435	ENSMUST00000042975	12	-1	74644101	74647382	Tmem30b	protein_coding
ENSMUSG00000021108	ENSMUST00000164444	12	1	74685783	74879163	Prkch	protein_coding
ENSMUSG00000021108	ENSMUST00000021527	12	1	74685784	74879172	Prkch	protein_coding
ENSMUSG00000021108	ENSMUST00000119092	12	1	74685830	74862529	Prkch	protein_coding
ENSMUSG00000021109	ENSMUST00000110461	12	1	75002362	75048517	Hif1a	protein_coding
ENSMUSG00000021109	ENSMUST00000110464	12	1	75008891	75034063	Hif1a	protein_coding
ENSMUSG00000021109	ENSMUST00000021530	12	1	75008891	75048517	Hif1a	protein_coding
ENSMUSG00000021109	ENSMUST00000149740	12	1	75027589	75029519	Hif1a	protein_coding
ENSMUSG00000021109	ENSMUST00000157041	12	1	75038657	75040868	Hif1a	protein_coding
ENSMUSG00000066457	ENSMUST00000085288	12	1	75062129	75062434	Gm5068	protein_coding
ENSMUSG00000021113	ENSMUST00000021532	12	1	75065517	75085807	Snapc1	protein_coding
ENSMUSG00000044912	ENSMUST00000065968	12	1	75098748	75368901	Syt16	protein_coding
ENSMUSG00000044912	ENSMUST00000110451	12	1	75098748	75368903	Syt16	protein_coding
ENSMUSG00000044912	ENSMUST00000110447	12	1	75323568	75368901	Syt16	protein_coding
ENSMUSG00000071265	ENSMUST00000095617	12	1	75389722	75396932	1700086L19Rik	protein_coding
ENSMUSG00000029878	ENSMUST00000072100	12	1	75398461	75401455	Dbpht2	protein_coding
ENSMUSG00000079062	ENSMUST00000110443	12	-1	75403467	75404326	Gm11043	protein_coding
ENSMUSG00000079061	ENSMUST00000163520	12	-1	75416096	75417381	Gm11042	protein_coding
ENSMUSG00000079061	ENSMUST00000110441	12	-1	75416097	75417381	Gm11042	protein_coding
ENSMUSG00000034402	ENSMUST00000042299	12	-1	75998204	76278319	Kcnh5	protein_coding
ENSMUSG00000046768	ENSMUST00000118602	12	1	76409309	76496804	Rhoj	protein_coding
ENSMUSG00000046768	ENSMUST00000118966	12	1	76409309	76498943	Rhoj	protein_coding
ENSMUSG00000046768	ENSMUST00000055390	12	1	76409309	76502443	Rhoj	protein_coding
ENSMUSG00000046768	ENSMUST00000146096	12	1	76409660	76476635	Rhoj	protein_coding
ENSMUSG00000046768	ENSMUST00000172981	12	1	76409868	76501199	Rhoj	protein_coding
ENSMUSG00000048982	ENSMUST00000051079	12	-1	76512707	76517768	Gphb5	protein_coding
ENSMUSG00000021051	ENSMUST00000021447	12	-1	76551870	76697187	Ppp2r5e	protein_coding
ENSMUSG00000021051	ENSMUST00000101303	12	-1	76553495	76697232	Ppp2r5e	protein_coding
ENSMUSG00000091018	ENSMUST00000164240	12	-1	76731924	76732365	Rplp2-ps1	protein_coding
ENSMUSG00000045690	ENSMUST00000062370	12	-1	76732510	76770489	Wdr89	protein_coding
ENSMUSG00000021054	ENSMUST00000021450	12	-1	76815235	76836716	Sgpp1	protein_coding
ENSMUSG00000021054	ENSMUST00000110428	12	-1	76815237	76836677	Sgpp1	protein_coding
ENSMUSG00000063450	ENSMUST00000142864	12	1	76919121	76981493	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000044217	12	1	76919305	77211031	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000143031	12	1	76919305	77211913	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000133623	12	1	76919310	76992036	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000150317	12	1	76919316	77009864	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000157033	12	1	76919337	77006890	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000148324	12	1	76953717	76981315	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000124685	12	1	77010205	77014874	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000148825	12	1	77123287	77128802	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000085280	12	1	77132601	77211907	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000139204	12	1	77149565	77211887	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000154762	12	1	77160661	77167503	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000131480	12	1	77173003	77195423	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000154509	12	1	77182643	77196033	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000126903	12	1	77182926	77198968	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000132161	12	1	77188747	77211913	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000151286	12	1	77201888	77206979	Syne2	protein_coding
ENSMUSG00000021055	ENSMUST00000110421	12	-1	77221406	77268702	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000101291	12	-1	77221406	77278246	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000133564	12	-1	77221406	77278246	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000076634	12	-1	77221426	77278246	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000110418	12	-1	77221426	77278246	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000110419	12	-1	77221426	77278246	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000110420	12	-1	77221426	77278246	Esr2	protein_coding
ENSMUSG00000021056	ENSMUST00000021453	12	-1	77299679	77347733	Tex21	protein_coding
ENSMUSG00000021056	ENSMUST00000095612	12	-1	77304973	77347672	Tex21	protein_coding
ENSMUSG00000021048	ENSMUST00000021443	12	1	77356219	77420807	Mthfd1	protein_coding
ENSMUSG00000021048	ENSMUST00000170218	12	1	77356285	77420789	Mthfd1	protein_coding
ENSMUSG00000021048	ENSMUST00000172157	12	1	77356384	77420788	Mthfd1	protein_coding
ENSMUSG00000021057	ENSMUST00000154078	12	1	77425878	77435138	Akap5	protein_coding
ENSMUSG00000021057	ENSMUST00000095610	12	1	77425878	77435140	Akap5	protein_coding
ENSMUSG00000021057	ENSMUST00000172992	12	1	77425892	77431041	Akap5	protein_coding
ENSMUSG00000056459	ENSMUST00000176102	12	-1	77448769	77458127	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000167011	12	-1	77449887	77470451	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000163120	12	-1	77449887	77470547	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000176509	12	-1	77449931	77469986	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000070570	12	-1	77449932	77469986	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000176278	12	-1	77449932	77470589	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000176187	12	-1	77451013	77470380	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000176967	12	-1	77451130	77470451	Zbtb25	protein_coding
ENSMUSG00000033454	ENSMUST00000042779	12	1	77471253	77497937	Zbtb1	protein_coding
ENSMUSG00000033454	ENSMUST00000070594	12	1	77487213	77495967	Zbtb1	protein_coding
ENSMUSG00000059970	ENSMUST00000080449	12	1	77505163	77507921	Hspa2	protein_coding
ENSMUSG00000052221	ENSMUST00000063977	12	1	77518586	77540460	Ppp1r36	protein_coding
ENSMUSG00000073000	ENSMUST00000101281	12	1	77545547	77552323	Gm10451	protein_coding
ENSMUSG00000052609	ENSMUST00000075249	12	1	77634547	77680026	Plekhg3	protein_coding
ENSMUSG00000052609	ENSMUST00000101279	12	1	77634547	77680026	Plekhg3	protein_coding
ENSMUSG00000021061	ENSMUST00000021458	12	-1	77681475	77811534	Spnb1	protein_coding
ENSMUSG00000021061	ENSMUST00000163866	12	-1	77684212	77750904	Spnb1	protein_coding
ENSMUSG00000021061	ENSMUST00000170532	12	-1	77684218	77685073	Spnb1	protein_coding
ENSMUSG00000021061	ENSMUST00000166101	12	-1	77697117	77811010	Spnb1	protein_coding
ENSMUSG00000021061	ENSMUST00000169655	12	-1	77698644	77811534	Spnb1	protein_coding
ENSMUSG00000090258	ENSMUST00000041262	12	1	77866525	77884167	Churc1	protein_coding
ENSMUSG00000090258	ENSMUST00000126408	12	1	77866542	77884106	Churc1	protein_coding
ENSMUSG00000090258	ENSMUST00000110399	12	1	77866562	77884134	Churc1	protein_coding
ENSMUSG00000033373	ENSMUST00000125842	12	1	77866576	78021646	Fntb	protein_coding
ENSMUSG00000033373	ENSMUST00000137826	12	1	77866585	78021218	Fntb	protein_coding
ENSMUSG00000090258	ENSMUST00000152917	12	1	77869475	77876898	Churc1	protein_coding
ENSMUSG00000042808	ENSMUST00000082431	12	-1	77893322	77896541	Gpx2	protein_coding
ENSMUSG00000021062	ENSMUST00000021459	12	-1	77898947	77923540	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000143863	12	-1	77900861	77901821	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000122419	12	-1	77901109	77906465	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000121716	12	-1	77901109	77914843	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000118604	12	-1	77901109	77919361	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000154765	12	-1	77901317	77923895	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000141622	12	-1	77901553	77920083	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000134124	12	-1	77903867	77923449	Rab15	protein_coding
ENSMUSG00000033373	ENSMUST00000041008	12	1	77938401	78022399	Fntb	protein_coding
ENSMUSG00000033373	ENSMUST00000151864	12	1	77938420	77945676	Fntb	protein_coding
ENSMUSG00000033373	ENSMUST00000123887	12	1	77941282	77988792	Fntb	protein_coding
ENSMUSG00000033373	ENSMUST00000154743	12	1	77988045	78011233	Fntb	protein_coding
ENSMUSG00000033373	ENSMUST00000136939	12	1	78010473	78011312	Fntb	protein_coding
ENSMUSG00000033373	ENSMUST00000130605	12	1	78010979	78015638	Fntb	protein_coding
ENSMUSG00000059436	ENSMUST00000082136	12	-1	78038256	78063235	Max	protein_coding
ENSMUSG00000059436	ENSMUST00000110395	12	-1	78038256	78063235	Max	protein_coding
ENSMUSG00000059436	ENSMUST00000168040	12	-1	78039178	78063012	Max	protein_coding
ENSMUSG00000021065	ENSMUST00000062804	12	1	78340052	78577325	Fut8	protein_coding
ENSMUSG00000021065	ENSMUST00000171770	12	1	78511393	78577325	Fut8	protein_coding
ENSMUSG00000047454	ENSMUST00000052472	12	1	79327642	79785754	Gphn	protein_coding
ENSMUSG00000047454	ENSMUST00000110388	12	1	79327642	79785754	Gphn	protein_coding
ENSMUSG00000056987	ENSMUST00000077968	12	1	79792522	79835500	Fam71d	protein_coding
ENSMUSG00000056987	ENSMUST00000116417	12	1	79792522	79835506	Fam71d	protein_coding
ENSMUSG00000021112	ENSMUST00000082024	12	1	79849934	79941698	Mpp5	protein_coding
ENSMUSG00000021114	ENSMUST00000167189	12	-1	79941712	79954369	Atp6v1d	protein_coding
ENSMUSG00000021114	ENSMUST00000168658	12	-1	79941712	79962541	Atp6v1d	protein_coding
ENSMUSG00000021114	ENSMUST00000021536	12	-1	79943976	79962625	Atp6v1d	protein_coding
ENSMUSG00000021116	ENSMUST00000071230	12	1	79962806	79987997	Eif2s1	protein_coding
ENSMUSG00000021118	ENSMUST00000021544	12	-1	79989678	80007951	Plek2	protein_coding
ENSMUSG00000046157	ENSMUST00000070174	12	-1	80062782	80084465	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000174697	12	-1	80062782	80108614	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000174072	12	-1	80062784	80081750	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000056660	12	-1	80062787	80108264	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000174721	12	-1	80065836	80108327	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000174344	12	-1	80074242	80081765	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000173095	12	-1	80078757	80107650	Tmem229b	protein_coding
ENSMUSG00000060716	ENSMUST00000039928	12	1	80130150	80182635	Plekhh1	protein_coding
ENSMUSG00000060716	ENSMUST00000021546	12	1	80168619	80182635	Plekhh1	protein_coding
ENSMUSG00000021120	ENSMUST00000072154	12	-1	80181660	80190657	Pigh	protein_coding
ENSMUSG00000021120	ENSMUST00000164456	12	-1	80182235	80190620	Pigh	protein_coding
ENSMUSG00000021125	ENSMUST00000021550	12	1	80231764	80257288	Arg2	protein_coding
ENSMUSG00000021124	ENSMUST00000055262	12	-1	80257004	80273654	Vti1b	protein_coding
ENSMUSG00000021124	ENSMUST00000162789	12	-1	80257157	80273435	Vti1b	protein_coding
ENSMUSG00000021124	ENSMUST00000162569	12	-1	80257316	80266126	Vti1b	protein_coding
ENSMUSG00000021124	ENSMUST00000166188	12	-1	80257461	80273321	Vti1b	protein_coding
ENSMUSG00000021124	ENSMUST00000163031	12	-1	80257504	80267355	Vti1b	protein_coding
ENSMUSG00000066441	ENSMUST00000161204	12	-1	80275324	80293280	Rdh11	protein_coding
ENSMUSG00000066441	ENSMUST00000085254	12	-1	80276538	80291948	Rdh11	protein_coding
ENSMUSG00000066441	ENSMUST00000164154	12	-1	80276538	80293137	Rdh11	protein_coding
ENSMUSG00000066441	ENSMUST00000159500	12	-1	80277152	80292780	Rdh11	protein_coding
ENSMUSG00000021123	ENSMUST00000021548	12	1	80309901	80323652	Rdh12	protein_coding
ENSMUSG00000021123	ENSMUST00000122227	12	1	80309918	80323651	Rdh12	protein_coding
ENSMUSG00000021123	ENSMUST00000151980	12	1	80309934	80323651	Rdh12	protein_coding
ENSMUSG00000021123	ENSMUST00000140823	12	1	80311648	80313742	Rdh12	protein_coding
ENSMUSG00000066440	ENSMUST00000021547	12	-1	80333334	80397269	Zfyve26	protein_coding
ENSMUSG00000059060	ENSMUST00000171210	12	1	80398338	80428450	Rad51l1	protein_coding
ENSMUSG00000059060	ENSMUST00000079533	12	1	80398338	80609643	Rad51l1	protein_coding
ENSMUSG00000059060	ENSMUST00000163500	12	1	80401551	80904257	Rad51l1	protein_coding
ENSMUSG00000059060	ENSMUST00000167126	12	1	80414994	80904257	Rad51l1	protein_coding
ENSMUSG00000021127	ENSMUST00000021552	12	-1	81208747	81214000	Zfp36l1	protein_coding
ENSMUSG00000021127	ENSMUST00000165114	12	-1	81209685	81213985	Zfp36l1	protein_coding
ENSMUSG00000015143	ENSMUST00000021554	12	-1	81268529	81361358	Actn1	protein_coding
ENSMUSG00000015143	ENSMUST00000167327	12	-1	81269309	81361078	Actn1	protein_coding
ENSMUSG00000079585	ENSMUST00000114759	12	-1	81369406	81374747	CT030161.1	protein_coding
ENSMUSG00000091579	ENSMUST00000164535	12	1	81372496	81372648	CT030161.2	protein_coding
ENSMUSG00000090883	ENSMUST00000109714	12	-1	81374773	81376217	Gm17301	protein_coding
ENSMUSG00000049106	ENSMUST00000054145	12	-1	81436834	81537588	Dcaf5	protein_coding
ENSMUSG00000032705	ENSMUST00000038185	12	1	81564082	81599122	Exd2	protein_coding
ENSMUSG00000021130	ENSMUST00000163956	12	1	81619458	81704880	Galntl1	protein_coding
ENSMUSG00000021130	ENSMUST00000021558	12	1	81619977	81704883	Galntl1	protein_coding
ENSMUSG00000021131	ENSMUST00000021559	12	-1	81735009	81745328	Erh	protein_coding
ENSMUSG00000021131	ENSMUST00000166931	12	-1	81735344	81744819	Erh	protein_coding
ENSMUSG00000048833	ENSMUST00000085245	12	1	81745202	81784328	Slc39a9	protein_coding
ENSMUSG00000066438	ENSMUST00000140770	12	1	81793578	81825201	3830431G21Rik	protein_coding
ENSMUSG00000066438	ENSMUST00000152465	12	1	81807833	81821671	3830431G21Rik	protein_coding
ENSMUSG00000066438	ENSMUST00000142760	12	1	81821744	81822994	3830431G21Rik	protein_coding
ENSMUSG00000066438	ENSMUST00000153762	12	1	81822719	81823897	3830431G21Rik	protein_coding
ENSMUSG00000062961	ENSMUST00000073251	12	-1	81855033	81861528	Gm1568	protein_coding
ENSMUSG00000021133	ENSMUST00000068519	12	1	81891546	81981819	4933426M11Rik	protein_coding
ENSMUSG00000021133	ENSMUST00000085243	12	1	81891546	81981819	4933426M11Rik	protein_coding
ENSMUSG00000021134	ENSMUST00000094693	12	1	82046491	82051494	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000110354	12	1	82046507	82051490	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000133783	12	1	82046507	82051490	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000110351	12	1	82046519	82051490	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000110352	12	1	82046519	82051490	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000153056	12	1	82046519	82051490	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000152662	12	1	82046521	82047835	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000021562	12	1	82046521	82051484	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000138434	12	1	82046557	82048515	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000151968	12	1	82046566	82047957	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000110356	12	1	82046572	82051490	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000125814	12	1	82046589	82051490	Srsf5	protein_coding
ENSMUSG00000021134	ENSMUST00000151036	12	1	82047363	82051484	Srsf5	protein_coding
ENSMUSG00000021135	ENSMUST00000095572	12	-1	82054172	82068971	Slc10a1	protein_coding
ENSMUSG00000021136	ENSMUST00000110347	12	1	82127795	82287401	Smoc1	protein_coding
ENSMUSG00000021136	ENSMUST00000021564	12	1	82127815	82287397	Smoc1	protein_coding
ENSMUSG00000021136	ENSMUST00000129362	12	1	82127815	82287397	Smoc1	protein_coding
ENSMUSG00000079055	ENSMUST00000064594	12	-1	82298902	82434167	Slc8a3	protein_coding
ENSMUSG00000079055	ENSMUST00000085238	12	-1	82298902	82434167	Slc8a3	protein_coding
ENSMUSG00000079055	ENSMUST00000163557	12	-1	82415243	82416921	Slc8a3	protein_coding
ENSMUSG00000021139	ENSMUST00000164386	12	-1	82459847	82633892	Gm20498	protein_coding
ENSMUSG00000091803	ENSMUST00000110340	12	-1	82460013	82586097	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000166723	12	-1	82460155	82586060	Cox16	protein_coding
ENSMUSG00000072974	ENSMUST00000062182	12	-1	82477979	82480473	Gm4787	protein_coding
ENSMUSG00000072972	ENSMUST00000085319	12	-1	82520430	82522933	Adam4	protein_coding
ENSMUSG00000072972	ENSMUST00000171840	12	-1	82520541	82521965	Adam4	protein_coding
ENSMUSG00000021139	ENSMUST00000166664	12	-1	82571590	82633869	Gm20498	protein_coding
ENSMUSG00000091803	ENSMUST00000002757	12	-1	82571691	82586107	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000171237	12	-1	82573080	82585816	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000168463	12	-1	82573080	82586100	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000163282	12	-1	82573082	82585838	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000167819	12	-1	82575221	82586114	Cox16	protein_coding
ENSMUSG00000091803	ENSMUST00000169124	12	-1	82575242	82586101	Cox16	protein_coding
ENSMUSG00000090935	ENSMUST00000056161	12	-1	82575339	82633868	Synj2bp	protein_coding
ENSMUSG00000021139	ENSMUST00000171459	12	-1	82575546	82633864	Gm20498	protein_coding
ENSMUSG00000021139	ENSMUST00000170958	12	-1	82575582	82633748	Gm20498	protein_coding
ENSMUSG00000021139	ENSMUST00000168961	12	-1	82575604	82633864	Gm20498	protein_coding
ENSMUSG00000091803	ENSMUST00000169912	12	-1	82581029	82586072	Cox16	protein_coding
ENSMUSG00000021139	ENSMUST00000110339	12	-1	82581924	82633864	Gm20498	protein_coding
ENSMUSG00000090935	ENSMUST00000163402	12	-1	82598928	82633898	Synj2bp	protein_coding
ENSMUSG00000090935	ENSMUST00000164431	12	-1	82600129	82633886	Synj2bp	protein_coding
ENSMUSG00000090935	ENSMUST00000019829	12	-1	82602783	82605949	Synj2bp	protein_coding
ENSMUSG00000090935	ENSMUST00000114201	12	-1	82605108	82612417	Synj2bp	protein_coding
ENSMUSG00000090935	ENSMUST00000169158	12	-1	82605238	82633867	Synj2bp	protein_coding
ENSMUSG00000008438	ENSMUST00000008582	12	-1	82659571	82669461	Adam21	protein_coding
ENSMUSG00000002679	ENSMUST00000161211	12	-1	82674544	82695993	Med6	protein_coding
ENSMUSG00000002679	ENSMUST00000161598	12	-1	82674547	82695950	Med6	protein_coding
ENSMUSG00000002679	ENSMUST00000002756	12	-1	82674552	82695945	Med6	protein_coding
ENSMUSG00000002679	ENSMUST00000160739	12	-1	82674683	82675733	Med6	protein_coding
ENSMUSG00000002679	ENSMUST00000161902	12	-1	82680590	82694936	Med6	protein_coding
ENSMUSG00000002679	ENSMUST00000159187	12	-1	82682665	82695995	Med6	protein_coding
ENSMUSG00000042734	ENSMUST00000036116	12	1	82732356	82765928	Ttc9	protein_coding
ENSMUSG00000042724	ENSMUST00000035987	12	-1	82815937	82882157	Map3k9	protein_coding
ENSMUSG00000021140	ENSMUST00000095565	12	1	82961017	83094245	Pcnx	protein_coding
ENSMUSG00000021140	ENSMUST00000021567	12	1	82961017	83101911	Pcnx	protein_coding
ENSMUSG00000021140	ENSMUST00000095564	12	1	82961017	83101911	Pcnx	protein_coding
ENSMUSG00000042700	ENSMUST00000110321	12	1	83270407	83552769	Sipa1l1	protein_coding
ENSMUSG00000042700	ENSMUST00000047967	12	1	83270433	83548110	Sipa1l1	protein_coding
ENSMUSG00000042700	ENSMUST00000166429	12	1	83271003	83552769	Sipa1l1	protein_coding
ENSMUSG00000042700	ENSMUST00000169435	12	1	83271164	83548114	Sipa1l1	protein_coding
ENSMUSG00000042700	ENSMUST00000053969	12	1	83412336	83552769	Sipa1l1	protein_coding
ENSMUSG00000021219	ENSMUST00000161801	12	1	83717912	84193718	Rgs6	protein_coding
ENSMUSG00000056729	ENSMUST00000071028	12	1	83719012	83719979	Gm10006	protein_coding
ENSMUSG00000021219	ENSMUST00000101234	12	1	83752816	84193164	Rgs6	protein_coding
ENSMUSG00000021219	ENSMUST00000021642	12	1	84086298	84259755	Rgs6	protein_coding
ENSMUSG00000021221	ENSMUST00000147469	12	-1	84314732	84451882	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000140327	12	-1	84361480	84395415	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000144237	12	-1	84369997	84451882	Dpf3	protein_coding
ENSMUSG00000021221	ENSMUST00000133282	12	-1	84370185	84451882	Dpf3	protein_coding
ENSMUSG00000021222	ENSMUST00000021645	12	1	84861416	84882938	Dcaf4	protein_coding
ENSMUSG00000042628	ENSMUST00000048319	12	-1	84887891	84938097	Zfyve1	protein_coding
ENSMUSG00000010608	ENSMUST00000048155	12	1	84973184	85024073	Rbm25	protein_coding
ENSMUSG00000019969	ENSMUST00000041806	12	1	85029152	85076043	Psen1	protein_coding
ENSMUSG00000019969	ENSMUST00000101225	12	1	85029513	85076149	Psen1	protein_coding
ENSMUSG00000021223	ENSMUST00000121733	12	1	85104584	85133332	Papln	protein_coding
ENSMUSG00000021223	ENSMUST00000021646	12	1	85104604	85133305	Papln	protein_coding
ENSMUSG00000021223	ENSMUST00000152904	12	1	85104612	85122082	Papln	protein_coding
ENSMUSG00000021224	ENSMUST00000117217	12	-1	85134984	85262884	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000110298	12	-1	85134986	85217760	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000085215	12	-1	85135021	85262794	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000021647	12	-1	85136389	85183293	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000129335	12	-1	85136389	85183293	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000154043	12	-1	85136389	85183293	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000155112	12	-1	85144896	85262817	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000135962	12	-1	85149056	85262806	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000136848	12	-1	85149127	85262833	Numb	protein_coding
ENSMUSG00000021224	ENSMUST00000126943	12	-1	85152241	85262840	Numb	protein_coding
