ENSMUSG00000055452	ENSMUST00000069044	7	-1	3108535	3111950	Gm7353	protein_coding
ENSMUSG00000092534	ENSMUST00000172958	7	-1	134144994	134159998	Gm20418	protein_coding
ENSMUSG00000030680	ENSMUST00000162069	7	-1	134144996	134159998	2900092E17Rik	protein_coding
ENSMUSG00000030680	ENSMUST00000032918	7	-1	134158547	134163841	2900092E17Rik	protein_coding
ENSMUSG00000045114	ENSMUST00000161728	7	-1	134160285	134164603	Prrt2	protein_coding
ENSMUSG00000045114	ENSMUST00000159916	7	-1	134161049	134164725	Prrt2	protein_coding
ENSMUSG00000045114	ENSMUST00000160767	7	-1	134161057	134164488	Prrt2	protein_coding
ENSMUSG00000045114	ENSMUST00000161931	7	-1	134161672	134163109	Prrt2	protein_coding
ENSMUSG00000030678	ENSMUST00000032916	7	-1	134165657	134169993	Maz	protein_coding
ENSMUSG00000030678	ENSMUST00000106323	7	-1	134165657	134170533	Maz	protein_coding
ENSMUSG00000030677	ENSMUST00000032915	7	-1	134171246	134185934	Kif22	protein_coding
ENSMUSG00000049350	ENSMUST00000051122	7	-1	134193670	134195491	Zg16	protein_coding
ENSMUSG00000045165	ENSMUST00000056288	7	1	134234950	134237563	AI467606	protein_coding
ENSMUSG00000030674	ENSMUST00000032912	7	-1	134250628	134265740	Qprt	protein_coding
ENSMUSG00000030674	ENSMUST00000129332	7	-1	134252509	134265555	Qprt	protein_coding
ENSMUSG00000030674	ENSMUST00000142403	7	-1	134259304	134265532	Qprt	protein_coding
ENSMUSG00000051457	ENSMUST00000143713	7	-1	134275746	134281328	Spn	protein_coding
ENSMUSG00000051457	ENSMUST00000049931	7	-1	134277216	134281337	Spn	protein_coding
ENSMUSG00000042502	ENSMUST00000166551	7	-1	134335174	134339514	Cd2bp2	protein_coding
ENSMUSG00000042502	ENSMUST00000166791	7	-1	134335174	134339514	Cd2bp2	protein_coding
ENSMUSG00000042502	ENSMUST00000035771	7	-1	134337172	134339389	Cd2bp2	protein_coding
ENSMUSG00000042492	ENSMUST00000035643	7	-1	134340973	134351982	Tbc1d10b	protein_coding
ENSMUSG00000042492	ENSMUST00000120705	7	-1	134340979	134351982	Tbc1d10b	protein_coding
ENSMUSG00000042492	ENSMUST00000153857	7	-1	134342571	134343499	Tbc1d10b	protein_coding
ENSMUSG00000042492	ENSMUST00000124240	7	-1	134342876	134351261	Tbc1d10b	protein_coding
ENSMUSG00000042492	ENSMUST00000137987	7	-1	134343336	134344468	Tbc1d10b	protein_coding
ENSMUSG00000042492	ENSMUST00000147520	7	-1	134343381	134347167	Tbc1d10b	protein_coding
ENSMUSG00000042492	ENSMUST00000138219	7	-1	134343767	134347208	Tbc1d10b	protein_coding
ENSMUSG00000042492	ENSMUST00000133666	7	-1	134346467	134346988	Tbc1d10b	protein_coding
ENSMUSG00000030672	ENSMUST00000032910	7	1	134355122	134357812	Mylpf	protein_coding
ENSMUSG00000030672	ENSMUST00000127710	7	1	134356193	134357001	Mylpf	protein_coding
ENSMUSG00000030672	ENSMUST00000143222	7	1	134356628	134356969	Mylpf	protein_coding
ENSMUSG00000030672	ENSMUST00000139613	7	1	134357410	134357801	Mylpf	protein_coding
ENSMUSG00000000486	ENSMUST00000131208	7	-1	134357961	134358639	Sept1	protein_coding
ENSMUSG00000000486	ENSMUST00000152267	7	-1	134357964	134361967	Sept1	protein_coding
ENSMUSG00000000486	ENSMUST00000106314	7	-1	134357976	134362012	Sept1	protein_coding
ENSMUSG00000000486	ENSMUST00000106313	7	-1	134358157	134361817	Sept1	protein_coding
ENSMUSG00000000486	ENSMUST00000133913	7	-1	134358158	134361746	Sept1	protein_coding
ENSMUSG00000000486	ENSMUST00000133591	7	-1	134358480	134360553	Sept1	protein_coding
ENSMUSG00000000486	ENSMUST00000142356	7	-1	134359399	134361904	Sept1	protein_coding
ENSMUSG00000000486	ENSMUST00000138541	7	-1	134360194	134361969	Sept1	protein_coding
ENSMUSG00000000486	ENSMUST00000133733	7	-1	134360279	134361940	Sept1	protein_coding
ENSMUSG00000045598	ENSMUST00000106312	7	1	134376575	134381693	Zfp553	protein_coding
ENSMUSG00000045598	ENSMUST00000056232	7	1	134376769	134381557	Zfp553	protein_coding
ENSMUSG00000054716	ENSMUST00000052509	7	1	134388040	134398317	Zfp771	protein_coding
ENSMUSG00000054716	ENSMUST00000151893	7	1	134388615	134389225	Zfp771	protein_coding
ENSMUSG00000042462	ENSMUST00000035276	7	-1	134400473	134404223	Dctpp1	protein_coding
ENSMUSG00000049091	ENSMUST00000082428	7	-1	134416075	134417433	Sephs2	protein_coding
ENSMUSG00000090460	ENSMUST00000172206	7	-1	134429515	134430011	Gm17511	protein_coding
ENSMUSG00000030830	ENSMUST00000117762	7	1	134439774	134478651	Itgal	protein_coding
ENSMUSG00000030830	ENSMUST00000106306	7	1	134439805	134478651	Itgal	protein_coding
ENSMUSG00000030830	ENSMUST00000120857	7	1	134439829	134474805	Itgal	protein_coding
ENSMUSG00000030830	ENSMUST00000170971	7	1	134439924	134477242	Itgal	protein_coding
ENSMUSG00000030830	ENSMUST00000118405	7	1	134453032	134478651	Itgal	protein_coding
ENSMUSG00000030830	ENSMUST00000098028	7	1	134453085	134478651	Itgal	protein_coding
ENSMUSG00000047371	ENSMUST00000060783	7	-1	134486311	134488828	Zfp768	protein_coding
ENSMUSG00000047371	ENSMUST00000170568	7	-1	134486311	134488898	Zfp768	protein_coding
ENSMUSG00000054381	ENSMUST00000067425	7	-1	134516078	134519564	Zfp747	protein_coding
ENSMUSG00000030823	ENSMUST00000049052	7	-1	134525774	134530680	9130019O22Rik	protein_coding
ENSMUSG00000030823	ENSMUST00000164345	7	-1	134526790	134530627	9130019O22Rik	protein_coding
ENSMUSG00000078580	ENSMUST00000165495	7	-1	134533187	134537133	E430018J23Rik	protein_coding
ENSMUSG00000078580	ENSMUST00000074249	7	-1	134534421	134537143	E430018J23Rik	protein_coding
ENSMUSG00000078580	ENSMUST00000163407	7	-1	134535518	134537135	E430018J23Rik	protein_coding
ENSMUSG00000078580	ENSMUST00000106303	7	-1	134535933	134537134	E430018J23Rik	protein_coding
ENSMUSG00000045757	ENSMUST00000059199	7	-1	134547182	134550336	Zfp764	protein_coding
ENSMUSG00000045757	ENSMUST00000139118	7	-1	134547209	134550297	Zfp764	protein_coding
ENSMUSG00000045251	ENSMUST00000051352	7	-1	134562481	134565541	Zfp688	protein_coding
ENSMUSG00000045251	ENSMUST00000136123	7	-1	134562481	134565541	Zfp688	protein_coding
ENSMUSG00000045251	ENSMUST00000106300	7	-1	134562481	134565548	Zfp688	protein_coding
ENSMUSG00000045251	ENSMUST00000148483	7	-1	134562481	134565553	Zfp688	protein_coding
ENSMUSG00000045251	ENSMUST00000135886	7	-1	134562483	134565582	Zfp688	protein_coding
ENSMUSG00000045251	ENSMUST00000126756	7	-1	134562860	134565364	Zfp688	protein_coding
ENSMUSG00000045251	ENSMUST00000129038	7	-1	134563105	134565481	Zfp688	protein_coding
ENSMUSG00000048921	ENSMUST00000053392	7	-1	134587266	134592672	Zfp689	protein_coding
ENSMUSG00000048921	ENSMUST00000106299	7	-1	134587269	134592507	Zfp689	protein_coding
ENSMUSG00000030822	ENSMUST00000128805	7	1	134603125	134614510	Prr14	protein_coding
ENSMUSG00000030822	ENSMUST00000106292	7	1	134613885	134620273	Prr14	protein_coding
ENSMUSG00000030822	ENSMUST00000133817	7	1	134614533	134617368	Prr14	protein_coding
ENSMUSG00000030822	ENSMUST00000133938	7	1	134614543	134617231	Prr14	protein_coding
ENSMUSG00000030822	ENSMUST00000147202	7	1	134614566	134617339	Prr14	protein_coding
ENSMUSG00000030822	ENSMUST00000033095	7	1	134615004	134620272	Prr14	protein_coding
ENSMUSG00000030822	ENSMUST00000142532	7	1	134615415	134618726	Prr14	protein_coding
ENSMUSG00000030822	ENSMUST00000132819	7	1	134617137	134618784	Prr14	protein_coding
ENSMUSG00000030822	ENSMUST00000132124	7	1	134619015	134620271	Prr14	protein_coding
ENSMUSG00000042423	ENSMUST00000048896	7	1	134628735	134635027	Fbrs	protein_coding
ENSMUSG00000053877	ENSMUST00000098025	7	1	134655541	134668837	Srcap	protein_coding
ENSMUSG00000053877	ENSMUST00000066582	7	1	134656506	134679890	Srcap	protein_coding
ENSMUSG00000090663	ENSMUST00000084563	7	1	134702900	134708780	Srcap	protein_coding
ENSMUSG00000030815	ENSMUST00000129457	7	1	134716854	134722135	Phkg2	protein_coding
ENSMUSG00000030815	ENSMUST00000151908	7	1	134716918	134722800	Phkg2	protein_coding
ENSMUSG00000030815	ENSMUST00000146383	7	1	134716918	134725962	Phkg2	protein_coding
ENSMUSG00000030815	ENSMUST00000033086	7	1	134716918	134726819	Phkg2	protein_coding
ENSMUSG00000030815	ENSMUST00000154891	7	1	134716918	134726819	Phkg2	protein_coding
ENSMUSG00000030815	ENSMUST00000121004	7	1	134717043	134726819	Phkg2	protein_coding
ENSMUSG00000030815	ENSMUST00000138158	7	1	134717156	134725912	Phkg2	protein_coding
ENSMUSG00000030815	ENSMUST00000133621	7	1	134722794	134725933	Phkg2	protein_coding
ENSMUSG00000030815	ENSMUST00000149853	7	1	134725610	134726200	Phkg2	protein_coding
ENSMUSG00000057176	ENSMUST00000072155	7	-1	134726602	134732109	Gm166	protein_coding
ENSMUSG00000030816	ENSMUST00000033088	7	1	134732212	134747119	Rnf40	protein_coding
ENSMUSG00000045639	ENSMUST00000058038	7	-1	134750545	134757947	Zfp629	protein_coding
ENSMUSG00000045639	ENSMUST00000122066	7	-1	134750545	134758729	Zfp629	protein_coding
ENSMUSG00000045639	ENSMUST00000084564	7	-1	134750545	134758786	Zfp629	protein_coding
ENSMUSG00000045639	ENSMUST00000151107	7	-1	134751969	134758381	Zfp629	protein_coding
ENSMUSG00000045639	ENSMUST00000134446	7	-1	134752101	134758772	Zfp629	protein_coding
ENSMUSG00000045639	ENSMUST00000132524	7	-1	134752270	134759311	Zfp629	protein_coding
ENSMUSG00000045639	ENSMUST00000131318	7	-1	134755418	134757874	Zfp629	protein_coding
ENSMUSG00000045639	ENSMUST00000128731	7	-1	134755498	134758714	Zfp629	protein_coding
ENSMUSG00000045639	ENSMUST00000152315	7	-1	134755565	134757879	Zfp629	protein_coding
ENSMUSG00000030814	ENSMUST00000106282	7	-1	134806867	134852299	Bcl7c	protein_coding
ENSMUSG00000030814	ENSMUST00000061468	7	-1	134848492	134852447	Bcl7c	protein_coding
ENSMUSG00000030814	ENSMUST00000163162	7	-1	134848494	134852119	Bcl7c	protein_coding
ENSMUSG00000030814	ENSMUST00000153277	7	-1	134848502	134850818	Bcl7c	protein_coding
ENSMUSG00000030814	ENSMUST00000144103	7	-1	134850684	134851589	Bcl7c	protein_coding
ENSMUSG00000042340	ENSMUST00000047393	7	1	134856250	134861699	Ctf1	protein_coding
ENSMUSG00000060034	ENSMUST00000076091	7	-1	134861620	134869130	Ctf2	protein_coding
ENSMUSG00000030811	ENSMUST00000033081	7	1	134890289	134912441	Fbxl19	protein_coding
ENSMUSG00000030811	ENSMUST00000106277	7	1	134890289	134912441	Fbxl19	protein_coding
ENSMUSG00000043964	ENSMUST00000118865	7	1	134913329	134918206	Orai3	protein_coding
ENSMUSG00000043964	ENSMUST00000061587	7	1	134913329	134918664	Orai3	protein_coding
ENSMUSG00000043964	ENSMUST00000121504	7	1	134913329	134918664	Orai3	protein_coding
ENSMUSG00000042308	ENSMUST00000047075	7	1	134920184	134943636	Setd1a	protein_coding
ENSMUSG00000042308	ENSMUST00000144406	7	1	134920663	134927588	Setd1a	protein_coding
ENSMUSG00000042308	ENSMUST00000126761	7	1	134920903	134927215	Setd1a	protein_coding
ENSMUSG00000042308	ENSMUST00000047157	7	1	134920903	134943629	Setd1a	protein_coding
ENSMUSG00000042308	ENSMUST00000143951	7	1	134921209	134922079	Setd1a	protein_coding
ENSMUSG00000042308	ENSMUST00000141439	7	1	134922091	134925417	Setd1a	protein_coding
ENSMUSG00000042289	ENSMUST00000154987	7	1	134929122	134947316	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000136823	7	1	134942905	134945536	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000046863	7	1	134944118	134947316	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000132702	7	1	134944118	134947316	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000144748	7	1	134944118	134947316	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000106272	7	1	134944128	134947316	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000125188	7	1	134944150	134945536	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000155005	7	1	134944160	134945784	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000124631	7	1	134944172	134945627	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000136597	7	1	134944185	134945841	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000139068	7	1	134944194	134945552	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000106271	7	1	134944430	134947316	Hsd3b7	protein_coding
ENSMUSG00000042289	ENSMUST00000138432	7	1	134944455	134945032	Hsd3b7	protein_coding
ENSMUSG00000030806	ENSMUST00000106267	7	-1	134947414	134968063	Stx1b	protein_coding
ENSMUSG00000030806	ENSMUST00000156135	7	-1	134950886	134954438	Stx1b	protein_coding
ENSMUSG00000030805	ENSMUST00000152310	7	1	134967808	134992533	Stx4a	protein_coding
ENSMUSG00000030805	ENSMUST00000033075	7	1	134985278	134992533	Stx4a	protein_coding
ENSMUSG00000030805	ENSMUST00000121705	7	1	134985482	134992533	Stx4a	protein_coding
ENSMUSG00000030805	ENSMUST00000138399	7	1	134985484	134987458	Stx4a	protein_coding
ENSMUSG00000030805	ENSMUST00000156537	7	1	134985492	134990132	Stx4a	protein_coding
ENSMUSG00000030805	ENSMUST00000138294	7	1	134986199	134990100	Stx4a	protein_coding
ENSMUSG00000030805	ENSMUST00000142849	7	1	134987112	134992191	Stx4a	protein_coding
ENSMUSG00000030805	ENSMUST00000123180	7	1	134989298	134992012	Stx4a	protein_coding
ENSMUSG00000030805	ENSMUST00000125861	7	1	134991905	134992533	Stx4a	protein_coding
ENSMUSG00000049728	ENSMUST00000054415	7	-1	135008684	135020342	Zfp668	protein_coding
ENSMUSG00000049728	ENSMUST00000106263	7	-1	135009231	135020294	Zfp668	protein_coding
ENSMUSG00000049728	ENSMUST00000106261	7	-1	135009507	135019160	Zfp668	protein_coding
ENSMUSG00000049728	ENSMUST00000106262	7	-1	135009507	135020291	Zfp668	protein_coding
ENSMUSG00000049728	ENSMUST00000144721	7	-1	135011555	135019171	Zfp668	protein_coding
ENSMUSG00000049728	ENSMUST00000150961	7	-1	135017284	135019648	Zfp668	protein_coding
ENSMUSG00000049739	ENSMUST00000131000	7	1	135020310	135023702	Zfp646	protein_coding
ENSMUSG00000049739	ENSMUST00000050383	7	1	135021215	135029510	Zfp646	protein_coding
ENSMUSG00000049739	ENSMUST00000170187	7	1	135021492	135029509	Zfp646	protein_coding
ENSMUSG00000049739	ENSMUST00000098017	7	1	135023529	135025910	Zfp646	protein_coding
ENSMUSG00000044139	ENSMUST00000121394	7	-1	135029355	135034484	Prss53	protein_coding
ENSMUSG00000044139	ENSMUST00000171919	7	-1	135029607	135034481	Prss53	protein_coding
ENSMUSG00000030804	ENSMUST00000126662	7	-1	135029741	135038968	Vkorc1	protein_coding
ENSMUSG00000030804	ENSMUST00000033074	7	-1	135036581	135039131	Vkorc1	protein_coding
ENSMUSG00000030804	ENSMUST00000119922	7	-1	135036752	135038823	Vkorc1	protein_coding
ENSMUSG00000030802	ENSMUST00000071056	7	1	135047596	135053178	Bckdk	protein_coding
ENSMUSG00000030802	ENSMUST00000146574	7	1	135047617	135049476	Bckdk	protein_coding
ENSMUSG00000030802	ENSMUST00000151451	7	1	135048154	135049685	Bckdk	protein_coding
ENSMUSG00000030802	ENSMUST00000124533	7	1	135049251	135051040	Bckdk	protein_coding
ENSMUSG00000030801	ENSMUST00000033070	7	1	135056031	135069346	Myst1	protein_coding
ENSMUSG00000030800	ENSMUST00000032988	7	-1	135069239	135073627	Prss8	protein_coding
ENSMUSG00000030800	ENSMUST00000084541	7	-1	135069344	135073509	Prss8	protein_coding
ENSMUSG00000030800	ENSMUST00000098016	7	-1	135069833	135073627	Prss8	protein_coding
ENSMUSG00000070371	ENSMUST00000153110	7	-1	135076152	135078993	Prss36	protein_coding
ENSMUSG00000070371	ENSMUST00000152697	7	-1	135076152	135079033	Prss36	protein_coding
ENSMUSG00000070371	ENSMUST00000094026	7	-1	135076152	135090239	Prss36	protein_coding
ENSMUSG00000070371	ENSMUST00000118755	7	-1	135076152	135090239	Prss36	protein_coding
ENSMUSG00000070371	ENSMUST00000141385	7	-1	135076416	135078943	Prss36	protein_coding
ENSMUSG00000070371	ENSMUST00000150591	7	-1	135076474	135079611	Prss36	protein_coding
ENSMUSG00000070371	ENSMUST00000144192	7	-1	135076521	135079028	Prss36	protein_coding
ENSMUSG00000070371	ENSMUST00000156152	7	-1	135076930	135078964	Prss36	protein_coding
ENSMUSG00000030795	ENSMUST00000106251	7	1	135110971	135125882	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000077609	7	1	135111004	135125546	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000137464	7	1	135111005	135115727	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000174196	7	1	135111005	135117841	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000128851	7	1	135111005	135125543	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000121616	7	1	135111022	135125546	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000123151	7	1	135115301	135117841	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000154843	7	1	135115389	135120785	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000155941	7	1	135117657	135121741	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000136289	7	1	135119198	135123750	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000174632	7	1	135120828	135124963	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000141997	7	1	135123698	135125521	Fus	protein_coding
ENSMUSG00000030795	ENSMUST00000172755	7	1	135123730	135125343	Fus	protein_coding
ENSMUSG00000063254	ENSMUST00000079045	7	1	135126593	135129215	B230325K18Rik	protein_coding
ENSMUSG00000030793	ENSMUST00000033056	7	-1	135135617	135137381	Pycard	protein_coding
ENSMUSG00000042828	ENSMUST00000106248	7	1	135147503	135154901	Trim72	protein_coding
ENSMUSG00000042828	ENSMUST00000081042	7	1	135147892	135154907	Trim72	protein_coding
ENSMUSG00000030786	ENSMUST00000064821	7	1	135206154	135262004	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000164437	7	1	135206161	135260462	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000106242	7	1	135206161	135262005	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000120355	7	1	135206193	135260604	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000106240	7	1	135206197	135261045	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000098015	7	1	135206197	135271674	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000119696	7	1	135206242	135214129	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000156593	7	1	135206257	135214371	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000126475	7	1	135214173	135262004	Itgam	protein_coding
ENSMUSG00000030786	ENSMUST00000134694	7	1	135259950	135270730	Itgam	protein_coding
ENSMUSG00000030789	ENSMUST00000033053	7	1	135273061	135294170	Itgax	protein_coding
ENSMUSG00000030789	ENSMUST00000166433	7	1	135273082	135294171	Itgax	protein_coding
ENSMUSG00000070369	ENSMUST00000106237	7	1	135297890	135349015	Itgad	protein_coding
ENSMUSG00000070369	ENSMUST00000033051	7	1	135317460	135349018	Itgad	protein_coding
ENSMUSG00000070369	ENSMUST00000098012	7	1	135317469	135349015	Itgad	protein_coding
ENSMUSG00000070369	ENSMUST00000171344	7	1	135317469	135349015	Itgad	protein_coding
ENSMUSG00000070369	ENSMUST00000177111	7	1	135317469	135349015	Itgad	protein_coding
ENSMUSG00000070369	ENSMUST00000177383	7	1	135347126	135349018	Itgad	protein_coding
ENSMUSG00000070369	ENSMUST00000176249	7	1	135347388	135367330	Itgad	protein_coding
ENSMUSG00000030785	ENSMUST00000033049	7	-1	135348950	135349880	Cox6a2	protein_coding
ENSMUSG00000062944	ENSMUST00000078816	7	-1	135377965	135381545	9130023H24Rik	protein_coding
ENSMUSG00000042178	ENSMUST00000044660	7	1	135380871	135388614	Armc5	protein_coding
ENSMUSG00000030782	ENSMUST00000164710	7	1	135390326	135397225	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000070656	7	1	135390385	135397226	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000169919	7	1	135390475	135396918	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000167965	7	1	135390492	135397221	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000033046	7	1	135390499	135398287	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000092080	7	1	135390499	135398287	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000098011	7	1	135390499	135398287	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000163553	7	1	135391532	135397225	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000163609	7	1	135391532	135397225	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000165667	7	1	135391532	135397225	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000166755	7	1	135391532	135397225	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000168825	7	1	135391532	135397225	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000171888	7	1	135391532	135397225	Tgfb1i1	protein_coding
ENSMUSG00000030782	ENSMUST00000170115	7	1	135391690	135396880	Tgfb1i1	protein_coding
ENSMUSG00000030781	ENSMUST00000146735	7	1	135409171	135410231	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000118169	7	1	135409190	135415944	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000142841	7	1	135409209	135412657	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000033045	7	1	135409814	135413578	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000153418	7	1	135409857	135410992	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000136345	7	1	135409884	135410288	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000171335	7	1	135410472	135412506	Slc5a2	protein_coding
ENSMUSG00000030781	ENSMUST00000137038	7	1	135410905	135413501	Slc5a2	protein_coding
ENSMUSG00000030780	ENSMUST00000147091	7	-1	135414893	135418362	BC017158	protein_coding
ENSMUSG00000030780	ENSMUST00000033044	7	-1	135414893	135441684	BC017158	protein_coding
ENSMUSG00000030780	ENSMUST00000155177	7	-1	135415621	135441622	BC017158	protein_coding
ENSMUSG00000030780	ENSMUST00000154003	7	-1	135415621	135441623	BC017158	protein_coding
ENSMUSG00000030780	ENSMUST00000126263	7	-1	135415840	135441609	BC017158	protein_coding
ENSMUSG00000030780	ENSMUST00000139452	7	-1	135419479	135441090	BC017158	protein_coding
ENSMUSG00000030780	ENSMUST00000124216	7	-1	135419815	135432219	BC017158	protein_coding
ENSMUSG00000030780	ENSMUST00000137677	7	-1	135431479	135434129	BC017158	protein_coding
ENSMUSG00000030844	ENSMUST00000033133	7	-1	135517135	135561687	Rgs10	protein_coding
ENSMUSG00000030844	ENSMUST00000134144	7	-1	135517399	135537199	Rgs10	protein_coding
ENSMUSG00000030844	ENSMUST00000129144	7	-1	135517515	135519851	Rgs10	protein_coding
ENSMUSG00000030844	ENSMUST00000129120	7	-1	135532360	135547992	Rgs10	protein_coding
ENSMUSG00000030844	ENSMUST00000145739	7	-1	135546424	135561677	Rgs10	protein_coding
ENSMUSG00000030844	ENSMUST00000147840	7	-1	135546695	135562272	Rgs10	protein_coding
ENSMUSG00000030846	ENSMUST00000106226	7	-1	135583291	135605186	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000106228	7	-1	135584917	135604723	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000133444	7	-1	135584917	135605187	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000165023	7	-1	135585309	135604837	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000141079	7	-1	135585781	135605166	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000033135	7	-1	135585794	135604869	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000123666	7	-1	135585794	135605231	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000141126	7	-1	135585825	135604860	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000133089	7	-1	135587328	135591727	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000152328	7	-1	135587803	135589219	Tial1	protein_coding
ENSMUSG00000030846	ENSMUST00000136782	7	-1	135591362	135592392	Tial1	protein_coding
ENSMUSG00000030847	ENSMUST00000033136	7	1	135667097	135690491	Bag3	protein_coding
ENSMUSG00000042105	ENSMUST00000098007	7	1	135754842	135815136	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000043138	7	1	135754874	135839939	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000054397	7	1	135779671	135820991	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000129085	7	1	135802522	135820991	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000148815	7	1	135807194	135812085	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000130789	7	1	135811205	135812290	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000142075	7	1	135823200	135839788	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000151237	7	1	135831060	135839873	Inpp5f	protein_coding
ENSMUSG00000042105	ENSMUST00000118605	7	1	135832003	135839788	Inpp5f	protein_coding
ENSMUSG00000048170	ENSMUST00000057557	7	-1	135839955	135884009	Mcmbp	protein_coding
ENSMUSG00000048170	ENSMUST00000119081	7	-1	135841281	135884000	Mcmbp	protein_coding
ENSMUSG00000048170	ENSMUST00000140714	7	-1	135841701	135842733	Mcmbp	protein_coding
ENSMUSG00000048170	ENSMUST00000127807	7	-1	135842837	135846351	Mcmbp	protein_coding
ENSMUSG00000048170	ENSMUST00000146352	7	-1	135856125	135858372	Mcmbp	protein_coding
ENSMUSG00000055319	ENSMUST00000042942	7	1	135888384	135928350	Sec23ip	protein_coding
ENSMUSG00000070366	ENSMUST00000094018	7	1	136400608	136534821	Ppapdc1a	protein_coding
ENSMUSG00000042055	ENSMUST00000084519	7	1	136735377	136779252	Wdr11	protein_coding
ENSMUSG00000042055	ENSMUST00000143422	7	1	136735422	136769154	Wdr11	protein_coding
ENSMUSG00000042055	ENSMUST00000136734	7	1	136735432	136755816	Wdr11	protein_coding
ENSMUSG00000042055	ENSMUST00000148752	7	1	136736582	136776373	Wdr11	protein_coding
ENSMUSG00000042055	ENSMUST00000143849	7	1	136748590	136751322	Wdr11	protein_coding
ENSMUSG00000042055	ENSMUST00000149541	7	1	136750083	136779250	Wdr11	protein_coding
ENSMUSG00000042055	ENSMUST00000140877	7	1	136768570	136779248	Wdr11	protein_coding
ENSMUSG00000042055	ENSMUST00000136560	7	1	136772547	136777185	Wdr11	protein_coding
ENSMUSG00000030849	ENSMUST00000124096	7	-1	137305965	140315033	Fgfr2	protein_coding
ENSMUSG00000030849	ENSMUST00000117872	7	-1	137306026	137409759	Fgfr2	protein_coding
