ENSMUSG00000078222	ENSMUST00000105020	X	-1	3241670	3243629	Gm14346	protein_coding
ENSMUSG00000079418	ENSMUST00000153742	X	1	137491489	137527376	Atg4a	protein_coding
ENSMUSG00000079418	ENSMUST00000147972	X	1	137596638	137597998	Atg4a	protein_coding
ENSMUSG00000031273	ENSMUST00000101205	X	-1	137599946	137908619	Col4a6	protein_coding
ENSMUSG00000031273	ENSMUST00000167697	X	-1	137599948	137764377	Col4a6	protein_coding
ENSMUSG00000031273	ENSMUST00000033629	X	-1	137599948	137908517	Col4a6	protein_coding
ENSMUSG00000031273	ENSMUST00000137051	X	-1	137620734	137642145	Col4a6	protein_coding
ENSMUSG00000031273	ENSMUST00000151459	X	-1	137624288	137627172	Col4a6	protein_coding
ENSMUSG00000031274	ENSMUST00000112931	X	1	137909928	138123777	Col4a5	protein_coding
ENSMUSG00000031274	ENSMUST00000112930	X	1	137909953	138123723	Col4a5	protein_coding
ENSMUSG00000031274	ENSMUST00000033630	X	1	137909962	138123778	Col4a5	protein_coding
ENSMUSG00000031274	ENSMUST00000087358	X	1	138048169	138123723	Col4a5	protein_coding
ENSMUSG00000031274	ENSMUST00000130732	X	1	138064667	138123777	Col4a5	protein_coding
ENSMUSG00000031274	ENSMUST00000128669	X	1	138092893	138110275	Col4a5	protein_coding
ENSMUSG00000054667	ENSMUST00000067841	X	-1	138145541	138159806	Irs4	protein_coding
ENSMUSG00000042282	ENSMUST00000042530	X	-1	138515703	138631474	Gucy2f	protein_coding
ENSMUSG00000042271	ENSMUST00000112916	X	1	138661313	138674235	Nxt2	protein_coding
ENSMUSG00000042271	ENSMUST00000042329	X	1	138662480	138674235	Nxt2	protein_coding
ENSMUSG00000042271	ENSMUST00000112914	X	1	138662720	138674235	Nxt2	protein_coding
ENSMUSG00000042271	ENSMUST00000138877	X	1	138662770	138664347	Nxt2	protein_coding
ENSMUSG00000042271	ENSMUST00000112913	X	1	138663246	138674235	Nxt2	protein_coding
ENSMUSG00000090122	ENSMUST00000134825	X	-1	138739295	138740837	Kcne1l	protein_coding
ENSMUSG00000090122	ENSMUST00000082331	X	-1	138739422	138740575	Kcne1l	protein_coding
ENSMUSG00000031278	ENSMUST00000112907	X	-1	138752536	138824887	Acsl4	protein_coding
ENSMUSG00000031278	ENSMUST00000112903	X	-1	138752536	138825047	Acsl4	protein_coding
ENSMUSG00000031278	ENSMUST00000112904	X	-1	138752536	138825047	Acsl4	protein_coding
ENSMUSG00000031278	ENSMUST00000033634	X	-1	138752536	138825078	Acsl4	protein_coding
ENSMUSG00000031278	ENSMUST00000140520	X	-1	138755214	138762568	Acsl4	protein_coding
ENSMUSG00000047045	ENSMUST00000112889	X	1	139115949	139278037	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000101198	X	1	139115958	139272781	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000112891	X	1	139115958	139278037	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000087333	X	1	139115961	139272781	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000112896	X	1	139116269	139272781	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000133634	X	1	139116269	139278037	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000112897	X	1	139116434	139277033	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000124211	X	1	139117431	139205833	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000151914	X	1	139205536	139278037	Tmem164	protein_coding
ENSMUSG00000047045	ENSMUST00000112888	X	1	139260284	139272781	Tmem164	protein_coding
ENSMUSG00000042225	ENSMUST00000041317	X	-1	139285689	139401271	Ammecr1	protein_coding
ENSMUSG00000085584	ENSMUST00000165829	X	1	139534137	139538878	Rgag1	protein_coding
ENSMUSG00000085584	ENSMUST00000124473	X	1	139534608	139538840	Rgag1	protein_coding
ENSMUSG00000031283	ENSMUST00000063029	X	-1	139720217	139824642	Chrdl1	protein_coding
ENSMUSG00000031283	ENSMUST00000112878	X	-1	139720227	139828805	Chrdl1	protein_coding
ENSMUSG00000031283	ENSMUST00000074660	X	-1	139731717	139828727	Chrdl1	protein_coding
ENSMUSG00000031283	ENSMUST00000166406	X	-1	139731719	139828439	Chrdl1	protein_coding
ENSMUSG00000031284	ENSMUST00000070348	X	1	139953134	140226341	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000033640	X	1	139953134	140232335	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000134402	X	1	139953241	140199921	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000112868	X	1	140098833	140232335	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000126592	X	1	140098916	140127927	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000156449	X	1	140098934	140150688	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000155215	X	1	140099069	140167686	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000112865	X	1	140099122	140232335	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000112863	X	1	140100288	140232335	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000112864	X	1	140100288	140232335	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000171626	X	1	140127830	140226341	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000170067	X	1	140127857	140225867	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000170822	X	1	140127857	140225867	Pak3	protein_coding
ENSMUSG00000031284	ENSMUST00000172330	X	1	140127857	140225867	Pak3	protein_coding
ENSMUSG00000067276	ENSMUST00000087316	X	-1	140236774	140261957	Capn6	protein_coding
ENSMUSG00000067276	ENSMUST00000151154	X	-1	140250605	140261875	Capn6	protein_coding
ENSMUSG00000031285	ENSMUST00000033642	X	-1	140290385	140367854	Dcx	protein_coding
ENSMUSG00000031285	ENSMUST00000166991	X	-1	140290389	140367762	Dcx	protein_coding
ENSMUSG00000031285	ENSMUST00000112851	X	-1	140295254	140367747	Dcx	protein_coding
ENSMUSG00000031285	ENSMUST00000087313	X	-1	140296325	140367667	Dcx	protein_coding
ENSMUSG00000031285	ENSMUST00000112856	X	-1	140298016	140367762	Dcx	protein_coding
ENSMUSG00000031285	ENSMUST00000139920	X	-1	140303753	140367593	Dcx	protein_coding
ENSMUSG00000031285	ENSMUST00000125768	X	-1	140308295	140367662	Dcx	protein_coding
ENSMUSG00000041718	ENSMUST00000070801	X	1	140752355	140759740	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000123710	X	1	140752546	140758693	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000149330	X	1	140752546	140758694	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000144185	X	1	140752566	140758070	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000154827	X	1	140752566	140808988	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000145724	X	1	140752567	140773541	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000040338	X	1	140770412	140771681	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000149427	X	1	140773548	140808993	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000132416	X	1	140784867	140808936	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000139260	X	1	140787180	140791504	Alg13	protein_coding
ENSMUSG00000041718	ENSMUST00000149811	X	1	140791339	140804172	Alg13	protein_coding
ENSMUSG00000041710	ENSMUST00000040184	X	-1	140816214	141122723	Trpc5	protein_coding
ENSMUSG00000041710	ENSMUST00000148240	X	-1	140853218	141122546	Trpc5	protein_coding
ENSMUSG00000071679	ENSMUST00000112843	X	1	141123450	141556954	Zcchc16	protein_coding
ENSMUSG00000071679	ENSMUST00000096301	X	1	141554044	141555801	Zcchc16	protein_coding
ENSMUSG00000041700	ENSMUST00000040084	X	-1	141724902	141783493	Lhfpl1	protein_coding
ENSMUSG00000041700	ENSMUST00000123443	X	-1	141775552	141783632	Lhfpl1	protein_coding
ENSMUSG00000041688	ENSMUST00000125271	X	-1	141880968	141921589	Amot	protein_coding
ENSMUSG00000041688	ENSMUST00000112836	X	-1	141880968	141922182	Amot	protein_coding
ENSMUSG00000041688	ENSMUST00000112835	X	-1	141880968	141939687	Amot	protein_coding
ENSMUSG00000041688	ENSMUST00000138187	X	-1	141886411	141921637	Amot	protein_coding
ENSMUSG00000041688	ENSMUST00000135832	X	-1	141894291	141896455	Amot	protein_coding
ENSMUSG00000041688	ENSMUST00000143610	X	-1	141910263	141939724	Amot	protein_coding
ENSMUSG00000041380	ENSMUST00000149260	X	1	143397056	143423871	Htr2c	protein_coding
ENSMUSG00000041380	ENSMUST00000131999	X	1	143397056	143512607	Htr2c	protein_coding
ENSMUSG00000041380	ENSMUST00000036303	X	1	143397056	143631817	Htr2c	protein_coding
ENSMUSG00000041380	ENSMUST00000164060	X	1	143397057	143511129	Htr2c	protein_coding
ENSMUSG00000041380	ENSMUST00000096299	X	1	143397057	143631820	Htr2c	protein_coding
ENSMUSG00000041380	ENSMUST00000156697	X	1	143397057	143631820	Htr2c	protein_coding
ENSMUSG00000041380	ENSMUST00000134368	X	1	143397173	143507072	Htr2c	protein_coding
ENSMUSG00000041380	ENSMUST00000112831	X	1	143397566	143617695	Htr2c	protein_coding
ENSMUSG00000031289	ENSMUST00000033646	X	-1	143818019	143863735	Il13ra2	protein_coding
ENSMUSG00000031289	ENSMUST00000112827	X	-1	143818021	143838375	Il13ra2	protein_coding
ENSMUSG00000031289	ENSMUST00000168706	X	-1	143818021	143838375	Il13ra2	protein_coding
ENSMUSG00000031290	ENSMUST00000152838	X	-1	143904918	143946705	Lrch2	protein_coding
ENSMUSG00000031290	ENSMUST00000136789	X	-1	143904923	143988624	Lrch2	protein_coding
ENSMUSG00000031290	ENSMUST00000134265	X	-1	143904930	143932708	Lrch2	protein_coding
ENSMUSG00000031290	ENSMUST00000033647	X	-1	143904930	143988593	Lrch2	protein_coding
ENSMUSG00000031290	ENSMUST00000035921	X	-1	143904930	143988593	Lrch2	protein_coding
ENSMUSG00000031290	ENSMUST00000112819	X	-1	143904930	143988593	Lrch2	protein_coding
ENSMUSG00000031290	ENSMUST00000137665	X	-1	143907356	143953606	Lrch2	protein_coding
ENSMUSG00000031290	ENSMUST00000151730	X	-1	143919223	143938013	Lrch2	protein_coding
ENSMUSG00000072932	ENSMUST00000112814	X	1	144200534	144267999	Gm15128	protein_coding
ENSMUSG00000072932	ENSMUST00000101190	X	1	144200540	144267999	Gm15128	protein_coding
ENSMUSG00000072931	ENSMUST00000112804	X	1	144427536	144467717	Gm15080	protein_coding
ENSMUSG00000072930	ENSMUST00000112796	X	1	144615267	144659253	Gm15107	protein_coding
ENSMUSG00000079395	ENSMUST00000112788	X	1	144923492	144955989	Gm15114	protein_coding
ENSMUSG00000079374	ENSMUST00000112755	X	-1	145047796	145049696	Gm8334	protein_coding
ENSMUSG00000072928	ENSMUST00000101186	X	1	145098141	145138392	Gm15127	protein_coding
ENSMUSG00000079387	ENSMUST00000101185	X	1	145292183	145358682	Luzp4	protein_coding
ENSMUSG00000079387	ENSMUST00000163338	X	1	145317119	145358682	Luzp4	protein_coding
ENSMUSG00000072925	ENSMUST00000112765	X	1	145508825	145572695	Ott	protein_coding
ENSMUSG00000072925	ENSMUST00000112769	X	1	145522858	145572695	Ott	protein_coding
ENSMUSG00000072925	ENSMUST00000112763	X	1	145532495	145572695	Ott	protein_coding
ENSMUSG00000079843	ENSMUST00000112757	X	1	145532495	145739546	Gm15093	protein_coding
ENSMUSG00000072925	ENSMUST00000101184	X	1	145540099	145572695	Ott	protein_coding
ENSMUSG00000072925	ENSMUST00000112761	X	1	145540099	145572695	Ott	protein_coding
ENSMUSG00000079843	ENSMUST00000101183	X	1	145706920	145739546	Gm15093	protein_coding
ENSMUSG00000072924	ENSMUST00000101182	X	1	145882160	145922327	Gm15085	protein_coding
ENSMUSG00000072924	ENSMUST00000112753	X	1	145889790	145922327	Gm15085	protein_coding
ENSMUSG00000072923	ENSMUST00000101181	X	1	146029113	146071307	Gm10439	protein_coding
ENSMUSG00000072923	ENSMUST00000167997	X	1	146050911	146071307	Gm10439	protein_coding
ENSMUSG00000072922	ENSMUST00000101180	X	1	146219016	146261237	Gm15097	protein_coding
ENSMUSG00000072922	ENSMUST00000112741	X	1	146224664	146261237	Gm15097	protein_coding
ENSMUSG00000072922	ENSMUST00000164652	X	1	146224664	146261237	Gm15097	protein_coding
ENSMUSG00000072921	ENSMUST00000112740	X	1	146376198	146419525	Gm15091	protein_coding
ENSMUSG00000041353	ENSMUST00000059256	X	-1	146832316	146875680	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000173996	X	-1	146832316	146893693	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000130339	X	-1	146833338	146893693	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000141948	X	-1	146843121	146875649	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000148968	X	-1	146843121	146893697	Tmem29	protein_coding
ENSMUSG00000090483	ENSMUST00000163233	X	-1	146843127	146875448	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000151067	X	-1	146843463	146893697	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000143526	X	-1	146843649	146870065	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000128771	X	-1	146843714	146875448	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000155740	X	-1	146851505	146893697	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000127532	X	-1	146871692	146875706	Tmem29	protein_coding
ENSMUSG00000041353	ENSMUST00000134601	X	-1	146872497	146875332	Tmem29	protein_coding
ENSMUSG00000025269	ENSMUST00000112725	X	-1	146954062	147024387	Apex2	protein_coding
ENSMUSG00000025269	ENSMUST00000112727	X	-1	146954895	147022625	Apex2	protein_coding
ENSMUSG00000025270	ENSMUST00000066337	X	1	146981918	147005181	Alas2	protein_coding
ENSMUSG00000025270	ENSMUST00000112715	X	1	146982002	147005165	Alas2	protein_coding
ENSMUSG00000025270	ENSMUST00000134670	X	1	146988580	146992206	Alas2	protein_coding
ENSMUSG00000025270	ENSMUST00000142474	X	1	147000933	147005165	Alas2	protein_coding
ENSMUSG00000025269	ENSMUST00000112720	X	-1	147003405	147024387	Apex2	protein_coding
ENSMUSG00000025269	ENSMUST00000152332	X	-1	147006050	147022628	Apex2	protein_coding
ENSMUSG00000025269	ENSMUST00000112721	X	-1	147006051	147022639	Apex2	protein_coding
ENSMUSG00000025269	ENSMUST00000026303	X	-1	147006051	147022692	Apex2	protein_coding
ENSMUSG00000025269	ENSMUST00000124521	X	-1	147006051	147024411	Apex2	protein_coding
ENSMUSG00000025269	ENSMUST00000138958	X	-1	147007002	147020750	Apex2	protein_coding
ENSMUSG00000025269	ENSMUST00000140207	X	-1	147007092	147022614	Apex2	protein_coding
ENSMUSG00000025269	ENSMUST00000112719	X	-1	147018680	147022624	Apex2	protein_coding
ENSMUSG00000025271	ENSMUST00000153221	X	1	147022772	147059726	Pfkfb1	protein_coding
ENSMUSG00000025271	ENSMUST00000124381	X	1	147022799	147047475	Pfkfb1	protein_coding
ENSMUSG00000025271	ENSMUST00000080884	X	1	147024464	147078421	Pfkfb1	protein_coding
ENSMUSG00000025271	ENSMUST00000112713	X	1	147029021	147078421	Pfkfb1	protein_coding
ENSMUSG00000025271	ENSMUST00000150783	X	1	147029153	147078400	Pfkfb1	protein_coding
ENSMUSG00000025271	ENSMUST00000142848	X	1	147048477	147059249	Pfkfb1	protein_coding
ENSMUSG00000025271	ENSMUST00000154528	X	1	147059884	147076520	Pfkfb1	protein_coding
ENSMUSG00000025272	ENSMUST00000164356	X	-1	147079847	147089718	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000112709	X	-1	147079847	147091979	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000087258	X	-1	147079847	147092126	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000087253	X	-1	147079851	147091942	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000151403	X	-1	147079851	147091942	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000163969	X	-1	147079851	147091979	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000164071	X	-1	147079969	147090471	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000026307	X	-1	147080248	147090471	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000087259	X	-1	147080248	147091979	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000169450	X	-1	147083855	147086214	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000163450	X	-1	147084008	147091942	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000171775	X	-1	147084132	147086263	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000165192	X	-1	147085848	147087390	Tro	protein_coding
ENSMUSG00000025272	ENSMUST00000148604	X	-1	147087929	147091915	Tro	protein_coding
ENSMUSG00000025268	ENSMUST00000112699	X	-1	147240913	147248888	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000145342	X	-1	147240964	147247511	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000112700	X	-1	147240964	147248250	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000026302	X	-1	147240967	147248812	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000112697	X	-1	147241247	147248222	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000112702	X	-1	147241260	147247258	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000147152	X	-1	147245417	147247621	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000143843	X	-1	147245434	147247697	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000124537	X	-1	147245643	147247004	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000129768	X	-1	147245681	147248824	Maged2	protein_coding
ENSMUSG00000025268	ENSMUST00000131241	X	-1	147246418	147247501	Maged2	protein_coding
ENSMUSG00000025266	ENSMUST00000026297	X	-1	147417684	147451865	Gnl3l	protein_coding
ENSMUSG00000025266	ENSMUST00000112691	X	-1	147417684	147451865	Gnl3l	protein_coding
ENSMUSG00000025266	ENSMUST00000146742	X	-1	147422415	147428515	Gnl3l	protein_coding
ENSMUSG00000025266	ENSMUST00000138026	X	-1	147431447	147434321	Gnl3l	protein_coding
ENSMUSG00000025266	ENSMUST00000154393	X	-1	147431817	147451865	Gnl3l	protein_coding
ENSMUSG00000025266	ENSMUST00000124022	X	-1	147436752	147451865	Gnl3l	protein_coding
ENSMUSG00000025266	ENSMUST00000156233	X	-1	147436796	147451865	Gnl3l	protein_coding
ENSMUSG00000025265	ENSMUST00000112685	X	1	147480693	147524064	Fgd1	protein_coding
ENSMUSG00000025265	ENSMUST00000026296	X	1	147481713	147524064	Fgd1	protein_coding
ENSMUSG00000025265	ENSMUST00000101166	X	1	147482097	147502847	Fgd1	protein_coding
ENSMUSG00000025265	ENSMUST00000124882	X	1	147501926	147504211	Fgd1	protein_coding
ENSMUSG00000025265	ENSMUST00000125620	X	1	147520653	147521724	Fgd1	protein_coding
ENSMUSG00000025264	ENSMUST00000112683	X	-1	147521637	147531086	Tsr2	protein_coding
ENSMUSG00000025264	ENSMUST00000026295	X	-1	147521638	147531086	Tsr2	protein_coding
ENSMUSG00000025264	ENSMUST00000145761	X	-1	147521638	147531086	Tsr2	protein_coding
ENSMUSG00000025264	ENSMUST00000166010	X	-1	147524024	147531086	Tsr2	protein_coding
ENSMUSG00000025264	ENSMUST00000166689	X	-1	147524235	147531066	Tsr2	protein_coding
ENSMUSG00000025262	ENSMUST00000073364	X	1	147778718	147906385	Fam120c	protein_coding
ENSMUSG00000025262	ENSMUST00000125924	X	1	147778718	147906385	Fam120c	protein_coding
ENSMUSG00000041229	ENSMUST00000112666	X	1	147955215	148005350	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000112662	X	1	147955215	148060376	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000168501	X	1	147955215	148068400	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000112670	X	1	147955712	148034929	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000046962	X	1	147955724	148060376	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000112668	X	1	147955730	148023763	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000046950	X	1	147955730	148068402	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000148622	X	1	147956903	147985534	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000141715	X	1	147988803	147991026	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000151941	X	1	148000580	148010379	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000138318	X	1	148064360	148068402	Phf8	protein_coding
ENSMUSG00000041229	ENSMUST00000172265	X	1	148064840	148067814	Phf8	protein_coding
ENSMUSG00000025261	ENSMUST00000129714	X	1	148235350	148236806	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000139386	X	1	148235426	148239054	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000152757	X	1	148235857	148241403	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000153687	X	1	148237786	148307576	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000149344	X	1	148237804	148241403	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000137816	X	1	148237870	148287744	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000026292	X	1	148237870	148369960	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000131786	X	1	148237890	148295089	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000130243	X	1	148237890	148308091	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000164805	X	1	148237907	148307576	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000156616	X	1	148238199	148269819	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000138566	X	1	148238205	148274651	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000147666	X	1	148238205	148282132	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000150020	X	1	148238205	148306741	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000112622	X	1	148269791	148369960	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000138023	X	1	148294710	148325694	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000123306	X	1	148299105	148308445	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000150882	X	1	148317129	148317843	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000150426	X	1	148339537	148344460	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000132453	X	1	148343388	148344735	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000139909	X	1	148343388	148344932	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000133051	X	1	148355825	148357155	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000130234	X	1	148355886	148358276	Huwe1	protein_coding
ENSMUSG00000025261	ENSMUST00000139245	X	1	148358801	148362290	Huwe1	protein_coding
ENSMUSG00000025260	ENSMUST00000026289	X	1	148436388	148438985	Hsd17b10	protein_coding
ENSMUSG00000025260	ENSMUST00000112617	X	1	148436388	148438985	Hsd17b10	protein_coding
ENSMUSG00000025260	ENSMUST00000151200	X	1	148436692	148438985	Hsd17b10	protein_coding
ENSMUSG00000025260	ENSMUST00000140804	X	1	148437940	148438985	Hsd17b10	protein_coding
ENSMUSG00000025257	ENSMUST00000026288	X	-1	148439125	148450838	Ribc1	protein_coding
ENSMUSG00000025257	ENSMUST00000133517	X	-1	148444127	148450813	Ribc1	protein_coding
ENSMUSG00000041133	ENSMUST00000145518	X	1	148450971	148470755	Smc1a	protein_coding
ENSMUSG00000041133	ENSMUST00000045312	X	1	148450971	148497237	Smc1a	protein_coding
ENSMUSG00000041133	ENSMUST00000135172	X	1	148470990	148472601	Smc1a	protein_coding
ENSMUSG00000041133	ENSMUST00000131395	X	1	148481171	148482478	Smc1a	protein_coding
ENSMUSG00000041133	ENSMUST00000124681	X	1	148493010	148494051	Smc1a	protein_coding
ENSMUSG00000041133	ENSMUST00000141457	X	1	148493618	148494323	Smc1a	protein_coding
ENSMUSG00000041115	ENSMUST00000080074	X	1	148578811	148659778	Iqsec2	protein_coding
ENSMUSG00000041115	ENSMUST00000168786	X	1	148578811	148659778	Iqsec2	protein_coding
ENSMUSG00000041115	ENSMUST00000112604	X	1	148578815	148659779	Iqsec2	protein_coding
ENSMUSG00000041115	ENSMUST00000112605	X	1	148578815	148659779	Iqsec2	protein_coding
ENSMUSG00000041115	ENSMUST00000128724	X	1	148613507	148629144	Iqsec2	protein_coding
ENSMUSG00000041115	ENSMUST00000146835	X	1	148613507	148629144	Iqsec2	protein_coding
ENSMUSG00000041115	ENSMUST00000153356	X	1	148613507	148638547	Iqsec2	protein_coding
ENSMUSG00000041115	ENSMUST00000096275	X	1	148613507	148659779	Iqsec2	protein_coding
ENSMUSG00000025332	ENSMUST00000112584	X	1	148667563	148708311	Kdm5c	protein_coding
ENSMUSG00000025332	ENSMUST00000112588	X	1	148667772	148709078	Kdm5c	protein_coding
ENSMUSG00000025332	ENSMUST00000154938	X	1	148667797	148681294	Kdm5c	protein_coding
ENSMUSG00000025332	ENSMUST00000082177	X	1	148667815	148708315	Kdm5c	protein_coding
ENSMUSG00000025332	ENSMUST00000156114	X	1	148704349	148706099	Kdm5c	protein_coding
ENSMUSG00000025332	ENSMUST00000155793	X	1	148706456	148707939	Kdm5c	protein_coding
ENSMUSG00000041096	ENSMUST00000138918	X	-1	148771395	148776968	Tspyl2	protein_coding
ENSMUSG00000041096	ENSMUST00000149685	X	-1	148771395	148776968	Tspyl2	protein_coding
ENSMUSG00000041096	ENSMUST00000044509	X	-1	148771398	148776968	Tspyl2	protein_coding
ENSMUSG00000056679	ENSMUST00000070316	X	-1	148778141	148803247	Gpr173	protein_coding
ENSMUSG00000091417	ENSMUST00000167538	X	-1	148779535	148779933	Gpr173	protein_coding
ENSMUSG00000056679	ENSMUST00000165354	X	-1	148780897	148782018	Gpr173	protein_coding
ENSMUSG00000056679	ENSMUST00000137840	X	-1	148801559	148803247	Gpr173	protein_coding
ENSMUSG00000091863	ENSMUST00000164764	X	1	148997877	148998512	Gm7157	protein_coding
ENSMUSG00000045180	ENSMUST00000101141	X	-1	149044052	149204004	Shroom2	protein_coding
ENSMUSG00000045180	ENSMUST00000137217	X	-1	149044535	149079086	Shroom2	protein_coding
ENSMUSG00000045180	ENSMUST00000062317	X	-1	149044535	149204008	Shroom2	protein_coding
ENSMUSG00000045180	ENSMUST00000152746	X	-1	149047071	149107783	Shroom2	protein_coding
ENSMUSG00000045180	ENSMUST00000124141	X	-1	149053457	149078467	Shroom2	protein_coding
ENSMUSG00000045180	ENSMUST00000141677	X	-1	149053666	149078653	Shroom2	protein_coding
ENSMUSG00000025333	ENSMUST00000151819	X	1	149216464	149230158	Gpr143	protein_coding
ENSMUSG00000025333	ENSMUST00000026383	X	1	149216529	149243189	Gpr143	protein_coding
ENSMUSG00000025333	ENSMUST00000139310	X	1	149216561	149225463	Gpr143	protein_coding
ENSMUSG00000067215	ENSMUST00000095755	X	1	149441012	149443959	Usp51	protein_coding
ENSMUSG00000047238	ENSMUST00000051484	X	-1	149470709	149472106	Mageh1	protein_coding
ENSMUSG00000071665	ENSMUST00000096265	X	1	149553329	149567404	Foxr2	protein_coding
ENSMUSG00000071665	ENSMUST00000163801	X	1	149561440	149567404	Foxr2	protein_coding
ENSMUSG00000041658	ENSMUST00000039720	X	1	149574524	149606486	Rragb	protein_coding
ENSMUSG00000041658	ENSMUST00000144175	X	1	149574530	149587730	Rragb	protein_coding
